@relation location#general

@attribute id numeric
@attribute lemmas string
@attribute bigrams string
@attribute aspecttype {true, false}

@data
455,'the last time walk look pretty ','the_last last_time time_ _walk walk_ _ _look look_pretty pretty_ _ ',false
467,'','_ _ _ _ _ _ _ _ _ _ ',false
479,'this place have get the the good japanese restaurant the the new york ','this_place place_have have_get get_ _ _the the_good good_japanese japanese_restaurant restaurant_ _the the_new new_york york_ ',false
491,'have great ','_have have_ _great great_ ',false
503,'food ','food_ _ ',false
515,'service top ','service_ _top top_ ',false
527,'have be go back again again and ','_have have_be be_go go_back back_again again_and and_ ',false
539,'tend judge sushi sushi restaurant its sea which be heavenly sushi sushi ','_tend tend_ _judge judge_ _sushi sushi_restaurant restaurant_ _its its_sea sea_ _which which_be be_heavenly heavenly_ _sushi sushi_ ',false
551,'melt little mouth and and the perfect too and and slightly ','_melt melt_ _ _little little_mouth mouth_and and_the the_perfect perfect_ _too too_ _ _and and_slightly slightly_ ',false
563,'the sushi seem pretty fresh and be adequately ','the_sushi sushi_seem seem_pretty pretty_fresh fresh_and and_be be_adequately adequately_ ',false
575,'the rice rice fish ration be also try overpack the ','the_rice rice_ _fish fish_ration ration_be be_also also_ _ _try try_ _overpack overpack_the the_ ',false
587,'take advanatage the half price sushi deal saturday be well worth ','_take take_advanatage advanatage_ _the the_half half_price price_sushi sushi_deal deal_ _saturday saturday_ _ _be be_well well_worth worth_ ',false
599,'surprisingly nothing could far from the ','surprisingly_nothing nothing_could could_ _far far_from from_the the_ ',false
611,'the this place attract well with ','_the the_ _this this_place place_attract attract_ _well well_ _with with_ _ _ ',false
623,'the food be well prepare and the service ','the_food food_be be_well well_prepare prepare_and and_the the_service service_ ',false
635,'go ','_go go_ ',false
647,'the prix fixe menu worth every penny and you get more than enough quantity and ','the_prix prix_fixe fixe_menu menu_ _worth worth_every every_penny penny_and and_you you_get get_more more_than than_enough enough_ _ _quantity quantity_and and_ ',false
659,'will go back and heartily recommend ','_will will_ _go go_back back_and and_heartily heartily_recommend recommend_ ',false
671,'and and there much tasty all fresh and and continually ','_and and_there there_ _much much_tasty tasty_ _all all_ _ _fresh fresh_and and_continually continually_ ',false
683,'not vegetarian almost all the dish be ','_ _not not_ _vegetarian vegetarian_ _almost almost_all all_the the_dish dish_be be_ ',false
695,'like the the the and and the the the but the the the dhosas and and dhal be kinda ','_like like_the the_ _ _and and_the the_ _but but_the the_dhosas dhosas_and and_dhal dhal_be be_kinda kinda_ ',false
707,'the service vary from day day sometimes sometimes very and sometimes sometimes ','the_service service_vary vary_from from_day day_ _ _sometimes sometimes_ _very very_ _and and_sometimes sometimes_ ',false
719,'the kitchen almost always ','the_kitchen kitchen_ _ _almost almost_always always_ ',false
731,'specify you you like your food its rather bland you you ','_specify specify_ _you you_like like_your your_food food_ _its its_rather rather_bland bland_ _you you_ ',false
743,'the ambience pretty and nice for casual lunch here would probably ','the_ambience ambience_ _pretty pretty_and and_nice nice_for for_ _ _ _casual casual_lunch lunch_here here_would would_probably probably_ _ ',false
755,'for for the the the and consider the the the food just companion for for trip across the the the ','_ _for for_the the_ _and and_consider consider_the the_food food_just just_ _companion companion_for for_ _trip trip_across across_the the_ ',false
767,'look like shred cheese partly do still ','_look look_like like_shred shred_cheese cheese_partly partly_do do_ _still still_ _ ',false
779,'they use fancy fancy but even fancy fancy ingredient ingredient make for good pizza unless someone know how get the crust ','_they they_use use_fancy fancy_ _but but_even even_fancy fancy_ingredient ingredient_ _make make_for for_good good_pizza pizza_unless unless_someone someone_know know_how how_ _get get_the the_crust crust_ ',false
791,'big all ','_big big_ _all all_ ',false
803,'think have some the good meal life ','_think think_ _have have_some some_the the_good good_meal meal_ _ _life life_ _ ',false
815,'the seafood good wine and the menu always offer some great ','the_seafood seafood_ _ _ _ _good good_wine wine_ _and and_the the_ _menu menu_always always_offer offer_some some_great great_ ',false
827,'the combination super-fresh ingredient the dish be unusual but really ','the_combination combination_ _super-fresh super-fresh_ingredient ingredient_ _the the_dish dish_be be_unusual unusual_but but_really really_ ',false
839,'worth the trip from ','worth_the the_trip trip_from from_ ',false
851,'this place worth ','this_place place_ _worth worth_ _ _ ',false
863,'come back here much ','_ _ _come come_back back_here here_ _ _much much_ _ _ ',false
875,'leon east village casual but with well prepare basic french bistro good warm and lively ','leon_ _ _east east_village village_ _casual casual_but but_ _with with_well well_prepare prepare_basic basic_french french_bistro bistro_ _good good_ _ _warm warm_and and_lively lively_ ',false
887,'wife and always always enjoy the not always always well train but nevertheless all whom have ','_wife wife_and and_ _always always_enjoy enjoy_the the_ _not not_always always_well well_train train_but but_nevertheless nevertheless_ _ _all all_ _whom whom_have have_ _ ',false
899,'have be dozen time and never fail enjoy the ','have_be be_dozen dozen_ _time time_and and_never never_fail fail_ _enjoy enjoy_the the_ ',false
911,'our teenage kid love ','our_teenage teenage_kid kid_love love_ _ ',false
923,'everytime decide try another place the get angry that just zucchero ','everytime_ _decide decide_ _try try_another another_place place_ _the the_ _ _get get_angry angry_that that_ _ _just just_ _ _zucchero zucchero_ ',false
935,'this far favorite place the ','this_ _ _far far_ _favorite favorite_place place_ _the the_ ',false
947,'the service the the decor and and the the food delicious and and come large ','the_service service_ _ _the the_decor decor_ _ _and and_the the_food food_ _delicious delicious_and and_come come_ _large large_ ',false
959,'have have be this place many and and always have have great and and ','_have have_be be_ _this this_place place_many many_ _and and_always always_have have_great great_ _ _and and_ ',false
971,'be worry would have have trouble get but somehow manage have have short ','_be be_worry worry_ _would would_have have_trouble trouble_get get_ _but but_somehow somehow_manage manage_ _have have_ _short short_ ',false
983,'always have great glass wine while ','_always always_ _have have_ _great great_glass glass_ _wine wine_while while_ _ ',false
995,'when get great and fast ','when_ _ _ _get get_great great_and and_fast fast_ ',false
1007,'the people that work there be be always friendly you you forget you you be be new york ','the_people people_that that_work work_there there_be be_always always_ _friendly friendly_you you_forget forget_you you_be be_ _new new_york york_ ',false
1019,'make sure you you try this place often you you ','make_sure sure_you you_try try_this this_place place_ _often often_ _you you_ ',false
1031,'this fun restaurant ','this_ _ _fun fun_restaurant restaurant_ _ _ ',false
1043,'the pizza yummy and like the ','the_pizza pizza_ _yummy yummy_and and_ _like like_the the_ ',false
1055,'but the pizza way ','but_the the_pizza pizza_ _way way_ _ ',false
1067,'large and topping be about ','_large large_ _ _and and_topping topping_be be_about about_ _ ',false
1079,'go there for lunch and be not good expect from the review ','_go go_there there_for for_lunch lunch_and and_ _be be_not not_ _good good_ _ _expect expect_from from_the the_review review_ _ ',false
1091,'sauce be watery and the food have much ','sauce_be be_watery watery_and and_the the_food food_ _have have_much much_ ',false
1103,'service be friendly and ','service_be be_ _friendly friendly_and and_ ',false
1115,'slightly the pricey side but worth ','slightly_ _the the_pricey pricey_side side_but but_worth worth_ ',false
1127,'great pizza and fantastic ','great_pizza pizza_and and_fantastic fantastic_ ',false
1139,'there be small but short than ','there_be be_ _small small_ _but but_short short_than than_ _ ',false
1151,'locate the end magnificent ','locate_ _the the_end end_ _ _magnificent magnificent_ ',true
1163,'very cozy and warm ','very_cozy cozy_and and_warm warm_ ',false
1175,'will ','_will will_ _ ',false
1187,'this the good sushi new york city hand ','this_ _the the_good good_sushi sushi_ _new new_york york_city city_ _hand hand_ ',false
1199,'the place small and cramped but the food ','the_place place_ _small small_and and_cramped cramped_but but_the the_food food_ _ ',false
1211,'get the tuna ','get_the the_tuna tuna_ _ ',false
1223,'all about the food ','_all all_about about_the the_food food_ ',false
1235,'but when look the the there lot most them be be dumpling the the appetizer ','but_when when_ _look look_ _the the_ _there there_ _ _lot lot_ _ _most most_ _them them_be be_dumpling dumpling_ _the the_appetizer appetizer_ ',false
1247,'the steak tartare great they fix for you the ','the_steak steak_tartare tartare_ _ _great great_ _they they_fix fix_ _for for_you you_ _the the_ ',false
1259,'admittedly some night inside the the the restaurant be rather but the the the open kitchen part the the the ','admittedly_some some_night night_inside inside_the the_restaurant restaurant_be be_rather rather_ _but but_the the_open open_kitchen kitchen_ _part part_ _the the_ ',false
1271,'great wine gigondas worth the the and the the house champagne great ','great_wine wine_ _gigondas gigondas_ _worth worth_the the_ _and and_the the_house house_champagne champagne_ _ _great great_ ',false
1283,'may bit packed but the the the vibe good and the the the good french food you will find the the the ','_may may_ _ _bit bit_packed packed_ _ _but but_the the_vibe vibe_ _good good_and and_ _ _the the_good good_french french_food food_you you_will will_find find_ _the the_ ',false
1295,'have recommend the place always get good ','have_recommend recommend_the the_place place_ _ _always always_get get_good good_ ',false
1307,'pizza the the the only pizza nyc that should not have additional topping the the the crust taste like the the the freshly baked ','pizza_ _the the_only only_pizza pizza_ _nyc nyc_that that_should should_not not_have have_additional additional_topping topping_ _the the_crust crust_taste taste_like like_the the_ _freshly freshly_baked baked_ ',false
1319,'take all nyc guest ','_take take_all all_ _nyc nyc_guest guest_ _ ',false
1331,'not sure where the previous but saul great great neighborhood and have great great ','not_sure sure_where where_the the_previous previous_ _ _ _but but_saul saul_ _ _ _great great_neighborhood neighborhood_and and_have have_great great_ ',true
1343,'be there #crd# time and have always have wonderful ','_be be_there there_#crd# #crd#_time time_and and_have have_always always_have have_wonderful wonderful_ ',false
1355,'highly recommend for special occasion provide and and intimate setting and and nice ','_highly highly_recommend recommend_ _for for_ _special special_occasion occasion_ _ _provide provide_and and_intimate intimate_setting setting_and and_nice nice_ ',false
1367,'not sure where the other reviewer eat but seem visit #crd# different restaurant because friend and all enjoy mizu very and ','_not not_sure sure_where where_the the_other other_reviewer reviewer_eat eat_but but_ _seem seem_ _ _ _visit visit_#crd# #crd#_different different_restaurant restaurant_because because_ _friend friend_and and_ _all all_enjoy enjoy_mizu mizu_very very_ _and and_ _ _ ',false
1379,'and and repeat ','_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _and and_ _ _ _ _ _ _and and_ _repeat repeat_ ',false
1391,'even after they overcharge the last time be ','even_after after_they they_overcharge overcharge_ _the the_last last_time time_ _be be_ ',false
1403,'make sure you have the spicy scallop ','make_sure sure_you you_have have_the the_spicy spicy_scallop scallop_ _ ',false
1415,'','_ _ _ _ _ _ _ _ _ _ _ _ _ _ ',false
1427,'','_ ',false
1439,'moules be lobster ravioli be very ','moules_be be_ _lobster lobster_ravioli ravioli_be be_very very_ ',false
1451,'take mom for and the maitre be pretty ','take_ _mom mom_for for_ _ _and and_the the_maitre maitre_ _be be_pretty pretty_ ',false
1463,'tell sit and when sit say the table be ','tell_ _ _sit sit_ _and and_when when_ _sit sit_ _say say_the the_table table_be be_ ',false
1475,'step foot the second time reach over adjust ','step_ _ _foot foot_ _the the_second second_time time_ _reach reach_over over_ _ _adjust adjust_ ',false
1487,'tiny dessert be plain overprice for what ','tiny_dessert dessert_be be_ _plain plain_overprice overprice_for for_what what_ _ ',false
1499,'the drink be always welll make and wine selection fairly ','the_drink drink_be be_always always_welll welll_make make_and and_wine wine_selection selection_ _fairly fairly_ ',false
1511,'try their they be die ','try_their their_ _ _they they_be be_ _die die_ ',false
1523,'service not not exactly #crd# but not not really big ','service_ _not not_exactly exactly_#crd# #crd#_ _but but_ _not not_really really_ _big big_ ',false
1535,'downstairs lounge always good attraction ','downstairs_lounge lounge_ _always always_ _good good_attraction ',false
1547,'cozy ','_ _ _ _cozy cozy_ ',false
1559,'the exotic food beautifully present and delight delicious ','the_exotic exotic_food food_ _beautifully beautifully_present present_and and_ _ _delight delight_ _delicious delicious_ ',false
1571,'also extremely well ','_ _also also_extremely extremely_well well_ ',false
1583,'the staff incredibly helpful and ','the_staff staff_ _incredibly incredibly_helpful helpful_and and_ ',false
1595,'the bar very well well stocked with interesting beer and well well price ','the_bar bar_ _very very_well well_stocked stocked_with with_interesting interesting_beer beer_and and_well well_price price_ ',false
1607,'this #crd# favorite restaurant and not ','this_ _#crd# #crd#_ _ _favorite favorite_restaurant restaurant_and and_ _ _not not_ _ _ ',false
1619,'your friend will thank you for introduce them this ','your_friend friend_will will_thank thank_you you_for for_introduce introduce_them them_ _this this_ ',false
1631,'when stumble think that have find quite the gem be certainly ','when_ _stumble stumble_ _ _ _think think_that that_ _have have_find find_quite quite_the the_gem gem_ _ _be be_certainly certainly_ ',false
1643,'the waitress move our our table practically into the the bathroom and when ask cancel our our dinner order because do not want eat sit the the be tell no. ','the_waitress waitress_move move_our our_table table_practically practically_into into_the the_bathroom bathroom_and and_when when_ _ask ask_ _cancel cancel_our our_dinner dinner_order order_because because_ _do do_not not_want want_ _eat eat_sit sit_ _the the_ _ _be be_tell tell_no. ',false
1655,'top thing she drop use silverware jacket and do not stop apologize clean the mess that be leave ','_ _top top_thing thing_ _she she_drop drop_use use_silverware silverware_ _ _ _jacket jacket_and and_do do_not not_stop stop_ _apologize apologize_ _clean clean_the the_mess mess_that that_be be_leave leave_ _ ',false
1667,'such ','such_ _ ',false
1679,'rude medicore food.there be ton restaurant ny.stay away from this #crd# ','rude_ _medicore medicore_food.there food.there_be be_ton ton_ _restaurant restaurant_ _ny.stay ny.stay_away away_from from_this this_#crd# ',false
1691,'have grat time jekyll and ','_have have_ _grat grat_time time_ _jekyll jekyll_and and_ ',false
1703,'love everythig about the show and ','_love love_everythig everythig_about about_ _the the_show show_and and_ ',false
1715,'our server be very helpful and ','our_server server_be be_very very_helpful helpful_and and_ ',false
1727,'bring whole family back next ','_ _bring bring_ _whole whole_family family_back back_next next_ ',false
1739,'the food be good ','the_food food_be be_good good_ ',false
1751,'the tuna and wasabe potato be ','the_tuna tuna_and and_wasabe wasabe_potato potato_be be_ ',false
1763,'the outdoor atmosphere sit the the sidewalk watch the the world foot away #ord# avenue cool evening be ','the_outdoor outdoor_atmosphere atmosphere_ _sit sit_ _the the_sidewalk sidewalk_watch watch_the the_world world_ _ _ _foot foot_away away_ _#ord# #ord#_avenue avenue_ _ _cool cool_evening evening_be be_ ',true
1775,'inside little but ','inside_ _ _little little_ _but but_ _ _ ',false
1787,'service be prompt and ','service_be be_prompt prompt_and and_ ',false
1799,'this be repeat visit and definitely back ','this_be be_ _repeat repeat_visit visit_and and_ _definitely definitely_ _back back_ ',false
1811,'great great ','great_ _great great_ ',false
1823,'price be ','price_be be_ _ ',false
1835,'the pizza delicious they use fresh mozzarella instead the shredded cheese common most ','the_pizza pizza_ _delicious delicious_ _they they_use use_fresh fresh_mozzarella mozzarella_instead instead_ _the the_ _ _shredded shredded_cheese cheese_common common_ _most most_ ',false
1847,'#crd# their appetizer selection would nice get some mozzarella stick the ','#crd#_ _their their_appetizer appetizer_selection selection_ _ _would would_ _nice nice_ _get get_some some_mozzarella mozzarella_stick stick_ _the the_ ',false
1859,'because get cold very quickly and its not that ','_because because_ _ _ _ _ _get get_cold cold_very very_quickly quickly_and and_its its_not not_that that_ ',false
1871,'far the good salad have have fast food ','_far far_the the_good good_salad salad_ _have have_have have_ _ _fast fast_food food_ ',false
1883,'fine dining restaurant ','fine_dining dining_restaurant restaurant_ ',false
1895,'over 0 different choice create your ','over_0 0_different different_choice choice_ _create create_your your_ ',false
1907,'must ','_must must_ ',false
1919,'recent sunday friend and accidently find this great restaurant our way see the pulitzer prize win play ','_ _recent recent_sunday sunday_ _ _friend friend_and and_ _accidently accidently_find find_this this_great great_restaurant restaurant_ _our our_way way_ _see see_the the_pulitzer pulitzer_prize prize_win win_play play_ ',false
1931,'this be the perfect and delicious accompaniment our afternoon ','this_be be_the the_perfect perfect_ _ _and and_delicious delicious_accompaniment accompaniment_ _our our_afternoon afternoon_ _ ',false
1943,'the chicken pot pie the the cheeseburger huge and and and and the the service professional wan ','the_chicken chicken_pot pot_pie pie_ _ _the the_cheeseburger cheeseburger_huge huge_and and_ _and and_the the_service service_professional professional_wan wan_ ',false
1955,'with many poor experience have the theater truly excellent ','with_ _many many_poor poor_experience experience_ _ _have have_ _the the_theater theater_ _ _truly truly_ _excellent excellent_ ',false
1967,'will return many time for this oasis ','_will will_return return_many many_time time_for for_this this_oasis oasis_ _ ',false
1979,'the sake menu should not ','the_sake sake_menu menu_should should_not not_ _ ',false
1991,'all this midtown gem instantly become #crd# favorite sushi restaurant the ','all_ _ _this this_midtown midtown_gem gem_instantly instantly_become become_#crd# #crd#_ _ _favorite favorite_sushi sushi_restaurant restaurant_ _the the_ ',false
2003,'try the the lobster teriyaki and the the rise special ','try_the the_lobster lobster_teriyaki teriyaki_and and_the the_rise rise_special special_ ',false
2015,'wine list selection good and be generously fill the the ','wine_list list_selection selection_ _good good_and and_ _be be_generously generously_fill fill_ _the the_ ',false
2027,'traditional french decour be be be pleasant though the the hall be be be rather noisy the the restaurant be be be full and have raise our voice able maintain ','traditional_french french_decour decour_be be_pleasant pleasant_though though_the the_hall hall_be be_rather rather_noisy noisy_ _the the_restaurant restaurant_be be_full full_and and_ _have have_ _raise raise_our our_voice voice_ _ _able able_ _maintain maintain_ _ ',false
2039,'be cafe spice probably probably 0 probably probably still the good indian restaurant around union ','_be be_ _ _cafe cafe_spice spice_probably probably_0 0_ _ _ _probably probably_still still_the the_good good_indian indian_restaurant restaurant_around around_union union_ ',false
2051,'sum service vary from good depend which waiter you generally just average ','_sum sum_ _ _service service_vary vary_from from_good good_ _ _depend depend_ _which which_waiter waiter_you you_ _generally generally_ _ _just just_average average_ ',false
2063,'seating always though the the restaurant do fill the the ','seating_ _always always_ _though though_the the_restaurant restaurant_do do_fill fill_ _ _the the_ ',false
2075,'food usually very though ocasionally wonder about freshmess raw vegatables side ','food_ _usually usually_very very_ _though though_ocasionally ocasionally_ _wonder wonder_about about_freshmess freshmess_ _raw raw_vegatables vegatables_ _side side_ ',false
2087,'many other reviewer your order often slow arrive this particularly true the evening but not problem during lunch ','_many many_other other_reviewer reviewer_ _your your_order order_ _often often_slow slow_ _arrive arrive_ _this this_ _particularly particularly_true true_ _the the_evening evening_but but_ _not not_ _problem problem_during during_lunch lunch_ ',false
2099,'the decor vibrant and with several semi-private boths the the right side the the dining which be great for ','the_decor decor_ _vibrant vibrant_and and_ _with with_several several_semi-private semi-private_boths boths_ _the the_right right_side side_ _the the_dining dining_ _which which_be be_great great_for for_ _ ',false
2111,'have never be disappoint the red ','_have have_never never_be be_disappoint disappoint_ _the the_red red_ ',false
2123,'the #ord# time and and be completely take the the live jazz band and and order the the lobster cobb ','the_#ord# #ord#_time time_ _ _and and_be be_completely completely_take take_ _the the_live live_jazz jazz_band band_and and_ _ _order order_the the_lobster lobster_cobb cobb_ ',false
2135,'the restaurant cute but not ','the_restaurant restaurant_ _cute cute_but but_not not_ ',false
2147,'the food food diamond rough the the food food delicious and and homemade with the the perfect balance herb and and ','the_food food_ _ _diamond diamond_ _rough rough_ _the the_food food_ _delicious delicious_and and_homemade homemade_with with_the the_perfect perfect_balance balance_ _herb herb_and and_ ',false
2159,'would highly recommend ','_would would_highly highly_recommend recommend_ ',false
2171,'#crd# our favorite place eat ','_#crd# #crd#_ _our our_favorite favorite_place place_ _eat eat_ _ ',false
2183,'have great time the jekyll and hyde pub last ','_have have_ _great great_time time_ _the the_jekyll jekyll_and and_hyde hyde_pub pub_last last_ ',false
2195,'highly recommend visit this restaurant and and have dinner and and ','_highly highly_recommend recommend_visit visit_this this_restaurant restaurant_and and_have have_dinner dinner_and and_ ',false
2207,'you be the type person who like be scare and and this great place and and ','_you you_be be_the the_type type_ _person person_who who_like like_be be_scare scare_and and_ _this this_ _ _great great_place place_ _ _and and_ ',false
2219,'husband and and and thougt would great the jekyll and and and hyde pub for our our and and and our our surprise be ','_husband husband_and and_ _thougt thougt_ _would would_ _great great_ _ _ _the the_jekyll jekyll_and and_hyde hyde_pub pub_for for_our our_ _and and_ _our our_surprise surprise_ _be be_ ',false
2231,'the have over 0 different beer offer thier guest that make husband very happy and the the food be must must recommend dish must must the the pumkin ','the_have have_over over_0 0_different different_beer beer_ _offer offer_thier thier_guest guest_ _that that_make make_ _husband husband_very very_happy happy_and and_the the_food food_be be_ _ _ _must must_recommend recommend_ _dish dish_ _must must_ _the the_pumkin pumkin_ ',false
2243,'the entertainment be great they have show that through out the ','the_entertainment entertainment_be be_great great_they they_have have_show show_that that_ _ _through through_out out_the the_ ',false
2255,'please take and try this ','please_take take_ _ _ _and and_try try_this this_ ',false
2267,'be not dissappointed the least bit this little ','_be be_not not_dissappointed dissappointed_ _the the_least least_bit bit_ _this this_little little_ ',false
2279,'the bagel be ','the_bagel bagel_be be_ ',false
2291,'they be serve warm and have soft fluffy ','they_be be_serve serve_warm warm_and and_have have_ _soft soft_fluffy fluffy_ ',false
2303,'the worker there also absolutely load the bagel with cream cheese little ','the_worker worker_there there_also also_absolutely absolutely_load load_the the_bagel bagel_with with_cream cream_cheese cheese_ _ _little little_ ',false
2315,'love and would highly ','_love love_ _and and_would would_highly highly_ ',false
2327,'this be be frist time cafe st. and and must say how delicous the the food and and the the service ','this_be be_ _frist frist_time time_ _cafe cafe_st. st._ _and and_ _must must_say say_how how_delicous delicous_the the_food food_and and_the the_service service_ ',false
2339,'other guest enjoy santa chop salad and and fish and and ','other_guest guest_enjoy enjoy_ _santa santa_ _chop chop_salad salad_and and_fish fish_and and_ ',false
2351,'highly recommend cafe st. for their the ambience and wonderful ','_highly highly_recommend recommend_cafe cafe_st. st._ _for for_their their_ _the the_ambience ambience_and and_wonderful wonderful_ ',false
2363,'all the staff absolutely ','all_the the_staff staff_ _absolutely absolutely_ ',false
2375,'nice and small but enough for ','_nice nice_and and_ _small small_but but_enough enough_for for_ _ _ ',false
2387,'this restaurant be way ','this_restaurant restaurant_be be_way way_ ',false
2399,'chow chow fun and and chow chow see be really bland and and ','_chow chow_fun fun_and and_chow chow_see see_be be_really really_bland bland_and and_ ',false
2411,'mind the oily part most be cook that but be way way too ','_ _mind mind_the the_oily oily_part part_ _most most_be be_cook cook_that that_ _but but_ _be be_way way_too too_ ',false
2423,'the scallion pancakes and fry dumpling be nothing out the ','the_scallion scallion_pancakes pancakes_and and_fry fry_dumpling dumpling_be be_nothing nothing_out out_ _the the_ ',false
2435,'the service be the only thing good about this ','the_service service_be be_the the_only only_thing thing_good good_about about_this this_ ',false
2447,'boring the and our sushi be pretty below the be and the ','_boring boring_ _the the_ _and and_our our_sushi sushi_be be_pretty pretty_below below_ _the the_ _be be_ _and and_the the_ _ _ _ _ ',false
2459,'the the and be the the tuna be soggy and the the other roll have ','_ _ _the the_ _and and_ _ _be be_ _ _ _the the_tuna tuna_be be_soggy soggy_and and_the the_other other_roll roll_have have_ _ ',false
2471,'definitely ','_definitely definitely_ _ _ ',false
2483,'the price reasonable although the service ','the_price price_ _reasonable reasonable_although although_the the_service service_ _ ',false
