@relation Preis-Leistungs-Verhltnis

@attribute id numeric
@attribute lemma string
@attribute dependencies string
@attribute lexicons_min numeric
@attribute lexicons_max numeric
@attribute lexicons_extremes_difference numeric
@attribute contains_negation numeric
@attribute sentence_length numeric
@attribute aspecttype {true, false}

@data
327,'housekeeper sweet great job ','det nsubj cop advmod root cc nsubj conj det amod dobj punct ',0.0,1.0,1.0,0,57,false
328,'little thing break light mildew drippy faucet ','expl root det amod nsubj prep amod pobj punct amod cc conj nsubj punct ',0.0,0.0,0.0,0,78,false
329,'hotel need bit tlc ','det nsubj root det dobj prep pobj punct ',0.0,0.0,0.0,1,31,false
330,'otherwise nice experience ','advmod det amod root punct ',0.0,0.6,0.6,0,30,false
331,'housekeeping staff friendly great job ','det nn nsubj cop advmod root cc nsubj conj det amod dobj ',0.0,1.0,1.0,0,67,false
354,'good ','root punct ',0.0,1.0,1.0,0,7,false
355,'bed real ','nsubj cop neg root punct ',0.0,0.5,0.5,1,20,false
395,'meh ','root punct ',0.0,0.0,0.0,0,6,false
396,'s good location s clean ','nsubj root prep det amod pobj cc nsubj cop conj punct ',0.0,1.0,1.0,0,43,false
397,'s date ','nsubjpass auxpass advmod root punct ',0.0,0.0,0.0,0,19,false
398,'tv work ','det nsubj aux neg root punct ',0.0,0.0,0.0,1,22,false
399,'staff reception warm ','det nsubj prep pobj cop neg root punct ',0.0,0.2,0.2,1,38,false
400,'stay absolutely ','nsubj advmod root advmod mark nsubj advmod advcl dep punct ',0.0,0.0,0.0,0,43,false
401,'strand storm book last minute ','nsubjpass auxpass root prep det pobj advmod nsubj ccomp dobj amod tmod punct ',0.0,0.0,0.0,0,62,false
431,'rude staff ','nn root punct ',0.0,0.0,0.0,0,13,false
432,'staff give unpleasant vibe start right bat ','det nsubj root det amod dobj nsubj rcmod dep prep det pobj punct ',0.0,0.0,0.0,1,67,false
433,'female receptionist attitude explain room deposit correctly return ask clarify something already say seem upset ','det num amod nsubj root det dobj prep pobj mark nsubj aux neg advcl det nn dobj advmod dep pobj cc advmod dep nsubj conj prep pobj auxpass xcomp dobj aux xcomp dobj possessive nsubj aux advmod rcmod punct nsubj advmod ccomp aux xcomp dobj advmod punct ',-0.4,0.5,0.9,1,236,false
465,'good location adequate stay stay price right ','amod nsubj punct amod prep poss pobj punct aux root advmod advmod mark det nsubj cop advcl punct ',0.0,1.0,1.0,0,88,false
466,'quiet comfortable clean great location ','amod punct amod punct amod punct nn root punct ',0.0,1.0,1.0,0,47,false
467,'bar fridge room useful ','nn nsubj prep pobj cop advmod root punct ',0.0,0.4,0.4,0,37,false
468,'room furniture need update ','nsubj cc conj root xcomp punct ',0.0,0.0,0.0,1,36,false
469,'pool area also need makeover ','amod nsubj advmod root det dobj punct ',0.0,0.3333333333333333,0.3333333333333333,1,34,false
505,'good location adequate stay stay price right ','amod nsubj punct amod prep poss pobj punct aux root advmod advmod mark det nsubj cop advcl punct ',0.0,1.0,1.0,0,88,false
506,'quiet comfortable clean great location ','amod punct amod punct amod punct nn root punct ',0.0,1.0,1.0,0,47,false
507,'bar fridge room useful ','nn nsubj prep pobj cop advmod root punct ',0.0,0.4,0.4,0,37,false
508,'room furniture need update ','nsubj cc conj root xcomp punct ',0.0,0.0,0.0,1,36,false
509,'pool area also need makeover ','amod nsubj advmod root det dobj punct ',0.0,0.3333333333333333,0.3333333333333333,1,34,false
535,'thang service ','root prep det pobj punct ',0.0,0.0,0.0,0,25,false
536,'moon light ','det nn root punct ',0.0,0.0,0.0,0,20,false
537,'maybe update little bit color furniture ','advmod root det amod dep advmod dobj cc conj punct ',0.0,0.0,0.0,0,56,false
564,'good ','root punct ',0.0,1.0,1.0,0,7,false
565,'location ','det root punct ',0.0,0.0,0.0,0,15,false
566,'bathroom show age ','nsubj aux root poss dobj punct ',0.0,0.0,0.0,0,34,false
567,'time renovate ','root aux infmod punct ',0.0,0.5,0.5,1,19,false
616,'wish wait low rate site offer night ','nsubj root nsubj aux aux ccomp prep amod pobj det nsubj aux rcmod dobj num prep pobj punct ',0.0,0.5,0.5,0,82,false
617,'stay ni ','nsubj root prep num pobj punct ',0.0,0.0,0.0,0,23,false
618,'nice big room upgrade arrival ','nn amod root partmod prep pobj punct ',0.0,0.6,0.6,0,36,false
619,'smell lobby #ord# walk smell stale nursing home ','det root prep pobj advmod nsubj advmod dep mark nsubj advcl dobj prep det nn pobj punct ',-0.4,0.0,0.4,0,80,false
620,'much antiseptic smell try cover stale smell ','advmod amod amod root partmod aux xcomp prt det amod dobj punct ',0.0,1.0,1.0,1,63,false
621,'beautiful old building appreciate ','amod amod dobj nsubj aux root punct ',0.0,1.0,1.0,0,44,false
622,'also turn water midnight ','advmod nsubj root aux xcomp prt det dobj prep pobj prep num pobj punct ',0.0,0.0,0.0,0,60,false
623,'big affect far comfort ','det amod root advmod dep dep pobj ',0.0,1.0,1.0,1,32,false
655,'good ','root punct ',0.0,1.0,1.0,0,7,false
656,'location good?cprice fair ','nsubj cop nsubj cop root punct ',0.0,0.5,0.5,0,34,false
657,'old hotel room curtain fall ','poss det amod root punct cc nsubj poss advmod det nsubj conj prt ',0.0,0.0,0.0,0,54,false
699,'stay ok bit b&b old style hotel ambience bar diner ','det nsubj cop root cc poss det conj prep det pobj prep det amod nn nn pobj prep det pobj cc conj punct ',0.0,0.0,0.0,0,100,false
700,'breakfast good location excellent view room good ','nsubj cop root punct conj amod punct nsubj prep pobj cop ccomp punct ',0.0,1.0,1.0,1,68,false
701,'room clean service good ','nn amod nsubj cop root punct ',0.0,1.0,1.0,0,33,false
702,'safe place quiet ','amod root cc conj punct ',0.0,0.75,0.75,0,23,false
703,'usb pports power point electronic device furniture old bed squeak ','det nn root cc det nn conj prep amod pobj punct amod nsubj cop parataxis cc poss nsubj conj punct ',0.0,0.0,0.0,1,104,false
704,'last evening get room apparently check already ','det amod root nsubj aux neg rcmod prep poss pobj mark nsubjpass auxpass advmod advcl prt advmod punct ',0.0,0.0,0.0,1,92,false
705,'room service bar lunch time quite star standard ','det nn root punct det appos prep dep nn pobj neg advmod num nn dep ',0.0,1.0,1.0,1,76,false
745,'excellent customer service ','amod nn root punct ',0.0,1.0,1.0,1,29,false
746,'staff accommodating helpful ','det nsubj cop advmod root cc conj punct ',0.0,1.0,1.0,0,48,false
747,'bathroom shower mold wall ','poss nn nsubj root dobj prep det pobj punct ',0.0,0.0,0.0,0,44,false
748,'explain problem front desk apologetic move upgrade room ','nsubj root det dobj prep det amod pobj punct cc nsubj cop advmod conj cc conj dobj prep det amod pobj punct ',-0.4,0.5,0.9,1,111,false
749,'excellent customer service ','amod nn root punct ',0.0,1.0,1.0,1,29,false
780,'good ','root punct ',0.0,1.0,1.0,0,7,false
781,'location excellent central convenient public transportation restaurant metro place dupuis food court various service ','nsubj cop root punct amod punct conj prep amod pobj punct conj punct conj punct cc nn nn nn conj punct amod dobj punct ',0.0,1.0,1.0,1,143,false
782,'maintenance spotty ','nsubj cop root punct ',0.0,0.0,0.0,1,24,false
783,'bathtub drain clog hairdryer didn?ft work ice maker several floor order furniture room scuff ','nn nsubjpass partmod punct nn nn conj punct nn conj prep amod pobj auxpass prep dep pobj punct nsubj prep pobj root punct ',0.0,0.0,0.0,0,126,false
807,'good ','root punct ',0.0,1.0,1.0,0,7,false
808,'really like location hotel ','nsubj advmod root det dobj prep det pobj punct ',0.0,0.4,0.4,0,44,false
809,'swimming pool cold ','det nn nsubj cop root punct ',0.0,0.3333333333333333,0.3333333333333333,0,29,false
836,'pleasant ','root punct ',0.0,1.0,1.0,1,11,false
837,'great location ','nn root punct ',0.0,0.6,0.6,0,17,false
838,'room mold ','det nsubj aux root punct ',0.0,0.0,0.0,0,21,false
839,'move room becsuse noise contiguos room ','nsubj root dobj prep det nn pobj prep det pobj prep det nn pobj punct ',0.0,0.0,0.0,1,76,false
863,'good ','root punct ',0.0,1.0,1.0,0,7,false
864,'close shopping ','root dep pobj punct ',0.0,0.5,0.5,0,20,false
865,'heat bathroom ','det root prep pobj ',0.0,0.0,0.0,1,20,false
882,'good ','root punct ',0.0,1.0,1.0,0,7,false
883,'service de concierge nest pas sufficient ','nn nn nn nsubj root acomp ',0.0,0.0,0.0,1,41,false
913,'','root punct ',0.0,0.0,0.0,0,7,false
914,'location ','root punct ',0.0,0.0,0.0,0,11,false
915,'room tired overused ','det nsubj cop advmod root cc conj punct ',-0.4,0.0,0.4,0,39,false
916,'room need facelift ','det nsubj root det dobj punct ',0.0,0.0,0.0,1,27,false
917,'carpet stain mould bathroom ','det nsubjpass auxpass root punct expl parataxis nsubj prep det pobj punct ',0.0,0.0,0.0,0,59,false
943,'overall nice #crd# ','advmod amod root punct ',0.0,0.6,0.6,0,19,false
944,'location ','root punct ',0.0,0.0,0.0,0,11,false
945,'facility ','root ',0.0,0.0,0.0,0,11,false
992,'good value money ','amod root prep pobj punct ',0.0,1.0,1.0,0,23,true
993,'great location next metro station big n modern food court supermarket ','amod root punct advmod dep nn pobj punct amod advmod amod nn appos punct appos punct ',0.0,0.6,0.6,0,81,false
994,'walkable city centre ','root prep nn pobj punct ',0.0,0.0,0.0,1,26,false
995,'err electric teapot coffee maker ','root det amod dobj prep det nn pobj punct ',0.0,0.5,0.5,0,45,false
996,'coffee brewer clean guest ','nn nsubjpass aux auxpass root prep det pobj punct ',0.0,1.0,1.0,0,48,false
997,'','root ',0.0,0.0,0.0,0,2,false
998,'sheet big enough tuck matress ','nsubj cop root advmod aux auxpass xcomp prep det pobj punct ',0.0,0.2,0.2,1,53,false
999,'roll ','root complm nsubjpass aux neg auxpass pcomp prt punct ',0.0,0.0,0.0,1,33,false
1046,'good cost effectiveness ','amod nn root punct ',0.0,1.0,1.0,0,26,true
1047,'good location ','amod root punct ',0.0,1.0,1.0,0,16,false
1048,'good location ','amod root punct ',0.0,1.0,1.0,0,16,false
1049,'breakfest good ','nsubj aux cop root punct ',0.0,1.0,1.0,0,28,false
1050,'room service restaurant close dinner s essential ','expl root det nn nsubj cc det nsubjpass auxpass conj prep pobj punct dobj nsubj cop rcmod punct ',0.0,1.0,1.0,1,90,false
1051,'pool open evening ','nsubjpass auxpass advmod root prep det pobj punct ',0.0,0.3333333333333333,0.3333333333333333,0,37,false
1084,'','root punct ',0.0,0.0,0.0,0,7,false
1085,'great location ','amod root punct ',0.0,0.6,0.6,0,17,false
1086,'lose thing leave contact say find ','nsubj root dobj prep poss pobj advmod nsubj dep cc nsubj conj dobj prep pobj cc nsubj conj nsubj aux ccomp dobj punct ',-0.2,0.5,0.7,1,105,false
1087,'also hot water work morning ','advmod punct det amod nsubj aux advmod root prep det pobj ',0.0,0.0,0.0,0,52,false
1121,'good ','root punct ',0.0,1.0,1.0,0,7,false
1122,'great buffet ','amod root punct ',0.0,0.6,0.6,0,15,false
1123,'bad fridge room book small room ','advmod root expl ccomp det nsubj prep poss pobj mark nsubj advcl det amod dobj punct ',-0.6,0.0,0.6,1,75,false
1124,'great location ','amod root punct ',0.0,0.6,0.6,0,17,false
1125,'parking scary least wasn?ft street ','nsubj cop root cc advmod dep nsubj conj prep det pobj ',-0.4,0.0,0.4,0,56,false
1171,'room serve purpose ','det nsubj root poss dobj punct ',0.0,0.0,0.0,0,30,false
1172,'less ','dep root cc det conj punct ',0.0,0.0,0.0,1,22,false
1173,'room clean room ','nsubj num punct dep cop det advmod amod root punct ',0.0,1.0,1.0,0,38,false
1174,'front staff friendly ','amod nsubj cop root punct ',0.0,1.0,1.0,1,27,false
1175,'front entrance beautiful ','amod nsubj cop root punct ',0.0,1.0,1.0,1,31,false
1176,'ked parking underground easy access hotel ','root complm expl ccomp dep advmod prep amod pobj prep det pobj punct ',0.0,0.2,0.2,0,71,false
1177,'room bathroom need major renovation ( comfortable mold bath tub wall ) ','root num punct det nsubj dep prep pobj prep amod pobj advmod nsubj cop neg dep mark det nsubj prep det nn nn pobj advcl punct ',0.0,1.0,1.0,1,120,false
1217,'good ','root punct ',0.0,1.0,1.0,0,7,false
1218,'lobby clean room clean great view city ','det nsubj cop root cc det nsubj cop conj cc conj det amod dobj prep det pobj punct ',-0.4,1.0,1.4,0,78,false
1219,'restaurant hotel good ','det nsubj prep det pobj cop root punct ',0.0,1.0,1.0,1,39,false
1220,'location hotel great access st. catherine street get downtown ','det nsubj prep det pobj cop root prep pobj prep nn poss possessive pobj cc conj dobj punct ',0.0,0.6,0.6,1,96,false
1221,'bathroom outdated seem little scummy ','det nsubj cop root punct cc cop det amod conj punct ',0.0,0.0,0.0,0,59,false
1252,'good value ','amod root punct ',0.0,1.0,1.0,0,13,true
1253,'location convenient view room outstanding ','det nsubj cop advmod root cc det nsubj prep poss pobj cop conj punct ',0.0,1.0,1.0,1,78,false
1254,'need update ','nsubj root aux auxpass xcomp punct ',0.0,0.0,0.0,1,25,false
1255,'take full minute run shower water really warm ','nsubj csubj det amod num dobj partmod det dobj prep det pobj cop advmod root punct ',0.0,0.5,0.5,0,82,false
1274,'pleasant ','root punct ',0.0,1.0,1.0,1,11,false
1275,'old need reformation comon area ','advmod dep punct root dobj prep amod pobj punct ',0.0,1.0,1.0,1,46,false
1290,'probably stay ','advmod aux neg root advmod advmod punct ',0.0,0.0,0.0,1,38,false
1291,'work ice machine ','expl root det amod nn nsubj punct ',0.0,0.0,0.0,1,35,false
1331,'go back recommend friend ','aux root advmod cc aux conj prep pobj punct ',0.0,1.0,1.0,0,47,false
1332,'room roomy ','det nsubj cop root punct ',0.0,0.0,0.0,0,23,false
1333,'location excellent ','det nsubj cop root punct ',0.0,1.0,1.0,1,29,false
1334,'clean staff awesome ','nsubj cop nsubj cc det conj cop root punct ',0.0,1.0,1.0,0,42,false
1335,'air duct need clean ','det nn nsubj root xcomp punct ',0.0,1.0,1.0,1,30,false
1336,'come smell mould ','advmod nsubj root mark nsubj advcl dobj punct ',0.0,0.0,0.0,0,36,false
1337,'pool hour limited odd ','det nn nsubj cop root cc conj punct ',-0.4,0.3333333333333333,0.7333333333333334,0,38,false
1362,'good ','root punct ',0.0,1.0,1.0,0,7,false
1363,'location ','root ',0.0,0.0,0.0,0,9,false
1383,'good ','advmod root punct ',0.0,1.0,1.0,0,12,false
1384,'nice city ','root prep det pobj punct ',0.0,0.6,0.6,0,19,false
1385,'room fridge ','nsubj root det dobj ',0.0,0.0,0.0,1,19,false
1417,'good ','root punct ',0.0,1.0,1.0,0,7,false
1418,'good location ','amod root punct ',0.0,1.0,1.0,0,16,false
1419,'lot elevator work rapidly ','root prep pobj nsubj rcmod advmod punct ',0.0,0.0,0.0,0,40,false
1420,'old building ','amod root punct ',0.0,0.5,0.5,0,15,false
1421,'lot amenity ','neg det root prep pobj punct ',0.0,1.0,1.0,1,25,false
1462,'home away home ','advmod root dep pobj punct ',0.0,0.0,0.0,0,22,false
1463,'ideal location hotel heart downtown montreal ','amod root prep pobj prep det pobj prep nn pobj punct ',0.0,0.0,0.0,1,60,false
1464,'friendly helpful staff ','amod cc conj root punct ',0.0,1.0,1.0,0,29,false
1465,'trustworthy housekeeping ','amod root punct ',0.0,1.0,1.0,0,27,false
1466,'wide selection place close hotel ( metro station taxi shopping mall restaurant pharmacy ) ','amod root prep pobj amod prep det pobj prep nn dep punct conj punct nn conj punct conj punct appos punct dep conj punct ',0.0,0.5,0.5,1,122,false
1467,'many homeless people hotel ','advmod amod amod root prep pobj punct ',0.0,0.0,0.0,0,38,false
1495,'pleasant ','root punct ',0.0,1.0,1.0,1,11,false
1496,'good location ','amod root punct ',0.0,1.0,1.0,0,16,false
1497,'design quite old need change lift car park ','det nsubj cop advmod root cc conj nn dobj aux xcomp dobj ',0.0,0.0,0.0,1,57,false
1539,'hotel convenient airport shuttle subway ','det nsubj cop root prep det nn pobj cc conj punct ',0.0,1.0,1.0,1,61,false
1540,'bed comfy ','det nsubj cop root punct ',0.0,0.0,0.0,0,20,false
1541,'coffee machine work ','det nn nsubj aux neg root punct ',0.0,0.0,0.0,1,34,false
1542,'strange smell room ','expl root det amod nsubj prep det pobj punct ',-0.2,0.0,0.2,0,40,false
1543,'room hotel little tired tatty ','det nsubj cc conj cop det dep root cc conj punct ',-0.4,0.0,0.4,0,50,false
1544,'staff friendly ','nsubj prep det pobj cop root punct ',0.0,1.0,1.0,0,32,false
1545,'make effort friendly helpful ','det nsubj root det dobj aux cop infmod cc conj punct ',0.0,1.0,1.0,1,54,false
1575,'bad ','neg root punct ',-0.6,0.0,0.6,1,10,false
1576,'location comfort ','root punct appos punct ',0.0,1.0,1.0,0,21,false
1577,'payment process ','nn root ',0.0,0.0,0.0,1,16,false
1599,'nice hotel recommend ','advmod amod nsubj punct aux root punct ',0.0,0.6,0.6,0,36,false
1600,'staff ( sammy checkin ) helpful provide room nice view ','root punct dep punct prep pobj dep advmod amod prep pcomp det dobj prep det amod pobj punct ',0.0,1.0,1.0,0,81,false
1601,'bad signage direction parking garage hotel food court ect ','advmod amod root prep pobj prep nn pobj prep pobj prep nn pobj punct appos punct ',-0.6,0.5,1.1,0,88,false
1628,'good ','root punct ',0.0,1.0,1.0,0,7,false
1629,'location great ','nsubj cop root punct ',0.0,0.6,0.6,0,20,false
1630,'old hotel old equipments old bathroom old carpets ','nn root prep nn pobj punct nn dep punct nn appos punct ',0.0,0.0,0.0,1,62,false
1631,'need urgent remodeling ','nn nn root ',-0.2,0.0,0.2,1,24,false
1670,'breakfast need improvement ','nsubj root dobj punct ',0.0,1.0,1.0,1,30,false
1671,'proximity everything montreal ','root prep pobj prep pobj punct ',0.0,0.0,0.0,1,38,false
1672,'location ','root punct ',0.0,0.0,0.0,0,11,false
1673,'breakfast bit expensive ','root det nsubj xcomp punct ',0.0,0.5,0.5,0,28,true
1674,'cold ','cop root punct ',0.0,0.0,0.0,0,11,false
1675,'spresso ','root ',0.0,0.0,0.0,0,8,false
1723,'fairly good hotel nice practical location ','advmod amod root punct amod amod appos punct ',0.0,1.0,1.0,0,46,false
1724,'good location check fast able get room early expect general stay pleasant ','amod tmod punct dep advcl prep pobj prt ccomp advmod punct nsubj cop root aux xcomp poss dep advmod mark dep punct cc prep pobj det nsubj cop conj punct ',0.0,1.0,1.0,1,133,false
1725,'s also connect shopping mall metro system go outside get ','nsubjpass auxpass advmod root prep det nn pobj cc det nn conj punct cc nsubj aux neg conj aux xcomp advmod aux xcomp prep pobj punct ',0.0,0.5,0.5,1,114,false
1726,'#ord# stay hotel sure last ','nsubj cop neg poss amod root prep det pobj cc nsubj cop conj nsubj aux neg cop poss ccomp punct ',0.0,0.0,0.0,1,76,false
1727,'big space door let sound light mildly annoying try sleep ','det amod nsubj prep det pobj root det dobj cc conj rel punct pobj cop advmod rcmod mark advcl aux xcomp punct ',-0.4,0.2,0.6000000000000001,1,106,false
1728,'also reduce score facility hotel still follow archaic ( slightly offensive ) practice put bible ( case new testament ) room ','nsubj aux advmod root det dobj prep punct pobj punct mark det nsubj advmod advcl det dobj dep cc advmod amod nn conj prep pcomp det dobj dep cc punct prep det pobj punct nn nsubj conj prep det pobj punct ',0.0,1.0,1.0,1,199,false
1729,'non-christian irritate like stop ','root det pobj punct nsubj conj dobj cc nsubj aux conj nsubj aux xcomp punct ',-0.6,0.4,1.0,1,69,false
1759,'pleasant ','root punct ',0.0,1.0,1.0,1,11,false
1760,'nice clean hotel ','nsubj cop det amod amod root punct ',0.0,1.0,1.0,0,28,false
1761,'night hear air circulation almost sound roller coaster keep wake ','prep det pobj advcl det nn nsubj advmod ccomp prep det nn pobj aux root dobj prt ',0.0,0.0,0.0,0,98,false
1803,'location location location ','root punct appos punct appos punct ',0.0,0.0,0.0,0,33,false
1804,'location absolutely terrific ','det nsubj cop advmod root punct ',0.0,0.8,0.8,0,39,false
1805,'staff extremely accommodate hotel need update ','det nsubj aux advmod root punct cc det nsubj conj prep pobj prep det pobj punct ',0.0,0.0,0.0,1,81,false
1806,'#ord# room smell smoke immediately move room ','poss amod nsubj root prep pobj punct cc nsubjpass auxpass advmod conj prep det pobj punct ',0.0,0.3333333333333333,0.3333333333333333,1,84,false
1807,'lock work immediately fix ','advmod det nsubj aux neg dep punct nsubjpass auxpass advmod root punct ',0.0,0.3333333333333333,0.3333333333333333,1,60,false
1808,'staff help book train ride loan wine opener never say request ','det nsubj root nsubj ccomp poss nn dobj punct conj iobj det nn dobj punct cc neg conj punct dep punct dep det pobj punct ',0.0,0.4,0.4,1,106,false
1809,'room need upgrade ','det nsubj root xcomp punct ',0.0,0.0,0.0,1,27,false
1859,'satisfy ','root punct ',0.0,0.0,0.0,0,12,false
1860,'hotel location great ','nn nsubj cop root punct ',0.0,0.6,0.6,0,27,false
1861,'easy subway access ','amod nn root punct ',0.0,0.2,0.2,0,21,false
1862,'close bar restaurant bed comfortable ','advmod dep pobj cc conj punct cc nsubj cop root punct ',0.0,0.4,0.4,1,60,false
1863,'staff bilingual able give information get city ','nsubj cop root punct cc cop conj aux xcomp dobj prep pcomp prep det pobj punct ',0.0,1.0,1.0,0,85,false
1864,'room elevator hear go quite loudly ','poss nsubj root prep det pobj cc nsubj aux conj nsubj xcomp advmod cc conj advmod advmod punct ',0.0,0.0,0.0,0,90,false
1865,'wasn?ft good noise wake morning ','root det amod dobj aux infmod prt prep dep det pobj punct ',0.0,1.0,1.0,1,54,false
1900,'pleasant ','root punct ',0.0,1.0,1.0,1,11,false
1901,'complain roos give good room ','mark nsubj advcl prep poss pobj nsubj root iobj amod dobj punct ',-0.4,1.0,1.4,0,61,false
1902,'complain send maintenance man room check room tell wrong room fine ','advmod nsubj dep nsubj root det nn dobj prep poss pobj cc conj poss dobj aux infmod dobj nsubj cop rcmod cc det nsubj cop conj punct ',-0.4,0.4,0.8,1,122,false
1903,'leave change room good #crd# ','nsubj aux advmod root advmod nsubj dep poss dobj cc conj amod dobj punct ',-0.2,1.0,1.2,0,66,false
1932,'','root punct ',0.0,0.0,0.0,0,7,false
1933,'indoor access iga metro definitely asset ','amod nsubj prep pobj cc conj cop advmod det root punct ',0.0,0.4,0.4,0,56,false
1934,'bathroom fixture look old outdated ','det nn nsubj cc conj cop preconj root cc conj punct ',0.0,1.0,1.0,0,59,false
1935,'enough electric outlet personal device ','expl root neg amod amod nsubj prep amod pobj punct ',0.0,0.5,0.5,1,59,false
1984,'stay good convenient location comfortable spacious room ','nsubj cop root punct det amod dep punct amod cc conj appos punct ',0.0,1.0,1.0,1,72,false
1985,'location old town good ','nsubj prep nn pobj root punct ',0.0,1.0,1.0,0,28,false
1986,'park way pleasant enjoy music ','nsubj prep det pobj cop root cc nsubj conj det dobj punct ',0.0,1.0,1.0,1,60,false
