@relation Preis-Leistungs-Verhltnis-positive

@attribute id numeric
@attribute AFINN numeric
@attribute BingLiu numeric
@attribute EmoLex numeric
@attribute unigrams string
@attribute bigrams string
@attribute feature__average numeric
@attribute feature__normal numeric
@attribute feature__simple numeric
@attribute feature__okay numeric
@attribute feature__ok numeric
@attribute feature__not_great numeric
@attribute feature__nothing_great numeric
@attribute feature__moderate numeric
@attribute feature__typical numeric
@attribute feature__alright numeric
@attribute feature__fair numeric
@attribute feature__mediocre numeric
@attribute feature__just numeric
@attribute feature__fine numeric
@attribute feature__not_too_good numeric
@attribute feature__good_enough numeric
@attribute punctuation_exclamation numeric
@attribute punctuation_question numeric
@attribute aspecttype {true, false}

@data
253,0.1111111111111111,0.1111111111111111,0.05555555555555555,'was more economical than other properties i searched in the area but there is room for improvement  ','_was_more _more_economical _economical_than _than_other _other_properties _properties_i _i_searched _searched_in _in_the _the_area _area_but _but_there _there_is _is_room _room_for _for_improvement _improvement_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
254,0.0,0.0,0.0,'location was close to the event we were attending  ','_location_was _was_close _close_to _to_the _the_event _event_we _we_were _were_attending _attending_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
255,0.05555555555555555,0.0,-0.027777777777777776,'there is a parking structure attacked to the hotel so you did not need to park outside  ','_there_is _is_a _a_parking _parking_structure _structure_attacked _attacked_to _to_the _the_hotel _hotel_so _so_you _you_did _did_not _not_need _need_to _to_park _park_outside _outside_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
256,0.125,0.0,-0.020833333333333332,'you can travel with pets and our request for a mini fridge in the room for medication storage was honoured at no charge  ','_you_can _can_travel _travel_with _with_pets _pets_and _and_our _our_request _request_for _for_a _a_mini _mini_fridge _fridge_in _in_the _the_room _room_for _for_medication _medication_storage _storage_was _was_honoured _honoured_at _at_no _no_charge _charge_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
257,0.0,-0.05,-0.05833333333333333,'the bathroom was dated  some tiles were cracked in the shower and much of the grout was black  ','_the_bathroom _bathroom_was _was_dated _dated_ __some _some_tiles _tiles_were _were_cracked _cracked_in _in_the _the_shower _shower_and _and_much _much_of _of_the _the_grout _grout_was _was_black _black_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
258,0.19047619047619047,-0.09523809523809523,-0.14285714285714285,'the carpet was stained but was not dirty  my socks did not turn get dirty walking on carpet   ','_the_carpet _carpet_was _was_stained _stained_but _but_was _was_not _not_dirty _dirty_ __my _my_socks _socks_did _did_not _not_turn _turn_get _get_dirty _dirty_walking _walking_on _on_carpet _carpet_ __ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
259,0.04,0.0,0.013333333333333332,'parking garage has low ceilings   foot max clearance  so larger vehicles will not fit and cost is    day  ','_parking_garage _garage_has _has_low _low_ceilings _ceilings_ __ __foot _foot_max _max_clearance _clearance_ __so _so_larger _larger_vehicles _vehicles_will _will_not _not_fit _fit_and _and_cost _cost_is _is_ __ __ __day _day_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
260,0.0,0.0,0.018518518518518517,'there was a   charge for cleaning the room if you travel with pets that we were not told about until after check  in  ','_there_was _was_a _a_ __ __charge _charge_for _for_cleaning _cleaning_the _the_room _room_if _if_you _you_travel _travel_with _with_pets _pets_that _that_we _we_were _were_not _not_told _told_about _about_until _until_after _after_check _check_ __in _in_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
261,0.043478260869565216,0.0,0.0,'the bar  restaurant was closed when we went to have a drink one evening and there are no posted hours of operationu ','_the_bar _bar_ __restaurant _restaurant_was _was_closed _closed_when _when_we _we_went _went_to _to_have _have_a _a_drink _drink_one _one_evening _evening_and _and_there _there_are _are_no _no_posted _posted_hours _hours_of _of_operationu ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
387,0.0,0.0,0.0,'acceptably  ','_acceptably_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
388,0.0,0.0,0.16666666666666666,'good location  parking  grocery store in the building  ','_good_location _location_ __parking _parking_ __grocery _grocery_store _store_in _in_the _the_building _building_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
389,0.07142857142857142,-0.07142857142857142,0.011904761904761902,'old hotel and relevant smell  no sockets in the room at all  ','_old_hotel _hotel_and _and_relevant _relevant_smell _smell_ __no _no_sockets _sockets_in _in_the _the_room _room_at _at_all _all_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
390,0.0,0.0,0.0,'had to charge cellular in bathroom  ','_had_to _to_charge _charge_cellular _cellular_in _in_bathroom _bathroom_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
391,0.6,-0.2,-0.2,'air condition was terrible  ','_air_condition _condition_was _was_terrible _terrible_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
392,0.08695652173913043,-0.043478260869565216,-0.021739130434782608,'had to ask staff to switch it off in the evening  but at night it started blow cool air very noisy  ','_had_to _to_ask _ask_staff _staff_to _to_switch _switch_it _it_off _off_in _in_the _the_evening _evening_ __but _but_at _at_night _night_it _it_started _started_blow _blow_cool _cool_air _air_very _very_noisy _noisy_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
393,0.2857142857142857,-0.2857142857142857,-0.21428571428571427,'it was very cold and uncomfortable  ','_it_was _was_very _very_cold _cold_and _and_uncomfortable _uncomfortable_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
504,0.0,0.0,0.0,'stay was okay  ','_stay_was _was_okay _okay_ ',0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,false
505,0.0,0.0,0.0,'i will consider staying there again  ','_i_will _will_consider _consider_staying _staying_there _there_again _again_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
506,0.3333333333333333,0.2222222222222222,0.0,'the location was great  right downtown montreal  ','_the_location _location_was _was_great _great_ __right _right_downtown _downtown_montreal _montreal_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
507,0.6,0.3,0.0,'view was amazing and the bed was comfortable enough  ','_view_was _was_amazing _amazing_and _and_the _the_bed _bed_was _was_comfortable _comfortable_enough _enough_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
508,0.0,0.0,0.0,'the hotel was outdated  ','_the_hotel _hotel_was _was_outdated _outdated_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
509,0.09090909090909091,-0.09090909090909091,0.045454545454545456,'carpet was pretty old and the vent was very dusty  ','_carpet_was _was_pretty _pretty_old _old_and _and_the _the_vent _vent_was _was_very _very_dusty _dusty_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
510,0.0,-0.1111111111111111,-0.05555555555555555,'you can actually see the caked on dust  ','_you_can _can_actually _actually_see _see_the _the_caked _caked_on _on_dust _dust_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
511,0.0,0.0,0.0,'it does need updating aesthetically  ','_it_does _does_need _need_updating _updating_aesthetically _aesthetically_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
622,0.0,0.0,0.5,'good  ','_good_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
623,0.4166666666666667,0.16666666666666666,0.125,'the housekeeper was very sweet and she did a great job  ','_the_housekeeper _housekeeper_was _was_very _very_sweet _sweet_and _and_she _she_did _did_a _a_great _great_job _job_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
624,0.21428571428571427,-0.07142857142857142,-0.07142857142857142,'there were some little things like broken lights  mildew and drippy faucet  ','_there_were _were_some _some_little _little_things _things_like _like_broken _broken_lights _lights_ __mildew _mildew_and _and_drippy _drippy_faucet _faucet_ ',0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,false
625,0.0,0.0,0.0,'the hotel needs a bit of tlc  ','_the_hotel _hotel_needs _needs_a _a_bit _bit_of _of_tlc _tlc_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
626,0.6,0.2,0.0,'otherwise a nice experience  ','_otherwise_a _a_nice _nice_experience _experience_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
627,0.4166666666666667,0.16666666666666666,0.20833333333333334,'the housekeeping staff were very friendly and they did a great job ','_the_housekeeping _housekeeping_staff _staff_were _were_very _very_friendly _friendly_and _and_they _they_did _did_a _a_great _great_job ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
698,0.0,0.0,0.5,'good  ','_good_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
699,0.0,0.0,0.1,'beds are not real  ','_beds_are _are_not _not_real _real_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
755,0.0,0.0,0.0,'meh  ','_meh_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
756,0.45454545454545453,0.18181818181818182,0.18181818181818182,'it s in a good location and it s clean  ','_it_s _s_in _in_a _a_good _good_location _location_and _and_it _it_s _s_clean _clean_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
757,0.0,0.0,0.0,'it s very dated  ','_it_s _s_very _very_dated _dated_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
758,0.0,0.16666666666666666,0.0,'the tv did nt work  ','_the_tv _tv_did _did_nt _nt_work _work_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
759,0.125,0.125,0.0,'the staff at reception are nt warm  ','_the_staff _staff_at _at_reception _reception_are _are_nt _nt_warm _warm_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
760,0.0,0.0,0.0,'i only stay here if i absolutely have to  ','_i_only _only_stay _stay_here _here_if _if_i _i_absolutely _absolutely_have _have_to _to_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
761,0.0,0.0,-0.038461538461538464,'we were stranded with the storm so we booked it last minute  ','_we_were _were_stranded _stranded_with _with_the _the_storm _storm_so _so_we _we_booked _booked_it _it_last _last_minute _minute_ ',0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,false
847,0.0,0.0,0.0,'rude staff  ','_rude_staff _staff_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
848,0.0,0.0,-0.07692307692307693,'the staff gave an unpleasant vibe that started right off the bat  ','_the_staff _staff_gave _gave_an _an_unpleasant _unpleasant_vibe _vibe_that _that_started _started_right _right_off _off_the _the_bat _bat_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
849,0.0425531914893617,0.0,0.0017730496453900694,'the one female receptionist had an attitude with me because she did nt explain the room deposit correctly to me and when all i did in return was ask her to clarify something s she had already said  it only seemed to upset her more  ','_the_one _one_female _female_receptionist _receptionist_had _had_an _an_attitude _attitude_with _with_me _me_because _because_she _she_did _did_nt _nt_explain _explain_the _the_room _room_deposit _deposit_correctly _correctly_to _to_me _me_and _and_when _when_all _all_i _i_did _did_in _in_return _return_was _was_ask _ask_her _her_to _to_clarify _clarify_something _something_s _s_she _she_had _had_already _already_said _said_ __it _it_only _only_seemed _seemed_to _to_upset _upset_her _her_more _more_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
905,0.05555555555555555,0.1111111111111111,0.05555555555555555,'good location  adequate for our stay  would stay there again if the price was right  ','_good_location _location_ __adequate _adequate_for _for_our _our_stay _stay_ __would _would_stay _stay_there _there_again _again_if _if_the _the_price _price_was _was_right _right_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
906,0.4444444444444444,0.2222222222222222,0.16666666666666666,'quiet  comfortable  clean  great location  ','_quiet_ __comfortable _comfortable_ __clean _clean_ __great _great_location _location_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
907,0.25,0.125,0.0,'bar fridge in room was very useful  ','_bar_fridge _fridge_in _in_room _room_was _was_very _very_useful _useful_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
908,0.0,0.0,0.0,'rooms and furniture need updating  ','_rooms_and _and_furniture _furniture_need _need_updating _updating_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
909,0.0,0.0,0.047619047619047616,'pool area also needs a makeover  ','_pool_area _area_also _also_needs _needs_a _a_makeover _makeover_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
985,0.05555555555555555,0.1111111111111111,0.05555555555555555,'good location  adequate for our stay  would stay there again if the price was right  ','_good_location _location_ __adequate _adequate_for _for_our _our_stay _stay_ __would _would_stay _stay_there _there_again _again_if _if_the _the_price _price_was _was_right _right_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
986,0.4444444444444444,0.2222222222222222,0.16666666666666666,'quiet  comfortable  clean  great location  ','_quiet_ __comfortable _comfortable_ __clean _clean_ __great _great_location _location_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
987,0.25,0.125,0.0,'bar fridge in room was very useful  ','_bar_fridge _fridge_in _in_room _room_was _was_very _very_useful _useful_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
988,0.0,0.0,0.0,'rooms and furniture need updating  ','_rooms_and _and_furniture _furniture_need _need_updating _updating_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
989,0.0,0.0,0.047619047619047616,'pool area also needs a makeover  ','_pool_area _area_also _also_needs _needs_a _a_makeover _makeover_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1055,0.0,0.0,0.0,'thangs for the service ! ','_thangs_for _for_the _the_service _service_! ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,false
1056,0.0,0.0,0.0,'the moon light !!!! ','_the_moon _moon_light _light_!!!! ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,false
1057,0.0,0.0,0.0,'maybe update a little bit more colors and furniture !!! ','_maybe_update _update_a _a_little _little_bit _bit_more _more_colors _colors_and _and_furniture _furniture_!!! ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,false
1108,0.0,0.0,0.5,'good  ','_good_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1109,0.0,0.0,0.0,'the location  ','_the_location _location_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1110,0.0,0.0,0.0,'bathrooms are showing their age  ','_bathrooms_are _are_showing _showing_their _their_age _age_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1111,0.0,0.0,0.125,'time to renovate ! ','_time_to _to_renovate _renovate_! ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,false
1192,0.05555555555555555,0.0,0.0,'i wish i would have waited for lower rates the site was offering   per night  ','_i_wish _wish_i _i_would _would_have _have_waited _waited_for _for_lower _lower_rates _rates_the _the_site _site_was _was_offering _offering_ __ __per _per_night _night_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1193,0.0,0.0,0.0,'we stayed for two ni  ','_we_stayed _stayed_for _for_two _two_ni _ni_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1194,0.14285714285714285,0.14285714285714285,0.0,'nice big room upgraded on arrival  ','_nice_big _big_room _room_upgraded _upgraded_on _on_arrival _arrival_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1195,0.23529411764705882,-0.11764705882352941,-0.0980392156862745,'the smell in lobby when you first walk in it smells stale like a nursing home  ','_the_smell _smell_in _in_lobby _lobby_when _when_you _you_first _first_walk _walk_in _in_it _it_smells _smells_stale _stale_like _like_a _a_nursing _nursing_home _home_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1196,0.0,-0.25,-0.05555555555555555,'too much antiseptic smell trying to cover up the stale smell  ','_too_much _much_antiseptic _antiseptic_smell _smell_trying _trying_to _to_cover _cover_up _up_the _the_stale _stale_smell _smell_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1197,0.2857142857142857,0.14285714285714285,0.21428571428571427,'beautiful older building i can appreciate  ','_beautiful_older _older_building _building_i _i_can _can_appreciate _appreciate_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1198,0.0,0.0,0.0,'also they had to turn off the water from midnight to  am  ','_also_they _they_had _had_to _to_turn _turn_off _off_the _the_water _water_from _from_midnight _midnight_to _to_ __am _am_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1199,0.42857142857142855,0.14285714285714285,0.14285714285714285,'no big affect as far as comfort ','_no_big _big_affect _affect_as _as_far _far_as _as_comfort ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1295,0.0,0.0,0.5,'good  ','_good_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1296,0.3333333333333333,0.16666666666666666,0.08333333333333333,'location is goodcprice is fair  ','_location_is _is_goodcprice _goodcprice_is _is_fair _fair_ ',0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,false
1297,0.0,-0.07692307692307693,-0.07692307692307693,'its a old hotel  and in my room the curtain fell off ','_its_a _a_old _old_hotel _hotel_ __and _and_in _in_my _my_room _room_the _the_curtain _curtain_fell _fell_off ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1363,0.08695652173913043,0.043478260869565216,0.0,'the stay was ok but its a bit like a bb with an old style hotel ambience without a bar and diner  ','_the_stay _stay_was _was_ok _ok_but _but_its _its_a _a_bit _bit_like _like_a _a_bb _bb_with _with_an _an_old _old_style _style_hotel _hotel_ambience _ambience_without _without_a _a_bar _bar_and _and_diner _diner_ ',0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1364,0.6923076923076923,0.23076923076923078,0.2692307692307692,'breakfast was good  location excellent  view from room was good  ','_breakfast_was _was_good _good_ __location _location_excellent _excellent_ __view _view_from _from_room _room_was _was_good _good_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1365,0.5,0.16666666666666666,0.3333333333333333,'room cleaning service was good  ','_room_cleaning _cleaning_service _service_was _was_good _good_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1366,0.0,0.2,0.25,'safe place and quiet  ','_safe_place _place_and _and_quiet _quiet_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1367,0.05,0.0,0.0,'no usb pports and no power points for electronic devices  most furniture was old and my bed squeaked  ','_no_usb _usb_pports _pports_and _and_no _no_power _power_points _points_for _for_electronic _electronic_devices _devices_ __most _most_furniture _furniture_was _was_old _old_and _and_my _my_bed _bed_squeaked _squeaked_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1368,0.0,0.0,0.0,'the last evening we could not get into our room as we were apparently checked out already  ','_the_last _last_evening _evening_we _we_could _could_not _not_get _get_into _into_our _our_room _room_as _as_we _we_were _were_apparently _apparently_checked _checked_out _out_already _already_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1369,0.06666666666666667,0.0,0.06666666666666667,'no room service  no bar except during lunch time not quite  star standard ','_no_room _room_service _service_ __no _no_bar _bar_except _except_during _during_lunch _lunch_time _time_not _not_quite _quite_ __star _star_standard ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1465,0.0,0.0,0.5,'excellent customer service  ','_excellent_customer _customer_service _service_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1466,0.25,0.125,0.125,'the staff were very accommodating and helpful  ','_the_staff _staff_were _were_very _very_accommodating _accommodating_and _and_helpful _helpful_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1467,0.0,0.0,0.0,'our bathroom shower had mold on the walls  ','_our_bathroom _bathroom_shower _shower_had _had_mold _mold_on _on_the _the_walls _walls_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1468,0.09090909090909091,0.0,-0.011363636363636364,'we explained this problem to the front desk  and they were very apologetic and moved us to an upgraded room  ','_we_explained _explained_this _this_problem _problem_to _to_the _the_front _front_desk _desk_ __and _and_they _they_were _were_very _very_apologetic _apologetic_and _and_moved _moved_us _us_to _to_an _an_upgraded _upgraded_room _room_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1469,0.0,0.0,0.5,'excellent customer service  ','_excellent_customer _customer_service _service_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1540,0.0,0.0,0.5,'good  ','_good_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1541,0.125,0.08333333333333333,0.11458333333333333,'location is excellent  central  convenient to public transportation  restaurants  metro  and place dupuis food court  various services  ','_location_is _is_excellent _excellent_ __central _central_ __convenient _convenient_to _to_public _public_transportation _transportation_ __restaurants _restaurants_ __metro _metro_ __and _and_place _place_dupuis _dupuis_food _food_court _court_ __various _various_services _services_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1542,0.0,-0.25,0.0,'maintenance is spotty  ','_maintenance_is _is_spotty _spotty_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1543,0.0,-0.043478260869565216,0.0,'bathtub drain clogged  hairdryer didnft work  ice makers on several floors were out of order  furniture in room scuffed  ','_bathtub_drain _drain_clogged _clogged_ __hairdryer _hairdryer_didnft _didnft_work _work_ __ice _ice_makers _makers_on _on_several _several_floors _floors_were _were_out _out_of _of_order _order_ __furniture _furniture_in _in_room _room_scuffed _scuffed_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,false
1599,0.0,0.0,0.5,'good  ','_good_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1600,0.2222222222222222,0.1111111111111111,0.0,'we really liked the location of the hotel  ','_we_really _really_liked _liked_the _the_location _location_of _of_the _the_hotel _hotel_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1601,0.0,-0.16666666666666666,-0.02777777777777778,'the swimming pool was cold  ','_the_swimming _swimming_pool _pool_was _was_cold _cold_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1652,0.0,0.0,0.5,'pleasant  ','_pleasant_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1653,0.0,0.0,0.0,'great location  ','_great_location _location_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1654,0.0,0.0,0.0,'the room have mold  ','_the_room _room_have _have_mold _mold_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1655,0.0,-0.06666666666666667,-0.03333333333333333,'they move me to another room becsuse of the noise from the contiguos room  ','_they_move _move_me _me_to _to_another _another_room _room_becsuse _becsuse_of _of_the _the_noise _noise_from _from_the _the_contiguos _contiguos_room _room_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
