@relation Komfort

@attribute id numeric
@attribute lemmas string
@attribute bigrams string
@attribute aspecttype {true, false}

@data
146,'parking garage low ceiling foot max clearance large vehicle fit price 0 day ','_parking_garage _garage_have _low_ceiling _ceiling_( _foot_max _max_clearance _clearance_) _large_vehicle _vehicle_will _fit_and _price_be _0_/ _day_. ',false
147,'0 price clean comfort travel pet tell other ','_0_charge _price_for _clean_the _comfort_if _travel_with _pet_that _tell_about _other_- ',false
148,'equipment equipment close go drink #crd# evening post hour operation.u ','_equipment_/ _equipment_be _close_when _go_to _drink_#crd# _#crd#_evening _evening_and _post_hour _hour_of ',false
204,'acceptably ','_acceptably_. ',false
205,'good location parking grocery store building ','_good_location _location_, _parking_, _grocery_store _store_in _building_. ',false
206,'old equipment relevant cleanliness socket comfort ','_old_hotel _equipment_and _relevant_smell _cleanliness_, _socket_in _comfort_at ',true
207,'price cellular comfort ','_price_cellular _cellular_in _comfort_. ',false
208,'air condition terrible ','_air_condition _condition_be _terrible_. ',true
209,'ask personel switch evening night start blow cool air noisy ','_ask_staff _personel_to _switch_it _evening_, _night_it _start_blow _blow_cool _cool_air _air_very _noisy_. ',false
210,'cold uncomfortable ','_cold_and _uncomfortable_. ',false
264,'other okay ','_other_be _okay_. ',false
265,'consider other ','_consider_stay _other_there ',false
266,'location great right downtown montreal ','_location_be _great_, _right_downtown _downtown_montreal _montreal_. ',false
267,'location amazing comfort comfortable enough ','_location_be _amazing_and _comfort_be _comfortable_enough _enough_. ',true
268,'equipment outdated ','_equipment_be _outdated_. ',false
269,'carpet pretty old vent dusty ','_carpet_be _pretty_old _old_and _vent_be _dusty_. ',false
270,'actually see caked dust ','_actually_see _see_the _caked_on _dust_. ',false
271,'need update aesthetically ','_need_update _update_aesthetically _aesthetically_. ',false
320,'good ','_good_. ',false
321,'housekeeper sweet great job ','_housekeeper_be _sweet_and _great_job _job_. ',false
322,'little thing like break light mildew drippy faucet ','_little_thing _thing_like _like_break _break_light _light_, _mildew_and _drippy_faucet _faucet_. ',true
323,'equipment need bit tlc ','_equipment_need _need_a _bit_of _tlc_. ',false
324,'otherwise nice other ','_otherwise_a _nice_experience _other_. ',false
325,'housekeeping personel friendly great job ','_housekeeping_staff _personel_be _friendly_and _great_job ',false
352,'good ','_good_. ',false
353,'comfort real ','_comfort_be _real_. ',false
388,'meh ','_meh_. ',false
389,'s good location s clean ','_s_in _good_location _location_and _s_clean _clean_. ',false
390,'s date ','_s_very _date_. ',false
391,'tv work ','_tv_do _work_. ',true
392,'personel reception warm ','_personel_at _reception_be _warm_. ',false
393,'other absolutely ','_other_here _absolutely_have ',false
394,'strand storm book last minute ','_strand_with _storm_so _book_it _last_minute _minute_. ',false
428,'rude personel ','_rude_staff _personel_. ',false
429,'personel give unpleasant vibe start right bat ','_personel_give _give_an _unpleasant_vibe _vibe_that _start_right _right_off _bat_. ',false
430,'#crd# female personel attitude explain comfort deposit correctly return ask clarify something s already say seem upset ','_#crd#_female _female_receptionist _personel_have _attitude_with _explain_the _comfort_deposit _deposit_correctly _correctly_to _return_be _ask_her _clarify_something _something_s _s_she _already_say _say_, _seem_to _upset_her ',false
460,'good location adequate other would other price right ','_good_location _location_, _adequate_for _other_, _would_stay _other_there _price_be _right_. ',false
461,'quiet comfortable clean great location ','_quiet_, _comfortable_, _clean_, _great_location _location_. ',false
462,'equipment fridge comfort useful ','_equipment_fridge _fridge_in _comfort_be _useful_. ',true
463,'comfort comfort need update ','_comfort_and _comfort_need _need_update _update_. ',true
464,'equipment location also need makeover ','_equipment_area _location_also _also_need _need_a _makeover_. ',false
500,'good location adequate other would other price right ','_good_location _location_, _adequate_for _other_, _would_stay _other_there _price_be _right_. ',false
501,'quiet comfortable clean great location ','_quiet_, _comfortable_, _clean_, _great_location _location_. ',false
502,'equipment fridge comfort useful ','_equipment_fridge _fridge_in _comfort_be _useful_. ',true
503,'comfort comfort need update ','_comfort_and _comfort_need _need_update _update_. ',true
504,'equipment location also need makeover ','_equipment_area _location_also _also_need _need_a _makeover_. ',false
532,'thang personel ','_thang_for _personel_! ',false
533,'moon light !! ','_moon_light _light_!! ',false
534,'maybe update little bit color comfort !! ','_maybe_update _update_a _little_bit _bit_more _color_and _comfort_!! ',true
560,'good ','_good_. ',false
561,'location ','_location_. ',false
562,'comfort show age ','_comfort_be _show_their _age_. ',true
563,'other renovate ','_other_to _renovate_! ',false
608,'wish would wait low rate site offer 0 per night ','_wish_i _would_have _wait_for _low_rate _rate_the _site_be _offer_$ _0_per _per_night _night_. ',false
609,'other #crd# ni ','_other_for _#crd#_ni _ni_. ',false
610,'nice big comfort upgrade arrival ','_nice_big _big_room _comfort_upgrade _upgrade_on _arrival_. ',true
611,'cleanliness lobby #ord# walk cleanliness stale like nursing home ','_cleanliness_in _lobby_when _#ord#_walk _walk_in _cleanliness_stale _stale_like _like_a _nursing_home _home_. ',false
612,'much antiseptic cleanliness try cover stale cleanliness ','_much_antiseptic _antiseptic_smell _cleanliness_try _try_to _cover_up _stale_smell _cleanliness_. ',false
613,'beautiful old building appreciate ','_beautiful_old _old_building _building_i _appreciate_. ',false
614,'also turn other midnight ','_also_they _turn_off _other_from _midnight_to ',false
615,'big affect far comfort ','_big_affect _affect_as _far_as ',false
652,'good ','_good_. ',false
653,'location good?cprice fair ','_location_be _good?cprice_be _fair_. ',false
654,'old equipment comfort curtain fall ','_old_hotel _equipment_, _comfort_the _curtain_fall _fall_off ',true
692,'other ok bit like b&b old style equipment ambience without equipment diner ','_other_be _ok_but _bit_like _like_a _b&b_with _old_style _style_hotel _equipment_ambience _ambience_without _without_a _equipment_and _diner_. ',true
693,'other good location excellent location comfort good ','_other_be _good_, _location_excellent _excellent_, _location_from _comfort_be _good_. ',false
694,'comfort clean personel good ','_comfort_clean _clean_service _personel_be _good_. ',false
695,'safe equipment quiet ','_safe_place _equipment_and _quiet_. ',false
696,'usb pports power point electronic device comfort old comfort squeak ','_usb_pports _pports_and _power_point _point_for _electronic_device _device_; _comfort_be _old_and _comfort_squeak _squeak_. ',true
697,'last evening could get comfort apparently other already ','_last_evening _evening_we _could_not _get_into _comfort_as _apparently_check _other_out _already_. ',false
698,'comfort personel equipment except lunch other quite star standard ','_comfort_service _personel_, _equipment_except _except_during _lunch_time _other_not _quite_0 _star_standard ',false
740,'excellent customer personel ','_excellent_customer _customer_service _personel_. ',false
741,'personel accommodating helpful ','_personel_be _accommodating_and _helpful_. ',false
742,'comfort comfort mold wall ','_comfort_shower _comfort_have _mold_on _wall_. ',false
743,'explain problem front desk apologetic move us upgrade comfort ','_explain_this _problem_to _front_desk _desk_, _apologetic_and _move_us _us_to _upgrade_room _comfort_. ',false
744,'excellent customer personel ','_excellent_customer _customer_service _personel_. ',false
776,'good ','_good_. ',false
777,'location excellent central convenient public transportation equipment location equipment dupuis other court various personel ','_location_be _excellent_, _central_, _convenient_to _public_transportation _transportation_, _equipment_, _location_, _equipment_dupuis _dupuis_food _other_court _court_, _various_service _personel_. ',false
778,'maintenance spotty ','_maintenance_be _spotty_. ',false
779,'bathtub drain clog hairdryer didn?ft work ice maker several floor order comfort comfort scuff ','_bathtub_drain _drain_clog _clog_, _hairdryer_didn?ft _didn?ft_work _work_, _ice_maker _maker_on _several_floor _floor_be _order_, _comfort_in _comfort_scuff _scuff_. ',true
804,'good ','_good_. ',false
805,'really like location equipment ','_really_like _like_the _location_of _equipment_. ',false
806,'swimming equipment cold ','_swimming_pool _equipment_be _cold_. ',false
832,'pleasant ','_pleasant_. ',false
833,'great location ','_great_location _location_. ',false
834,'comfort mold ','_comfort_have _mold_. ',false
835,'move another comfort becsuse noise contiguos comfort ','_move_me _another_room _comfort_becsuse _becsuse_of _noise_from _contiguos_room _comfort_. ',false
860,'good ','_good_. ',false
861,'close shopping ','_close_to _shopping_. ',false
862,'heat comfort ','_heat_in ',true
880,'good ','_good_. ',false
881,'personel de personel nest pas sufficient ','_personel_de _de_concierge _personel_nest _nest_pas _pas_sufficient ',false
908,'okay ','_okay_. ',false
909,'location ','_location_. ',false
910,'comfort tired overused ','_comfort_be _tired_and _overused_. ',true
911,'comfort need facelift ','_comfort_need _need_a _facelift_. ',true
912,'carpet stain mould comfort ','_carpet_be _stain_, _mould_in _comfort_. ',false
940,'overall nice #crd# ','_overall_nice _nice_#crd# _#crd#_. ',false
941,'location ','_location_. ',false
942,'equipment ','',false
984,'good price price ','_good_value _price_for _price_. ',false
985,'great location next location location big modern other court supermarket ','_great_location _location_, _next_to _location_station _location_, _big_n _modern_food _other_court _court_, _supermarket_. ',false
986,'walkable city centre ','_walkable_to _city_centre _centre_. ',false
987,'err electric teapot other maker ','_err_an _electric_teapot _teapot_to _other_maker _maker_. ',false
988,'other brewer clean guest ','_other_brewer _brewer_can _clean_after _guest_. ',false
989,'','',false
990,'sheet big enough tuck matress ','_sheet_be _big_enough _enough_to _tuck_under _matress_. ',true
991,'wo roll ','_wo_not _roll_up ',false
1040,'good price effectiveness ','_good_cost _price_effectiveness _effectiveness_. ',false
1041,'good location ','_good_location _location_. ',false
1042,'good location ','_good_location _location_. ',false
1043,'breakfest could good ','_breakfest_could _could_be _good_. ',false
1044,'comfort personel equipment close dinner s essential ','_comfort_service _personel_and _equipment_be _close_for _dinner_, _s_be _essential_. ',false
1045,'equipment open evening ','_equipment_be _open_in _evening_! ',false
1080,'okay ','_okay_. ',false
1081,'great location ','_great_location _location_. ',false
1082,'lose thing leave contact say can?ft find .. ','_lose_some _thing_when _leave_and _contact_them _say_they _can?ft_find _find_it ',false
1083,'also hot other would work morning ','_also_, _hot_water _other_would _would_only _work_in ',true
1116,'good ','_good_. ',false
1117,'great buffet ','_great_buffet _buffet_. ',false
1118,'bad fridge comfort since book small comfort ','_bad_there _fridge_in _comfort_since _since_we _book_the _small_room _comfort_. ',true
1119,'great location ','_great_location _location_. ',false
1120,'parking scary least wasn?ft street ','_parking_be _scary_but _least_it _wasn?ft_on ',false
1164,'comfort serve purpose ','_comfort_serve _serve_its _purpose_. ',false
1165,'less ','_less_. ',false
1166,'comfort 0 clean comfort ','_comfort_0 _0_- _clean_room _comfort_. ',false
1167,'front personel friendly ','_front_staff _personel_be _friendly_. ',false
1168,'front entrance beautiful ','_front_entrance _entrance_be _beautiful_. ',false
1169,'ked parking underground easy location equipment ','_ked_that _parking_underground _underground_with _easy_access _location_to _equipment_. ',false
1170,'comfort 0 comfort need major renovation comfortable mold equipment tub wall ','_comfort_0 _0_- _comfort_be _need_of _major_renovation _renovation_( _comfortable_with _mold_on _equipment_tub _tub_wall _wall_) ',true
1212,'good ','_good_. ',false
1213,'lobby clean comfort clean great location city ','_lobby_be _clean_and _comfort_be _clean_and _great_view _location_of _city_. ',false
1214,'equipment equipment good ','_equipment_in _equipment_be _good_. ',false
1215,'location equipment great location st. catherine s street get downtown ','_location_of _equipment_be _great_for _location_to _st._catherine _catherine_s _s_street _street_and _get_downtown _downtown_. ',false
1216,'comfort outdated seem little scummy ','_comfort_be _outdated_, _seem_a _little_scummy _scummy_. ',true
1248,'good price ','_good_value _price_. ',false
1249,'location convenient location comfort outstanding ','_location_be _convenient_and _location_from _comfort_be _outstanding_. ',false
1250,'need update ','_need_to _update_. ',false
1251,'take full #crd# minute run comfort other really warm ','_take_a _full_#crd# _#crd#_minute _minute_run _run_the _comfort_before _other_be _really_warm _warm_. ',false
1272,'pleasant ','_pleasant_. ',false
1273,'old need reformation comon location ','_old_, _need_reformation _reformation_on _comon_area _location_. ',false
1288,'probably would other ','_probably_would _would_not _other_there ',false
1289,'work ice machine ','_work_ice _ice_machine _machine_. ',false
1324,'would go back would recommend friend ','_would_go _go_back _back_and _would_recommend _recommend_to _friend_. ',false
1325,'comfort roomy ','_comfort_be _roomy_. ',true
1326,'location excellent ','_location_be _excellent_. ',false
1327,'clean personel awesome ','_clean_and _personel_be _awesome_. ',false
1328,'air duct need clean ','_air_duct _duct_need _need_clean _clean_. ',false
1329,'come cleanliness mould ','_come_on _cleanliness_mould _mould_. ',false
1330,'equipment hour limited odd ','_equipment_hour _hour_be _limited_and _odd_. ',false
1360,'good ','_good_. ',false
1361,'location ','',false
1380,'good ','_good_. ',false
1381,'nice city ','_nice_in _city_. ',false
1382,'comfort fridge ','_comfort_have ',true
1412,'good ','_good_. ',false
1413,'good location ','_good_location _location_. ',false
1414,'lot elevator work rapidly ','_lot_of _elevator_that _work_rapidly _rapidly_. ',false
1415,'old building ','_old_building _building_. ',false
1416,'lot amenity ','_lot_of _amenity_. ',true
1456,'home away home ','_home_away _away_from _home_. ',false
1457,'ideal location equipment heart downtown montreal ','_ideal_location _location_of _equipment_at _heart_of _downtown_montreal _montreal_. ',false
1458,'friendly helpful personel ','_friendly_and _helpful_staff _personel_. ',false
1459,'trustworthy housekeeping ','_trustworthy_housekeeping _housekeeping_. ',false
1460,'wide selection equipment close equipment location location taxi shopping mall equipment pharmacy etc ','_wide_selection _selection_of _equipment_close _close_to _equipment_( _location_station _location_, _taxi_, _shopping_mall _mall_, _equipment_, _pharmacy_, _etc_) ',false
1461,'many homeless people near equipment ','_many_homeless _homeless_people _people_near _near_hotel _equipment_. ',false
1492,'pleasant ','_pleasant_. ',false
1493,'good location ','_good_location _location_. ',false
1494,'design quite old need change lift car park ','_design_be _quite_old _old_and _need_change _change_lift _lift_to _car_park ',false
1532,'equipment convenient location shuttle location ','_equipment_be _convenient_to _location_shuttle _shuttle_and _location_. ',false
1533,'comfort comfy ','_comfort_be _comfy_. ',true
1534,'other machine work ','_other_machine _machine_do _work_. ',true
1535,'strange cleanliness comfort ','_strange_smell _cleanliness_in _comfort_. ',false
1536,'comfort equipment little tired tatty ','_comfort_and _equipment_be _little_tired _tired_and _tatty_. ',true
1537,'#crd# personel friendly ','_#crd#_of _personel_be _friendly_. ',false
1538,'make effort friendly helpful ','_make_no _effort_to _friendly_or _helpful_. ',false
1572,'bad ','_bad_. ',false
1573,'location comfort ','_location_, _comfort_. ',false
1574,'payment process ','_payment_process ',false
1596,'nice equipment would recommend ','_nice_hotel _equipment_, _would_recommend _recommend_. ',false
1597,'personel sammy checkin helpful provide comfort nice location ','_personel_( _sammy_, _checkin_) _helpful_in _provide_a _comfort_with _nice_view _location_! ',false
1598,'bad signage direction parking garage equipment other court ect ','_bad_signage _signage_for _direction_from _parking_garage _garage_to _equipment_through _other_court _court_, _ect_. ',false
1624,'good ','_good_. ',false
1625,'location great ','_location_be _great_. ',false
1626,'old equipment old equipments old comfort old carpets .. ','_old_hotel _equipment_with _old_equipments _equipments_: _old_bathroom _comfort_, _old_carpets _carpets_.. ',true
1627,'need urgent remodeling ','_need_urgent _urgent_remodeling ',false
1664,'other need improvement ','_other_need _need_improvement _improvement_. ',false
1665,'proximity other montreal ','_proximity_to _other_in _montreal_. ',false
1666,'location ','_location_. ',false
1667,'other bit expensive ','_other_a _bit_expensive _expensive_. ',false
1668,'cold ','_cold_. ',false
1669,'spresso ','',false
1716,'fairly good equipment nice practical location ','_fairly_good _good_hotel _equipment_, _nice_practical _practical_location _location_. ',false
1717,'good location other fast able get comfort early expect general other pleasant ','_good_location _location_, _other_- _fast_, _able_to _get_my _comfort_early _early_than _expect_, _general_the _other_be _pleasant_. ',false
1718,'s also connect shopping mall location system go outside get ','_s_also _also_connect _connect_to _shopping_mall _mall_and _location_system _system_, _go_outside _outside_to _get_to ',false
1719,'#ord# other equipment sure wo last ','_#ord#_stay _other_in _equipment_and _sure_it _wo_not _last_. ',false
1720,'big comfort comfort let sound light mildly annoying try sleep ','_big_space _comfort_under _comfort_let _let_the _sound_and _light_in _mildly_annoying _annoying_while _try_to _sleep_. ',false
1721,'also reduce score equipment equipment still follow archaic slightly offensive practice put bible case new testament comfort ','_also_reduce _reduce_the _score_for _equipment_ _equipment_still _still_follow _follow_the _archaic_( _slightly_offensive _offensive_) _practice_of _put_a _bible_( _case_, _new_testament _testament_) _comfort_. ',false
1722,'non-christian irritate would like stop ','_non-christian_, _irritate_me _would_like _like_it _stop_. ',false
1756,'pleasant ','_pleasant_. ',false
1757,'nice clean equipment ','_nice_clean _clean_hotel _equipment_. ',false
1758,'night hear air circulation almost sound like roller coaster keep wake ','_night_hear _hear_the _air_circulation _circulation_almost _almost_sound _sound_like _like_a _roller_coaster _coaster_keep _keep_wake _wake_me ',true
1796,'location location location ','_location_, _location_, _location_. ',false
1797,'location absolutely terrific ','_location_be _absolutely_terrific _terrific_. ',false
1798,'personel extremely accommodate equipment need update ','_personel_be _extremely_accommodate _accommodate_, _equipment_be _need_of _update_. ',false
1799,'#ord# comfort cleanliness like smoke immediately move another comfort ','_#ord#_room _comfort_smell _cleanliness_like _like_smoke _smoke_, _immediately_move _move_to _another_room _comfort_. ',false
1800,'lock work immediately fix ','_lock_be _work_- _immediately_fix _fix_. ',true
1801,'personel help us book train ride loan us wine opener never say request ','_personel_help _help_us _us_book _book_our _train_ride _ride_, _loan_us _us_a _wine_opener _opener_, _never_say _say_ _request_. ',false
1802,'comfort need upgrade ','_comfort_need _need_upgrade _upgrade_. ',true
1852,'satisfy ','_satisfy_! ',false
1853,'equipment location great ','_equipment_location _location_be _great_! ',false
1854,'easy location location ','_easy_subway _location_access _location_. ',false
1855,'close equipment equipment comfort comfortable ','_close_to _equipment_and _equipment_, _comfort_be _comfortable_. ',true
1856,'personel bilingual able give information get around city ','_personel_be _bilingual_, _able_to _give_information _information_for _get_around _around_the _city_. ',false
1857,'comfort beside elevator could hear go quite loudly ','_comfort_be _beside_the _elevator_and _could_hear _hear_them _go_up _quite_loudly _loudly_. ',true
1858,'wasn?ft good noise wake morning ','_wasn?ft_the _good_noise _noise_to _wake_up _morning_. ',true
1896,'pleasant ','_pleasant_. ',false
1897,'complain roos give us good comfort ','_complain_for _roos_they _give_us _us_good _good_room _comfort_. ',false
1898,'complain send maintenance man comfort other comfort tell wrong comfort fine ','_complain_they _send_the _maintenance_man _man_to _comfort_and _other_my _comfort_to _tell_me _wrong_and _comfort_be _fine_. ',false
1899,'leave change comfort good #crd# ','_leave_then _change_my _comfort_and _good_#crd# _#crd#_. ',false
1928,'okay ','_okay_. ',false
1929,'indoor location iga location definitely asset ','_indoor_access _location_to _iga_and _location_be _definitely_an _asset_. ',false
1930,'comfort fixture look old outdated ','_comfort_fixture _fixture_and _look_be _old_and _outdated_. ',true
1931,'enough electric outlet personal device ','_enough_electric _electric_outlet _outlet_for _personal_device _device_. ',true
1976,'other good convenient location comfortable spacious comfort ','_other_be _good_, _convenient_location _location_, _comfortable_and _spacious_room _comfort_. ',true
1977,'location old town good ','_location_to _old_town _town_good _good_. ',false
1978,'park across way pleasant enjoy music ','_park_across _across_the _way_be _pleasant_and _enjoy_the _music_. ',true
1979,'convenient iga attach equipment ','_convenient_have _iga_attach _attach_to _equipment_. ',false
1980,'desk personel personel feel position understaffed ','_desk_staff _personel_and _personel_we _feel_that _position_be _understaffed_. ',false
1981,'ask other desk twice none leave #ord# day #crd# #ord# day ','_ask_for _other_at _desk_twice _twice_as _none_be _leave_the _#ord#_day _day_and _#crd#_the _#ord#_day _day_. ',false
1982,'care location behind equipment go away park people seem disrespectful public property location feel particularly safe evening ','_care_for _location_behind _behind_the _equipment_go _go_away _away_from _park_, _people_seem _seem_disrespectful _disrespectful_of _public_property _property_and _location_do _feel_particularly _particularly_safe _safe_in _evening_. ',false
1983,'weekend marathon #crd# equipment able tell us expect morning marathon leave ','_weekend_of _marathon_and _#crd#_at _equipment_be _able_to _tell_us _us_what _expect_the _morning_of _marathon_which ',false
2024,'disgust st night defective air con ','_disgust_on _st_night _night_because _defective_air _air_con _con_. ',true
2025,'kudos daytime personel transfer us another comfort #ord# night air con st night available comfort transfer claim friendly night personel ','_kudos_to _daytime_receptionist _personel_, _transfer_us _us_to _another_room _comfort_on _#ord#_night _night_, _air_- _con_on _st_night _night_, _available_room _comfort_to _transfer_as _claim_by _friendly_night _night_staff _personel_. ',true
2026,'friendly night personel .. ','_friendly_night _night_receptionist _personel_.. ',false
2027,'give us comfort defective air con ','_give_us _us_a _comfort_with _defective_air _air_- _con_. ',true
2056,'good location nice look old interior need renovation ','_good_location _location_nice _nice_look _look_but _old_from _interior_it _need_renovation _renovation_. ',false
2057,'good equipment montreal nice look city ','_good_place _equipment_in _montreal_with _nice_look _look_to _city_. ',false
2058,'other old comfort comfort style carpet ac cleanliness belong 0 ','_other_be _old_furniture _comfort_bathroom _comfort_style _style_of _carpet_ac _ac_window _cleanliness_as _belong_to _0_. ',true
2059,'comfort design comfort comfort ac ','_comfort_design _design_furniture _comfort_bathroom _comfort_ac ',false
2096,'come ','_come_again ',false
2097,'great location !! ','_great_location _location_!! ',false
2098,'ndly equipment personel ','_ndly_hotel _equipment_staff _personel_. ',false
2099,'star equipment expect safe box comfort comfort ','_star_hotel _equipment_be _expect_to _safe_box _box_at _comfort_, _comfort_! ',false
2100,'glass cup single use plastic paper ','_glass_/ _cup_be _single_use _use_plastic _plastic_or _paper_. ',false
2101,'lectric charging comfort desk ','_lectric_charging _charging_at _comfort_desk _desk_. ',false
2132,'good ','_good_. ',false
2133,'injure twice hide obstacle protrude comfort frame ','_injure_, _twice_, _hide_obstacle _obstacle_protrude _protrude_from _comfort_frame _frame_. ',true
2134,'management willing adequately address ','_management_be _willing_to _adequately_address _address_. ',false
2164,'okay ','_okay_. ',false
2165,'location location location great ','_location_and _location_to _location_be _great_. ',false
2166,'comfort need immediate upgrade ','_comfort_be _need_of _immediate_upgrade _upgrade_. ',true
2167,'cleanliness mould ','_cleanliness_the _mould_. ',false
2168,'comfort good size new wallpaper would great ','_comfort_good _good_size _size_but _new_wallpaper _wallpaper_would _would_be _great_. ',true
2204,'okay ','_okay_. ',false
2205,'great location ','_great_location _location_. ',false
2206,'comfortable comfort ','_comfortable_bed _comfort_. ',true
2207,'outdate ','_outdate_. ',false
2208,'big line elevator ','_big_line _line_at _elevator_. ',false
2252,'other other counter great !! ','_other_at _other_in _counter_it _great_!! ',false
2253,'comfort comfortable .. ','_comfort_be _comfortable_.. ',true
2254,'personel attend comfort lovely personel ','_personel_attend _attend_to _comfort_be _lovely_lady _personel_. ',false
2255,'front desk personel less pleasant .. ','_front_desk _desk_lady _personel_be _less_then _pleasant_.. ',false
2256,'abrasive us ask explain alittle good us .. ','_abrasive_with _us_when _ask_her _explain_herself _alittle_good _good_to _us_.. ',false
2257,'make clear us annoy us !! ','_make_very _clear_to _us_that _annoy_with _us_!! ',false
2258,'really make us feel stupid ','_really_do _make_us _us_feel _feel_stupid ',false
2304,'pleasant ','_pleasant_. ',false
2305,'location excellent ','_location_be _excellent_. ',false
2306,'comfort clean ','_comfort_be _clean_. ',false
2307,'surprised ac noisy ','_surprised_that _ac_be _noisy_. ',true
2308,'ose try open fresh air find spider network outside cleanliness ','_ose_it _try_to _open_the _fresh_air _air_, _find_spider _spider_network _network_outside _outside_the _cleanliness_. ',false
2309,'ve comment other hope fixation next other ','_ve_all _comment_to _other_out _hope_fixation _fixation_in _next_time _other_. ',false
2344,'okay ','_okay_. ',false
2345,'good location friendly personel ','_good_location _location_, _friendly_staff _personel_. ',false
2346,'star equipment plastic glass paper cup ','_star_hotel _equipment_with _plastic_glass _glass_and _paper_cup _cup_. ',false
2347,'equipment need major renovation date ','_equipment_need _need_a _major_renovation _renovation_( _date_) ',false
2372,'read negative review must admit other quite ok ','_read_some _negative_review _review_, _must_admit _admit_our _other_be _quite_ok _ok_. ',false
2373,'location indoor garage clean comfort ','_location_; _indoor_garage _garage_; _clean_room _comfort_. ',false
2374,'equipment could open bit long still s nice #crd# ','_equipment_could _could_be _open_a _bit_long _long_but _still_, _s_nice _nice_to _#crd#_. ',false
2396,'get bite comfort bug whole night throw away clothes ','_get_bite _bite_by _comfort_bug _bug_the _whole_night _night_and _throw_away _away_all _clothes_. ',false
2397,'love quick personel ','_love_the _quick_service _personel_. ',false
2398,'comfort bug ','_comfort_bug ',false
2432,'location key ','_location_be _key_. ',false
2433,'great location parking garage easy walk number equipment shop thing see ','_great_location _location_, _parking_garage _garage_and _easy_walk _walk_to _number_of _equipment_, _shop_and _thing_to _see_and ',false
2434,'book king comfort give comfort #crd# queen comfort right next incredibly noisy elevator ','_book_a _king_room _comfort_and _give_room _comfort_with _#crd#_queen _queen_bed _comfort_which _right_next _next_to _incredibly_noisy _noisy_elevator _elevator_. ',true
2435,'slept poorly queen comfort less #url# website may overpay ','_slept_poorly _poorly_and _queen_room _comfort_be _less_on _#url#_website _website_so _may_have _overpay_. ',true
2436,'lack washcloth comfort clean well st night other #ord# night ','_lack_washcloth _washcloth_and _comfort_not _clean_as _well_0 _st_night _night_of _other_as _#ord#_night _night_. ',true
2437,'parking validate other address other ','_parking_not _validate_on _other_in _address_at _other_out ',false
2480,'location key ','_location_be _key_. ',false
2481,'great location parking garage easy walk number equipment shop thing see ','_great_location _location_, _parking_garage _garage_and _easy_walk _walk_to _number_of _equipment_, _shop_and _thing_to _see_and ',false
2482,'book king comfort give comfort #crd# queen comfort right next incredibly noisy elevator ','_book_a _king_room _comfort_and _give_room _comfort_with _#crd#_queen _queen_bed _comfort_which _right_next _next_to _incredibly_noisy _noisy_elevator _elevator_. ',true
2483,'slept poorly queen comfort less #url# website may overpay ','_slept_poorly _poorly_and _queen_room _comfort_be _less_on _#url#_website _website_so _may_have _overpay_. ',true
2484,'lack washcloth comfort clean well st night other #ord# night ','_lack_washcloth _washcloth_and _comfort_not _clean_as _well_0 _st_night _night_of _other_as _#ord#_night _night_. ',true
2485,'parking validate other address other ','_parking_not _validate_on _other_in _address_at _other_out ',false
2536,'blah equipment other ','_blah_hotel _equipment_experience _other_. ',false
2537,'ok ','_ok_. ',false
2538,'comfort personel ok ','_comfort_and _personel_be _ok_. ',false
2539,'nothing special ','_nothing_special _special_. ',false
