@relation Ausstattung

@attribute id numeric
@attribute lemma string
@attribute pos string
@attribute nsubj_1 string
@attribute nsubj_2 string
@attribute lexicons_min numeric
@attribute lexicons_max numeric
@attribute lexicons_extremes_difference numeric
@attribute contains_negation numeric
@attribute aspecttype {true, false}

@data
1066,'lose thing when leave contact say find ','vbd nns wrb vbd vbd vbd vb ','find','they',-0.2,0.5,0.7,0,false
1067,'also hot water only work morning ','rb jj nn rb vb nn ','work','water',0.0,0.0,0.0,0,false
1096,'good ','jj ','','',0.0,1.0,1.0,0,false
1097,'great buffet ','jj nn ','','',0.0,0.6,0.6,0,false
1098,'too bad be fridge room book small room ','rb jj vbd nn nn vbd jjr nn ','booked','we',-0.6,0.0,0.6,1,false
1099,'great location ','jj nn ','','',0.0,0.6,0.6,0,false
1100,'parking be scary least wasn?ft street ','nn vbd jj jjs vbd nn ','wasn?ft','it',-0.4,0.0,0.4,0,false
1136,'room serve purpose ','nn vbd nn ','served','room',0.0,0.0,0.0,0,false
1137,'more less ','jjr jjr ','','',0.0,0.0,0.0,1,false
1138,'room be very clean room ','nnp vbd rb jj nn ','room','room',0.0,1.0,1.0,0,false
1139,'front staff be friendly ','jj nn vbd jj ','friendly','staff',0.0,1.0,1.0,0,false
1140,'front entrance be beautiful ','jj nn vbd jj ','beautiful','entrance',0.0,1.0,1.0,0,true
1141,'ked be parking underground easy access hotel ','vbd vbd nn jj jj nn nn ','','',0.0,0.2,0.2,0,false
1142,'room bathroom be need major renovation ( be not comfortable mold bath tub wall ) ','nnp nn vbd nn jj nn -lrb- vbd rb jj nn nn nn nns -rrb- ',')','mold',0.0,1.0,1.0,1,false
1192,'good ','jj ','','',0.0,1.0,1.0,0,false
1193,'lobby be clean room be clean have great view city ','nn vbd jj nn vbd jj vbd jj nn nn ','clean','room',-0.4,1.0,1.4,0,false
1194,'restaurant hotel be good ','nn nn vbd jj ','good','restaurant',0.0,1.0,1.0,0,true
1195,'location hotel be great access st. catherine street get downtown ','nn nn vbz jj nn nnp nnp nn vbg nn ','great','location',0.0,0.6,0.6,0,false
1196,'bathroom be outdated seem little scummy ','nns vbd jj vbd jj jj ','outdated','bathrooms',0.0,0.0,0.0,0,false
1232,'good value ','jj nn ','','',0.0,1.0,1.0,0,false
1233,'location be very convenient view room be outstanding ','nn vbd rb jj nn nn vbd jj ','outstanding','view',0.0,1.0,1.0,0,false
1234,'need be update ','vbz vb vbn ','needs','it',0.0,0.0,0.0,1,true
1235,'take full minute run shower water be really warm ','vbd jj nns vbg nn nn vbd rb jj ','took','it',0.0,0.5,0.5,0,false
1264,'pleasant ','nnp ','','',0.0,1.0,1.0,0,false
1265,'very old need reformation comon area ','rb jj vbz nn jj nns ','','',0.0,1.0,1.0,1,true
1280,'probably not stay there again ','rb rb vb rb rb ','','',0.0,0.0,0.0,1,false
1281,'be work ice machine ','vbd vbg nn nn ','was','machine',0.0,0.0,0.0,1,true
1296,'go back recommend friend ','vb rb vb nns ','','',0.0,1.0,1.0,0,false
1297,'room be roomy ','nns vbd nn ','roomy','rooms',0.0,0.0,0.0,0,false
1298,'location be excellent ','nn vbd jj ','excellent','location',0.0,1.0,1.0,0,false
1299,'be clean staff be awesome ','vbd jj nn vbd jj ','awesome','clean',0.0,1.0,1.0,0,false
1300,'air duct need clean ','nn nns vbp vbg ','need','ducts',0.0,1.0,1.0,1,false
1301,'when come smell mould ','wrb vbd vbd nn ','smelled','i',0.0,0.0,0.0,0,false
1302,'pool hour be limited odd ','nn nns vbd jj jj ','limited','hours',-0.4,0.3333333333333333,0.7333333333333334,0,true
1352,'good ','jj ','','',0.0,1.0,1.0,0,false
1353,'location ','nn ','','',0.0,0.0,0.0,0,false
1368,'very good ','rb jj ','','',0.0,1.0,1.0,0,false
1369,'nice city ','nnp nn ','','',0.0,0.6,0.6,0,false
1370,'room have fridge ','nnp vbz nn ','has','room',0.0,0.0,0.0,1,false
1392,'good ','jj ','','',0.0,1.0,1.0,0,false
1393,'good location ','jj nn ','','',0.0,1.0,1.0,0,false
1394,'lot elevator work rapidly ','nns nns vbd rb ','worked','that',0.0,0.0,0.0,0,true
1395,'old building ','jj nn ','','',0.0,0.5,0.5,0,true
1396,'not lot amenity ','rb nn nns ','','',0.0,1.0,1.0,1,false
1432,'home away home ','rb rb nn ','','',0.0,0.0,0.0,0,false
1433,'ideal location hotel heart downtown montreal ','jj nn nn nn nn nnp ','','',0.0,0.0,0.0,0,false
1434,'friendly helpful staff ','jj jj nn ','','',0.0,1.0,1.0,0,false
1435,'trustworthy housekeeping ','jj nn ','','',0.0,1.0,1.0,0,false
1436,'wide selection place close hotel ( metro station taxi shopping mall restaurant pharmacy ) ','jj nn nns rb nn -lrb- nn nns nn nn nns nns nns -rrb- ','','',0.0,0.5,0.5,0,false
1437,'too many homeless people hotel ','rb jj jj nns nn ','','',0.0,0.0,0.0,0,false
1480,'pleasant ','nnp ','','',0.0,1.0,1.0,0,false
1481,'good location ','jj nn ','','',0.0,1.0,1.0,0,false
1482,'design be quite old need change lift car park ','nn vbz rb jj vbp nn nn vb nn ','old','design',0.0,0.0,0.0,1,true
1504,'hotel be convenient airport shuttle subway ','nn vbd jj nn nn nn ','convenient','hotel',0.0,1.0,1.0,0,false
1505,'bed be comfy ','nn vbd jj ','comfy','bed',0.0,0.0,0.0,0,false
1506,'coffee machine do not work ','nn nn vbd rb vb ','work','machine',0.0,0.0,0.0,1,false
1507,'be strange smell room ','vbd jj nn nn ','was','smell',-0.2,0.0,0.2,0,false
1508,'room hotel be little tired tatty ','nn nn vbd jj jj jj ','tired','room',-0.4,0.0,0.4,0,true
1509,'staff be friendly ','nn vbd jj ','friendly','one',0.0,1.0,1.0,0,false
1510,'other make effort be friendly helpful ','nns vbd nn vb jj jj ','made','others',0.0,1.0,1.0,1,false
1560,'not bad ','rb jj ','','',-0.6,0.0,0.6,1,false
1561,'location comfort ','nnp nn ','','',0.0,1.0,1.0,0,false
1562,'payment process ','nn nn ','','',0.0,0.0,0.0,0,false
1584,'very nice hotel recommend ','rb jj nn vb ','recommend','hotel',0.0,0.6,0.6,0,true
1585,'staff ( sammy checkin ) very helpful provide room nice view ','nnp -lrb- nnp nn -rrb- rb jj vbg nn jj nn ','','',0.0,1.0,1.0,0,false
1586,'very bad signage direction parking garage hotel food court ect ','rb jj nn nns nn nn nn nn nn nn ','','',-0.6,0.5,1.1,0,true
1608,'good ','jj ','','',0.0,1.0,1.0,0,false
1609,'location be great ','nn vbz jj ','great','location',0.0,0.6,0.6,0,false
1610,'old hotel old equipments old bathroom old carpets ','nnp nnp nnp nnp nnp nnp nnp nnp ','','',0.0,0.0,0.0,0,true
1611,'need urgent remodeling ','nns nnp nnp ','','',-0.2,0.0,0.2,1,true
1640,'breakfast need improvement ','nnp vbz nn ','needs','breakfast',0.0,1.0,1.0,1,false
1641,'proximity everything montreal ','nn nn nnp ','','',0.0,0.0,0.0,0,false
1642,'location ','nn ','','',0.0,0.0,0.0,0,false
1643,'breakfast bit expensive ','vb nn jj ','expensive','bit',0.0,0.5,0.5,0,false
1644,'be cold ','vbd jj ','','',0.0,0.0,0.0,0,false
1645,'spresso ','nn ','','',0.0,0.0,0.0,0,false
1688,'fairly good hotel nice practical location ','rb jj nn jj jj nn ','','',0.0,1.0,1.0,0,true
1689,'good location check be fast be able get room early expect general stay be pleasant ','jj nn nn vbd rb vbd jj vb nn rbr vbn jj nn vbd jj ','pleasant','stay',0.0,1.0,1.0,0,false
1690,'s also connect shopping mall metro system do not have go outside get ','vbz rb vbn nn nn nn nn vbp rb vb vb rb vb ','have','you',0.0,0.5,0.5,1,false
1691,'be not #ord# stay hotel be sure not be last ','vbd rb jj nn nn vbp jj rb vb jj ','last','it',0.0,0.0,0.0,1,false
1692,'big space door let sound light be mildly annoying try sleep ','jj nn nn vb nn nn vbd rb jj vbg vb ','let','space',-0.4,0.2,0.6000000000000001,1,false
1693,'have also reduce score facility hotel still follow archaic ( slightly offensive ) practice put bible ( case new testament ) room ','vbp rb vbn nn nnps nn rb vbz nn -lrb- rb jj -rrb- nn vbg nnp -lrb- nn nnp nnp -rrb- nn ',')','testament',0.0,1.0,1.0,0,false
1694,'non-christian irritate like stop ','nnp vbz vb vb ','stop','it',-0.6,0.4,1.0,1,false
1744,'pleasant ','nnp ','','',0.0,1.0,1.0,0,false
1745,'be nice clean hotel ','vbd jj jj nn ','hotel','it',0.0,1.0,1.0,0,true
1746,'night hear air circulation almost sound roller coaster keep wake ','nn vbd nn nn rb vbd nnp nn vbd vbg ','sounded','circulation',0.0,0.0,0.0,0,false
1768,'location location location ','nnp nn nn ','','',0.0,0.0,0.0,0,false
1769,'location be absolutely terrific ','nn vbd rb jj ','terrific','location',0.0,0.8,0.8,0,false
1770,'staff be extremely accommodate hotel be need update ','nn vbd rb vbg nn vbz nn nn ','is','hotel',0.0,0.0,0.0,1,true
1771,'#ord# room smell smoke be immediately move room ','jj nn vbd nn vbd rb vbn nn ','smelled','room',0.0,0.3333333333333333,0.3333333333333333,1,false
1772,'where lock be not work be immediately fix ','wrb nn vbd rb vbg vbd rb vbn ','working','lock',0.0,0.3333333333333333,0.3333333333333333,1,false
1773,'staff help book train ride loan wine opener never say request ','nn vbd vb nn nns vbd nn nn rb vbd nn ','book','us',0.0,0.4,0.4,1,false
1774,'room need upgrade ','nns vbp vbg ','need','rooms',0.0,0.0,0.0,1,false
1824,'satisfy ','vbd ','','',0.0,0.0,0.0,0,false
1825,'hotel location be great ','nn nn vbd jj ','great','location',0.0,0.6,0.6,0,false
1826,'easy subway access ','jj nn nn ','','',0.0,0.2,0.2,0,false
1827,'close bar restaurant bed be comfortable ','rb nns nns nns vbd jj ','comfortable','beds',0.0,0.4,0.4,0,false
1828,'staff be bilingual be able give information get city ','nnp vbz jj vbd jj vb nn vbg nn ','bilingual','staff',0.0,1.0,1.0,0,false
1829,'room be elevator hear go quite loudly ','nn vbd nns vb vbg rb rb ','going','them',0.0,0.0,0.0,0,false
1830,'wasn?ft good noise wake morning ','vb jjs nn vb nn ','','',0.0,1.0,1.0,1,false
1880,'pleasant ','nnp ','','',0.0,1.0,1.0,0,false
1881,'complain roos give good room ','vbd nnp vbd jjr nns ','gave','they',-0.4,1.0,1.4,0,false
1882,'when complain send maintenance man room check room tell be wrong room be fine ','wrb vbd vbd nn nns nn vb nn vb vbp jj nn vbz jj ','fine','room',-0.4,0.4,0.8,0,false
1883,'be about leave then change room have good #crd# ','vbd rb vbg rb vbp nn vbd jjr nn ','change','they',-0.2,1.0,1.2,0,false
1912,'','','','',0.0,0.0,0.0,0,false
1913,'indoor access iga metro be definitely asset ','jj nn nnp nnp vbz rb nn ','asset','access',0.0,0.4,0.4,0,false
1914,'bathroom fixture look be old outdated ','nn nns vb vbp jj jj ','old','fixtures',0.0,1.0,1.0,0,false
1915,'be not enough electric outlet personal device ','vbz rb jj jj nn jj nns ','is','outlet',0.0,0.5,0.5,1,false
1944,'stay be good convenient location comfortable spacious room ','vb vbd jj jj nn jj jj nn ','good','stay',0.0,1.0,1.0,0,false
1945,'location old town good ','nnp nnp nnp jj ','good','location',0.0,1.0,1.0,0,false
1946,'park way be pleasant enjoy music ','nnp nn vbd jj vbd nn ','enjoyed','we',0.0,1.0,1.0,0,false
1947,'be convenient have iga attach hotel ','vbd jj vbg nnp vbn nn ','convenient','it',0.0,1.0,1.0,0,false
1948,'desk staff concierge feel position be understaffed ','nnp nnp nnp vbd nns vbd vbn ','felt','we',0.0,0.0,0.0,0,false
1949,'have ask coffee desk twice none be leave #ord# day only #ord# day ','vbd vb nn nn rb nn vbd vbn jj nn rb jj nn ','','',-0.2,0.0,0.2,1,false
1950,'do not care area hotel go away park people seem disrespectful public property area do not feel particularly safe evening ','vbd rb vb nn nn vbg rb nn nns vbd jj jj nn nn vbd rb vb rb jj nn ','feel','area',0.0,0.75,0.75,1,false
1951,'be weekend marathon #crd# hotel be able tell expect morning marathon be when be leave ','vbd nn nnp nn nn vbd jj vb vb nn nnp vbd wrb vbd vbg ','leaving','we',-0.2,1.0,1.2,1,false
2008,'disgust st night defective air con ','vbn nn nn jj nn nn ','','',-0.6,0.0,0.6,0,false
2009,'kudos daytime receptionist transfer room #ord# night have air con st night available room transfer claim not so friendly night staff ','nns nn nns vbg nn jj nn vbp nn nn nn nn jj nn vb vbn rb rb jj nn nn ','con','air',0.0,1.0,1.0,1,false
2010,'not so friendly night receptionist ','rb rb jj nn nn ','','',0.0,1.0,1.0,1,false
2011,'give room defective air con ','vb nn jj nn nn ','','',0.0,0.0,0.0,0,false
2040,'good location nice look old interior need renovation ','jj nn jj nn jj jj vbz nn ','needs','it',0.0,1.0,1.0,1,true
2041,'good place montreal nice look city ','jj nn nnp jj nn nn ','','',0.0,1.0,1.0,0,false
2042,'everything be old furniture bathroom style carpet ac window belong ','nn vbz jj nn nn nn nn nnp nns vbz ','belongs','it',0.0,0.0,0.0,0,true
2043,'room design furniture bathroom ac ','nn nn nn nn nnp ','','',0.0,0.0,0.0,0,false
2072,'come again ','vb rb ','come','i',0.0,0.0,0.0,0,false
2073,'great location ','nnp nnp ','','',0.0,0.6,0.6,0,false
2074,'ndly hotel staff ','rb nn nn ','','',0.0,0.0,0.0,0,false
2075,'star hotel be expect have safe box room room ','nn nn vbz vbn vb jj nn nn nns ','','',0.0,1.0,1.0,0,false
2076,'glass cup be single use plastic paper ','nns nns vbp jj nn nn nn ','plastic','cups',0.0,0.0,0.0,0,false
2077,'lectric charging room desk ','jj nn nn nn ','','',0.0,0.0,0.0,0,false
2120,'good ','jj ','','',0.0,1.0,1.0,0,false
2121,'be injure twice hide obstacle protrude bed frame ','vbd vbn rb vbn nns vbg nn nn ','','',-0.4,0.0,0.4,0,false
2122,'management be not willing adequately address ','nn vbd rb jj rb vb ','willing','management',0.0,0.3333333333333333,0.3333333333333333,1,false
2144,'','','','',0.0,0.0,0.0,0,false
2145,'location access subway be great ','nn nn nn vbd jj ','great','location',0.0,0.6,0.6,0,false
2146,'bathroom be need immediate upgrade ','nns vbd nn jj nn ','were','bathrooms',0.0,0.0,0.0,1,false
