@relation test

@attribute id numeric
@attribute text string
@attribute type string
@attribute aspecttype {true, false}

@data
1294,'its a old hotel , and in my room the curtain fell off ',Komfort-positive,false
1356,'The stay was OK but its a bit like a B&B with an old style hotel ambience without a bar and diner . ',Komfort-positive,false
1357,'Breakfast was good , location excellent , view from room was good . ',Komfort-positive,false
1358,'Room cleaning service was good . ',Komfort-positive,false
1359,'Safe place and quiet . ',Komfort-positive,false
1360,'No USB pports and no power points for electronic devices ; most furniture was old and my bed squeaked . ',Komfort-positive,false
1361,'The last evening we could not get into our room as we were apparently checked out already . ',Komfort-positive,false
1362,'No room service , no bar except during lunch time Not quite 4 star standard ',Komfort-positive,false
1460,'Excellent customer service . ',Komfort-positive,false
1461,'The staff were very accommodating and helpful . ',Komfort-positive,false
1462,'Our bathroom shower had mold on the walls . ',Komfort-positive,false
1463,'We explained this problem to the front desk , and they were very apologetic and moved us to an upgraded room . ',Komfort-positive,false
1464,'Excellent customer service . ',Komfort-positive,false
1536,'Good . ',Komfort-positive,false
1537,'Location is excellent , central , convenient to public transportation , restaurants , metro , and Place Dupuis food court , various services . ',Komfort-positive,false
1538,'Maintenance is spotty . ',Komfort-positive,false
1539,'Bathtub drain clogged , hairdryer didn?ft work , ice makers on several floors were out of order , furniture in room scuffed . ',Komfort-positive,false
1596,'Good . ',Komfort-positive,false
1597,'We really liked the location of the hotel . ',Komfort-positive,false
1598,'The swimming pool was cold . ',Komfort-positive,false
1648,'Pleasant . ',Komfort-positive,false
1649,'Great Location . ',Komfort-positive,false
1650,'The room have mold . ',Komfort-positive,false
1651,'They move me to another room becsuse of the noise from the contiguos room . ',Komfort-positive,false
1708,'Good . ',Komfort-positive,false
1709,'Close to shopping . ',Komfort-positive,false
1710,'No heat in bathroom ',Komfort-positive,false
1752,'Good . ',Komfort-positive,false
1753,'Service de concierge nest pas sufficient ',Komfort-positive,false
1796,'Okay . ',Komfort-positive,false
1797,'Location . ',Komfort-positive,false
1798,'The room was very tired and overused . ',Komfort-positive,false
1799,'The room need a facelift . ',Komfort-positive,false
1800,'The carpet was stained , there was mould in the bathroom . ',Komfort-positive,false
1868,'Overall nice one . ',Komfort-positive,false
1869,'Location . ',Komfort-positive,false
1870,'Facilities ',Komfort-positive,false
1936,'Good value for money . ',Komfort-positive,false
1937,'Great location , next to Metro station , big n modern food court , supermarket . ',Komfort-positive,false
1938,'Walkable to city centre . ',Komfort-positive,false
1939,'erred an electric teapot to a coffee maker . ',Komfort-positive,false
1940,'Coffee brewer can be cleaned after each guest . ',Komfort-positive,false
1941,'. ',Komfort-positive,false
1942,'sheet is big enough to be tucked under the matress . ',Komfort-positive,false
1943,'So that it wo nt be rolled up . ',Komfort-positive,false
2056,'Good cost effectiveness . ',Komfort-positive,false
2057,'Good location . ',Komfort-positive,false
2058,'Good location . ',Komfort-positive,false
2059,'Breakfest could be better . ',Komfort-positive,false
2060,'There is no room service and the restaurant is closed for dinner , what s is essential . ',Komfort-positive,false
2061,'Pool is only opened in the evening ! ',Komfort-positive,false
2144,'Okay . ',Komfort-positive,false
2145,'Great location . ',Komfort-positive,false
2146,'I lost some of my things when I left and i contacted them about it but they said they can?ft find it ... ',Komfort-positive,false
2147,'also , the hot water would only work in the morning ',Komfort-positive,false
2212,'Good . ',Komfort-positive,false
2213,'Great buffet . ',Komfort-positive,false
2214,'Too bad there was no fridge in our room since we booked the smaller room . ',Komfort-positive,false
2215,'Great location . ',Komfort-positive,false
2216,'Parking was scary but at least it wasn?ft on the street ',Komfort-positive,false
2300,'The room served its purpose . ',Komfort-positive,false
2301,'No more and no less . ',Komfort-positive,false
2302,'Room 718 - It was a very clean room . ',Komfort-positive,false
2303,'front staff was friendly . ',Komfort-positive,false
2304,'front entrance was beautiful . ',Komfort-positive,false
2305,'ked that there was parking underground with easy access to the hotel . ',Komfort-positive,false
2306,'Room 718 - The bathroom was in need of major renovation ( I was nt comfortable with the mold on the bath tub walls ) . ',Komfort-positive,false
2404,'Good . ',Komfort-positive,false
2405,'The lobby was clean and the room was clean and had a great view of the city . ',Komfort-positive,false
2406,'The restaurant in the hotel was good . ',Komfort-positive,false
2407,'The location of the hotel is great for access to St. Catherine s street and getting downtown . ',Komfort-positive,false
2408,'The bathrooms were outdated , and seemed a little scummy . ',Komfort-positive,false
2480,'Good value . ',Komfort-positive,false
2481,'The location was very convenient and the view from our room was outstanding . ',Komfort-positive,false
2482,'It needs to be updated . ',Komfort-positive,false
2483,'It took a full five minutes running the shower before the water was really warm . ',Komfort-positive,false
2536,'Pleasant . ',Komfort-positive,false
2537,'very old , needs reformation on comon areas . ',Komfort-positive,false
2568,'Probably would not stay there again . ',Komfort-positive,false
2569,'There was no working ice machine . ',Komfort-positive,false
2620,'Would go back and would recommend to friends . ',Komfort-positive,false
2621,'The rooms were roomy . ',Komfort-positive,true
2622,'The location was excellent . ',Komfort-positive,false
2623,'It was clean and The staff were awesome . ',Komfort-positive,false
2624,'The air ducts need cleaning . ',Komfort-positive,false
2625,'When they came on I smelled mould . ',Komfort-positive,false
2626,'The pool hours were limited and odd . ',Komfort-positive,false
2712,'Good . ',Komfort-positive,false
2713,'Location ',Komfort-positive,false
2748,'Very Good . ',Komfort-positive,false
2749,'Nice in the city . ',Komfort-positive,false
2750,'Room has no fridge ',Komfort-positive,false
2804,'Good . ',Komfort-positive,false
2805,'Good location . ',Komfort-positive,false
2806,'Lots of elevators that worked rapidly . ',Komfort-positive,false
2807,'Old building . ',Komfort-positive,false
2808,'Not a lot of amenities . ',Komfort-positive,false
2888,'Home away from home . ',Komfort-positive,false
2889,'Ideal location of hotel at the heart of downtown Montreal . ',Komfort-positive,false
2890,'Friendly and helpful staff . ',Komfort-positive,false
2891,'Trustworthy housekeeping . ',Komfort-positive,false
2892,'Wide selection of places close to the hotel ( metro stations , taxi , shopping malls , restaurants , pharmacies , etc ) . ',Komfort-positive,false
2893,'Too many homeless people near hotel . ',Komfort-positive,false
2972,'Pleasant . ',Komfort-positive,false
2973,'Good location . ',Komfort-positive,false
2974,'The design is quite old and need change lift to car park ',Komfort-positive,false
3036,'The hotel was convenient to the airport shuttle and subway . ',Komfort-positive,false
3037,'The bed was comfy . ',Komfort-positive,true
3038,'The coffee machine did nt work . ',Komfort-positive,false
3039,'There was a strange smell in the room . ',Komfort-positive,false
3040,'The room and hotel was a little tired and tatty . ',Komfort-positive,false
3041,'One of the staff was friendly . ',Komfort-positive,false
3042,'The others made no effort to be friendly or helpful . ',Komfort-positive,false
3132,'Not bad . ',Komfort-positive,false
3133,'Location , comfort . ',Komfort-positive,false
3134,'Payment process ',Komfort-positive,false
3180,'Very nice hotel , would recommend . ',Komfort-positive,false
3181,'Staff ( Sammy , at checkin ) very helpful in providing a room with a nice view ! ',Komfort-positive,false
3182,'Very bad signage for directions from parking garage to hotel through food court , ect . ',Komfort-positive,false
3232,'Good . ',Komfort-positive,false
3233,'LOCATION IS GREAT . ',Komfort-positive,false
3234,'OLD HOTEL WITH OLD EQUIPMENTS : OLD BATHROOM , OLD CARPETS .. ',Komfort-positive,false
3235,'NEEDS URGENT REMODELING ',Komfort-positive,false
3304,'Breakfast needs improvement . ',Komfort-positive,false
3305,'Proximity to everything in Montreal . ',Komfort-positive,false
3306,'Location . ',Komfort-positive,false
3307,'Breakfast a bit expensive . ',Komfort-positive,false
3308,'was cold . ',Komfort-positive,false
3309,'spresso ',Komfort-positive,false
3404,'Fairly good hotel , nice practical location . ',Komfort-positive,false
3405,'Good location , check - in / out was fast , I was able to get my room earlier than expected , and in general the stay was pleasant . ',Komfort-positive,false
3406,'It s also connected to a shopping mall and the metro system , so you do nt have to go outside to get to those . ',Komfort-positive,false
3407,'It was nt my first stay in this hotel and I m sure it wo nt be my last . ',Komfort-positive,false
3408,'A big space under the door let the sound and light in , which was mildly annoying while trying to sleep . ',Komfort-positive,false
3409,'I ve also reduced the score for  Facilities  because the hotel still follows the archaic ( and slightly offensive ) practice of putting a Bible ( or , in this case , New Testament ) in the room . ',Komfort-positive,false
3410,'As a Non-Christian , this irritates me and I would like it to stop . ',Komfort-positive,false
3500,'Pleasant . ',Komfort-positive,false
3501,'It was a nice clean hotel . ',Komfort-positive,false
3502,'During the night heard the air Circulation almost sounded like a Roller coaster kept waking me up ',Komfort-positive,false
3564,'Location , location , location . ',Komfort-positive,false
3565,'The location was absolutely terrific . ',Komfort-positive,false
3566,'The staff were extremely accommodating , but the hotel is in need of an update . ',Komfort-positive,false
3567,'Our first room smelled like smoke , and we were immediately moved to another room . ',Komfort-positive,false
3568,'Where the lock was nt working - it was immediately fixed . ',Komfort-positive,false
3569,'The staff helped us book our train rides , loaned us a wine opener , and never said  no  to a request . ',Komfort-positive,false
3570,'The rooms need upgrading . ',Komfort-positive,false
3676,'Satisfied ! ',Komfort-positive,false
3677,'Hotel location was great ! ',Komfort-positive,false
3678,'Easy subway access . ',Komfort-positive,false
3679,'Close to bars and restaurants , and beds were comfortable . ',Komfort-positive,true
3680,'Staff is bilingual , and were able to give information for getting around the city . ',Komfort-positive,false
3681,'Our room was beside the elevators and we could hear them going up and down quite loudly . ',Komfort-positive,false
3682,'Wasn?ft the best noise to wake up to in the morning . ',Komfort-positive,false
3776,'Pleasant . ',Komfort-positive,false
3777,'After we complained for our Roos they gave us better rooms . ',Komfort-positive,false
3778,'When I complained they sent the maintenance men to my room and check my room to tell me I am wrong and the room is fine . ',Komfort-positive,false
3779,'I was about leaving then they change my room and had better one . ',Komfort-positive,false
3840,'Okay . ',Komfort-positive,false
3841,'indoor access to IGA and Metro is definitely an asset . ',Komfort-positive,false
3842,'the bathroom fixtures and look are both old and outdated . ',Komfort-positive,false
3843,'There is not enough electric outlet for personal devices . ',Komfort-positive,false
3920,'Stay was good , a convenient location , comfortable and spacious room . ',Komfort-positive,true
3921,'Location to Old Town good . ',Komfort-positive,false
3922,'Park across the way was pleasant and we enjoyed the music . ',Komfort-positive,false
3923,'It was convenient having an IGA attached to the hotel . ',Komfort-positive,false
3924,'Desk Staff and Concierge We felt that these positions were understaffed . ',Komfort-positive,false
3925,'Had to ask for coffee at the desk twice as none was left the first day and only one the second day . ',Komfort-positive,false
3926,'Did nt care for the area behind the hotel going away from the park , people seemed disrespectful of public property and the area did not feel particularly safe in the evening . ',Komfort-positive,false
3927,'It was the weekend of the Marathon and no one at the hotel was able to tell us what to expect the morning of the Marathon which was when we were leaving ',Komfort-positive,false
4032,'Disgusted on our 1 st night because of defective air con . ',Komfort-positive,false
4033,'Kudos to daytime receptionists , for transferring us to another room on the 2nd night , we have no air - con on our 1 st night , no available room to transfer as claimed by the not so friendly night staff . ',Komfort-positive,false
4034,'Not so friendly night receptionist .. ',Komfort-positive,false
4035,'and give us a room with defective air - con . ',Komfort-positive,false
4096,'Good location nice look but old from interior it needs renovation . ',Komfort-positive,false
4097,'Good place in Montreal with nice look to the city . ',Komfort-positive,false
4098,'everything is old furniture bathroom style of carpet AC windows as if it belongs to 1990 . ',Komfort-positive,false
4099,'Room design furniture bathroom AC ',Komfort-positive,false
4168,'I will come again . ',Komfort-positive,false
4169,'Great Location !!! ',Komfort-positive,false
4170,'ndly hotel staff . ',Komfort-positive,false
4171,'A 4 star hotel is expected to have a safe box at the room , all rooms ! ',Komfort-positive,false
4172,'glasses / cups are single use plastic or paper . ',Komfort-positive,false
4173,'lectric charging at the room desk . ',Komfort-positive,false
4252,'Good . ',Komfort-positive,false
4253,'I was injured , twice , by hidden obstacles protruding from the bed frame . ',Komfort-positive,false
4254,'Management was not willing to adequately address . ',Komfort-positive,false
4308,'Okay . ',Komfort-positive,false
4309,'Location and access to subway was great . ',Komfort-positive,false
4310,'Bathrooms were in need of immediate upgrade . ',Komfort-positive,false
4311,'You can smell the mould . ',Komfort-positive,false
4312,'Rooms good size but some new wallpaper would be great . ',Komfort-positive,true
4388,'Okay . ',Komfort-positive,false
4389,'Great location . ',Komfort-positive,false
4390,'Comfortable bed . ',Komfort-positive,true
4391,'Outdated . ',Komfort-positive,false
4392,'Big lines at elevators . ',Komfort-positive,false
4476,'after our experience at the check in counter it was great !!!! ',Komfort-positive,false
4477,'bed was very comfortable ... ',Komfort-positive,true
4478,'and the woman attending to our room was a lovely lady . ',Komfort-positive,false
4479,'our front desk lady was less then pleasant ... ',Komfort-positive,false
4480,'she was very abrasive with us when we asked her to explain herself alittle better to us ...... ',Komfort-positive,false
4481,'it was made very clear to us that she was annoyed with us !!! ',Komfort-positive,false
4482,'she really did make us feel stupid ',Komfort-positive,false
4584,'Pleasant . ',Komfort-positive,false
4585,'The location was excellent . ',Komfort-positive,false
4586,'room was clean . ',Komfort-positive,false
4587,'I was surprised that the AC was very noisy . ',Komfort-positive,false
4588,'ose it and try to open the fresh air , i found spider network outside the window . ',Komfort-positive,false
4589,'ve all comments to them at check out hoping fixation in next time . ',Komfort-positive,false
4672,'Okay . ',Komfort-positive,false
4673,'good location , friendly staff . ',Komfort-positive,false
4674,'4 star hotel with plastic glasses and paper cups . ',Komfort-positive,false
4675,'hotel needs a major renovation ( very dated ) ',Komfort-positive,false
4732,'After reading some negative reviews , I must admit our experience was quite ok . ',Komfort-positive,false
4733,'Location ; indoor garage ; clean room . ',Komfort-positive,false
4734,'The pool could be open a bit longer but still , it s nice to have one . ',Komfort-positive,false
4780,'I got bitten by bed bugs the whole night and now I had to throw away all my clothes . ',Komfort-positive,false
4781,'Loved the quick service . ',Komfort-positive,false
4782,'The bed bugs ',Komfort-positive,false
4840,'Location is key . ',Komfort-positive,false
4841,'Great location , parking garage and easy walk to a number of restaurants , shops and things to see and do . ',Komfort-positive,false
4842,'Booked a king room and given room with two queen beds which was right next to incredibly noisy elevators . ',Komfort-positive,false
4843,'Slept poorly and the queen room was less on Booking.com website so may have overpaid . ',Komfort-positive,false
4844,'Lacking washcloths and room not cleaned as well 1 st night of stay as it was the 2nd night . ',Komfort-positive,false
4845,'Parking not validated on check in but this was addressed at check out ',Komfort-positive,false
4936,'Location is key . ',Komfort-positive,false
4937,'Great location , parking garage and easy walk to a number of restaurants , shops and things to see and do . ',Komfort-positive,false
4938,'Booked a king room and given room with two queen beds which was right next to incredibly noisy elevators . ',Komfort-positive,false
4939,'Slept poorly and the queen room was less on Booking.com website so may have overpaid . ',Komfort-positive,false
4940,'Lacking washcloths and room not cleaned as well 1 st night of stay as it was the 2nd night . ',Komfort-positive,false
4941,'Parking not validated on check in but this was addressed at check out ',Komfort-positive,false
5040,'Blah hotel experience . ',Komfort-positive,false
5041,'It was ok . ',Komfort-positive,false
5042,'Room and staff were ok . ',Komfort-positive,false
5043,'Nothing special . ',Komfort-positive,false
5044,'Rooms and hotel is dated . ',Komfort-positive,false
5045,'Air conditioning doesn?ft work in rooms . ',Komfort-positive,false
5046,'They were very warm . ',Komfort-positive,false
5047,'Staff is not friendly at all . ',Komfort-positive,false
5152,'Okay . ',Komfort-positive,false
5153,'Our room was lovely . ',Komfort-positive,true
5154,'The neighborhood was a bit sketchy . ',Komfort-positive,false
5155,'The bathroom was a bit small . ',Komfort-positive,false
5232,'A perfect location to enjoy Montreal , if you do nt mind a hotel way beyond its remodeling date . ',Komfort-positive,false
5233,'Location ; Adjacent underground car parking ; Next to the Metro ; . ',Komfort-positive,false
5234,'The hotel is showing its age . ',Komfort-positive,false
5235,'Everything needs to be upgraded . ',Komfort-positive,false
5236,'Difficult for staff to keep clean under the circumstances . ',Komfort-positive,false
5237,'Bathrooms particularly looking old and seedy - caulking mouldy . ',Komfort-positive,false
5238,'However , the price is less than half tht of the modern hotels in downtown Montreal , so it is still good value for money . ',Komfort-positive,false
5239,'Just do nt look too deeply . ',Komfort-positive,false
5340,'Central Montreal . ',Komfort-positive,false
5341,'Location . ',Komfort-positive,false
5342,'No fridge ',Komfort-positive,false
5400,'Room is very clean , excellent cleaning servicrd . ',Komfort-positive,false
5401,'Room is very clean . ',Komfort-positive,false
5402,'Drawer still has Bible inside , I like this tradition hotel . ',Komfort-positive,false
5403,'When I registered the room , it calculated $ 99 for each day on confirmation . ',Komfort-positive,false
5404,'However , when I check out , it charged me $ 10 more started at 2nd day . ',Komfort-positive,false
5405,'Too bad , no freezer and tea bag in the room . ',Komfort-positive,false
5480,'Good . ',Komfort-positive,false
5481,'The electrical outlets in the room were very loose and the plug ins for chargers kept falling out . ',Komfort-positive,false
5524,'Affordable average hotel in central location . ',Komfort-positive,false
5525,'Liked the central location , the view , the price . ',Komfort-positive,false
5526,'A lot of homeless people in the area and drug use , the pool only being open 6-10 , rooms could use updating , more plug ins near the bed would be nice , some plug ins didn?ft work . ',Komfort-positive,false
5527,'Your website also isn?ft updated - our room had a fridge but that wasn?ft expected so it would have been nice to know and the shower was nicer then what the picture showed and that might attract more people . ',Komfort-positive,false
5528,'The man that ushered people into the elevators when it was busy was extremely rude and pushy ',Komfort-positive,false
5596,'Well located and comfortable . ',Komfort-positive,false
5597,'Good beds , great AC and quiet . ',Komfort-positive,true
5598,'Bathroom could do with some renovation ',Komfort-positive,false
5644,'Okay . ',Komfort-positive,false
5645,'Next to Metro Dtation . ',Komfort-positive,false
5646,'The neighborhood , hotel is very outdated ',Komfort-positive,false
5696,'Pleasant . ',Komfort-positive,false
5697,'Comfortable bed and great views over the city . ',Komfort-positive,true
5698,'Very outdated room with several damages . ',Komfort-positive,false
5699,'The aircon fan made a high pitch noise all night long ',Komfort-positive,false
5764,'This was once a fine hotel but there seems to be no refurbishment of aging furniture . ',Komfort-positive,false
5765,'Front desk staff were friendly and helpful . ',Komfort-positive,false
5766,'The room was far too hot . ',Komfort-positive,false
5767,'The furniture was all banged up . ',Komfort-positive,false
5768,'The wallpaper was peeling in the bathroom . ',Komfort-positive,false
5832,'Good . ',Komfort-positive,false
5833,'Location ',Komfort-positive,false
5864,'Very Good . ',Komfort-positive,false
5865,'I asked to have things fixed and the order was never done ',Komfort-positive,false
5916,'Convenient , clean but rooms in need of an upgrade . ',Komfort-positive,false
5917,'Good linens . ',Komfort-positive,true
5918,'Walking distance to everything . ',Komfort-positive,false
5919,'Would return . ',Komfort-positive,false
5920,'The hotel rooms need some upgrades . ',Komfort-positive,false
5921,'The fixtures in the bathrooms were old and tarnished and there were cracks in the counter . ',Komfort-positive,false
5922,'Half the outlets in the room didn?ft work , which made it very difficult to charge our devices . ',Komfort-positive,false
6008,'Good . ',Komfort-positive,false
6009,'Bed was comfy , room needed a little maintenance ( leaky sink , power outlet did nt work ) ',Komfort-positive,true
6064,'The staff was very polite , kind and accommodating . ',Komfort-positive,false
6065,'I would stay there again but it needs to be clean . ',Komfort-positive,false
6066,'The hotel overall needs to have the rooms updated and the outsides of the windows cleaned . ',Komfort-positive,false
6067,'There is no point having a city view if the window is too dirty to see outside . ',Komfort-positive,false
6068,'Also in the rooms the vents were filled with black dust / dustballs . ',Komfort-positive,false
6069,'Deep cleaning must be done in the room . ',Komfort-positive,false
6070,'Also the number of toiletries must reasonably reflect the number of guests in the room . ',Komfort-positive,false
6071,'Two of us and one set of toiletries . ',Komfort-positive,false
6172,'Very Good . ',Komfort-positive,false
6173,'Close to Metro and old city . ',Komfort-positive,false
6174,'Area was a little dodgy ',Komfort-positive,false
6228,'Very good time . ',Komfort-positive,false
6229,'The bed was super comfortable and location can?ft be beat ! ',Komfort-positive,true
6230,'Leaking shower head , mold on ceiling in shower . ',Komfort-positive,false
6231,'Asked four times for coffee and ice bucket finally gave up . ',Komfort-positive,false
6232,'With that being said only because of location I would stay again . ',Komfort-positive,false
6308,'Very good time . ',Komfort-positive,false
6309,'The bed was super comfortable and location can?ft be beat ! ',Komfort-positive,false
6310,'Leaking shower head , mold on ceiling in shower . ',Komfort-positive,false
6311,'Asked four times for coffee and ice bucket finally gave up . ',Komfort-positive,false
6312,'With that being said only because of location I would stay again . ',Komfort-positive,false
6380,'a fairly good hotel , nice location but the room should be more equiped . ',Komfort-positive,false
6381,'the location . ',Komfort-positive,false
6382,'no micro-wave ',Komfort-positive,false
6428,'Pleasant . ',Komfort-positive,false
6429,'Camera e vista ( business ) . ',Komfort-positive,false
6430,'Poco centrale ',Komfort-positive,false
6476,'Good . ',Komfort-positive,false
6477,'Location . ',Komfort-positive,false
6478,'Price ',Komfort-positive,false
6560,'Pleasant experience . ',Komfort-positive,false
6561,'Older hotel . ',Komfort-positive,false
6562,'Walking distance to shopping , restaurants . ',Komfort-positive,false
6563,'Comfy beds , good location , nice basic hotel room . ',Komfort-positive,true
6564,'One of the better prices for a downtown hotel . ',Komfort-positive,false
6565,'Older hotel , no info in the rooms for room service , pool hours etc. Had to call front desk . ',Komfort-positive,false
6566,'Shower curtain a little stinky . ',Komfort-positive,false
6567,'Water pressure a little low . ',Komfort-positive,false
6568,'Parking garage has very low ceilings and narrow driving . ',Komfort-positive,false
6569,'19.50 per night to park . ',Komfort-positive,false
6570,'Things were good overall . ',Komfort-positive,false
6571,'No complaints . ',Komfort-positive,false
6712,'Pleasant . ',Komfort-positive,false
6713,'Location ',Komfort-positive,false
6748,'Good . ',Komfort-positive,false
6749,'Nice beds and very clean rooms . ',Komfort-positive,true
6750,'Breakfast not included in the fares ',Komfort-positive,false
6800,'Pleasant . ',Komfort-positive,false
6801,'The hotel has access to a mall with grocery and food court . ',Komfort-positive,false
6802,'The hotel is outdated . ',Komfort-positive,false
6803,'You need to pay for parking ',Komfort-positive,false
6860,'Good . ',Komfort-positive,false
6861,'The hotel is older , and has its kinks , but the location is amazing , and my view was incredible . ',Komfort-positive,false
6862,'I got a room on the 30th floor , and it was completely worth it . ',Komfort-positive,false
6912,'Good . ',Komfort-positive,false
6913,'It?fs close to everything . ',Komfort-positive,false
6914,'The check - in staff could be friendlier . ',Komfort-positive,false
6915,'The bathroom needs updating - sink / tub broken in places . ',Komfort-positive,false
6980,'Good . ',Komfort-positive,false
6981,'The location is excellent , easy to access and parking just below the hotel . ',Komfort-positive,false
6982,'The beds were clean and comfortable . ',Komfort-positive,true
6983,'The staff at the front desk were pleasant to deal with . ',Komfort-positive,false
6984,'The rooms are old and the bathrooms are in need of an upgrade . ',Komfort-positive,false
7096,'Overall I don?ft mind staying in this location . ',Komfort-positive,false
7097,'It was clean and neat staff was friendly . ',Komfort-positive,false
7098,'e to subway . ',Komfort-positive,false
7099,'in walk straight down the road to old city Montr ? ',Komfort-positive,false
7100,'al / Norte Dame Basilica / . ',Komfort-positive,false
7101,'bway stops to underground mall . ',Komfort-positive,false
7102,'t outside the gay village and promenade . ',Komfort-positive,false
