@relation Lage-positive

@attribute id numeric
@attribute AFINN numeric
@attribute BingLiu numeric
@attribute EmoLex numeric
@attribute unigrams string
@attribute bigrams string
@attribute negation numeric
@attribute feature_1 numeric
@attribute feature_2 numeric
@attribute feature_3 numeric
@attribute feature_4 numeric
@attribute feature_5 numeric
@attribute feature_6 numeric
@attribute feature_7 numeric
@attribute feature_8 numeric
@attribute feature_9 numeric
@attribute feature_10 numeric
@attribute feature_11 numeric
@attribute feature_12 numeric
@attribute feature_13 numeric
@attribute feature_14 numeric
@attribute feature_15 numeric
@attribute feature_16 numeric
@attribute feature_17 numeric
@attribute feature_18 numeric
@attribute feature_19 numeric
@attribute feature_20 numeric
@attribute feature_21 numeric
@attribute feature_22 numeric
@attribute feature_23 numeric
@attribute feature_24 numeric
@attribute punctuation_exclamation numeric
@attribute punctuation_question numeric
@attribute aspecttype {true, false}

@data
890,0.05555555555555555,0.1111111111111111,0.05555555555555555,'good location  adequate stay  would stay price right  ','_good_location _location_ __adequate _stay_ __would _would_stay _right_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,true
891,0.4444444444444444,0.2222222222222222,0.16666666666666666,'quiet  comfortable  clean  great location  ','_quiet_ __comfortable _comfortable_ __clean _clean_ __great _great_location _location_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,true
892,0.25,0.125,0.0,'bar fridge room useful  ','_bar_fridge _useful_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,false
893,0.0,0.0,0.0,'rooms furniture need updating  ','_furniture_need _need_updating _updating_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,false
894,0.0,0.0,0.047619047619047616,'pool area also needs makeover  ','_pool_area _area_also _also_needs _makeover_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,false
970,0.05555555555555555,0.1111111111111111,0.05555555555555555,'good location  adequate stay  would stay price right  ','_good_location _location_ __adequate _stay_ __would _would_stay _right_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,true
971,0.4444444444444444,0.2222222222222222,0.16666666666666666,'quiet  comfortable  clean  great location  ','_quiet_ __comfortable _comfortable_ __clean _clean_ __great _great_location _location_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,true
972,0.25,0.125,0.0,'bar fridge room useful  ','_bar_fridge _useful_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,false
973,0.0,0.0,0.0,'rooms furniture need updating  ','_furniture_need _need_updating _updating_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,false
974,0.0,0.0,0.047619047619047616,'pool area also needs makeover  ','_pool_area _area_also _also_needs _makeover_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,false
1046,0.0,0.0,0.0,'thangs service ! ','_service_! ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,false
1047,0.0,0.0,0.0,'moon light !!!! ','_moon_light _light_!!!! ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,false
1048,0.0,0.0,0.0,'maybe update little bit colors furniture !!! ','_maybe_update _little_bit _furniture_!!! ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,false
1096,0.0,0.0,0.5,'good  ','_good_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1097,0.0,0.0,0.0,'location  ','_location_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,false
1098,0.0,0.0,0.0,'bathrooms showing age  ','_age_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,false
1099,0.0,0.0,0.125,'time renovate ! ','_renovate_! ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,false
1168,0.05555555555555555,0.0,0.0,'wish would waited lower rates site offering   per night  ','_lower_rates _offering_ __ __per _per_night _night_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1169,0.0,0.0,0.0,'stayed two ni  ','_two_ni _ni_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,false
1170,0.14285714285714285,0.14285714285714285,0.0,'nice big room upgraded arrival  ','_nice_big _big_room _room_upgraded _arrival_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,false
1171,0.23529411764705882,-0.11764705882352941,-0.0980392156862745,'smell lobby first walk smells stale like nursing home  ','_first_walk _smells_stale _stale_like _nursing_home _home_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,false
1172,0.0,-0.25,-0.05555555555555555,'much antiseptic smell trying cover stale smell  ','_much_antiseptic _antiseptic_smell _smell_trying _stale_smell _smell_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,false
1173,0.2857142857142857,0.14285714285714285,0.21428571428571427,'beautiful older building appreciate  ','_beautiful_older _older_building _appreciate_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1174,0.0,0.0,0.0,'also turn water midnight   ','',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,false
1175,0.42857142857142855,0.14285714285714285,0.14285714285714285,'big affect far comfort ','_big_affect ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1286,0.0,0.0,0.5,'good  ','_good_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1287,0.3333333333333333,0.16666666666666666,0.08333333333333333,'location goodcprice fair  ','_fair_ ',0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,false
1288,0.0,-0.07692307692307693,-0.07692307692307693,'old hotel  room curtain fell ','_old_hotel _hotel_ _curtain_fell ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2,0,0,false
1342,0.08695652173913043,0.043478260869565216,0.0,'stay ok bit like bb old style hotel ambience without bar diner  ','_bit_like _old_style _style_hotel _hotel_ambience _ambience_without _diner_ ',0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,1,0,0,false
1343,0.6923076923076923,0.23076923076923078,0.2692307692307692,'breakfast good  location excellent  view room good  ','_good_ __location _location_excellent _excellent_ __view _good_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,true
1344,0.5,0.16666666666666666,0.3333333333333333,'room cleaning service good  ','_room_cleaning _cleaning_service _good_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,false
1345,0.0,0.2,0.25,'safe place quiet  ','_safe_place _quiet_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,true
1346,0.05,0.0,0.0,'usb pports power points electronic devices  furniture old bed squeaked  ','_usb_pports _power_points _electronic_devices _devices_ _bed_squeaked _squeaked_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,false
1347,0.0,0.0,0.0,'last evening could get room apparently checked already  ','_last_evening _apparently_checked _already_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,false
1348,0.06666666666666667,0.0,0.06666666666666667,'room service  bar except lunch time quite  star standard ','_room_service _service_ _bar_except _lunch_time _quite_ __star _star_standard ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,false
1450,0.0,0.0,0.5,'excellent customer service  ','_excellent_customer _customer_service _service_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,false
1451,0.25,0.125,0.125,'staff accommodating helpful  ','_helpful_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,false
1452,0.0,0.0,0.0,'bathroom shower mold walls  ','_bathroom_shower _walls_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,2,0,0,false
1453,0.09090909090909091,0.0,-0.011363636363636364,'explained problem front desk  apologetic moved us upgraded room  ','_front_desk _desk_ _moved_us _upgraded_room _room_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,false
1454,0.0,0.0,0.5,'excellent customer service  ','_excellent_customer _customer_service _service_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,false
1528,0.0,0.0,0.5,'good  ','_good_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1529,0.125,0.08333333333333333,0.11458333333333333,'location excellent  central  convenient public transportation  restaurants  metro  place dupuis food court  various services  ','_excellent_ __central _central_ __convenient _public_transportation _transportation_ __restaurants _restaurants_ __metro _metro_ _place_dupuis _dupuis_food _food_court _court_ __various _various_services _services_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,1,0,0,0,0,0,0,true
1530,0.0,-0.25,0.0,'maintenance spotty  ','_spotty_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,false
1531,0.0,-0.043478260869565216,0.0,'bathtub drain clogged  hairdryer didnft work  ice makers several floors order  furniture room scuffed  ','_bathtub_drain _drain_clogged _clogged_ __hairdryer _hairdryer_didnft _didnft_work _work_ __ice _ice_makers _several_floors _order_ __furniture _room_scuffed _scuffed_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,1,0,1,false
1590,0.0,0.0,0.5,'good  ','_good_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1591,0.2222222222222222,0.1111111111111111,0.0,'really liked location hotel  ','_really_liked _hotel_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,true
1592,0.0,-0.16666666666666666,-0.02777777777777778,'swimming pool cold  ','_swimming_pool _cold_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,false
1640,0.0,0.0,0.5,'pleasant  ','_pleasant_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1641,0.0,0.0,0.0,'great location  ','_great_location _location_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,true
1642,0.0,0.0,0.0,'room mold  ','_mold_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,false
1643,0.0,-0.06666666666666667,-0.03333333333333333,'move another room becsuse noise contiguos room  ','_another_room _room_becsuse _contiguos_room _room_ ',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,false
1702,0.0,0.0,0.5,'good  ','_good_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1703,0.0,0.0,0.125,'close shopping  ','_shopping_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
1704,0.0,0.0,0.0,'heat bathroom ','',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,1,0,0,false
1748,0.0,0.0,0.5,'good  ','_good_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1749,0.0,0.16666666666666666,0.0,'service de concierge nest pas sufficient ','_service_de _de_concierge _concierge_nest _nest_pas _pas_sufficient ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,false
1786,0.0,0.0,0.0,'okay  ','_okay_ ',0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1787,0.0,0.0,0.0,'location  ','_location_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,false
1788,0.25,-0.125,-0.0625,'room tired overused  ','_overused_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,false
1789,0.0,0.0,0.0,'room need facelift  ','_room_need _facelift_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,false
1790,0.0,0.0,-0.08333333333333333,'carpet stained  mould bathroom  ','_stained_ _bathroom_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,false
1862,0.75,0.25,0.0,'overall nice one  ','_overall_nice _nice_one _one_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1863,0.0,0.0,0.0,'location  ','_location_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,false
1864,0.0,0.0,0.0,'facilities ','',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1920,0.0,0.0,0.4,'good value money  ','_good_value _money_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,false
1921,0.0625,0.0625,0.03125,'great location  next metro station  big n modern food court  supermarket  ','_great_location _location_ __next _metro_station _station_ __big _big_n _n_modern _modern_food _food_court _court_ __supermarket _supermarket_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,true
1922,0.0,0.0,0.0,'walkable city centre  ','_city_centre _centre_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
