@relation Hotelpersonal-positive

@attribute id numeric
@attribute AFINN numeric
@attribute BingLiu numeric
@attribute EmoLex numeric
@attribute unigrams string
@attribute bigrams string
@attribute negation numeric
@attribute feature_1 numeric
@attribute feature_2 numeric
@attribute feature_3 numeric
@attribute feature_4 numeric
@attribute feature_5 numeric
@attribute feature_6 numeric
@attribute feature_7 numeric
@attribute feature_8 numeric
@attribute feature_9 numeric
@attribute feature_10 numeric
@attribute feature_11 numeric
@attribute feature_12 numeric
@attribute feature_13 numeric
@attribute feature_14 numeric
@attribute feature_15 numeric
@attribute feature_16 numeric
@attribute feature_17 numeric
@attribute feature_18 numeric
@attribute feature_19 numeric
@attribute feature_20 numeric
@attribute feature_21 numeric
@attribute feature_22 numeric
@attribute feature_23 numeric
@attribute feature_24 numeric
@attribute punctuation_exclamation numeric
@attribute punctuation_question numeric
@attribute aspecttype {true, false}

@data
163,0.0,0.0,0.25,'enjoyed stay  ','_stay_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,false
164,0.0,0.0,0.1,'comfortable foot rest  ','_foot_rest _rest_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
165,0.0,0.0,0.0,'next elevators ','',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
217,0.1111111111111111,0.1111111111111111,0.05555555555555555,'economical properties searched area room improvement  ','_improvement_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,false
218,0.0,0.0,0.0,'location close event attending  ','_attending_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,false
219,0.05555555555555555,0.0,-0.027777777777777776,'parking structure attacked hotel need park outside  ','_parking_structure _structure_attacked _park_outside _outside_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,false
220,0.125,0.0,-0.020833333333333332,'travel pets request mini fridge room medication storage honoured charge  ','_mini_fridge _medication_storage _charge_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,false
221,0.0,-0.05,-0.05833333333333333,'bathroom dated  tiles cracked shower much grout black  ','_dated_ _black_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,2,0,0,false
222,0.19047619047619047,-0.09523809523809523,-0.14285714285714285,'carpet stained dirty  socks turn get dirty walking carpet   ','_dirty_ _turn_get _get_dirty _dirty_walking _carpet_ __ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
223,0.04,0.0,0.013333333333333332,'parking garage low ceilings   foot max clearance  larger vehicles fit cost    day  ','_parking_garage _low_ceilings _ceilings_ __ __foot _foot_max _max_clearance _clearance_ _larger_vehicles __ __ __day _day_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,false
224,0.0,0.0,0.018518518518518517,'  charge cleaning room travel pets told check   ','__ __charge _check_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,2,0,0,false
225,0.043478260869565216,0.0,0.0,'bar  restaurant closed went drink one evening posted hours operationu ','_bar_ __restaurant _drink_one _one_evening _posted_hours ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,false
359,0.0,0.0,0.0,'acceptably  ','_acceptably_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
360,0.0,0.0,0.16666666666666666,'good location  parking  grocery store building  ','_good_location _location_ __parking _parking_ __grocery _grocery_store _building_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,false
361,0.07142857142857142,-0.07142857142857142,0.011904761904761902,'old hotel relevant smell  sockets room  ','_old_hotel _relevant_smell _smell_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,3,0,0,false
362,0.0,0.0,0.0,'charge cellular bathroom  ','_charge_cellular _bathroom_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,1,0,0,false
363,0.6,-0.2,-0.2,'air condition terrible  ','_air_condition _terrible_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
364,0.08695652173913043,-0.043478260869565216,-0.021739130434782608,'ask staff switch evening  night started blow cool air noisy  ','_ask_staff _evening_ _started_blow _blow_cool _cool_air _noisy_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,false
365,0.2857142857142857,-0.2857142857142857,-0.21428571428571427,'cold uncomfortable  ','_uncomfortable_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
472,0.0,0.0,0.0,'stay okay  ','_okay_ ',0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,false
473,0.0,0.0,0.0,'consider staying  ','_consider_staying ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,false
474,0.3333333333333333,0.2222222222222222,0.0,'location great  right downtown montreal  ','_great_ __right _right_downtown _downtown_montreal _montreal_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,false
475,0.6,0.3,0.0,'view amazing bed comfortable enough  ','_comfortable_enough _enough_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,false
476,0.0,0.0,0.0,'hotel outdated  ','_outdated_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,false
477,0.09090909090909091,-0.09090909090909091,0.045454545454545456,'carpet pretty old vent dusty  ','_pretty_old _dusty_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
478,0.0,-0.1111111111111111,-0.05555555555555555,'actually see caked dust  ','_actually_see _dust_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
479,0.0,0.0,0.0,'need updating aesthetically  ','_need_updating _updating_aesthetically _aesthetically_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,false
598,0.0,0.0,0.5,'good  ','_good_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
599,0.4166666666666667,0.16666666666666666,0.125,'housekeeper sweet great job  ','_great_job _job_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
600,0.21428571428571427,-0.07142857142857142,-0.07142857142857142,'little things like broken lights  mildew drippy faucet  ','_little_things _things_like _like_broken _broken_lights _lights_ __mildew _drippy_faucet _faucet_ ',0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
601,0.0,0.0,0.0,'hotel needs bit tlc  ','_hotel_needs _tlc_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,false
602,0.6,0.2,0.0,'otherwise nice experience  ','_nice_experience _experience_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,false
603,0.4166666666666667,0.16666666666666666,0.20833333333333334,'housekeeping staff friendly great job ','_housekeeping_staff _great_job ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,true
690,0.0,0.0,0.5,'good  ','_good_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
691,0.0,0.0,0.1,'beds real  ','_real_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,false
727,0.0,0.0,0.0,'meh  ','_meh_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
728,0.45454545454545453,0.18181818181818182,0.18181818181818182,'s good location s clean  ','_good_location _s_clean _clean_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,false
729,0.0,0.0,0.0,'s dated  ','_dated_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
730,0.0,0.16666666666666666,0.0,'tv nt work  ','_nt_work _work_ ',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
731,0.125,0.125,0.0,'staff reception nt warm  ','_nt_warm _warm_ ',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,false
732,0.0,0.0,0.0,'stay absolutely  ','',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,false
733,0.0,0.0,-0.038461538461538464,'stranded storm booked last minute  ','_last_minute _minute_ ',0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
835,0.0,0.0,0.0,'rude staff  ','_rude_staff _staff_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,false
836,0.0,0.0,-0.07692307692307693,'staff gave unpleasant vibe started right bat  ','_staff_gave _unpleasant_vibe _started_right _bat_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,false
837,0.0425531914893617,0.0,0.0017730496453900694,'one female receptionist attitude nt explain room deposit correctly return ask clarify something s already said  seemed upset  ','_one_female _female_receptionist _nt_explain _room_deposit _deposit_correctly _clarify_something _something_s _already_said _said_ ',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,false
885,0.05555555555555555,0.1111111111111111,0.05555555555555555,'good location  adequate stay  would stay price right  ','_good_location _location_ __adequate _stay_ __would _would_stay _right_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,false
886,0.4444444444444444,0.2222222222222222,0.16666666666666666,'quiet  comfortable  clean  great location  ','_quiet_ __comfortable _comfortable_ __clean _clean_ __great _great_location _location_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,false
887,0.25,0.125,0.0,'bar fridge room useful  ','_bar_fridge _useful_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,false
888,0.0,0.0,0.0,'rooms furniture need updating  ','_furniture_need _need_updating _updating_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,false
889,0.0,0.0,0.047619047619047616,'pool area also needs makeover  ','_pool_area _area_also _also_needs _makeover_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,false
965,0.05555555555555555,0.1111111111111111,0.05555555555555555,'good location  adequate stay  would stay price right  ','_good_location _location_ __adequate _stay_ __would _would_stay _right_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,false
966,0.4444444444444444,0.2222222222222222,0.16666666666666666,'quiet  comfortable  clean  great location  ','_quiet_ __comfortable _comfortable_ __clean _clean_ __great _great_location _location_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,false
967,0.25,0.125,0.0,'bar fridge room useful  ','_bar_fridge _useful_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,false
968,0.0,0.0,0.0,'rooms furniture need updating  ','_furniture_need _need_updating _updating_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,false
969,0.0,0.0,0.047619047619047616,'pool area also needs makeover  ','_pool_area _area_also _also_needs _makeover_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,false
1043,0.0,0.0,0.0,'thangs service ! ','_service_! ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,false
1044,0.0,0.0,0.0,'moon light !!!! ','_moon_light _light_!!!! ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,false
1045,0.0,0.0,0.0,'maybe update little bit colors furniture !!! ','_maybe_update _little_bit _furniture_!!! ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,false
1092,0.0,0.0,0.5,'good  ','_good_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1093,0.0,0.0,0.0,'location  ','_location_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,false
1094,0.0,0.0,0.0,'bathrooms showing age  ','_age_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,false
1095,0.0,0.0,0.125,'time renovate ! ','_renovate_! ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,false
1160,0.05555555555555555,0.0,0.0,'wish would waited lower rates site offering   per night  ','_lower_rates _offering_ __ __per _per_night _night_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1161,0.0,0.0,0.0,'stayed two ni  ','_two_ni _ni_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,false
1162,0.14285714285714285,0.14285714285714285,0.0,'nice big room upgraded arrival  ','_nice_big _big_room _room_upgraded _arrival_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,false
1163,0.23529411764705882,-0.11764705882352941,-0.0980392156862745,'smell lobby first walk smells stale like nursing home  ','_first_walk _smells_stale _stale_like _nursing_home _home_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,false
1164,0.0,-0.25,-0.05555555555555555,'much antiseptic smell trying cover stale smell  ','_much_antiseptic _antiseptic_smell _smell_trying _stale_smell _smell_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,false
1165,0.2857142857142857,0.14285714285714285,0.21428571428571427,'beautiful older building appreciate  ','_beautiful_older _older_building _appreciate_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1166,0.0,0.0,0.0,'also turn water midnight   ','',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,false
1167,0.42857142857142855,0.14285714285714285,0.14285714285714285,'big affect far comfort ','_big_affect ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1283,0.0,0.0,0.5,'good  ','_good_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1284,0.3333333333333333,0.16666666666666666,0.08333333333333333,'location goodcprice fair  ','_fair_ ',0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,false
1285,0.0,-0.07692307692307693,-0.07692307692307693,'old hotel  room curtain fell ','_old_hotel _hotel_ _curtain_fell ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2,0,0,false
1335,0.08695652173913043,0.043478260869565216,0.0,'stay ok bit like bb old style hotel ambience without bar diner  ','_bit_like _old_style _style_hotel _hotel_ambience _ambience_without _diner_ ',0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,1,0,0,false
1336,0.6923076923076923,0.23076923076923078,0.2692307692307692,'breakfast good  location excellent  view room good  ','_good_ __location _location_excellent _excellent_ __view _good_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,false
1337,0.5,0.16666666666666666,0.3333333333333333,'room cleaning service good  ','_room_cleaning _cleaning_service _good_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,true
1338,0.0,0.2,0.25,'safe place quiet  ','_safe_place _quiet_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,false
1339,0.05,0.0,0.0,'usb pports power points electronic devices  furniture old bed squeaked  ','_usb_pports _power_points _electronic_devices _devices_ _bed_squeaked _squeaked_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,false
1340,0.0,0.0,0.0,'last evening could get room apparently checked already  ','_last_evening _apparently_checked _already_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,false
1341,0.06666666666666667,0.0,0.06666666666666667,'room service  bar except lunch time quite  star standard ','_room_service _service_ _bar_except _lunch_time _quite_ __star _star_standard ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,false
1445,0.0,0.0,0.5,'excellent customer service  ','_excellent_customer _customer_service _service_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,true
1446,0.25,0.125,0.125,'staff accommodating helpful  ','_helpful_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,true
1447,0.0,0.0,0.0,'bathroom shower mold walls  ','_bathroom_shower _walls_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,2,0,0,false
1448,0.09090909090909091,0.0,-0.011363636363636364,'explained problem front desk  apologetic moved us upgraded room  ','_front_desk _desk_ _moved_us _upgraded_room _room_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,true
1449,0.0,0.0,0.5,'excellent customer service  ','_excellent_customer _customer_service _service_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,true
1524,0.0,0.0,0.5,'good  ','_good_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1525,0.125,0.08333333333333333,0.11458333333333333,'location excellent  central  convenient public transportation  restaurants  metro  place dupuis food court  various services  ','_excellent_ __central _central_ __convenient _public_transportation _transportation_ __restaurants _restaurants_ __metro _metro_ _place_dupuis _dupuis_food _food_court _court_ __various _various_services _services_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,1,0,0,0,0,0,0,false
1526,0.0,-0.25,0.0,'maintenance spotty  ','_spotty_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,false
1527,0.0,-0.043478260869565216,0.0,'bathtub drain clogged  hairdryer didnft work  ice makers several floors order  furniture room scuffed  ','_bathtub_drain _drain_clogged _clogged_ __hairdryer _hairdryer_didnft _didnft_work _work_ __ice _ice_makers _several_floors _order_ __furniture _room_scuffed _scuffed_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,1,0,1,false
1587,0.0,0.0,0.5,'good  ','_good_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1588,0.2222222222222222,0.1111111111111111,0.0,'really liked location hotel  ','_really_liked _hotel_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,false
1589,0.0,-0.16666666666666666,-0.02777777777777778,'swimming pool cold  ','_swimming_pool _cold_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,false
1636,0.0,0.0,0.5,'pleasant  ','_pleasant_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1637,0.0,0.0,0.0,'great location  ','_great_location _location_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,false
1638,0.0,0.0,0.0,'room mold  ','_mold_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,false
1639,0.0,-0.06666666666666667,-0.03333333333333333,'move another room becsuse noise contiguos room  ','_another_room _room_becsuse _contiguos_room _room_ ',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,false
1699,0.0,0.0,0.5,'good  ','_good_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1700,0.0,0.0,0.125,'close shopping  ','_shopping_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1701,0.0,0.0,0.0,'heat bathroom ','',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,1,0,0,false
1746,0.0,0.0,0.5,'good  ','_good_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1747,0.0,0.16666666666666666,0.0,'service de concierge nest pas sufficient ','_service_de _de_concierge _concierge_nest _nest_pas _pas_sufficient ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,false
1781,0.0,0.0,0.0,'okay  ','_okay_ ',0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1782,0.0,0.0,0.0,'location  ','_location_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,false
1783,0.25,-0.125,-0.0625,'room tired overused  ','_overused_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,false
1784,0.0,0.0,0.0,'room need facelift  ','_room_need _facelift_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,false
1785,0.0,0.0,-0.08333333333333333,'carpet stained  mould bathroom  ','_stained_ _bathroom_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,false
1859,0.75,0.25,0.0,'overall nice one  ','_overall_nice _nice_one _one_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1860,0.0,0.0,0.0,'location  ','_location_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,false
1861,0.0,0.0,0.0,'facilities ','',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1912,0.0,0.0,0.4,'good value money  ','_good_value _money_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,false
1913,0.0625,0.0625,0.03125,'great location  next metro station  big n modern food court  supermarket  ','_great_location _location_ __next _metro_station _station_ __big _big_n _n_modern _modern_food _food_court _court_ __supermarket _supermarket_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,false
1914,0.0,0.0,0.0,'walkable city centre  ','_city_centre _centre_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
