@relation OTHER-negative

@attribute id numeric
@attribute pos string
@attribute lemma string
@attribute surfaceform string
@attribute hasUppercase numeric
@attribute dependency string
@attribute neighbortokens string
@attribute aspecttype {true, false}

@data
1381,'CD','0','4',0,'num','small for potentially people . ',false
1382,'NNS','people','people',1,'pobj','for potentially 4 . ',false
1383,'.','.','.',0,'punct','potentially 4 people ',false
1384,'NN','security','Security',1,'nsubj','should be a ',false
1385,'MD','should','should',1,'aux','Security be a priority ',false
1386,'VB','be','be',1,'cop','Security should a priority , ',false
1387,'DT','a','a',1,'det','Security should be priority , as ',false
1388,'NN','priority','priority',1,'nsubjpass','should be a , as the ',false
1389,',',',',',',0,'punct','be a priority as the hotel ',false
1390,'IN','as','as',1,'prep','a priority , the hotel below ',false
1391,'DT','the','the',1,'det','priority , as hotel below ground ',false
1392,'NN','hotel','hotel',1,'pobj',', as the below ground level ',false
1393,'IN','below','below',1,'prep','as the hotel ground level is ',false
1394,'NN','ground','ground',1,'nn','the hotel below level is connected ',false
1395,'NN','level','level',1,'pobj','hotel below ground is connected to ',false
1396,'VBZ','be','is',1,'auxpass','below ground level connected to a ',false
1397,'VBN','connect','connected',1,'ROOT','ground level is to a small ',false
1398,'IN','to','to',1,'prep','level is connected a small inside ',false
1399,'DT','a','a',1,'det','is connected to small inside mall ',false
1400,'JJ','small','small',1,'amod','connected to a inside mall , ',false
1401,'JJ','inside','inside',1,'amod','to a small mall , which ',false
1402,'NN','mall','mall',1,'pobj','a small inside , which is ',false
1403,',',',',',',0,'punct','small inside mall which is a ',false
1404,'WDT','which','which',1,'nsubj','inside mall , is a huge ',false
1405,'VBZ','be','is',1,'cop','mall , which a huge bonus ',false
1406,'DT','a','a',1,'det',', which is huge bonus , ',false
1407,'JJ','huge','huge',1,'amod','which is a bonus , but ',false
1408,'NN','bonus','bonus',1,'rcmod','is a huge , but - ',false
1409,',',',',',',0,'punct','a huge bonus but - it ',false
1410,'CC','but','but',1,'cc','huge bonus , - it also ',false
1411,',','-','-',0,'punct','bonus , but it also seems ',false
1412,'PRP','it','it',1,'nsubj',', but - also seems to ',false
1413,'RB','also','also',1,'advmod','but - it seems to be ',false
1414,'VBZ','seem','seems',1,'conj','- it also to be a ',false
1415,'TO','to','to',1,'aux','it also seems be a converging ',false
1416,'VB','be','be',1,'cop','also seems to a converging space ',false
1417,'DT','a','a',1,'det','seems to be converging space for ',false
1418,'JJ','converging','converging',1,'amod','to be a space for the ',false
1419,'NN','space','space',1,'xcomp','be a converging for the homeless ',false
1420,'IN','for','for',1,'prep','a converging space the homeless , ',false
1421,'DT','the','the',1,'det','converging space for homeless , who ',false
1422,'JJ','homeless','homeless',1,'pobj','space for the , who have ',false
1423,',',',',',',0,'punct','for the homeless who have mental ',false
1424,'WP','who','who',1,'nsubj','the homeless , have mental health ',false
1425,'VBP','have','have',1,'rcmod','homeless , who mental health issues ',false
1426,'JJ','mental','mental',1,'amod',', who have health issues and ',false
1427,'NN','health','health',1,'nn','who have mental issues and addiction ',false
1428,'NNS','issue','issues',1,'dobj','have mental health and addiction issues ',false
1429,'CC','and','and',1,'cc','mental health issues addiction issues . ',false
1430,'NN','addiction','addiction',1,'nn','health issues and issues . ',false
1431,'NNS','issue','issues',1,'conj','issues and addiction . ',false
1432,'.','.','.',0,'punct','and addiction issues ',false
1433,'VBZ','make','Makes',1,'ROOT','them very in-predictable ',false
1434,'PRP','them','them',1,'nsubj','Makes very in-predictable and ',false
1435,'RB','very','very',1,'advmod','Makes them in-predictable and I ',false
1436,'JJ','in-predictable','in-predictable',1,'xcomp','Makes them very and I would ',false
1437,'CC','and','and',1,'cc','them very in-predictable I would not ',false
1438,'PRP','i','I',1,'nsubjpass','very in-predictable and would not have ',false
1439,'MD','would','would',1,'aux','in-predictable and I not have wanted ',false
1440,'RB','not','not',1,'neg','and I would have wanted to ',false
1441,'VB','have','have',1,'aux','I would not wanted to run ',false
1442,'VBN','want','wanted',1,'conj','would not have to run into ',false
1443,'TO','to','to',1,'aux','not have wanted run into one ',false
1444,'VB','run','run',1,'xcomp','have wanted to into one of ',false
1445,'IN','into','into',1,'prep','wanted to run one of them ',false
1446,'CD','#crd#','one',1,'pobj','to run into of them with ',false
1447,'IN','of','of',1,'prep','run into one them with small ',false
1448,'PRP','them','them',1,'pobj','into one of with small kids ',false
1449,'IN','with','with',1,'prep','one of them small kids in ',false
1450,'JJ','small','small',1,'amod','of them with kids in tow ',false
1451,'NNS','kid','kids',1,'pobj','them with small in tow . ',false
1452,'IN','in','in',1,'prep','with small kids tow . ',false
1453,'NN','tow','tow',1,'pobj','small kids in . ',false
1454,'.','.','.',0,'punct','kids in tow ',false
1455,'VBD','see','Saw',1,'ROOT','a few having ',false
1456,'DT','a','a',1,'det','Saw few having episodes ',false
1457,'JJ','few','few',1,'amod','Saw a having episodes the ',false
1458,'VBG','have','having',1,'amod','Saw a few episodes the next ',false
1459,'NNS','episode','episodes',1,'nsubj','a few having the next morning ',false
1460,'DT','the','the',1,'det','few having episodes next morning . ',false
1461,'JJ','next','next',1,'amod','having episodes the morning . ',false
1462,'NN','morning','morning',1,'ccomp','episodes the next . ',false
1463,'.','.','.',0,'punct','the next morning ',false
2062,'NN','fine','Fine',1,'ROOT','. ',false
2063,'.','.','.',0,'punct','Fine ',false
2064,'NNP','gym','Gym',1,'nsubj','had no equipment ',false
2065,'VBD','have','had',1,'ROOT','Gym no equipment Needs ',false
2066,'DT','no','no',1,'det','Gym had equipment Needs to ',false
2067,'NN','equipment','equipment',1,'nn','Gym had no Needs to be ',false
2068,'NNS','need','Needs',1,'nsubjpass','had no equipment to be upgraded ',false
2069,'TO','to','to',1,'aux','no equipment Needs be upgraded ',false
2070,'VB','be','be',1,'auxpass','equipment Needs to upgraded ',false
2071,'VBN','upgrade','upgraded',1,'ccomp','Needs to be ',false
2244,'VBN','enjoy','Enjoyed',1,'ROOT','our stay . ',false
2245,'PRP$','our','our',1,'poss','Enjoyed stay . ',false
2246,'NN','stay','stay',1,'dobj','Enjoyed our . ',false
2247,'.','.','.',0,'punct','Enjoyed our stay ',false
2248,'JJ','comfortable','Comfortable',1,'amod','and Foot rest ',false
2249,'CC','and','and',1,'cc','Comfortable Foot rest . ',false
2250,'JJ','foot','Foot',1,'conj','Comfortable and rest . ',false
2251,'NN','rest','rest',1,'ROOT','Comfortable and Foot . ',false
2252,'.','.','.',0,'punct','and Foot rest ',false
2253,'RB','next','Next',1,'dep','to elevators ',false
2254,'IN','to','to',1,'ROOT','Next elevators ',false
2255,'NNS','elevator','elevators',1,'pobj','Next to ',false
4350,'VBD','be','Was',1,'cop','more economical than ',false
4351,'RBR','more','more',1,'advmod','Was economical than other ',false
4352,'JJ','economical','economical',1,'ROOT','Was more than other properties ',false
4353,'IN','than','than',1,'prep','Was more economical other properties I ',false
4354,'JJ','other','other',1,'amod','more economical than properties I searched ',false
4355,'NNS','property','properties',1,'pobj','economical than other I searched in ',false
4356,'PRP','i','I',1,'nsubj','than other properties searched in the ',false
4357,'VBD','search','searched',1,'rcmod','other properties I in the area ',false
4358,'IN','in','in',1,'prep','properties I searched the area but ',false
4359,'DT','the','the',1,'det','I searched in area but there ',false
4360,'NN','area','area',1,'pobj','searched in the but there is ',false
4361,'CC','but','but',1,'cc','in the area there is room ',false
4362,'EX','there','there',1,'expl','the area but is room for ',false
4363,'VBZ','be','is',1,'conj','area but there room for improvement ',false
4364,'NN','room','room',1,'nsubj','but there is for improvement . ',false
4365,'IN','for','for',1,'prep','there is room improvement . ',false
4366,'NN','improvement','improvement',1,'pobj','is room for . ',false
4367,'.','.','.',0,'punct','room for improvement ',false
4368,'NNP','location','Location',1,'nsubj','was close to ',false
4369,'VBD','be','was',1,'cop','Location close to the ',false
4370,'JJ','close','close',1,'ROOT','Location was to the event ',false
4371,'IN','to','to',1,'prep','Location was close the event we ',false
4372,'DT','the','the',1,'det','was close to event we were ',false
4373,'NN','event','event',1,'pobj','close to the we were attending ',false
4374,'PRP','we','we',1,'nsubj','to the event were attending . ',false
4375,'VBD','be','were',1,'aux','the event we attending . ',false
4376,'VBG','attend','attending',1,'rcmod','event we were . ',false
4377,'.','.','.',0,'punct','we were attending ',false
4378,'EX','there','There',1,'expl','is a parking ',false
4379,'VBZ','be','is',1,'ROOT','There a parking structure ',false
4380,'DT','a','a',1,'det','There is parking structure attacked ',false
4381,'NN','parking','parking',1,'nn','There is a structure attacked to ',false
4382,'NN','structure','structure',1,'nsubj','is a parking attacked to the ',false
4383,'VBD','attack','attacked',1,'ccomp','a parking structure to the hotel ',false
4384,'IN','to','to',1,'prep','parking structure attacked the hotel so ',false
4385,'DT','the','the',1,'det','structure attacked to hotel so you ',false
4386,'NN','hotel','hotel',1,'pobj','attacked to the so you did ',false
4387,'IN','so','so',1,'mark','to the hotel you did not ',false
4388,'PRP','you','you',1,'nsubj','the hotel so did not need ',false
4389,'VBD','do','did',1,'aux','hotel so you not need to ',false
4390,'RB','not','not',1,'neg','so you did need to park ',false
4391,'VB','need','need',1,'advcl','you did not to park outside ',false
4392,'TO','to','to',1,'aux','did not need park outside . ',false
4393,'VB','park','park',1,'xcomp','not need to outside . ',false
4394,'RB','outside','outside',1,'advmod','need to park . ',false
4395,'.','.','.',0,'punct','to park outside ',false
4396,'PRP','you','You',1,'nsubj','can travel with ',false
4397,'MD','can','can',1,'aux','You travel with pets ',false
4398,'VB','travel','travel',1,'nsubjpass','You can with pets and ',false
4399,'IN','with','with',1,'prep','You can travel pets and our ',false
4400,'NNS','pet','pets',1,'pobj','can travel with and our request ',false
4401,'CC','and','and',1,'cc','travel with pets our request for ',false
4402,'PRP$','our','our',1,'poss','with pets and request for a ',false
4403,'NN','request','request',1,'conj','pets and our for a mini ',false
4404,'IN','for','for',1,'prep','and our request a mini fridge ',false
4405,'DT','a','a',1,'det','our request for mini fridge in ',false
4406,'JJ','mini','mini',1,'amod','request for a fridge in the ',false
4407,'NN','fridge','fridge',1,'pobj','for a mini in the room ',false
4408,'IN','in','in',1,'prep','a mini fridge the room for ',false
4409,'DT','the','the',1,'det','mini fridge in room for medication ',false
4410,'NN','room','room',1,'pobj','fridge in the for medication storage ',false
4411,'IN','for','for',1,'prep','in the room medication storage was ',false
4412,'NN','medication','medication',1,'nn','the room for storage was honoured ',false
4413,'NN','storage','storage',1,'pobj','room for medication was honoured at ',false
4414,'VBD','be','was',1,'auxpass','for medication storage honoured at no ',false
4415,'VBN','honour','honoured',1,'ROOT','medication storage was at no charge ',false
4416,'IN','at','at',1,'prep','storage was honoured no charge . ',false
4417,'DT','no','no',1,'det','was honoured at charge . ',false
4418,'NN','charge','charge',1,'pobj','honoured at no . ',false
4419,'.','.','.',0,'punct','at no charge ',false
4420,'DT','the','The',1,'det','bathroom was dated ',false
4421,'NN','bathroom','bathroom',1,'nsubjpass','The was dated , ',false
4422,'VBD','be','was',1,'auxpass','The bathroom dated , some ',false
4423,'VBN','date','dated',1,'nsubj','The bathroom was , some tiles ',false
4424,',',',',',',0,'punct','bathroom was dated some tiles were ',false
4425,'DT','some','some',1,'det','was dated , tiles were cracked ',false
4426,'NNS','tile','tiles',1,'nsubjpass','dated , some were cracked in ',false
4427,'VBD','be','were',1,'auxpass',', some tiles cracked in the ',false
4428,'VBN','crack','cracked',1,'parataxis','some tiles were in the shower ',false
4429,'IN','in','in',1,'prep','tiles were cracked the shower and ',false
4430,'DT','the','the',1,'det','were cracked in shower and much ',false
4431,'NN','shower','shower',1,'pobj','cracked in the and much of ',false
4432,'CC','and','and',1,'cc','in the shower much of the ',false
4433,'JJ','much','much',1,'conj','the shower and of the grout ',false
4434,'IN','of','of',1,'prep','shower and much the grout was ',false
4435,'DT','the','the',1,'det','and much of grout was black ',false
4436,'NN','grout','grout',1,'pobj','much of the was black . ',false
4437,'VBD','be','was',1,'cop','of the grout black . ',false
4438,'JJ','black','black',1,'ROOT','the grout was . ',false
4439,'.','.','.',0,'punct','grout was black ',false
4440,'DT','the','The',1,'det','carpet was stained ',false
4441,'NN','carpet','carpet',1,'nsubjpass','The was stained but ',false
4442,'VBD','be','was',1,'auxpass','The carpet stained but was ',false
4443,'VBN','stain','stained',1,'ROOT','The carpet was but was not ',false
4444,'CC','but','but',1,'cc','carpet was stained was not dirty ',false
4445,'VBD','be','was',1,'cop','was stained but not dirty ( ',false
4446,'RB','not','not',1,'neg','stained but was dirty ( my ',false
4447,'JJ','dirty','dirty',1,'conj','but was not ( my socks ',false
4448,'-LRB-','(','(',0,'punct','was not dirty my socks did ',false
4449,'PRP$','my','my',1,'poss','not dirty ( socks did not ',false
4450,'NNS','sock','socks',1,'nsubj','dirty ( my did not turn ',false
4451,'VBD','do','did',1,'aux','( my socks not turn get ',false
4452,'RB','not','not',1,'neg','my socks did turn get dirty ',false
4453,'VB','turn','turn',1,'parataxis','socks did not get dirty walking ',false
4454,'VB','get','get',1,'xcomp','did not turn dirty walking on ',false
4455,'JJ','dirty','dirty',1,'amod','not turn get walking on carpet ',false
4456,'NN','walking','walking',1,'dobj','turn get dirty on carpet ) ',false
4457,'IN','on','on',1,'prep','get dirty walking carpet ) . ',false
4458,'NN','carpet','carpet',1,'pobj','dirty walking on ) . ',false
4459,'-RRB-',')',')',0,'dep','walking on carpet . ',false
4460,'.','.','.',0,'punct','on carpet ) ',false
4461,'NN','parking','Parking',1,'nn','garage has low ',false
4462,'NN','garage','garage',1,'nsubj','Parking has low ceilings ',false
4463,'VBZ','have','has',1,'ROOT','Parking garage low ceilings ( ',false
4464,'JJ','low','low',1,'amod','Parking garage has ceilings ( 6 ',false
4465,'NNS','ceiling','ceilings',1,'dobj','garage has low ( 6 foot ',false
4466,'-LRB-','(','(',0,'dep','has low ceilings 6 foot max ',false
4467,'CD','0','6',0,'num','low ceilings ( foot max clearance ',false
4468,'NN','foot','foot',1,'nn','ceilings ( 6 max clearance ) ',false
4469,'NN','max','max',1,'nn','( 6 foot clearance ) so ',false
4470,'NN','clearance','clearance',1,'nsubj','6 foot max ) so larger ',false
4471,'-RRB-',')',')',0,'advmod','foot max clearance so larger vehicles ',false
4472,'RB','so','so',1,'advmod','max clearance ) larger vehicles will ',false
4473,'JJR','large','larger',1,'amod','clearance ) so vehicles will not ',false
4474,'NNS','vehicle','vehicles',1,'nsubj',') so larger will not fit ',false
4475,'MD','will','will',1,'aux','so larger vehicles not fit and ',false
4476,'RB','not','not',1,'neg','larger vehicles will fit and cost ',false
4477,'VB','fit','fit',1,'ccomp','vehicles will not and cost is ',false
4478,'CC','and','and',1,'cc','will not fit cost is $ ',false
4479,'VB','cost','cost',1,'conj','not fit and is $ 19 ',false
4480,'VBZ','be','is',1,'cop','fit and cost $ 19 / ',false
4481,'$','$','$',0,'rcmod','and cost is 19 / day ',false
4482,'CD','0','19',0,'number','cost is $ / day . ',false
4483,'CD','/','/',0,'number','is $ 19 day . ',false
4484,'NN','day','day',1,'tmod','$ 19 / . ',false
4485,'.','.','.',0,'punct','19 / day ',false
4486,'EX','there','There',1,'expl','was a $ ',false
4487,'VBD','be','was',1,'ROOT','There a $ 40 ',false
4488,'DT','a','a',1,'det','There was $ 40 charge ',false
4489,'$','$','$',0,'amod','There was a 40 charge for ',false
4490,'CD','0','40',0,'dep','was a $ charge for cleaning ',false
4491,'NN','charge','charge',1,'nsubj','a $ 40 for cleaning the ',false
4492,'IN','for','for',1,'prep','$ 40 charge cleaning the room ',false
4493,'VBG','clean','cleaning',1,'pcomp','40 charge for the room if ',false
4494,'DT','the','the',1,'det','charge for cleaning room if you ',false
4495,'NN','room','room',1,'dobj','for cleaning the if you travel ',false
4496,'IN','if','if',1,'mark','cleaning the room you travel with ',false
4497,'PRP','you','you',1,'nsubj','the room if travel with pets ',false
4498,'VBP','travel','travel',1,'advcl','room if you with pets that ',false
4499,'IN','with','with',1,'prep','if you travel pets that we ',false
4500,'NNS','pet','pets',1,'pobj','you travel with that we were ',false
4501,'IN','that','that',1,'complm','travel with pets we were not ',false
4502,'PRP','we','we',1,'nsubjpass','with pets that were not told ',false
4503,'VBD','be','were',1,'auxpass','pets that we not told about ',false
4504,'RB','not','not',1,'neg','that we were told about until ',false
4505,'VBN','tell','told',1,'ccomp','we were not about until after ',false
4506,'IN','about','about',1,'prep','were not told until after check ',false
4507,'IN','until','until',1,'dep','not told about after check - ',false
4508,'IN','after','after',1,'dep','told about until check - in ',false
4509,'NN','check','check',1,'nn','about until after - in . ',false
4510,'HYPH','-','-',0,'amod','until after check in . ',false
4511,'NN','in','in',1,'pobj','after check - . ',false
4512,'.','.','.',0,'punct','check - in ',false
4513,'DT','the','The',1,'det','bar / restaurant ',false
4514,'NN','bar','bar',1,'nsubj','The / restaurant was ',false
4515,'SYM','/','/',0,'dep','The bar restaurant was closed ',false
4516,'NN','restaurant','restaurant',1,'nsubjpass','The bar / was closed when ',false
4517,'VBD','be','was',1,'auxpass','bar / restaurant closed when we ',false
4518,'VBN','close','closed',1,'ROOT','/ restaurant was when we went ',false
4519,'WRB','when','when',1,'advmod','restaurant was closed we went to ',false
4520,'PRP','we','we',1,'nsubj','was closed when went to have ',false
4521,'VBD','go','went',1,'advcl','closed when we to have a ',false
4522,'TO','to','to',1,'aux','when we went have a drink ',false
4523,'VB','have','have',1,'xcomp','we went to a drink one ',false
4524,'DT','a','a',1,'det','went to have drink one evening ',false
4525,'NN','drink','drink',1,'nn','to have a one evening and ',false
4526,'CD','#crd#','one',1,'num','have a drink evening and there ',false
4527,'NN','evening','evening',1,'dobj','a drink one and there are ',false
4528,'CC','and','and',1,'cc','drink one evening there are no ',false
4529,'EX','there','there',1,'expl','one evening and are no posted ',false
4530,'VBP','be','are',1,'conj','evening and there no posted hours ',false
4531,'DT','no','no',1,'det','and there are posted hours of ',false
4532,'VBN','post','posted',1,'amod','there are no hours of operation.u ',false
4533,'NNS','hour','hours',1,'nsubj','are no posted of operation.u ',false
4534,'IN','of','of',1,'prep','no posted hours operation.u ',false
4535,'NN','operation.u','operation.u',1,'pobj','posted hours of ',false
6039,'RB','acceptably','Acceptably',1,'ROOT','. ',false
6040,'.','.','.',0,'punct','Acceptably ',false
6041,'NNP','good','Good',1,'nn','Location , parking ',false
6042,'NNP','location','Location',1,'ROOT','Good , parking , ',false
6043,',',',',',',0,'punct','Good Location parking , grocery ',false
6044,'NN','parking','parking',1,'appos','Good Location , , grocery store ',false
6045,',',',',',',0,'punct','Location , parking grocery store in ',false
6046,'NN','grocery','grocery',1,'nn',', parking , store in the ',false
6047,'NN','store','store',1,'appos','parking , grocery in the building ',false
6048,'IN','in','in',1,'prep',', grocery store the building . ',false
6049,'DT','the','the',1,'det','grocery store in building . ',false
6050,'NN','building','building',1,'pobj','store in the . ',false
6051,'.','.','.',0,'punct','in the building ',false
6052,'JJ','old','Old',1,'amod','hotel and relevant ',false
6053,'NN','hotel','hotel',1,'ROOT','Old and relevant smell ',false
6054,'CC','and','and',1,'cc','Old hotel relevant smell , ',false
6055,'JJ','relevant','relevant',1,'amod','Old hotel and smell , no ',false
6056,'NN','smell','smell',1,'conj','hotel and relevant , no sockets ',false
6057,',',',',',',0,'punct','and relevant smell no sockets in ',false
6058,'DT','no','no',1,'det','relevant smell , sockets in the ',false
6059,'NNS','socket','sockets',1,'appos','smell , no in the room ',false
6060,'IN','in','in',1,'prep',', no sockets the room at ',false
6061,'DT','the','the',1,'det','no sockets in room at all ',false
6062,'NN','room','room',1,'pobj','sockets in the at all . ',false
6063,'RB','at','at',1,'advmod','in the room all . ',false
6064,'RB','all','all',1,'dep','the room at . ',false
6065,'.','.','.',0,'punct','room at all ',false
6066,'VBD','have','Had',1,'ROOT','to charge cellular ',false
6067,'TO','to','to',1,'aux','Had charge cellular in ',false
6068,'VB','charge','charge',1,'xcomp','Had to cellular in bathroom ',false
6069,'JJ','cellular','cellular',1,'dobj','Had to charge in bathroom . ',false
6070,'IN','in','in',1,'prep','to charge cellular bathroom . ',false
6071,'NN','bathroom','bathroom',1,'pobj','charge cellular in . ',false
6072,'.','.','.',0,'punct','cellular in bathroom ',false
6073,'NN','air','Air',1,'nn','condition was terrible ',false
6074,'NN','condition','condition',1,'nsubj','Air was terrible . ',false
6075,'VBD','be','was',1,'cop','Air condition terrible . ',false
6076,'JJ','terrible','terrible',1,'ROOT','Air condition was . ',false
6077,'.','.','.',0,'punct','condition was terrible ',false
6078,'VBD','have','Had',1,'ROOT','to ask staff ',false
6079,'TO','to','to',1,'aux','Had ask staff to ',false
6080,'VB','ask','ask',1,'xcomp','Had to staff to switch ',false
6081,'NN','staff','staff',1,'dobj','Had to ask to switch it ',false
6082,'TO','to','to',1,'aux','to ask staff switch it off ',false
6083,'VB','switch','switch',1,'xcomp','ask staff to it off in ',false
6084,'PRP','it','it',1,'dobj','staff to switch off in the ',false
6085,'RP','off','off',1,'prt','to switch it in the evening ',false
6086,'IN','in','in',1,'prep','switch it off the evening , ',false
6087,'DT','the','the',1,'det','it off in evening , but ',false
6088,'NN','evening','evening',1,'pobj','off in the , but at ',false
6089,',',',',',',0,'punct','in the evening but at night ',false
6090,'CC','but','but',1,'cc','the evening , at night it ',false
6091,'IN','at','at',1,'prep','evening , but night it started ',false
6092,'NN','night','night',1,'pobj',', but at it started blow ',false
6093,'PRP','it','it',1,'nsubj','but at night started blow cool ',false
6094,'VBD','start','started',1,'conj','at night it blow cool air ',false
6095,'NN','blow','blow',1,'nn','night it started cool air very ',false
6096,'JJ','cool','cool',1,'amod','it started blow air very noisy ',false
6097,'NN','air','air',1,'dobj','started blow cool very noisy . ',false
6098,'RB','very','very',1,'advmod','blow cool air noisy . ',false
6099,'RB','noisy','noisy',1,'advmod','cool air very . ',false
6100,'.','.','.',0,'punct','air very noisy ',false
6101,'PRP','it','It',1,'nsubj','was very cold ',false
6102,'VBD','be','was',1,'cop','It very cold and ',false
6103,'RB','very','very',1,'advmod','It was cold and uncomfortable ',false
6104,'JJ','cold','cold',1,'ROOT','It was very and uncomfortable . ',false
6105,'CC','and','and',1,'cc','was very cold uncomfortable . ',false
6106,'JJ','uncomfortable','uncomfortable',1,'conj','very cold and . ',false
6107,'.','.','.',0,'punct','cold and uncomfortable ',false
7055,'VB','stay','Stay',1,'nsubj','was okay . ',false
7056,'VBD','be','was',1,'cop','Stay okay . ',false
7057,'JJ','okay','okay',1,'ROOT','Stay was . ',false
7058,'.','.','.',0,'punct','Stay was okay ',false
7059,'PRP','i','I',1,'nsubj','will consider staying ',false
7060,'MD','will','will',1,'aux','I consider staying there ',false
7061,'VB','consider','consider',1,'ROOT','I will staying there again ',false
7062,'VBG','stay','staying',1,'xcomp','I will consider there again . ',false
7063,'RB','there','there',1,'advmod','will consider staying again . ',false
7064,'RB','again','again',1,'advmod','consider staying there . ',false
7065,'.','.','.',0,'punct','staying there again ',false
7066,'DT','the','The',1,'det','location was great ',false
7067,'NN','location','location',1,'nsubj','The was great , ',false
7068,'VBD','be','was',1,'cop','The location great , right ',false
7069,'JJ','great','great',1,'ccomp','The location was , right downtown ',false
7070,',',',',',',0,'punct','location was great right downtown Montreal ',false
7071,'JJ','right','right',1,'amod','was great , downtown Montreal . ',false
7072,'NN','downtown','downtown',1,'nn','great , right Montreal . ',false
7073,'NNP','montreal','Montreal',1,'ROOT',', right downtown . ',false
7074,'.','.','.',0,'punct','right downtown Montreal ',false
7075,'NNP','view','View',1,'nsubj','was amazing and ',false
7076,'VBD','be','was',1,'cop','View amazing and the ',false
7077,'JJ','amazing','amazing',1,'ROOT','View was and the bed ',false
7078,'CC','and','and',1,'cc','View was amazing the bed was ',false
7079,'DT','the','the',1,'det','was amazing and bed was comfortable ',false
7080,'NN','bed','bed',1,'nsubj','amazing and the was comfortable enough ',false
7081,'VBD','be','was',1,'cop','and the bed comfortable enough . ',false
7082,'JJ','comfortable','comfortable',1,'conj','the bed was enough . ',false
7083,'RB','enough','enough',1,'advmod','bed was comfortable . ',false
7084,'.','.','.',0,'punct','was comfortable enough ',false
7085,'DT','the','The',1,'det','hotel was outdated ',false
7086,'NN','hotel','hotel',1,'nsubj','The was outdated . ',false
7087,'VBD','be','was',1,'cop','The hotel outdated . ',false
7088,'JJ','outdated','outdated',1,'ROOT','The hotel was . ',false
7089,'.','.','.',0,'punct','hotel was outdated ',false
7090,'NNP','carpet','Carpet',1,'nsubj','was pretty old ',false
7091,'VBD','be','was',1,'cop','Carpet pretty old and ',false
7092,'RB','pretty','pretty',1,'advmod','Carpet was old and the ',false
7093,'JJ','old','old',1,'ROOT','Carpet was pretty and the vent ',false
7094,'CC','and','and',1,'cc','was pretty old the vent was ',false
7095,'DT','the','the',1,'det','pretty old and vent was VERY ',false
7096,'NN','vent','vent',1,'nsubj','old and the was VERY dusty ',false
7097,'VBD','be','was',1,'cop','and the vent VERY dusty . ',false
7098,'RB','very','VERY',1,'advmod','the vent was dusty . ',false
7099,'JJ','dusty','dusty',1,'conj','vent was VERY . ',false
7100,'.','.','.',0,'punct','was VERY dusty ',false
7101,'PRP','you','You',1,'nsubj','can actually see ',false
7102,'MD','can','can',1,'aux','You actually see the ',false
7103,'RB','actually','actually',1,'advmod','You can see the caked ',false
7104,'VB','see','see',1,'ROOT','You can actually the caked on ',false
7105,'DT','the','the',1,'det','can actually see caked on dust ',false
