@relation Sauberkeit-positive

@attribute id numeric
@attribute pos string
@attribute lemma string
@attribute surfaceform string
@attribute hasUppercase numeric
@attribute dependency string
@attribute neighbortokens string
@attribute aspecttype {true, false}

@data
901,',',',',',',0,'punct','be a priority as the hotel ',false
902,'IN','as','as',1,'prep','a priority , the hotel below ',false
903,'DT','the','the',1,'det','priority , as hotel below ground ',false
904,'NN','hotel','hotel',1,'pobj',', as the below ground level ',false
905,'IN','below','below',1,'prep','as the hotel ground level is ',false
906,'NN','ground','ground',1,'nn','the hotel below level is connected ',false
907,'NN','level','level',1,'pobj','hotel below ground is connected to ',false
908,'VBZ','be','is',1,'auxpass','below ground level connected to a ',false
909,'VBN','connect','connected',1,'ROOT','ground level is to a small ',false
910,'IN','to','to',1,'prep','level is connected a small inside ',false
911,'DT','a','a',1,'det','is connected to small inside mall ',false
912,'JJ','small','small',1,'amod','connected to a inside mall , ',false
913,'JJ','inside','inside',1,'amod','to a small mall , which ',false
914,'NN','mall','mall',1,'pobj','a small inside , which is ',false
915,',',',',',',0,'punct','small inside mall which is a ',false
916,'WDT','which','which',1,'nsubj','inside mall , is a huge ',false
917,'VBZ','be','is',1,'cop','mall , which a huge bonus ',false
918,'DT','a','a',1,'det',', which is huge bonus , ',false
919,'JJ','huge','huge',1,'amod','which is a bonus , but ',false
920,'NN','bonus','bonus',1,'rcmod','is a huge , but - ',false
921,',',',',',',0,'punct','a huge bonus but - it ',false
922,'CC','but','but',1,'cc','huge bonus , - it also ',false
923,',','-','-',0,'punct','bonus , but it also seems ',false
924,'PRP','it','it',1,'nsubj',', but - also seems to ',false
925,'RB','also','also',1,'advmod','but - it seems to be ',false
926,'VBZ','seem','seems',1,'conj','- it also to be a ',false
927,'TO','to','to',1,'aux','it also seems be a converging ',false
928,'VB','be','be',1,'cop','also seems to a converging space ',false
929,'DT','a','a',1,'det','seems to be converging space for ',false
930,'JJ','converging','converging',1,'amod','to be a space for the ',false
931,'NN','space','space',1,'xcomp','be a converging for the homeless ',false
932,'IN','for','for',1,'prep','a converging space the homeless , ',false
933,'DT','the','the',1,'det','converging space for homeless , who ',false
934,'JJ','homeless','homeless',1,'pobj','space for the , who have ',false
935,',',',',',',0,'punct','for the homeless who have mental ',false
936,'WP','who','who',1,'nsubj','the homeless , have mental health ',false
937,'VBP','have','have',1,'rcmod','homeless , who mental health issues ',false
938,'JJ','mental','mental',1,'amod',', who have health issues and ',false
939,'NN','health','health',1,'nn','who have mental issues and addiction ',false
940,'NNS','issue','issues',1,'dobj','have mental health and addiction issues ',false
941,'CC','and','and',1,'cc','mental health issues addiction issues . ',false
942,'NN','addiction','addiction',1,'nn','health issues and issues . ',false
943,'NNS','issue','issues',1,'conj','issues and addiction . ',false
944,'.','.','.',0,'punct','and addiction issues ',false
945,'VBZ','make','Makes',1,'ROOT','them very in-predictable ',false
946,'PRP','them','them',1,'nsubj','Makes very in-predictable and ',false
947,'RB','very','very',1,'advmod','Makes them in-predictable and I ',false
948,'JJ','in-predictable','in-predictable',1,'xcomp','Makes them very and I would ',false
949,'CC','and','and',1,'cc','them very in-predictable I would not ',false
950,'PRP','i','I',1,'nsubjpass','very in-predictable and would not have ',false
951,'MD','would','would',1,'aux','in-predictable and I not have wanted ',false
952,'RB','not','not',1,'neg','and I would have wanted to ',false
953,'VB','have','have',1,'aux','I would not wanted to run ',false
954,'VBN','want','wanted',1,'conj','would not have to run into ',false
955,'TO','to','to',1,'aux','not have wanted run into one ',false
956,'VB','run','run',1,'xcomp','have wanted to into one of ',false
957,'IN','into','into',1,'prep','wanted to run one of them ',false
958,'CD','#crd#','one',1,'pobj','to run into of them with ',false
959,'IN','of','of',1,'prep','run into one them with small ',false
960,'PRP','them','them',1,'pobj','into one of with small kids ',false
961,'IN','with','with',1,'prep','one of them small kids in ',false
962,'JJ','small','small',1,'amod','of them with kids in tow ',false
963,'NNS','kid','kids',1,'pobj','them with small in tow . ',false
964,'IN','in','in',1,'prep','with small kids tow . ',false
965,'NN','tow','tow',1,'pobj','small kids in . ',false
966,'.','.','.',0,'punct','kids in tow ',false
967,'VBD','see','Saw',1,'ROOT','a few having ',false
968,'DT','a','a',1,'det','Saw few having episodes ',false
969,'JJ','few','few',1,'amod','Saw a having episodes the ',false
970,'VBG','have','having',1,'amod','Saw a few episodes the next ',false
971,'NNS','episode','episodes',1,'nsubj','a few having the next morning ',false
972,'DT','the','the',1,'det','few having episodes next morning . ',false
973,'JJ','next','next',1,'amod','having episodes the morning . ',false
974,'NN','morning','morning',1,'ccomp','episodes the next . ',false
975,'.','.','.',0,'punct','the next morning ',false
2022,'NN','fine','Fine',1,'ROOT','. ',false
2023,'.','.','.',0,'punct','Fine ',false
2024,'NNP','gym','Gym',1,'nsubj','had no equipment ',false
2025,'VBD','have','had',1,'ROOT','Gym no equipment Needs ',false
2026,'DT','no','no',1,'det','Gym had equipment Needs to ',false
2027,'NN','equipment','equipment',1,'nn','Gym had no Needs to be ',false
2028,'NNS','need','Needs',1,'nsubjpass','had no equipment to be upgraded ',false
2029,'TO','to','to',1,'aux','no equipment Needs be upgraded ',false
2030,'VB','be','be',1,'auxpass','equipment Needs to upgraded ',false
2031,'VBN','upgrade','upgraded',1,'ccomp','Needs to be ',false
2196,'VBN','enjoy','Enjoyed',1,'ROOT','our stay . ',false
2197,'PRP$','our','our',1,'poss','Enjoyed stay . ',false
2198,'NN','stay','stay',1,'dobj','Enjoyed our . ',false
2199,'.','.','.',0,'punct','Enjoyed our stay ',false
2200,'JJ','comfortable','Comfortable',1,'amod','and Foot rest ',false
2201,'CC','and','and',1,'cc','Comfortable Foot rest . ',false
2202,'JJ','foot','Foot',1,'conj','Comfortable and rest . ',false
2203,'NN','rest','rest',1,'ROOT','Comfortable and Foot . ',false
2204,'.','.','.',0,'punct','and Foot rest ',false
2205,'RB','next','Next',1,'dep','to elevators ',false
2206,'IN','to','to',1,'ROOT','Next elevators ',false
2207,'NNS','elevator','elevators',1,'pobj','Next to ',false
3606,'VBD','be','Was',1,'cop','more economical than ',false
3607,'RBR','more','more',1,'advmod','Was economical than other ',false
3608,'JJ','economical','economical',1,'ROOT','Was more than other properties ',false
3609,'IN','than','than',1,'prep','Was more economical other properties I ',false
3610,'JJ','other','other',1,'amod','more economical than properties I searched ',false
3611,'NNS','property','properties',1,'pobj','economical than other I searched in ',false
3612,'PRP','i','I',1,'nsubj','than other properties searched in the ',false
3613,'VBD','search','searched',1,'rcmod','other properties I in the area ',false
3614,'IN','in','in',1,'prep','properties I searched the area but ',false
3615,'DT','the','the',1,'det','I searched in area but there ',false
3616,'NN','area','area',1,'pobj','searched in the but there is ',false
3617,'CC','but','but',1,'cc','in the area there is room ',false
3618,'EX','there','there',1,'expl','the area but is room for ',false
3619,'VBZ','be','is',1,'conj','area but there room for improvement ',false
3620,'NN','room','room',1,'nsubj','but there is for improvement . ',false
3621,'IN','for','for',1,'prep','there is room improvement . ',false
3622,'NN','improvement','improvement',1,'pobj','is room for . ',false
3623,'.','.','.',0,'punct','room for improvement ',false
3624,'NNP','location','Location',1,'nsubj','was close to ',false
3625,'VBD','be','was',1,'cop','Location close to the ',false
3626,'JJ','close','close',1,'ROOT','Location was to the event ',false
3627,'IN','to','to',1,'prep','Location was close the event we ',false
3628,'DT','the','the',1,'det','was close to event we were ',false
3629,'NN','event','event',1,'pobj','close to the we were attending ',false
3630,'PRP','we','we',1,'nsubj','to the event were attending . ',false
3631,'VBD','be','were',1,'aux','the event we attending . ',false
3632,'VBG','attend','attending',1,'rcmod','event we were . ',false
3633,'.','.','.',0,'punct','we were attending ',false
3634,'EX','there','There',1,'expl','is a parking ',false
3635,'VBZ','be','is',1,'ROOT','There a parking structure ',false
3636,'DT','a','a',1,'det','There is parking structure attacked ',false
3637,'NN','parking','parking',1,'nn','There is a structure attacked to ',false
3638,'NN','structure','structure',1,'nsubj','is a parking attacked to the ',false
3639,'VBD','attack','attacked',1,'ccomp','a parking structure to the hotel ',false
3640,'IN','to','to',1,'prep','parking structure attacked the hotel so ',false
3641,'DT','the','the',1,'det','structure attacked to hotel so you ',false
3642,'NN','hotel','hotel',1,'pobj','attacked to the so you did ',false
3643,'IN','so','so',1,'mark','to the hotel you did not ',false
3644,'PRP','you','you',1,'nsubj','the hotel so did not need ',false
3645,'VBD','do','did',1,'aux','hotel so you not need to ',false
3646,'RB','not','not',1,'neg','so you did need to park ',false
3647,'VB','need','need',1,'advcl','you did not to park outside ',false
3648,'TO','to','to',1,'aux','did not need park outside . ',false
3649,'VB','park','park',1,'xcomp','not need to outside . ',false
3650,'RB','outside','outside',1,'advmod','need to park . ',false
3651,'.','.','.',0,'punct','to park outside ',false
3652,'PRP','you','You',1,'nsubj','can travel with ',false
3653,'MD','can','can',1,'aux','You travel with pets ',false
3654,'VB','travel','travel',1,'nsubjpass','You can with pets and ',false
3655,'IN','with','with',1,'prep','You can travel pets and our ',false
3656,'NNS','pet','pets',1,'pobj','can travel with and our request ',false
3657,'CC','and','and',1,'cc','travel with pets our request for ',false
3658,'PRP$','our','our',1,'poss','with pets and request for a ',false
3659,'NN','request','request',1,'conj','pets and our for a mini ',false
3660,'IN','for','for',1,'prep','and our request a mini fridge ',false
3661,'DT','a','a',1,'det','our request for mini fridge in ',false
3662,'JJ','mini','mini',1,'amod','request for a fridge in the ',false
3663,'NN','fridge','fridge',1,'pobj','for a mini in the room ',false
3664,'IN','in','in',1,'prep','a mini fridge the room for ',false
3665,'DT','the','the',1,'det','mini fridge in room for medication ',false
3666,'NN','room','room',1,'pobj','fridge in the for medication storage ',false
3667,'IN','for','for',1,'prep','in the room medication storage was ',false
3668,'NN','medication','medication',1,'nn','the room for storage was honoured ',false
3669,'NN','storage','storage',1,'pobj','room for medication was honoured at ',false
3670,'VBD','be','was',1,'auxpass','for medication storage honoured at no ',false
3671,'VBN','honour','honoured',1,'ROOT','medication storage was at no charge ',false
3672,'IN','at','at',1,'prep','storage was honoured no charge . ',false
3673,'DT','no','no',1,'det','was honoured at charge . ',false
3674,'NN','charge','charge',1,'pobj','honoured at no . ',false
3675,'.','.','.',0,'punct','at no charge ',false
3676,'DT','the','The',1,'det','bathroom was dated ',false
3677,'NN','bathroom','bathroom',1,'nsubjpass','The was dated , ',false
3678,'VBD','be','was',1,'auxpass','The bathroom dated , some ',false
3679,'VBN','date','dated',1,'nsubj','The bathroom was , some tiles ',false
3680,',',',',',',0,'punct','bathroom was dated some tiles were ',false
3681,'DT','some','some',1,'det','was dated , tiles were cracked ',false
3682,'NNS','tile','tiles',1,'nsubjpass','dated , some were cracked in ',false
3683,'VBD','be','were',1,'auxpass',', some tiles cracked in the ',false
3684,'VBN','crack','cracked',1,'parataxis','some tiles were in the shower ',false
3685,'IN','in','in',1,'prep','tiles were cracked the shower and ',false
3686,'DT','the','the',1,'det','were cracked in shower and much ',false
3687,'NN','shower','shower',1,'pobj','cracked in the and much of ',false
3688,'CC','and','and',1,'cc','in the shower much of the ',false
3689,'JJ','much','much',1,'conj','the shower and of the grout ',false
3690,'IN','of','of',1,'prep','shower and much the grout was ',false
3691,'DT','the','the',1,'det','and much of grout was black ',false
3692,'NN','grout','grout',1,'pobj','much of the was black . ',false
3693,'VBD','be','was',1,'cop','of the grout black . ',false
3694,'JJ','black','black',1,'ROOT','the grout was . ',false
3695,'.','.','.',0,'punct','grout was black ',false
3696,'DT','the','The',1,'det','carpet was stained ',false
3697,'NN','carpet','carpet',1,'nsubjpass','The was stained but ',false
3698,'VBD','be','was',1,'auxpass','The carpet stained but was ',false
3699,'VBN','stain','stained',1,'ROOT','The carpet was but was not ',false
3700,'CC','but','but',1,'cc','carpet was stained was not dirty ',false
3701,'VBD','be','was',1,'cop','was stained but not dirty ( ',false
3702,'RB','not','not',1,'neg','stained but was dirty ( my ',false
3703,'JJ','dirty','dirty',1,'conj','but was not ( my socks ',false
3704,'-LRB-','(','(',0,'punct','was not dirty my socks did ',false
3705,'PRP$','my','my',1,'poss','not dirty ( socks did not ',false
3706,'NNS','sock','socks',1,'nsubj','dirty ( my did not turn ',false
3707,'VBD','do','did',1,'aux','( my socks not turn get ',false
3708,'RB','not','not',1,'neg','my socks did turn get dirty ',false
3709,'VB','turn','turn',1,'parataxis','socks did not get dirty walking ',false
3710,'VB','get','get',1,'xcomp','did not turn dirty walking on ',false
3711,'JJ','dirty','dirty',1,'amod','not turn get walking on carpet ',false
3712,'NN','walking','walking',1,'dobj','turn get dirty on carpet ) ',false
3713,'IN','on','on',1,'prep','get dirty walking carpet ) . ',false
3714,'NN','carpet','carpet',1,'pobj','dirty walking on ) . ',false
3715,'-RRB-',')',')',0,'dep','walking on carpet . ',false
3716,'.','.','.',0,'punct','on carpet ) ',false
3717,'NN','parking','Parking',1,'nn','garage has low ',false
3718,'NN','garage','garage',1,'nsubj','Parking has low ceilings ',false
3719,'VBZ','have','has',1,'ROOT','Parking garage low ceilings ( ',false
3720,'JJ','low','low',1,'amod','Parking garage has ceilings ( 6 ',false
3721,'NNS','ceiling','ceilings',1,'dobj','garage has low ( 6 foot ',false
3722,'-LRB-','(','(',0,'dep','has low ceilings 6 foot max ',false
3723,'CD','0','6',0,'num','low ceilings ( foot max clearance ',false
3724,'NN','foot','foot',1,'nn','ceilings ( 6 max clearance ) ',false
3725,'NN','max','max',1,'nn','( 6 foot clearance ) so ',false
3726,'NN','clearance','clearance',1,'nsubj','6 foot max ) so larger ',false
3727,'-RRB-',')',')',0,'advmod','foot max clearance so larger vehicles ',false
3728,'RB','so','so',1,'advmod','max clearance ) larger vehicles will ',false
3729,'JJR','large','larger',1,'amod','clearance ) so vehicles will not ',false
3730,'NNS','vehicle','vehicles',1,'nsubj',') so larger will not fit ',false
3731,'MD','will','will',1,'aux','so larger vehicles not fit and ',false
3732,'RB','not','not',1,'neg','larger vehicles will fit and cost ',false
3733,'VB','fit','fit',1,'ccomp','vehicles will not and cost is ',false
3734,'CC','and','and',1,'cc','will not fit cost is $ ',false
3735,'VB','cost','cost',1,'conj','not fit and is $ 19 ',false
3736,'VBZ','be','is',1,'cop','fit and cost $ 19 / ',false
3737,'$','$','$',0,'rcmod','and cost is 19 / day ',false
3738,'CD','0','19',0,'number','cost is $ / day . ',false
3739,'CD','/','/',0,'number','is $ 19 day . ',false
3740,'NN','day','day',1,'tmod','$ 19 / . ',false
3741,'.','.','.',0,'punct','19 / day ',false
3742,'EX','there','There',1,'expl','was a $ ',false
3743,'VBD','be','was',1,'ROOT','There a $ 40 ',false
3744,'DT','a','a',1,'det','There was $ 40 charge ',false
3745,'$','$','$',0,'amod','There was a 40 charge for ',false
3746,'CD','0','40',0,'dep','was a $ charge for cleaning ',false
3747,'NN','charge','charge',1,'nsubj','a $ 40 for cleaning the ',false
3748,'IN','for','for',1,'prep','$ 40 charge cleaning the room ',false
3749,'VBG','clean','cleaning',1,'pcomp','40 charge for the room if ',false
3750,'DT','the','the',1,'det','charge for cleaning room if you ',false
3751,'NN','room','room',1,'dobj','for cleaning the if you travel ',false
3752,'IN','if','if',1,'mark','cleaning the room you travel with ',false
3753,'PRP','you','you',1,'nsubj','the room if travel with pets ',false
3754,'VBP','travel','travel',1,'advcl','room if you with pets that ',false
3755,'IN','with','with',1,'prep','if you travel pets that we ',false
3756,'NNS','pet','pets',1,'pobj','you travel with that we were ',false
3757,'IN','that','that',1,'complm','travel with pets we were not ',false
3758,'PRP','we','we',1,'nsubjpass','with pets that were not told ',false
3759,'VBD','be','were',1,'auxpass','pets that we not told about ',false
3760,'RB','not','not',1,'neg','that we were told about until ',false
3761,'VBN','tell','told',1,'ccomp','we were not about until after ',false
3762,'IN','about','about',1,'prep','were not told until after check ',false
3763,'IN','until','until',1,'dep','not told about after check - ',false
3764,'IN','after','after',1,'dep','told about until check - in ',false
3765,'NN','check','check',1,'nn','about until after - in . ',false
3766,'HYPH','-','-',0,'amod','until after check in . ',false
3767,'NN','in','in',1,'pobj','after check - . ',false
3768,'.','.','.',0,'punct','check - in ',false
3769,'DT','the','The',1,'det','bar / restaurant ',false
3770,'NN','bar','bar',1,'nsubj','The / restaurant was ',false
3771,'SYM','/','/',0,'dep','The bar restaurant was closed ',false
3772,'NN','restaurant','restaurant',1,'nsubjpass','The bar / was closed when ',false
3773,'VBD','be','was',1,'auxpass','bar / restaurant closed when we ',false
3774,'VBN','close','closed',1,'ROOT','/ restaurant was when we went ',false
3775,'WRB','when','when',1,'advmod','restaurant was closed we went to ',false
3776,'PRP','we','we',1,'nsubj','was closed when went to have ',false
3777,'VBD','go','went',1,'advcl','closed when we to have a ',false
3778,'TO','to','to',1,'aux','when we went have a drink ',false
3779,'VB','have','have',1,'xcomp','we went to a drink one ',false
3780,'DT','a','a',1,'det','went to have drink one evening ',false
3781,'NN','drink','drink',1,'nn','to have a one evening and ',false
3782,'CD','#crd#','one',1,'num','have a drink evening and there ',false
3783,'NN','evening','evening',1,'dobj','a drink one and there are ',false
3784,'CC','and','and',1,'cc','drink one evening there are no ',false
3785,'EX','there','there',1,'expl','one evening and are no posted ',false
3786,'VBP','be','are',1,'conj','evening and there no posted hours ',false
3787,'DT','no','no',1,'det','and there are posted hours of ',false
3788,'VBN','post','posted',1,'amod','there are no hours of operation.u ',false
3789,'NNS','hour','hours',1,'nsubj','are no posted of operation.u ',false
3790,'IN','of','of',1,'prep','no posted hours operation.u ',false
3791,'NN','operation.u','operation.u',1,'pobj','posted hours of ',false
5763,'RB','acceptably','Acceptably',1,'ROOT','. ',false
5764,'.','.','.',0,'punct','Acceptably ',false
5765,'NNP','good','Good',1,'nn','Location , parking ',false
5766,'NNP','location','Location',1,'ROOT','Good , parking , ',false
5767,',',',',',',0,'punct','Good Location parking , grocery ',false
5768,'NN','parking','parking',1,'appos','Good Location , , grocery store ',false
5769,',',',',',',0,'punct','Location , parking grocery store in ',false
5770,'NN','grocery','grocery',1,'nn',', parking , store in the ',false
5771,'NN','store','store',1,'appos','parking , grocery in the building ',false
5772,'IN','in','in',1,'prep',', grocery store the building . ',false
5773,'DT','the','the',1,'det','grocery store in building . ',false
5774,'NN','building','building',1,'pobj','store in the . ',false
5775,'.','.','.',0,'punct','in the building ',false
5776,'JJ','old','Old',1,'amod','hotel and relevant ',false
5777,'NN','hotel','hotel',1,'ROOT','Old and relevant smell ',false
5778,'CC','and','and',1,'cc','Old hotel relevant smell , ',false
5779,'JJ','relevant','relevant',1,'amod','Old hotel and smell , no ',false
5780,'NN','smell','smell',1,'conj','hotel and relevant , no sockets ',false
5781,',',',',',',0,'punct','and relevant smell no sockets in ',false
5782,'DT','no','no',1,'det','relevant smell , sockets in the ',false
5783,'NNS','socket','sockets',1,'appos','smell , no in the room ',false
5784,'IN','in','in',1,'prep',', no sockets the room at ',false
5785,'DT','the','the',1,'det','no sockets in room at all ',false
5786,'NN','room','room',1,'pobj','sockets in the at all . ',false
5787,'RB','at','at',1,'advmod','in the room all . ',false
5788,'RB','all','all',1,'dep','the room at . ',false
5789,'.','.','.',0,'punct','room at all ',false
5790,'VBD','have','Had',1,'ROOT','to charge cellular ',false
5791,'TO','to','to',1,'aux','Had charge cellular in ',false
5792,'VB','charge','charge',1,'xcomp','Had to cellular in bathroom ',false
5793,'JJ','cellular','cellular',1,'dobj','Had to charge in bathroom . ',false
5794,'IN','in','in',1,'prep','to charge cellular bathroom . ',false
5795,'NN','bathroom','bathroom',1,'pobj','charge cellular in . ',false
5796,'.','.','.',0,'punct','cellular in bathroom ',false
5797,'NN','air','Air',1,'nn','condition was terrible ',false
5798,'NN','condition','condition',1,'nsubj','Air was terrible . ',false
5799,'VBD','be','was',1,'cop','Air condition terrible . ',false
5800,'JJ','terrible','terrible',1,'ROOT','Air condition was . ',false
5801,'.','.','.',0,'punct','condition was terrible ',false
5802,'VBD','have','Had',1,'ROOT','to ask staff ',false
5803,'TO','to','to',1,'aux','Had ask staff to ',false
5804,'VB','ask','ask',1,'xcomp','Had to staff to switch ',false
5805,'NN','staff','staff',1,'dobj','Had to ask to switch it ',false
5806,'TO','to','to',1,'aux','to ask staff switch it off ',false
5807,'VB','switch','switch',1,'xcomp','ask staff to it off in ',false
5808,'PRP','it','it',1,'dobj','staff to switch off in the ',false
5809,'RP','off','off',1,'prt','to switch it in the evening ',false
5810,'IN','in','in',1,'prep','switch it off the evening , ',false
5811,'DT','the','the',1,'det','it off in evening , but ',false
5812,'NN','evening','evening',1,'pobj','off in the , but at ',false
5813,',',',',',',0,'punct','in the evening but at night ',false
5814,'CC','but','but',1,'cc','the evening , at night it ',false
5815,'IN','at','at',1,'prep','evening , but night it started ',false
5816,'NN','night','night',1,'pobj',', but at it started blow ',false
5817,'PRP','it','it',1,'nsubj','but at night started blow cool ',false
5818,'VBD','start','started',1,'conj','at night it blow cool air ',false
5819,'NN','blow','blow',1,'nn','night it started cool air very ',false
5820,'JJ','cool','cool',1,'amod','it started blow air very noisy ',false
5821,'NN','air','air',1,'dobj','started blow cool very noisy . ',false
5822,'RB','very','very',1,'advmod','blow cool air noisy . ',false
5823,'RB','noisy','noisy',1,'advmod','cool air very . ',false
5824,'.','.','.',0,'punct','air very noisy ',false
5825,'PRP','it','It',1,'nsubj','was very cold ',false
5826,'VBD','be','was',1,'cop','It very cold and ',false
5827,'RB','very','very',1,'advmod','It was cold and uncomfortable ',false
5828,'JJ','cold','cold',1,'ROOT','It was very and uncomfortable . ',false
5829,'CC','and','and',1,'cc','was very cold uncomfortable . ',false
5830,'JJ','uncomfortable','uncomfortable',1,'conj','very cold and . ',false
5831,'.','.','.',0,'punct','cold and uncomfortable ',false
6811,'VB','stay','Stay',1,'nsubj','was okay . ',false
6812,'VBD','be','was',1,'cop','Stay okay . ',false
6813,'JJ','okay','okay',1,'ROOT','Stay was . ',false
6814,'.','.','.',0,'punct','Stay was okay ',false
6815,'PRP','i','I',1,'nsubj','will consider staying ',false
6816,'MD','will','will',1,'aux','I consider staying there ',false
6817,'VB','consider','consider',1,'ROOT','I will staying there again ',false
6818,'VBG','stay','staying',1,'xcomp','I will consider there again . ',false
6819,'RB','there','there',1,'advmod','will consider staying again . ',false
6820,'RB','again','again',1,'advmod','consider staying there . ',false
6821,'.','.','.',0,'punct','staying there again ',false
6822,'DT','the','The',1,'det','location was great ',false
6823,'NN','location','location',1,'nsubj','The was great , ',false
6824,'VBD','be','was',1,'cop','The location great , right ',false
6825,'JJ','great','great',1,'ccomp','The location was , right downtown ',false
6826,',',',',',',0,'punct','location was great right downtown Montreal ',false
6827,'JJ','right','right',1,'amod','was great , downtown Montreal . ',false
6828,'NN','downtown','downtown',1,'nn','great , right Montreal . ',false
6829,'NNP','montreal','Montreal',1,'ROOT',', right downtown . ',false
6830,'.','.','.',0,'punct','right downtown Montreal ',false
6831,'NNP','view','View',1,'nsubj','was amazing and ',false
6832,'VBD','be','was',1,'cop','View amazing and the ',false
6833,'JJ','amazing','amazing',1,'ROOT','View was and the bed ',false
6834,'CC','and','and',1,'cc','View was amazing the bed was ',false
6835,'DT','the','the',1,'det','was amazing and bed was comfortable ',false
6836,'NN','bed','bed',1,'nsubj','amazing and the was comfortable enough ',false
6837,'VBD','be','was',1,'cop','and the bed comfortable enough . ',false
6838,'JJ','comfortable','comfortable',1,'conj','the bed was enough . ',false
6839,'RB','enough','enough',1,'advmod','bed was comfortable . ',false
6840,'.','.','.',0,'punct','was comfortable enough ',false
6841,'DT','the','The',1,'det','hotel was outdated ',false
6842,'NN','hotel','hotel',1,'nsubj','The was outdated . ',false
6843,'VBD','be','was',1,'cop','The hotel outdated . ',false
6844,'JJ','outdated','outdated',1,'ROOT','The hotel was . ',false
6845,'.','.','.',0,'punct','hotel was outdated ',false
6846,'NNP','carpet','Carpet',1,'nsubj','was pretty old ',false
6847,'VBD','be','was',1,'cop','Carpet pretty old and ',false
6848,'RB','pretty','pretty',1,'advmod','Carpet was old and the ',false
6849,'JJ','old','old',1,'ROOT','Carpet was pretty and the vent ',false
6850,'CC','and','and',1,'cc','was pretty old the vent was ',false
6851,'DT','the','the',1,'det','pretty old and vent was VERY ',false
6852,'NN','vent','vent',1,'nsubj','old and the was VERY dusty ',false
6853,'VBD','be','was',1,'cop','and the vent VERY dusty . ',false
6854,'RB','very','VERY',1,'advmod','the vent was dusty . ',false
6855,'JJ','dusty','dusty',1,'conj','vent was VERY . ',false
6856,'.','.','.',0,'punct','was VERY dusty ',false
6857,'PRP','you','You',1,'nsubj','can actually see ',false
6858,'MD','can','can',1,'aux','You actually see the ',false
6859,'RB','actually','actually',1,'advmod','You can see the caked ',false
6860,'VB','see','see',1,'ROOT','You can actually the caked on ',false
6861,'DT','the','the',1,'det','can actually see caked on dust ',false
6862,'NN','caked','caked',1,'dobj','actually see the on dust . ',false
6863,'IN','on','on',1,'prep','see the caked dust . ',false
6864,'NN','dust','dust',1,'pobj','the caked on . ',false
6865,'.','.','.',0,'punct','caked on dust ',false
6866,'PRP','it','It',1,'nsubj','does need updating ',false
