@relation Komfort-negative

@attribute id numeric
@attribute pos string
@attribute lemma string
@attribute surfaceform string
@attribute hasUppercase numeric
@attribute dependency string
@attribute neighbortokens string
@attribute aspecttype {true, false}

@data
1503,'CD','0','4',0,'num','small for potentially people . ',false
1504,'NNS','people','people',1,'pobj','for potentially 4 . ',false
1505,'.','.','.',0,'punct','potentially 4 people ',false
1506,'NN','security','Security',1,'nsubj','should be a ',false
1507,'MD','should','should',1,'aux','Security be a priority ',false
1508,'VB','be','be',1,'cop','Security should a priority , ',false
1509,'DT','a','a',1,'det','Security should be priority , as ',false
1510,'NN','priority','priority',1,'nsubjpass','should be a , as the ',false
1511,',',',',',',0,'punct','be a priority as the hotel ',false
1512,'IN','as','as',1,'prep','a priority , the hotel below ',false
1513,'DT','the','the',1,'det','priority , as hotel below ground ',false
1514,'NN','hotel','hotel',1,'pobj',', as the below ground level ',false
1515,'IN','below','below',1,'prep','as the hotel ground level is ',false
1516,'NN','ground','ground',1,'nn','the hotel below level is connected ',false
1517,'NN','level','level',1,'pobj','hotel below ground is connected to ',false
1518,'VBZ','be','is',1,'auxpass','below ground level connected to a ',false
1519,'VBN','connect','connected',1,'ROOT','ground level is to a small ',false
1520,'IN','to','to',1,'prep','level is connected a small inside ',false
1521,'DT','a','a',1,'det','is connected to small inside mall ',false
1522,'JJ','small','small',1,'amod','connected to a inside mall , ',false
1523,'JJ','inside','inside',1,'amod','to a small mall , which ',false
1524,'NN','mall','mall',1,'pobj','a small inside , which is ',false
1525,',',',',',',0,'punct','small inside mall which is a ',false
1526,'WDT','which','which',1,'nsubj','inside mall , is a huge ',false
1527,'VBZ','be','is',1,'cop','mall , which a huge bonus ',false
1528,'DT','a','a',1,'det',', which is huge bonus , ',false
1529,'JJ','huge','huge',1,'amod','which is a bonus , but ',false
1530,'NN','bonus','bonus',1,'rcmod','is a huge , but - ',false
1531,',',',',',',0,'punct','a huge bonus but - it ',false
1532,'CC','but','but',1,'cc','huge bonus , - it also ',false
1533,',','-','-',0,'punct','bonus , but it also seems ',false
1534,'PRP','it','it',1,'nsubj',', but - also seems to ',false
1535,'RB','also','also',1,'advmod','but - it seems to be ',false
1536,'VBZ','seem','seems',1,'conj','- it also to be a ',false
1537,'TO','to','to',1,'aux','it also seems be a converging ',false
1538,'VB','be','be',1,'cop','also seems to a converging space ',false
1539,'DT','a','a',1,'det','seems to be converging space for ',false
1540,'JJ','converging','converging',1,'amod','to be a space for the ',false
1541,'NN','space','space',1,'xcomp','be a converging for the homeless ',false
1542,'IN','for','for',1,'prep','a converging space the homeless , ',false
1543,'DT','the','the',1,'det','converging space for homeless , who ',false
1544,'JJ','homeless','homeless',1,'pobj','space for the , who have ',false
1545,',',',',',',0,'punct','for the homeless who have mental ',false
1546,'WP','who','who',1,'nsubj','the homeless , have mental health ',false
1547,'VBP','have','have',1,'rcmod','homeless , who mental health issues ',false
1548,'JJ','mental','mental',1,'amod',', who have health issues and ',false
1549,'NN','health','health',1,'nn','who have mental issues and addiction ',false
1550,'NNS','issue','issues',1,'dobj','have mental health and addiction issues ',false
1551,'CC','and','and',1,'cc','mental health issues addiction issues . ',false
1552,'NN','addiction','addiction',1,'nn','health issues and issues . ',false
1553,'NNS','issue','issues',1,'conj','issues and addiction . ',false
1554,'.','.','.',0,'punct','and addiction issues ',false
1555,'VBZ','make','Makes',1,'ROOT','them very in-predictable ',false
1556,'PRP','them','them',1,'nsubj','Makes very in-predictable and ',false
1557,'RB','very','very',1,'advmod','Makes them in-predictable and I ',false
1558,'JJ','in-predictable','in-predictable',1,'xcomp','Makes them very and I would ',false
1559,'CC','and','and',1,'cc','them very in-predictable I would not ',false
1560,'PRP','i','I',1,'nsubjpass','very in-predictable and would not have ',false
1561,'MD','would','would',1,'aux','in-predictable and I not have wanted ',false
1562,'RB','not','not',1,'neg','and I would have wanted to ',false
1563,'VB','have','have',1,'aux','I would not wanted to run ',false
1564,'VBN','want','wanted',1,'conj','would not have to run into ',false
1565,'TO','to','to',1,'aux','not have wanted run into one ',false
1566,'VB','run','run',1,'xcomp','have wanted to into one of ',false
1567,'IN','into','into',1,'prep','wanted to run one of them ',false
1568,'CD','#crd#','one',1,'pobj','to run into of them with ',false
1569,'IN','of','of',1,'prep','run into one them with small ',false
1570,'PRP','them','them',1,'pobj','into one of with small kids ',false
1571,'IN','with','with',1,'prep','one of them small kids in ',false
1572,'JJ','small','small',1,'amod','of them with kids in tow ',false
1573,'NNS','kid','kids',1,'pobj','them with small in tow . ',false
1574,'IN','in','in',1,'prep','with small kids tow . ',false
1575,'NN','tow','tow',1,'pobj','small kids in . ',false
1576,'.','.','.',0,'punct','kids in tow ',false
1577,'VBD','see','Saw',1,'ROOT','a few having ',false
1578,'DT','a','a',1,'det','Saw few having episodes ',false
1579,'JJ','few','few',1,'amod','Saw a having episodes the ',false
1580,'VBG','have','having',1,'amod','Saw a few episodes the next ',false
1581,'NNS','episode','episodes',1,'nsubj','a few having the next morning ',false
1582,'DT','the','the',1,'det','few having episodes next morning . ',false
1583,'JJ','next','next',1,'amod','having episodes the morning . ',false
1584,'NN','morning','morning',1,'ccomp','episodes the next . ',false
1585,'.','.','.',0,'punct','the next morning ',false
2072,'NN','fine','Fine',1,'ROOT','. ',false
2073,'.','.','.',0,'punct','Fine ',false
2074,'NNP','gym','Gym',1,'nsubj','had no equipment ',false
2075,'VBD','have','had',1,'ROOT','Gym no equipment Needs ',false
2076,'DT','no','no',1,'det','Gym had equipment Needs to ',false
2077,'NN','equipment','equipment',1,'nn','Gym had no Needs to be ',false
2078,'NNS','need','Needs',1,'nsubjpass','had no equipment to be upgraded ',false
2079,'TO','to','to',1,'aux','no equipment Needs be upgraded ',false
2080,'VB','be','be',1,'auxpass','equipment Needs to upgraded ',false
2081,'VBN','upgrade','upgraded',1,'ccomp','Needs to be ',false
2256,'VBN','enjoy','Enjoyed',1,'ROOT','our stay . ',false
2257,'PRP$','our','our',1,'poss','Enjoyed stay . ',false
2258,'NN','stay','stay',1,'dobj','Enjoyed our . ',false
2259,'.','.','.',0,'punct','Enjoyed our stay ',false
2260,'JJ','comfortable','Comfortable',1,'amod','and Foot rest ',false
2261,'CC','and','and',1,'cc','Comfortable Foot rest . ',false
2262,'JJ','foot','Foot',1,'conj','Comfortable and rest . ',false
2263,'NN','rest','rest',1,'ROOT','Comfortable and Foot . ',false
2264,'.','.','.',0,'punct','and Foot rest ',false
2265,'RB','next','Next',1,'dep','to elevators ',false
2266,'IN','to','to',1,'ROOT','Next elevators ',false
2267,'NNS','elevator','elevators',1,'pobj','Next to ',false
4536,'VBD','be','Was',1,'cop','more economical than ',false
4537,'RBR','more','more',1,'advmod','Was economical than other ',false
4538,'JJ','economical','economical',1,'ROOT','Was more than other properties ',false
4539,'IN','than','than',1,'prep','Was more economical other properties I ',false
4540,'JJ','other','other',1,'amod','more economical than properties I searched ',false
4541,'NNS','property','properties',1,'pobj','economical than other I searched in ',false
4542,'PRP','i','I',1,'nsubj','than other properties searched in the ',false
4543,'VBD','search','searched',1,'rcmod','other properties I in the area ',false
4544,'IN','in','in',1,'prep','properties I searched the area but ',false
4545,'DT','the','the',1,'det','I searched in area but there ',false
4546,'NN','area','area',1,'pobj','searched in the but there is ',false
4547,'CC','but','but',1,'cc','in the area there is room ',false
4548,'EX','there','there',1,'expl','the area but is room for ',false
4549,'VBZ','be','is',1,'conj','area but there room for improvement ',false
4550,'NN','room','room',1,'nsubj','but there is for improvement . ',false
4551,'IN','for','for',1,'prep','there is room improvement . ',false
4552,'NN','improvement','improvement',1,'pobj','is room for . ',false
4553,'.','.','.',0,'punct','room for improvement ',false
4554,'NNP','location','Location',1,'nsubj','was close to ',false
4555,'VBD','be','was',1,'cop','Location close to the ',false
4556,'JJ','close','close',1,'ROOT','Location was to the event ',false
4557,'IN','to','to',1,'prep','Location was close the event we ',false
4558,'DT','the','the',1,'det','was close to event we were ',false
4559,'NN','event','event',1,'pobj','close to the we were attending ',false
4560,'PRP','we','we',1,'nsubj','to the event were attending . ',false
4561,'VBD','be','were',1,'aux','the event we attending . ',false
4562,'VBG','attend','attending',1,'rcmod','event we were . ',false
4563,'.','.','.',0,'punct','we were attending ',false
4564,'EX','there','There',1,'expl','is a parking ',false
4565,'VBZ','be','is',1,'ROOT','There a parking structure ',false
4566,'DT','a','a',1,'det','There is parking structure attacked ',false
4567,'NN','parking','parking',1,'nn','There is a structure attacked to ',false
4568,'NN','structure','structure',1,'nsubj','is a parking attacked to the ',false
4569,'VBD','attack','attacked',1,'ccomp','a parking structure to the hotel ',false
4570,'IN','to','to',1,'prep','parking structure attacked the hotel so ',false
4571,'DT','the','the',1,'det','structure attacked to hotel so you ',false
4572,'NN','hotel','hotel',1,'pobj','attacked to the so you did ',false
4573,'IN','so','so',1,'mark','to the hotel you did not ',false
4574,'PRP','you','you',1,'nsubj','the hotel so did not need ',false
4575,'VBD','do','did',1,'aux','hotel so you not need to ',false
4576,'RB','not','not',1,'neg','so you did need to park ',false
4577,'VB','need','need',1,'advcl','you did not to park outside ',false
4578,'TO','to','to',1,'aux','did not need park outside . ',false
4579,'VB','park','park',1,'xcomp','not need to outside . ',false
4580,'RB','outside','outside',1,'advmod','need to park . ',false
4581,'.','.','.',0,'punct','to park outside ',false
4582,'PRP','you','You',1,'nsubj','can travel with ',false
4583,'MD','can','can',1,'aux','You travel with pets ',false
4584,'VB','travel','travel',1,'nsubjpass','You can with pets and ',false
4585,'IN','with','with',1,'prep','You can travel pets and our ',false
4586,'NNS','pet','pets',1,'pobj','can travel with and our request ',false
4587,'CC','and','and',1,'cc','travel with pets our request for ',false
4588,'PRP$','our','our',1,'poss','with pets and request for a ',false
4589,'NN','request','request',1,'conj','pets and our for a mini ',false
4590,'IN','for','for',1,'prep','and our request a mini fridge ',false
4591,'DT','a','a',1,'det','our request for mini fridge in ',false
4592,'JJ','mini','mini',1,'amod','request for a fridge in the ',false
4593,'NN','fridge','fridge',1,'pobj','for a mini in the room ',false
4594,'IN','in','in',1,'prep','a mini fridge the room for ',false
4595,'DT','the','the',1,'det','mini fridge in room for medication ',false
4596,'NN','room','room',1,'pobj','fridge in the for medication storage ',false
4597,'IN','for','for',1,'prep','in the room medication storage was ',false
4598,'NN','medication','medication',1,'nn','the room for storage was honoured ',false
4599,'NN','storage','storage',1,'pobj','room for medication was honoured at ',false
4600,'VBD','be','was',1,'auxpass','for medication storage honoured at no ',false
4601,'VBN','honour','honoured',1,'ROOT','medication storage was at no charge ',false
4602,'IN','at','at',1,'prep','storage was honoured no charge . ',false
4603,'DT','no','no',1,'det','was honoured at charge . ',false
4604,'NN','charge','charge',1,'pobj','honoured at no . ',false
4605,'.','.','.',0,'punct','at no charge ',false
4606,'DT','the','The',1,'det','bathroom was dated ',false
4607,'NN','bathroom','bathroom',1,'nsubjpass','The was dated , ',false
4608,'VBD','be','was',1,'auxpass','The bathroom dated , some ',false
4609,'VBN','date','dated',1,'nsubj','The bathroom was , some tiles ',false
4610,',',',',',',0,'punct','bathroom was dated some tiles were ',false
4611,'DT','some','some',1,'det','was dated , tiles were cracked ',false
4612,'NNS','tile','tiles',1,'nsubjpass','dated , some were cracked in ',false
4613,'VBD','be','were',1,'auxpass',', some tiles cracked in the ',false
4614,'VBN','crack','cracked',1,'parataxis','some tiles were in the shower ',false
4615,'IN','in','in',1,'prep','tiles were cracked the shower and ',false
4616,'DT','the','the',1,'det','were cracked in shower and much ',false
4617,'NN','shower','shower',1,'pobj','cracked in the and much of ',false
4618,'CC','and','and',1,'cc','in the shower much of the ',false
4619,'JJ','much','much',1,'conj','the shower and of the grout ',false
4620,'IN','of','of',1,'prep','shower and much the grout was ',false
4621,'DT','the','the',1,'det','and much of grout was black ',false
4622,'NN','grout','grout',1,'pobj','much of the was black . ',false
4623,'VBD','be','was',1,'cop','of the grout black . ',false
4624,'JJ','black','black',1,'ROOT','the grout was . ',false
4625,'.','.','.',0,'punct','grout was black ',false
4626,'DT','the','The',1,'det','carpet was stained ',false
4627,'NN','carpet','carpet',1,'nsubjpass','The was stained but ',false
4628,'VBD','be','was',1,'auxpass','The carpet stained but was ',false
4629,'VBN','stain','stained',1,'ROOT','The carpet was but was not ',false
4630,'CC','but','but',1,'cc','carpet was stained was not dirty ',false
4631,'VBD','be','was',1,'cop','was stained but not dirty ( ',false
4632,'RB','not','not',1,'neg','stained but was dirty ( my ',false
4633,'JJ','dirty','dirty',1,'conj','but was not ( my socks ',false
4634,'-LRB-','(','(',0,'punct','was not dirty my socks did ',false
4635,'PRP$','my','my',1,'poss','not dirty ( socks did not ',false
4636,'NNS','sock','socks',1,'nsubj','dirty ( my did not turn ',false
4637,'VBD','do','did',1,'aux','( my socks not turn get ',false
4638,'RB','not','not',1,'neg','my socks did turn get dirty ',false
4639,'VB','turn','turn',1,'parataxis','socks did not get dirty walking ',false
4640,'VB','get','get',1,'xcomp','did not turn dirty walking on ',false
4641,'JJ','dirty','dirty',1,'amod','not turn get walking on carpet ',false
4642,'NN','walking','walking',1,'dobj','turn get dirty on carpet ) ',false
4643,'IN','on','on',1,'prep','get dirty walking carpet ) . ',false
4644,'NN','carpet','carpet',1,'pobj','dirty walking on ) . ',false
4645,'-RRB-',')',')',0,'dep','walking on carpet . ',false
4646,'.','.','.',0,'punct','on carpet ) ',false
4647,'NN','parking','Parking',1,'nn','garage has low ',false
4648,'NN','garage','garage',1,'nsubj','Parking has low ceilings ',false
4649,'VBZ','have','has',1,'ROOT','Parking garage low ceilings ( ',false
4650,'JJ','low','low',1,'amod','Parking garage has ceilings ( 6 ',false
4651,'NNS','ceiling','ceilings',1,'dobj','garage has low ( 6 foot ',false
4652,'-LRB-','(','(',0,'dep','has low ceilings 6 foot max ',false
4653,'CD','0','6',0,'num','low ceilings ( foot max clearance ',false
4654,'NN','foot','foot',1,'nn','ceilings ( 6 max clearance ) ',false
4655,'NN','max','max',1,'nn','( 6 foot clearance ) so ',false
4656,'NN','clearance','clearance',1,'nsubj','6 foot max ) so larger ',false
4657,'-RRB-',')',')',0,'advmod','foot max clearance so larger vehicles ',false
4658,'RB','so','so',1,'advmod','max clearance ) larger vehicles will ',false
4659,'JJR','large','larger',1,'amod','clearance ) so vehicles will not ',false
4660,'NNS','vehicle','vehicles',1,'nsubj',') so larger will not fit ',false
4661,'MD','will','will',1,'aux','so larger vehicles not fit and ',false
4662,'RB','not','not',1,'neg','larger vehicles will fit and cost ',false
4663,'VB','fit','fit',1,'ccomp','vehicles will not and cost is ',false
4664,'CC','and','and',1,'cc','will not fit cost is $ ',false
4665,'VB','cost','cost',1,'conj','not fit and is $ 19 ',false
4666,'VBZ','be','is',1,'cop','fit and cost $ 19 / ',false
4667,'$','$','$',0,'rcmod','and cost is 19 / day ',false
4668,'CD','0','19',0,'number','cost is $ / day . ',false
4669,'CD','/','/',0,'number','is $ 19 day . ',false
4670,'NN','day','day',1,'tmod','$ 19 / . ',false
4671,'.','.','.',0,'punct','19 / day ',false
4672,'EX','there','There',1,'expl','was a $ ',false
4673,'VBD','be','was',1,'ROOT','There a $ 40 ',false
4674,'DT','a','a',1,'det','There was $ 40 charge ',false
4675,'$','$','$',0,'amod','There was a 40 charge for ',false
4676,'CD','0','40',0,'dep','was a $ charge for cleaning ',false
4677,'NN','charge','charge',1,'nsubj','a $ 40 for cleaning the ',false
4678,'IN','for','for',1,'prep','$ 40 charge cleaning the room ',false
4679,'VBG','clean','cleaning',1,'pcomp','40 charge for the room if ',false
4680,'DT','the','the',1,'det','charge for cleaning room if you ',false
4681,'NN','room','room',1,'dobj','for cleaning the if you travel ',false
4682,'IN','if','if',1,'mark','cleaning the room you travel with ',false
4683,'PRP','you','you',1,'nsubj','the room if travel with pets ',false
4684,'VBP','travel','travel',1,'advcl','room if you with pets that ',false
4685,'IN','with','with',1,'prep','if you travel pets that we ',false
4686,'NNS','pet','pets',1,'pobj','you travel with that we were ',false
4687,'IN','that','that',1,'complm','travel with pets we were not ',false
4688,'PRP','we','we',1,'nsubjpass','with pets that were not told ',false
4689,'VBD','be','were',1,'auxpass','pets that we not told about ',false
4690,'RB','not','not',1,'neg','that we were told about until ',false
4691,'VBN','tell','told',1,'ccomp','we were not about until after ',false
4692,'IN','about','about',1,'prep','were not told until after check ',false
4693,'IN','until','until',1,'dep','not told about after check - ',false
4694,'IN','after','after',1,'dep','told about until check - in ',false
4695,'NN','check','check',1,'nn','about until after - in . ',false
4696,'HYPH','-','-',0,'amod','until after check in . ',false
4697,'NN','in','in',1,'pobj','after check - . ',false
4698,'.','.','.',0,'punct','check - in ',false
4699,'DT','the','The',1,'det','bar / restaurant ',false
4700,'NN','bar','bar',1,'nsubj','The / restaurant was ',false
4701,'SYM','/','/',0,'dep','The bar restaurant was closed ',false
4702,'NN','restaurant','restaurant',1,'nsubjpass','The bar / was closed when ',false
4703,'VBD','be','was',1,'auxpass','bar / restaurant closed when we ',false
4704,'VBN','close','closed',1,'ROOT','/ restaurant was when we went ',false
4705,'WRB','when','when',1,'advmod','restaurant was closed we went to ',false
4706,'PRP','we','we',1,'nsubj','was closed when went to have ',false
4707,'VBD','go','went',1,'advcl','closed when we to have a ',false
4708,'TO','to','to',1,'aux','when we went have a drink ',false
4709,'VB','have','have',1,'xcomp','we went to a drink one ',false
4710,'DT','a','a',1,'det','went to have drink one evening ',false
4711,'NN','drink','drink',1,'nn','to have a one evening and ',false
4712,'CD','#crd#','one',1,'num','have a drink evening and there ',false
4713,'NN','evening','evening',1,'dobj','a drink one and there are ',false
4714,'CC','and','and',1,'cc','drink one evening there are no ',false
4715,'EX','there','there',1,'expl','one evening and are no posted ',false
4716,'VBP','be','are',1,'conj','evening and there no posted hours ',false
4717,'DT','no','no',1,'det','and there are posted hours of ',false
4718,'VBN','post','posted',1,'amod','there are no hours of operation.u ',false
4719,'NNS','hour','hours',1,'nsubj','are no posted of operation.u ',false
4720,'IN','of','of',1,'prep','no posted hours operation.u ',false
4721,'NN','operation.u','operation.u',1,'pobj','posted hours of ',false
6108,'RB','acceptably','Acceptably',1,'ROOT','. ',false
6109,'.','.','.',0,'punct','Acceptably ',false
6110,'NNP','good','Good',1,'nn','Location , parking ',false
6111,'NNP','location','Location',1,'ROOT','Good , parking , ',false
6112,',',',',',',0,'punct','Good Location parking , grocery ',false
6113,'NN','parking','parking',1,'appos','Good Location , , grocery store ',false
6114,',',',',',',0,'punct','Location , parking grocery store in ',false
6115,'NN','grocery','grocery',1,'nn',', parking , store in the ',false
6116,'NN','store','store',1,'appos','parking , grocery in the building ',false
6117,'IN','in','in',1,'prep',', grocery store the building . ',false
6118,'DT','the','the',1,'det','grocery store in building . ',false
6119,'NN','building','building',1,'pobj','store in the . ',false
6120,'.','.','.',0,'punct','in the building ',false
6121,'JJ','old','Old',1,'amod','hotel and relevant ',false
6122,'NN','hotel','hotel',1,'ROOT','Old and relevant smell ',false
6123,'CC','and','and',1,'cc','Old hotel relevant smell , ',false
6124,'JJ','relevant','relevant',1,'amod','Old hotel and smell , no ',false
6125,'NN','smell','smell',1,'conj','hotel and relevant , no sockets ',false
6126,',',',',',',0,'punct','and relevant smell no sockets in ',false
6127,'DT','no','no',1,'det','relevant smell , sockets in the ',false
6128,'NNS','socket','sockets',1,'appos','smell , no in the room ',false
6129,'IN','in','in',1,'prep',', no sockets the room at ',false
6130,'DT','the','the',1,'det','no sockets in room at all ',false
6131,'NN','room','room',1,'pobj','sockets in the at all . ',false
6132,'RB','at','at',1,'advmod','in the room all . ',false
6133,'RB','all','all',1,'dep','the room at . ',false
6134,'.','.','.',0,'punct','room at all ',false
6135,'VBD','have','Had',1,'ROOT','to charge cellular ',false
6136,'TO','to','to',1,'aux','Had charge cellular in ',false
6137,'VB','charge','charge',1,'xcomp','Had to cellular in bathroom ',false
6138,'JJ','cellular','cellular',1,'dobj','Had to charge in bathroom . ',false
6139,'IN','in','in',1,'prep','to charge cellular bathroom . ',false
6140,'NN','bathroom','bathroom',1,'pobj','charge cellular in . ',false
6141,'.','.','.',0,'punct','cellular in bathroom ',false
6142,'NN','air','Air',1,'nn','condition was terrible ',false
6143,'NN','condition','condition',1,'nsubj','Air was terrible . ',false
6144,'VBD','be','was',1,'cop','Air condition terrible . ',false
6145,'JJ','terrible','terrible',1,'ROOT','Air condition was . ',false
6146,'.','.','.',0,'punct','condition was terrible ',false
6147,'VBD','have','Had',1,'ROOT','to ask staff ',false
6148,'TO','to','to',1,'aux','Had ask staff to ',false
6149,'VB','ask','ask',1,'xcomp','Had to staff to switch ',false
6150,'NN','staff','staff',1,'dobj','Had to ask to switch it ',false
6151,'TO','to','to',1,'aux','to ask staff switch it off ',false
6152,'VB','switch','switch',1,'xcomp','ask staff to it off in ',false
6153,'PRP','it','it',1,'dobj','staff to switch off in the ',false
6154,'RP','off','off',1,'prt','to switch it in the evening ',false
6155,'IN','in','in',1,'prep','switch it off the evening , ',false
6156,'DT','the','the',1,'det','it off in evening , but ',false
6157,'NN','evening','evening',1,'pobj','off in the , but at ',false
6158,',',',',',',0,'punct','in the evening but at night ',false
6159,'CC','but','but',1,'cc','the evening , at night it ',false
6160,'IN','at','at',1,'prep','evening , but night it started ',false
6161,'NN','night','night',1,'pobj',', but at it started blow ',false
6162,'PRP','it','it',1,'nsubj','but at night started blow cool ',false
6163,'VBD','start','started',1,'conj','at night it blow cool air ',false
6164,'NN','blow','blow',1,'nn','night it started cool air very ',false
6165,'JJ','cool','cool',1,'amod','it started blow air very noisy ',false
6166,'NN','air','air',1,'dobj','started blow cool very noisy . ',false
6167,'RB','very','very',1,'advmod','blow cool air noisy . ',false
6168,'RB','noisy','noisy',1,'advmod','cool air very . ',false
6169,'.','.','.',0,'punct','air very noisy ',false
6170,'PRP','it','It',1,'nsubj','was very cold ',false
6171,'VBD','be','was',1,'cop','It very cold and ',false
6172,'RB','very','very',1,'advmod','It was cold and uncomfortable ',false
6173,'JJ','cold','cold',1,'ROOT','It was very and uncomfortable . ',false
6174,'CC','and','and',1,'cc','was very cold uncomfortable . ',false
6175,'JJ','uncomfortable','uncomfortable',1,'conj','very cold and . ',false
6176,'.','.','.',0,'punct','cold and uncomfortable ',false
7116,'VB','stay','Stay',1,'nsubj','was okay . ',false
7117,'VBD','be','was',1,'cop','Stay okay . ',false
7118,'JJ','okay','okay',1,'ROOT','Stay was . ',false
7119,'.','.','.',0,'punct','Stay was okay ',false
7120,'PRP','i','I',1,'nsubj','will consider staying ',false
7121,'MD','will','will',1,'aux','I consider staying there ',false
7122,'VB','consider','consider',1,'ROOT','I will staying there again ',false
7123,'VBG','stay','staying',1,'xcomp','I will consider there again . ',false
7124,'RB','there','there',1,'advmod','will consider staying again . ',false
7125,'RB','again','again',1,'advmod','consider staying there . ',false
7126,'.','.','.',0,'punct','staying there again ',false
7127,'DT','the','The',1,'det','location was great ',false
7128,'NN','location','location',1,'nsubj','The was great , ',false
7129,'VBD','be','was',1,'cop','The location great , right ',false
7130,'JJ','great','great',1,'ccomp','The location was , right downtown ',false
7131,',',',',',',0,'punct','location was great right downtown Montreal ',false
7132,'JJ','right','right',1,'amod','was great , downtown Montreal . ',false
7133,'NN','downtown','downtown',1,'nn','great , right Montreal . ',false
7134,'NNP','montreal','Montreal',1,'ROOT',', right downtown . ',false
7135,'.','.','.',0,'punct','right downtown Montreal ',false
7136,'NNP','view','View',1,'nsubj','was amazing and ',false
7137,'VBD','be','was',1,'cop','View amazing and the ',false
7138,'JJ','amazing','amazing',1,'ROOT','View was and the bed ',false
7139,'CC','and','and',1,'cc','View was amazing the bed was ',false
7140,'DT','the','the',1,'det','was amazing and bed was comfortable ',false
7141,'NN','bed','bed',1,'nsubj','amazing and the was comfortable enough ',false
7142,'VBD','be','was',1,'cop','and the bed comfortable enough . ',false
7143,'JJ','comfortable','comfortable',1,'conj','the bed was enough . ',false
7144,'RB','enough','enough',1,'advmod','bed was comfortable . ',false
7145,'.','.','.',0,'punct','was comfortable enough ',false
7146,'DT','the','The',1,'det','hotel was outdated ',false
7147,'NN','hotel','hotel',1,'nsubj','The was outdated . ',false
7148,'VBD','be','was',1,'cop','The hotel outdated . ',false
7149,'JJ','outdated','outdated',1,'ROOT','The hotel was . ',false
7150,'.','.','.',0,'punct','hotel was outdated ',false
7151,'NNP','carpet','Carpet',1,'nsubj','was pretty old ',false
7152,'VBD','be','was',1,'cop','Carpet pretty old and ',false
7153,'RB','pretty','pretty',1,'advmod','Carpet was old and the ',false
7154,'JJ','old','old',1,'ROOT','Carpet was pretty and the vent ',false
7155,'CC','and','and',1,'cc','was pretty old the vent was ',false
7156,'DT','the','the',1,'det','pretty old and vent was VERY ',false
7157,'NN','vent','vent',1,'nsubj','old and the was VERY dusty ',false
7158,'VBD','be','was',1,'cop','and the vent VERY dusty . ',false
7159,'RB','very','VERY',1,'advmod','the vent was dusty . ',false
7160,'JJ','dusty','dusty',1,'conj','vent was VERY . ',false
7161,'.','.','.',0,'punct','was VERY dusty ',false
7162,'PRP','you','You',1,'nsubj','can actually see ',false
7163,'MD','can','can',1,'aux','You actually see the ',false
7164,'RB','actually','actually',1,'advmod','You can see the caked ',false
7165,'VB','see','see',1,'ROOT','You can actually the caked on ',false
7166,'DT','the','the',1,'det','can actually see caked on dust ',false
