@relation Lage-positive

@attribute id numeric
@attribute pos string
@attribute lemma string
@attribute surfaceform string
@attribute hasUppercase numeric
@attribute dependency string
@attribute neighbortokens string
@attribute aspecttype {true, false}

@data
298,'VBZ','be','is',1,'auxpass','below ground level connected to a ',false
299,'VBN','connect','connected',1,'ROOT','ground level is to a small ',false
300,'IN','to','to',1,'prep','level is connected a small inside ',false
301,'DT','a','a',1,'det','is connected to small inside mall ',false
302,'JJ','small','small',1,'amod','connected to a inside mall , ',false
303,'JJ','inside','inside',1,'amod','to a small mall , which ',false
304,'NN','mall','mall',1,'pobj','a small inside , which is ',false
305,',',',',',',0,'punct','small inside mall which is a ',false
306,'WDT','which','which',1,'nsubj','inside mall , is a huge ',false
307,'VBZ','be','is',1,'cop','mall , which a huge bonus ',false
308,'DT','a','a',1,'det',', which is huge bonus , ',false
309,'JJ','huge','huge',1,'amod','which is a bonus , but ',false
310,'NN','bonus','bonus',1,'rcmod','is a huge , but - ',false
311,',',',',',',0,'punct','a huge bonus but - it ',false
312,'CC','but','but',1,'cc','huge bonus , - it also ',false
313,',','-','-',0,'punct','bonus , but it also seems ',false
314,'PRP','it','it',1,'nsubj',', but - also seems to ',false
315,'RB','also','also',1,'advmod','but - it seems to be ',false
316,'VBZ','seem','seems',1,'conj','- it also to be a ',false
317,'TO','to','to',1,'aux','it also seems be a converging ',false
318,'VB','be','be',1,'cop','also seems to a converging space ',false
319,'DT','a','a',1,'det','seems to be converging space for ',false
320,'JJ','converging','converging',1,'amod','to be a space for the ',false
321,'NN','space','space',1,'xcomp','be a converging for the homeless ',false
322,'IN','for','for',1,'prep','a converging space the homeless , ',false
323,'DT','the','the',1,'det','converging space for homeless , who ',false
324,'JJ','homeless','homeless',1,'pobj','space for the , who have ',false
325,',',',',',',0,'punct','for the homeless who have mental ',false
326,'WP','who','who',1,'nsubj','the homeless , have mental health ',false
327,'VBP','have','have',1,'rcmod','homeless , who mental health issues ',false
328,'JJ','mental','mental',1,'amod',', who have health issues and ',false
329,'NN','health','health',1,'nn','who have mental issues and addiction ',false
330,'NNS','issue','issues',1,'dobj','have mental health and addiction issues ',false
331,'CC','and','and',1,'cc','mental health issues addiction issues . ',false
332,'NN','addiction','addiction',1,'nn','health issues and issues . ',false
333,'NNS','issue','issues',1,'conj','issues and addiction . ',false
334,'.','.','.',0,'punct','and addiction issues ',false
335,'VBZ','make','Makes',1,'ROOT','them very in-predictable ',false
336,'PRP','them','them',1,'nsubj','Makes very in-predictable and ',false
337,'RB','very','very',1,'advmod','Makes them in-predictable and I ',false
338,'JJ','in-predictable','in-predictable',1,'xcomp','Makes them very and I would ',false
339,'CC','and','and',1,'cc','them very in-predictable I would not ',false
340,'PRP','i','I',1,'nsubjpass','very in-predictable and would not have ',false
341,'MD','would','would',1,'aux','in-predictable and I not have wanted ',false
342,'RB','not','not',1,'neg','and I would have wanted to ',false
343,'VB','have','have',1,'aux','I would not wanted to run ',false
344,'VBN','want','wanted',1,'conj','would not have to run into ',false
345,'TO','to','to',1,'aux','not have wanted run into one ',false
346,'VB','run','run',1,'xcomp','have wanted to into one of ',false
347,'IN','into','into',1,'prep','wanted to run one of them ',false
348,'CD','#crd#','one',1,'pobj','to run into of them with ',false
349,'IN','of','of',1,'prep','run into one them with small ',false
350,'PRP','them','them',1,'pobj','into one of with small kids ',false
351,'IN','with','with',1,'prep','one of them small kids in ',false
352,'JJ','small','small',1,'amod','of them with kids in tow ',false
353,'NNS','kid','kids',1,'pobj','them with small in tow . ',false
354,'IN','in','in',1,'prep','with small kids tow . ',false
355,'NN','tow','tow',1,'pobj','small kids in . ',false
356,'.','.','.',0,'punct','kids in tow ',false
357,'VBD','see','Saw',1,'ROOT','a few having ',false
358,'DT','a','a',1,'det','Saw few having episodes ',false
359,'JJ','few','few',1,'amod','Saw a having episodes the ',false
360,'VBG','have','having',1,'amod','Saw a few episodes the next ',false
361,'NNS','episode','episodes',1,'nsubj','a few having the next morning ',false
362,'DT','the','the',1,'det','few having episodes next morning . ',false
363,'JJ','next','next',1,'amod','having episodes the morning . ',false
364,'NN','morning','morning',1,'ccomp','episodes the next . ',false
365,'.','.','.',0,'punct','the next morning ',false
1972,'NN','fine','Fine',1,'ROOT','. ',false
1973,'.','.','.',0,'punct','Fine ',false
1974,'NNP','gym','Gym',1,'nsubj','had no equipment ',false
1975,'VBD','have','had',1,'ROOT','Gym no equipment Needs ',false
1976,'DT','no','no',1,'det','Gym had equipment Needs to ',false
1977,'NN','equipment','equipment',1,'nn','Gym had no Needs to be ',false
1978,'NNS','need','Needs',1,'nsubjpass','had no equipment to be upgraded ',false
1979,'TO','to','to',1,'aux','no equipment Needs be upgraded ',false
1980,'VB','be','be',1,'auxpass','equipment Needs to upgraded ',false
1981,'VBN','upgrade','upgraded',1,'ccomp','Needs to be ',false
2136,'VBN','enjoy','Enjoyed',1,'ROOT','our stay . ',false
2137,'PRP$','our','our',1,'poss','Enjoyed stay . ',false
2138,'NN','stay','stay',1,'dobj','Enjoyed our . ',false
2139,'.','.','.',0,'punct','Enjoyed our stay ',false
2140,'JJ','comfortable','Comfortable',1,'amod','and Foot rest ',false
2141,'CC','and','and',1,'cc','Comfortable Foot rest . ',false
2142,'JJ','foot','Foot',1,'conj','Comfortable and rest . ',false
2143,'NN','rest','rest',1,'ROOT','Comfortable and Foot . ',false
2144,'.','.','.',0,'punct','and Foot rest ',false
2145,'RB','next','Next',1,'dep','to elevators ',false
2146,'IN','to','to',1,'ROOT','Next elevators ',false
2147,'NNS','elevator','elevators',1,'pobj','Next to ',false
2676,'VBD','be','Was',1,'cop','more economical than ',false
2677,'RBR','more','more',1,'advmod','Was economical than other ',false
2678,'JJ','economical','economical',1,'ROOT','Was more than other properties ',false
2679,'IN','than','than',1,'prep','Was more economical other properties I ',false
2680,'JJ','other','other',1,'amod','more economical than properties I searched ',false
2681,'NNS','property','properties',1,'pobj','economical than other I searched in ',false
2682,'PRP','i','I',1,'nsubj','than other properties searched in the ',false
2683,'VBD','search','searched',1,'rcmod','other properties I in the area ',false
2684,'IN','in','in',1,'prep','properties I searched the area but ',false
2685,'DT','the','the',1,'det','I searched in area but there ',false
2686,'NN','area','area',1,'pobj','searched in the but there is ',false
2687,'CC','but','but',1,'cc','in the area there is room ',false
2688,'EX','there','there',1,'expl','the area but is room for ',false
2689,'VBZ','be','is',1,'conj','area but there room for improvement ',false
2690,'NN','room','room',1,'nsubj','but there is for improvement . ',false
2691,'IN','for','for',1,'prep','there is room improvement . ',false
2692,'NN','improvement','improvement',1,'pobj','is room for . ',false
2693,'.','.','.',0,'punct','room for improvement ',false
2694,'NNP','location','Location',1,'nsubj','was close to ',false
2695,'VBD','be','was',1,'cop','Location close to the ',false
2696,'JJ','close','close',1,'ROOT','Location was to the event ',false
2697,'IN','to','to',1,'prep','Location was close the event we ',false
2698,'DT','the','the',1,'det','was close to event we were ',false
2699,'NN','event','event',1,'pobj','close to the we were attending ',false
2700,'PRP','we','we',1,'nsubj','to the event were attending . ',false
2701,'VBD','be','were',1,'aux','the event we attending . ',false
2702,'VBG','attend','attending',1,'rcmod','event we were . ',false
2703,'.','.','.',0,'punct','we were attending ',false
2704,'EX','there','There',1,'expl','is a parking ',false
2705,'VBZ','be','is',1,'ROOT','There a parking structure ',false
2706,'DT','a','a',1,'det','There is parking structure attacked ',false
2707,'NN','parking','parking',1,'nn','There is a structure attacked to ',false
2708,'NN','structure','structure',1,'nsubj','is a parking attacked to the ',false
2709,'VBD','attack','attacked',1,'ccomp','a parking structure to the hotel ',false
2710,'IN','to','to',1,'prep','parking structure attacked the hotel so ',false
2711,'DT','the','the',1,'det','structure attacked to hotel so you ',false
2712,'NN','hotel','hotel',1,'pobj','attacked to the so you did ',false
2713,'IN','so','so',1,'mark','to the hotel you did not ',false
2714,'PRP','you','you',1,'nsubj','the hotel so did not need ',false
2715,'VBD','do','did',1,'aux','hotel so you not need to ',false
2716,'RB','not','not',1,'neg','so you did need to park ',false
2717,'VB','need','need',1,'advcl','you did not to park outside ',false
2718,'TO','to','to',1,'aux','did not need park outside . ',false
2719,'VB','park','park',1,'xcomp','not need to outside . ',false
2720,'RB','outside','outside',1,'advmod','need to park . ',false
2721,'.','.','.',0,'punct','to park outside ',false
2722,'PRP','you','You',1,'nsubj','can travel with ',false
2723,'MD','can','can',1,'aux','You travel with pets ',false
2724,'VB','travel','travel',1,'nsubjpass','You can with pets and ',false
2725,'IN','with','with',1,'prep','You can travel pets and our ',false
2726,'NNS','pet','pets',1,'pobj','can travel with and our request ',false
2727,'CC','and','and',1,'cc','travel with pets our request for ',false
2728,'PRP$','our','our',1,'poss','with pets and request for a ',false
2729,'NN','request','request',1,'conj','pets and our for a mini ',false
2730,'IN','for','for',1,'prep','and our request a mini fridge ',false
2731,'DT','a','a',1,'det','our request for mini fridge in ',false
2732,'JJ','mini','mini',1,'amod','request for a fridge in the ',false
2733,'NN','fridge','fridge',1,'pobj','for a mini in the room ',false
2734,'IN','in','in',1,'prep','a mini fridge the room for ',false
2735,'DT','the','the',1,'det','mini fridge in room for medication ',false
2736,'NN','room','room',1,'pobj','fridge in the for medication storage ',false
2737,'IN','for','for',1,'prep','in the room medication storage was ',false
2738,'NN','medication','medication',1,'nn','the room for storage was honoured ',false
2739,'NN','storage','storage',1,'pobj','room for medication was honoured at ',false
2740,'VBD','be','was',1,'auxpass','for medication storage honoured at no ',false
2741,'VBN','honour','honoured',1,'ROOT','medication storage was at no charge ',false
2742,'IN','at','at',1,'prep','storage was honoured no charge . ',false
2743,'DT','no','no',1,'det','was honoured at charge . ',false
2744,'NN','charge','charge',1,'pobj','honoured at no . ',false
2745,'.','.','.',0,'punct','at no charge ',false
2746,'DT','the','The',1,'det','bathroom was dated ',false
2747,'NN','bathroom','bathroom',1,'nsubjpass','The was dated , ',false
2748,'VBD','be','was',1,'auxpass','The bathroom dated , some ',false
2749,'VBN','date','dated',1,'nsubj','The bathroom was , some tiles ',false
2750,',',',',',',0,'punct','bathroom was dated some tiles were ',false
2751,'DT','some','some',1,'det','was dated , tiles were cracked ',false
2752,'NNS','tile','tiles',1,'nsubjpass','dated , some were cracked in ',false
2753,'VBD','be','were',1,'auxpass',', some tiles cracked in the ',false
2754,'VBN','crack','cracked',1,'parataxis','some tiles were in the shower ',false
2755,'IN','in','in',1,'prep','tiles were cracked the shower and ',false
2756,'DT','the','the',1,'det','were cracked in shower and much ',false
2757,'NN','shower','shower',1,'pobj','cracked in the and much of ',false
2758,'CC','and','and',1,'cc','in the shower much of the ',false
2759,'JJ','much','much',1,'conj','the shower and of the grout ',false
2760,'IN','of','of',1,'prep','shower and much the grout was ',false
2761,'DT','the','the',1,'det','and much of grout was black ',false
2762,'NN','grout','grout',1,'pobj','much of the was black . ',false
2763,'VBD','be','was',1,'cop','of the grout black . ',false
2764,'JJ','black','black',1,'ROOT','the grout was . ',false
2765,'.','.','.',0,'punct','grout was black ',false
2766,'DT','the','The',1,'det','carpet was stained ',false
2767,'NN','carpet','carpet',1,'nsubjpass','The was stained but ',false
2768,'VBD','be','was',1,'auxpass','The carpet stained but was ',false
2769,'VBN','stain','stained',1,'ROOT','The carpet was but was not ',false
2770,'CC','but','but',1,'cc','carpet was stained was not dirty ',false
2771,'VBD','be','was',1,'cop','was stained but not dirty ( ',false
2772,'RB','not','not',1,'neg','stained but was dirty ( my ',false
2773,'JJ','dirty','dirty',1,'conj','but was not ( my socks ',false
2774,'-LRB-','(','(',0,'punct','was not dirty my socks did ',false
2775,'PRP$','my','my',1,'poss','not dirty ( socks did not ',false
2776,'NNS','sock','socks',1,'nsubj','dirty ( my did not turn ',false
2777,'VBD','do','did',1,'aux','( my socks not turn get ',false
2778,'RB','not','not',1,'neg','my socks did turn get dirty ',false
2779,'VB','turn','turn',1,'parataxis','socks did not get dirty walking ',false
2780,'VB','get','get',1,'xcomp','did not turn dirty walking on ',false
2781,'JJ','dirty','dirty',1,'amod','not turn get walking on carpet ',false
2782,'NN','walking','walking',1,'dobj','turn get dirty on carpet ) ',false
2783,'IN','on','on',1,'prep','get dirty walking carpet ) . ',false
2784,'NN','carpet','carpet',1,'pobj','dirty walking on ) . ',false
2785,'-RRB-',')',')',0,'dep','walking on carpet . ',false
2786,'.','.','.',0,'punct','on carpet ) ',false
2787,'NN','parking','Parking',1,'nn','garage has low ',false
2788,'NN','garage','garage',1,'nsubj','Parking has low ceilings ',false
2789,'VBZ','have','has',1,'ROOT','Parking garage low ceilings ( ',false
2790,'JJ','low','low',1,'amod','Parking garage has ceilings ( 6 ',false
2791,'NNS','ceiling','ceilings',1,'dobj','garage has low ( 6 foot ',false
2792,'-LRB-','(','(',0,'dep','has low ceilings 6 foot max ',false
2793,'CD','0','6',0,'num','low ceilings ( foot max clearance ',false
2794,'NN','foot','foot',1,'nn','ceilings ( 6 max clearance ) ',false
2795,'NN','max','max',1,'nn','( 6 foot clearance ) so ',false
2796,'NN','clearance','clearance',1,'nsubj','6 foot max ) so larger ',false
2797,'-RRB-',')',')',0,'advmod','foot max clearance so larger vehicles ',false
2798,'RB','so','so',1,'advmod','max clearance ) larger vehicles will ',false
2799,'JJR','large','larger',1,'amod','clearance ) so vehicles will not ',false
2800,'NNS','vehicle','vehicles',1,'nsubj',') so larger will not fit ',false
2801,'MD','will','will',1,'aux','so larger vehicles not fit and ',false
2802,'RB','not','not',1,'neg','larger vehicles will fit and cost ',false
2803,'VB','fit','fit',1,'ccomp','vehicles will not and cost is ',false
2804,'CC','and','and',1,'cc','will not fit cost is $ ',false
2805,'VB','cost','cost',1,'conj','not fit and is $ 19 ',false
2806,'VBZ','be','is',1,'cop','fit and cost $ 19 / ',false
2807,'$','$','$',0,'rcmod','and cost is 19 / day ',false
2808,'CD','0','19',0,'number','cost is $ / day . ',false
2809,'CD','/','/',0,'number','is $ 19 day . ',false
2810,'NN','day','day',1,'tmod','$ 19 / . ',false
2811,'.','.','.',0,'punct','19 / day ',false
2812,'EX','there','There',1,'expl','was a $ ',false
2813,'VBD','be','was',1,'ROOT','There a $ 40 ',false
2814,'DT','a','a',1,'det','There was $ 40 charge ',false
2815,'$','$','$',0,'amod','There was a 40 charge for ',false
2816,'CD','0','40',0,'dep','was a $ charge for cleaning ',false
2817,'NN','charge','charge',1,'nsubj','a $ 40 for cleaning the ',false
2818,'IN','for','for',1,'prep','$ 40 charge cleaning the room ',false
2819,'VBG','clean','cleaning',1,'pcomp','40 charge for the room if ',false
2820,'DT','the','the',1,'det','charge for cleaning room if you ',false
2821,'NN','room','room',1,'dobj','for cleaning the if you travel ',false
2822,'IN','if','if',1,'mark','cleaning the room you travel with ',false
2823,'PRP','you','you',1,'nsubj','the room if travel with pets ',false
2824,'VBP','travel','travel',1,'advcl','room if you with pets that ',false
2825,'IN','with','with',1,'prep','if you travel pets that we ',false
2826,'NNS','pet','pets',1,'pobj','you travel with that we were ',false
2827,'IN','that','that',1,'complm','travel with pets we were not ',false
2828,'PRP','we','we',1,'nsubjpass','with pets that were not told ',false
2829,'VBD','be','were',1,'auxpass','pets that we not told about ',false
2830,'RB','not','not',1,'neg','that we were told about until ',false
2831,'VBN','tell','told',1,'ccomp','we were not about until after ',false
2832,'IN','about','about',1,'prep','were not told until after check ',false
2833,'IN','until','until',1,'dep','not told about after check - ',false
2834,'IN','after','after',1,'dep','told about until check - in ',false
2835,'NN','check','check',1,'nn','about until after - in . ',false
2836,'HYPH','-','-',0,'amod','until after check in . ',false
2837,'NN','in','in',1,'pobj','after check - . ',false
2838,'.','.','.',0,'punct','check - in ',false
2839,'DT','the','The',1,'det','bar / restaurant ',false
2840,'NN','bar','bar',1,'nsubj','The / restaurant was ',false
2841,'SYM','/','/',0,'dep','The bar restaurant was closed ',false
2842,'NN','restaurant','restaurant',1,'nsubjpass','The bar / was closed when ',false
2843,'VBD','be','was',1,'auxpass','bar / restaurant closed when we ',false
2844,'VBN','close','closed',1,'ROOT','/ restaurant was when we went ',false
2845,'WRB','when','when',1,'advmod','restaurant was closed we went to ',false
2846,'PRP','we','we',1,'nsubj','was closed when went to have ',false
2847,'VBD','go','went',1,'advcl','closed when we to have a ',false
2848,'TO','to','to',1,'aux','when we went have a drink ',false
2849,'VB','have','have',1,'xcomp','we went to a drink one ',false
2850,'DT','a','a',1,'det','went to have drink one evening ',false
2851,'NN','drink','drink',1,'nn','to have a one evening and ',false
2852,'CD','#crd#','one',1,'num','have a drink evening and there ',false
2853,'NN','evening','evening',1,'dobj','a drink one and there are ',false
2854,'CC','and','and',1,'cc','drink one evening there are no ',false
2855,'EX','there','there',1,'expl','one evening and are no posted ',false
2856,'VBP','be','are',1,'conj','evening and there no posted hours ',false
2857,'DT','no','no',1,'det','and there are posted hours of ',false
2858,'VBN','post','posted',1,'amod','there are no hours of operation.u ',false
2859,'NNS','hour','hours',1,'nsubj','are no posted of operation.u ',false
2860,'IN','of','of',1,'prep','no posted hours operation.u ',false
2861,'NN','operation.u','operation.u',1,'pobj','posted hours of ',false
5418,'RB','acceptably','Acceptably',1,'ROOT','. ',false
5419,'.','.','.',0,'punct','Acceptably ',false
5420,'NNP','good','Good',1,'nn','Location , parking ',false
5421,'NNP','location','Location',1,'ROOT','Good , parking , ',false
5422,',',',',',',0,'punct','Good Location parking , grocery ',false
5423,'NN','parking','parking',1,'appos','Good Location , , grocery store ',false
5424,',',',',',',0,'punct','Location , parking grocery store in ',false
5425,'NN','grocery','grocery',1,'nn',', parking , store in the ',false
5426,'NN','store','store',1,'appos','parking , grocery in the building ',false
5427,'IN','in','in',1,'prep',', grocery store the building . ',false
5428,'DT','the','the',1,'det','grocery store in building . ',false
5429,'NN','building','building',1,'pobj','store in the . ',false
5430,'.','.','.',0,'punct','in the building ',false
5431,'JJ','old','Old',1,'amod','hotel and relevant ',false
5432,'NN','hotel','hotel',1,'ROOT','Old and relevant smell ',false
5433,'CC','and','and',1,'cc','Old hotel relevant smell , ',false
5434,'JJ','relevant','relevant',1,'amod','Old hotel and smell , no ',false
5435,'NN','smell','smell',1,'conj','hotel and relevant , no sockets ',false
5436,',',',',',',0,'punct','and relevant smell no sockets in ',false
5437,'DT','no','no',1,'det','relevant smell , sockets in the ',false
5438,'NNS','socket','sockets',1,'appos','smell , no in the room ',false
5439,'IN','in','in',1,'prep',', no sockets the room at ',false
5440,'DT','the','the',1,'det','no sockets in room at all ',false
5441,'NN','room','room',1,'pobj','sockets in the at all . ',false
5442,'RB','at','at',1,'advmod','in the room all . ',false
5443,'RB','all','all',1,'dep','the room at . ',false
5444,'.','.','.',0,'punct','room at all ',false
5445,'VBD','have','Had',1,'ROOT','to charge cellular ',false
5446,'TO','to','to',1,'aux','Had charge cellular in ',false
5447,'VB','charge','charge',1,'xcomp','Had to cellular in bathroom ',false
5448,'JJ','cellular','cellular',1,'dobj','Had to charge in bathroom . ',false
5449,'IN','in','in',1,'prep','to charge cellular bathroom . ',false
5450,'NN','bathroom','bathroom',1,'pobj','charge cellular in . ',false
5451,'.','.','.',0,'punct','cellular in bathroom ',false
5452,'NN','air','Air',1,'nn','condition was terrible ',false
5453,'NN','condition','condition',1,'nsubj','Air was terrible . ',false
5454,'VBD','be','was',1,'cop','Air condition terrible . ',false
5455,'JJ','terrible','terrible',1,'ROOT','Air condition was . ',false
5456,'.','.','.',0,'punct','condition was terrible ',false
5457,'VBD','have','Had',1,'ROOT','to ask staff ',false
5458,'TO','to','to',1,'aux','Had ask staff to ',false
5459,'VB','ask','ask',1,'xcomp','Had to staff to switch ',false
5460,'NN','staff','staff',1,'dobj','Had to ask to switch it ',false
5461,'TO','to','to',1,'aux','to ask staff switch it off ',false
5462,'VB','switch','switch',1,'xcomp','ask staff to it off in ',false
5463,'PRP','it','it',1,'dobj','staff to switch off in the ',false
5464,'RP','off','off',1,'prt','to switch it in the evening ',false
5465,'IN','in','in',1,'prep','switch it off the evening , ',false
5466,'DT','the','the',1,'det','it off in evening , but ',false
5467,'NN','evening','evening',1,'pobj','off in the , but at ',false
5468,',',',',',',0,'punct','in the evening but at night ',false
5469,'CC','but','but',1,'cc','the evening , at night it ',false
5470,'IN','at','at',1,'prep','evening , but night it started ',false
5471,'NN','night','night',1,'pobj',', but at it started blow ',false
5472,'PRP','it','it',1,'nsubj','but at night started blow cool ',false
5473,'VBD','start','started',1,'conj','at night it blow cool air ',false
5474,'NN','blow','blow',1,'nn','night it started cool air very ',false
5475,'JJ','cool','cool',1,'amod','it started blow air very noisy ',false
5476,'NN','air','air',1,'dobj','started blow cool very noisy . ',false
5477,'RB','very','very',1,'advmod','blow cool air noisy . ',false
5478,'RB','noisy','noisy',1,'advmod','cool air very . ',false
5479,'.','.','.',0,'punct','air very noisy ',false
5480,'PRP','it','It',1,'nsubj','was very cold ',false
5481,'VBD','be','was',1,'cop','It very cold and ',false
5482,'RB','very','very',1,'advmod','It was cold and uncomfortable ',false
5483,'JJ','cold','cold',1,'ROOT','It was very and uncomfortable . ',false
5484,'CC','and','and',1,'cc','was very cold uncomfortable . ',false
5485,'JJ','uncomfortable','uncomfortable',1,'conj','very cold and . ',false
5486,'.','.','.',0,'punct','cold and uncomfortable ',false
6506,'VB','stay','Stay',1,'nsubj','was okay . ',false
6507,'VBD','be','was',1,'cop','Stay okay . ',false
6508,'JJ','okay','okay',1,'ROOT','Stay was . ',false
6509,'.','.','.',0,'punct','Stay was okay ',false
6510,'PRP','i','I',1,'nsubj','will consider staying ',false
6511,'MD','will','will',1,'aux','I consider staying there ',false
6512,'VB','consider','consider',1,'ROOT','I will staying there again ',false
6513,'VBG','stay','staying',1,'xcomp','I will consider there again . ',false
6514,'RB','there','there',1,'advmod','will consider staying again . ',false
6515,'RB','again','again',1,'advmod','consider staying there . ',false
6516,'.','.','.',0,'punct','staying there again ',false
6517,'DT','the','The',1,'det','location was great ',false
6518,'NN','location','location',1,'nsubj','The was great , ',false
6519,'VBD','be','was',1,'cop','The location great , right ',false
6520,'JJ','great','great',1,'ccomp','The location was , right downtown ',false
6521,',',',',',',0,'punct','location was great right downtown Montreal ',false
6522,'JJ','right','right',1,'amod','was great , downtown Montreal . ',false
6523,'NN','downtown','downtown',1,'nn','great , right Montreal . ',false
6524,'NNP','montreal','Montreal',1,'ROOT',', right downtown . ',false
6525,'.','.','.',0,'punct','right downtown Montreal ',false
6526,'NNP','view','View',1,'nsubj','was amazing and ',false
6527,'VBD','be','was',1,'cop','View amazing and the ',false
6528,'JJ','amazing','amazing',1,'ROOT','View was and the bed ',false
6529,'CC','and','and',1,'cc','View was amazing the bed was ',false
6530,'DT','the','the',1,'det','was amazing and bed was comfortable ',false
6531,'NN','bed','bed',1,'nsubj','amazing and the was comfortable enough ',false
6532,'VBD','be','was',1,'cop','and the bed comfortable enough . ',false
6533,'JJ','comfortable','comfortable',1,'conj','the bed was enough . ',false
6534,'RB','enough','enough',1,'advmod','bed was comfortable . ',false
6535,'.','.','.',0,'punct','was comfortable enough ',false
6536,'DT','the','The',1,'det','hotel was outdated ',false
6537,'NN','hotel','hotel',1,'nsubj','The was outdated . ',false
6538,'VBD','be','was',1,'cop','The hotel outdated . ',false
6539,'JJ','outdated','outdated',1,'ROOT','The hotel was . ',false
6540,'.','.','.',0,'punct','hotel was outdated ',false
6541,'NNP','carpet','Carpet',1,'nsubj','was pretty old ',false
6542,'VBD','be','was',1,'cop','Carpet pretty old and ',false
6543,'RB','pretty','pretty',1,'advmod','Carpet was old and the ',false
6544,'JJ','old','old',1,'ROOT','Carpet was pretty and the vent ',false
6545,'CC','and','and',1,'cc','was pretty old the vent was ',false
6546,'DT','the','the',1,'det','pretty old and vent was VERY ',false
6547,'NN','vent','vent',1,'nsubj','old and the was VERY dusty ',false
6548,'VBD','be','was',1,'cop','and the vent VERY dusty . ',false
6549,'RB','very','VERY',1,'advmod','the vent was dusty . ',false
6550,'JJ','dusty','dusty',1,'conj','vent was VERY . ',false
6551,'.','.','.',0,'punct','was VERY dusty ',false
6552,'PRP','you','You',1,'nsubj','can actually see ',false
6553,'MD','can','can',1,'aux','You actually see the ',false
6554,'RB','actually','actually',1,'advmod','You can see the caked ',false
6555,'VB','see','see',1,'ROOT','You can actually the caked on ',false
6556,'DT','the','the',1,'det','can actually see caked on dust ',false
6557,'NN','caked','caked',1,'dobj','actually see the on dust . ',false
6558,'IN','on','on',1,'prep','see the caked dust . ',false
6559,'NN','dust','dust',1,'pobj','the caked on . ',false
6560,'.','.','.',0,'punct','caked on dust ',false
6561,'PRP','it','It',1,'nsubj','does need updating ',false
