@relation Ausstattung-positive

@attribute id numeric
@attribute pos string
@attribute lemma string
@attribute surfaceform string
@attribute hasUppercase numeric
@attribute dependency string
@attribute neighbortokens string
@attribute aspecttype {true, false}

@data
95,'CC','and','and',1,'cc','them very in-predictable I would not ',false
96,'PRP','i','I',1,'nsubjpass','very in-predictable and would not have ',false
97,'MD','would','would',1,'aux','in-predictable and I not have wanted ',false
98,'RB','not','not',1,'neg','and I would have wanted to ',false
99,'VB','have','have',1,'aux','I would not wanted to run ',false
100,'VBN','want','wanted',1,'conj','would not have to run into ',false
101,'TO','to','to',1,'aux','not have wanted run into one ',false
102,'VB','run','run',1,'xcomp','have wanted to into one of ',false
103,'IN','into','into',1,'prep','wanted to run one of them ',false
104,'CD','#crd#','one',1,'pobj','to run into of them with ',false
105,'IN','of','of',1,'prep','run into one them with small ',false
106,'PRP','them','them',1,'pobj','into one of with small kids ',false
107,'IN','with','with',1,'prep','one of them small kids in ',false
108,'JJ','small','small',1,'amod','of them with kids in tow ',false
109,'NNS','kid','kids',1,'pobj','them with small in tow . ',false
110,'IN','in','in',1,'prep','with small kids tow . ',false
111,'NN','tow','tow',1,'pobj','small kids in . ',false
112,'.','.','.',0,'punct','kids in tow ',false
113,'VBD','see','Saw',1,'ROOT','a few having ',false
114,'DT','a','a',1,'det','Saw few having episodes ',false
115,'JJ','few','few',1,'amod','Saw a having episodes the ',false
116,'VBG','have','having',1,'amod','Saw a few episodes the next ',false
117,'NNS','episode','episodes',1,'nsubj','a few having the next morning ',false
118,'DT','the','the',1,'det','few having episodes next morning . ',false
119,'JJ','next','next',1,'amod','having episodes the morning . ',false
120,'NN','morning','morning',1,'ccomp','episodes the next . ',false
121,'.','.','.',0,'punct','the next morning ',false
1952,'NN','fine','Fine',1,'ROOT','. ',false
1953,'.','.','.',0,'punct','Fine ',false
1954,'NNP','gym','Gym',1,'nsubj','had no equipment ',false
1955,'VBD','have','had',1,'ROOT','Gym no equipment Needs ',false
1956,'DT','no','no',1,'det','Gym had equipment Needs to ',false
1957,'NN','equipment','equipment',1,'nn','Gym had no Needs to be ',false
1958,'NNS','need','Needs',1,'nsubjpass','had no equipment to be upgraded ',false
1959,'TO','to','to',1,'aux','no equipment Needs be upgraded ',false
1960,'VB','be','be',1,'auxpass','equipment Needs to upgraded ',false
1961,'VBN','upgrade','upgraded',1,'ccomp','Needs to be ',false
2112,'VBN','enjoy','Enjoyed',1,'ROOT','our stay . ',false
2113,'PRP$','our','our',1,'poss','Enjoyed stay . ',false
2114,'NN','stay','stay',1,'dobj','Enjoyed our . ',false
2115,'.','.','.',0,'punct','Enjoyed our stay ',false
2116,'JJ','comfortable','Comfortable',1,'amod','and Foot rest ',false
2117,'CC','and','and',1,'cc','Comfortable Foot rest . ',false
2118,'JJ','foot','Foot',1,'conj','Comfortable and rest . ',false
2119,'NN','rest','rest',1,'ROOT','Comfortable and Foot . ',false
2120,'.','.','.',0,'punct','and Foot rest ',false
2121,'RB','next','Next',1,'dep','to elevators ',false
2122,'IN','to','to',1,'ROOT','Next elevators ',false
2123,'NNS','elevator','elevators',1,'pobj','Next to ',false
2304,'VBD','be','Was',1,'cop','more economical than ',false
2305,'RBR','more','more',1,'advmod','Was economical than other ',false
2306,'JJ','economical','economical',1,'ROOT','Was more than other properties ',false
2307,'IN','than','than',1,'prep','Was more economical other properties I ',false
2308,'JJ','other','other',1,'amod','more economical than properties I searched ',false
2309,'NNS','property','properties',1,'pobj','economical than other I searched in ',false
2310,'PRP','i','I',1,'nsubj','than other properties searched in the ',false
2311,'VBD','search','searched',1,'rcmod','other properties I in the area ',false
2312,'IN','in','in',1,'prep','properties I searched the area but ',false
2313,'DT','the','the',1,'det','I searched in area but there ',false
2314,'NN','area','area',1,'pobj','searched in the but there is ',false
2315,'CC','but','but',1,'cc','in the area there is room ',false
2316,'EX','there','there',1,'expl','the area but is room for ',false
2317,'VBZ','be','is',1,'conj','area but there room for improvement ',false
2318,'NN','room','room',1,'nsubj','but there is for improvement . ',false
2319,'IN','for','for',1,'prep','there is room improvement . ',false
2320,'NN','improvement','improvement',1,'pobj','is room for . ',false
2321,'.','.','.',0,'punct','room for improvement ',false
2322,'NNP','location','Location',1,'nsubj','was close to ',false
2323,'VBD','be','was',1,'cop','Location close to the ',false
2324,'JJ','close','close',1,'ROOT','Location was to the event ',false
2325,'IN','to','to',1,'prep','Location was close the event we ',false
2326,'DT','the','the',1,'det','was close to event we were ',false
2327,'NN','event','event',1,'pobj','close to the we were attending ',false
2328,'PRP','we','we',1,'nsubj','to the event were attending . ',false
2329,'VBD','be','were',1,'aux','the event we attending . ',false
2330,'VBG','attend','attending',1,'rcmod','event we were . ',false
2331,'.','.','.',0,'punct','we were attending ',false
2332,'EX','there','There',1,'expl','is a parking ',false
2333,'VBZ','be','is',1,'ROOT','There a parking structure ',false
2334,'DT','a','a',1,'det','There is parking structure attacked ',false
2335,'NN','parking','parking',1,'nn','There is a structure attacked to ',false
2336,'NN','structure','structure',1,'nsubj','is a parking attacked to the ',false
2337,'VBD','attack','attacked',1,'ccomp','a parking structure to the hotel ',false
2338,'IN','to','to',1,'prep','parking structure attacked the hotel so ',false
2339,'DT','the','the',1,'det','structure attacked to hotel so you ',false
2340,'NN','hotel','hotel',1,'pobj','attacked to the so you did ',false
2341,'IN','so','so',1,'mark','to the hotel you did not ',false
2342,'PRP','you','you',1,'nsubj','the hotel so did not need ',false
2343,'VBD','do','did',1,'aux','hotel so you not need to ',false
2344,'RB','not','not',1,'neg','so you did need to park ',false
2345,'VB','need','need',1,'advcl','you did not to park outside ',false
2346,'TO','to','to',1,'aux','did not need park outside . ',false
2347,'VB','park','park',1,'xcomp','not need to outside . ',false
2348,'RB','outside','outside',1,'advmod','need to park . ',false
2349,'.','.','.',0,'punct','to park outside ',false
2350,'PRP','you','You',1,'nsubj','can travel with ',false
2351,'MD','can','can',1,'aux','You travel with pets ',false
2352,'VB','travel','travel',1,'nsubjpass','You can with pets and ',false
2353,'IN','with','with',1,'prep','You can travel pets and our ',false
2354,'NNS','pet','pets',1,'pobj','can travel with and our request ',false
2355,'CC','and','and',1,'cc','travel with pets our request for ',false
2356,'PRP$','our','our',1,'poss','with pets and request for a ',false
2357,'NN','request','request',1,'conj','pets and our for a mini ',false
2358,'IN','for','for',1,'prep','and our request a mini fridge ',false
2359,'DT','a','a',1,'det','our request for mini fridge in ',false
2360,'JJ','mini','mini',1,'amod','request for a fridge in the ',false
2361,'NN','fridge','fridge',1,'pobj','for a mini in the room ',false
2362,'IN','in','in',1,'prep','a mini fridge the room for ',false
2363,'DT','the','the',1,'det','mini fridge in room for medication ',false
2364,'NN','room','room',1,'pobj','fridge in the for medication storage ',false
2365,'IN','for','for',1,'prep','in the room medication storage was ',false
2366,'NN','medication','medication',1,'nn','the room for storage was honoured ',false
2367,'NN','storage','storage',1,'pobj','room for medication was honoured at ',false
2368,'VBD','be','was',1,'auxpass','for medication storage honoured at no ',false
2369,'VBN','honour','honoured',1,'ROOT','medication storage was at no charge ',false
2370,'IN','at','at',1,'prep','storage was honoured no charge . ',false
2371,'DT','no','no',1,'det','was honoured at charge . ',false
2372,'NN','charge','charge',1,'pobj','honoured at no . ',false
2373,'.','.','.',0,'punct','at no charge ',false
2374,'DT','the','The',1,'det','bathroom was dated ',false
2375,'NN','bathroom','bathroom',1,'nsubjpass','The was dated , ',false
2376,'VBD','be','was',1,'auxpass','The bathroom dated , some ',false
2377,'VBN','date','dated',1,'nsubj','The bathroom was , some tiles ',false
2378,',',',',',',0,'punct','bathroom was dated some tiles were ',false
2379,'DT','some','some',1,'det','was dated , tiles were cracked ',false
2380,'NNS','tile','tiles',1,'nsubjpass','dated , some were cracked in ',false
2381,'VBD','be','were',1,'auxpass',', some tiles cracked in the ',false
2382,'VBN','crack','cracked',1,'parataxis','some tiles were in the shower ',false
2383,'IN','in','in',1,'prep','tiles were cracked the shower and ',false
2384,'DT','the','the',1,'det','were cracked in shower and much ',false
2385,'NN','shower','shower',1,'pobj','cracked in the and much of ',false
2386,'CC','and','and',1,'cc','in the shower much of the ',false
2387,'JJ','much','much',1,'conj','the shower and of the grout ',false
2388,'IN','of','of',1,'prep','shower and much the grout was ',false
2389,'DT','the','the',1,'det','and much of grout was black ',false
2390,'NN','grout','grout',1,'pobj','much of the was black . ',false
2391,'VBD','be','was',1,'cop','of the grout black . ',false
2392,'JJ','black','black',1,'ROOT','the grout was . ',false
2393,'.','.','.',0,'punct','grout was black ',false
2394,'DT','the','The',1,'det','carpet was stained ',false
2395,'NN','carpet','carpet',1,'nsubjpass','The was stained but ',false
2396,'VBD','be','was',1,'auxpass','The carpet stained but was ',false
2397,'VBN','stain','stained',1,'ROOT','The carpet was but was not ',false
2398,'CC','but','but',1,'cc','carpet was stained was not dirty ',false
2399,'VBD','be','was',1,'cop','was stained but not dirty ( ',false
2400,'RB','not','not',1,'neg','stained but was dirty ( my ',false
2401,'JJ','dirty','dirty',1,'conj','but was not ( my socks ',false
2402,'-LRB-','(','(',0,'punct','was not dirty my socks did ',false
2403,'PRP$','my','my',1,'poss','not dirty ( socks did not ',false
2404,'NNS','sock','socks',1,'nsubj','dirty ( my did not turn ',false
2405,'VBD','do','did',1,'aux','( my socks not turn get ',false
2406,'RB','not','not',1,'neg','my socks did turn get dirty ',false
2407,'VB','turn','turn',1,'parataxis','socks did not get dirty walking ',false
2408,'VB','get','get',1,'xcomp','did not turn dirty walking on ',false
2409,'JJ','dirty','dirty',1,'amod','not turn get walking on carpet ',false
2410,'NN','walking','walking',1,'dobj','turn get dirty on carpet ) ',false
2411,'IN','on','on',1,'prep','get dirty walking carpet ) . ',false
2412,'NN','carpet','carpet',1,'pobj','dirty walking on ) . ',false
2413,'-RRB-',')',')',0,'dep','walking on carpet . ',false
2414,'.','.','.',0,'punct','on carpet ) ',false
2415,'NN','parking','Parking',1,'nn','garage has low ',false
2416,'NN','garage','garage',1,'nsubj','Parking has low ceilings ',false
2417,'VBZ','have','has',1,'ROOT','Parking garage low ceilings ( ',false
2418,'JJ','low','low',1,'amod','Parking garage has ceilings ( 6 ',false
2419,'NNS','ceiling','ceilings',1,'dobj','garage has low ( 6 foot ',false
2420,'-LRB-','(','(',0,'dep','has low ceilings 6 foot max ',false
2421,'CD','0','6',0,'num','low ceilings ( foot max clearance ',false
2422,'NN','foot','foot',1,'nn','ceilings ( 6 max clearance ) ',false
2423,'NN','max','max',1,'nn','( 6 foot clearance ) so ',false
2424,'NN','clearance','clearance',1,'nsubj','6 foot max ) so larger ',false
2425,'-RRB-',')',')',0,'advmod','foot max clearance so larger vehicles ',false
2426,'RB','so','so',1,'advmod','max clearance ) larger vehicles will ',false
2427,'JJR','large','larger',1,'amod','clearance ) so vehicles will not ',false
2428,'NNS','vehicle','vehicles',1,'nsubj',') so larger will not fit ',false
2429,'MD','will','will',1,'aux','so larger vehicles not fit and ',false
2430,'RB','not','not',1,'neg','larger vehicles will fit and cost ',false
2431,'VB','fit','fit',1,'ccomp','vehicles will not and cost is ',false
2432,'CC','and','and',1,'cc','will not fit cost is $ ',false
2433,'VB','cost','cost',1,'conj','not fit and is $ 19 ',false
2434,'VBZ','be','is',1,'cop','fit and cost $ 19 / ',false
2435,'$','$','$',0,'rcmod','and cost is 19 / day ',false
2436,'CD','0','19',0,'number','cost is $ / day . ',false
2437,'CD','/','/',0,'number','is $ 19 day . ',false
2438,'NN','day','day',1,'tmod','$ 19 / . ',false
2439,'.','.','.',0,'punct','19 / day ',false
2440,'EX','there','There',1,'expl','was a $ ',false
2441,'VBD','be','was',1,'ROOT','There a $ 40 ',false
2442,'DT','a','a',1,'det','There was $ 40 charge ',false
2443,'$','$','$',0,'amod','There was a 40 charge for ',false
2444,'CD','0','40',0,'dep','was a $ charge for cleaning ',false
2445,'NN','charge','charge',1,'nsubj','a $ 40 for cleaning the ',false
2446,'IN','for','for',1,'prep','$ 40 charge cleaning the room ',false
2447,'VBG','clean','cleaning',1,'pcomp','40 charge for the room if ',false
2448,'DT','the','the',1,'det','charge for cleaning room if you ',false
2449,'NN','room','room',1,'dobj','for cleaning the if you travel ',false
2450,'IN','if','if',1,'mark','cleaning the room you travel with ',false
2451,'PRP','you','you',1,'nsubj','the room if travel with pets ',false
2452,'VBP','travel','travel',1,'advcl','room if you with pets that ',false
2453,'IN','with','with',1,'prep','if you travel pets that we ',false
2454,'NNS','pet','pets',1,'pobj','you travel with that we were ',false
2455,'IN','that','that',1,'complm','travel with pets we were not ',false
2456,'PRP','we','we',1,'nsubjpass','with pets that were not told ',false
2457,'VBD','be','were',1,'auxpass','pets that we not told about ',false
2458,'RB','not','not',1,'neg','that we were told about until ',false
2459,'VBN','tell','told',1,'ccomp','we were not about until after ',false
2460,'IN','about','about',1,'prep','were not told until after check ',false
2461,'IN','until','until',1,'dep','not told about after check - ',false
2462,'IN','after','after',1,'dep','told about until check - in ',false
2463,'NN','check','check',1,'nn','about until after - in . ',false
2464,'HYPH','-','-',0,'amod','until after check in . ',false
2465,'NN','in','in',1,'pobj','after check - . ',false
2466,'.','.','.',0,'punct','check - in ',false
2467,'DT','the','The',1,'det','bar / restaurant ',false
2468,'NN','bar','bar',1,'nsubj','The / restaurant was ',false
2469,'SYM','/','/',0,'dep','The bar restaurant was closed ',false
2470,'NN','restaurant','restaurant',1,'nsubjpass','The bar / was closed when ',false
2471,'VBD','be','was',1,'auxpass','bar / restaurant closed when we ',false
2472,'VBN','close','closed',1,'ROOT','/ restaurant was when we went ',false
2473,'WRB','when','when',1,'advmod','restaurant was closed we went to ',false
2474,'PRP','we','we',1,'nsubj','was closed when went to have ',false
2475,'VBD','go','went',1,'advcl','closed when we to have a ',false
2476,'TO','to','to',1,'aux','when we went have a drink ',false
2477,'VB','have','have',1,'xcomp','we went to a drink one ',false
2478,'DT','a','a',1,'det','went to have drink one evening ',false
2479,'NN','drink','drink',1,'nn','to have a one evening and ',false
2480,'CD','#crd#','one',1,'num','have a drink evening and there ',false
2481,'NN','evening','evening',1,'dobj','a drink one and there are ',false
2482,'CC','and','and',1,'cc','drink one evening there are no ',false
2483,'EX','there','there',1,'expl','one evening and are no posted ',false
2484,'VBP','be','are',1,'conj','evening and there no posted hours ',false
2485,'DT','no','no',1,'det','and there are posted hours of ',false
2486,'VBN','post','posted',1,'amod','there are no hours of operation.u ',false
2487,'NNS','hour','hours',1,'nsubj','are no posted of operation.u ',false
2488,'IN','of','of',1,'prep','no posted hours operation.u ',false
2489,'NN','operation.u','operation.u',1,'pobj','posted hours of ',false
5280,'RB','acceptably','Acceptably',1,'ROOT','. ',false
5281,'.','.','.',0,'punct','Acceptably ',false
5282,'NNP','good','Good',1,'nn','Location , parking ',false
5283,'NNP','location','Location',1,'ROOT','Good , parking , ',false
5284,',',',',',',0,'punct','Good Location parking , grocery ',false
5285,'NN','parking','parking',1,'appos','Good Location , , grocery store ',false
5286,',',',',',',0,'punct','Location , parking grocery store in ',false
5287,'NN','grocery','grocery',1,'nn',', parking , store in the ',false
5288,'NN','store','store',1,'appos','parking , grocery in the building ',false
5289,'IN','in','in',1,'prep',', grocery store the building . ',false
5290,'DT','the','the',1,'det','grocery store in building . ',false
5291,'NN','building','building',1,'pobj','store in the . ',false
5292,'.','.','.',0,'punct','in the building ',false
5293,'JJ','old','Old',1,'amod','hotel and relevant ',false
5294,'NN','hotel','hotel',1,'ROOT','Old and relevant smell ',false
5295,'CC','and','and',1,'cc','Old hotel relevant smell , ',false
5296,'JJ','relevant','relevant',1,'amod','Old hotel and smell , no ',false
5297,'NN','smell','smell',1,'conj','hotel and relevant , no sockets ',false
5298,',',',',',',0,'punct','and relevant smell no sockets in ',false
5299,'DT','no','no',1,'det','relevant smell , sockets in the ',false
5300,'NNS','socket','sockets',1,'appos','smell , no in the room ',false
5301,'IN','in','in',1,'prep',', no sockets the room at ',false
5302,'DT','the','the',1,'det','no sockets in room at all ',false
5303,'NN','room','room',1,'pobj','sockets in the at all . ',false
5304,'RB','at','at',1,'advmod','in the room all . ',false
5305,'RB','all','all',1,'dep','the room at . ',false
5306,'.','.','.',0,'punct','room at all ',false
5307,'VBD','have','Had',1,'ROOT','to charge cellular ',false
5308,'TO','to','to',1,'aux','Had charge cellular in ',false
5309,'VB','charge','charge',1,'xcomp','Had to cellular in bathroom ',false
5310,'JJ','cellular','cellular',1,'dobj','Had to charge in bathroom . ',false
5311,'IN','in','in',1,'prep','to charge cellular bathroom . ',false
5312,'NN','bathroom','bathroom',1,'pobj','charge cellular in . ',false
5313,'.','.','.',0,'punct','cellular in bathroom ',false
5314,'NN','air','Air',1,'nn','condition was terrible ',false
5315,'NN','condition','condition',1,'nsubj','Air was terrible . ',false
5316,'VBD','be','was',1,'cop','Air condition terrible . ',false
5317,'JJ','terrible','terrible',1,'ROOT','Air condition was . ',false
5318,'.','.','.',0,'punct','condition was terrible ',false
5319,'VBD','have','Had',1,'ROOT','to ask staff ',false
5320,'TO','to','to',1,'aux','Had ask staff to ',false
5321,'VB','ask','ask',1,'xcomp','Had to staff to switch ',false
5322,'NN','staff','staff',1,'dobj','Had to ask to switch it ',false
5323,'TO','to','to',1,'aux','to ask staff switch it off ',false
5324,'VB','switch','switch',1,'xcomp','ask staff to it off in ',false
5325,'PRP','it','it',1,'dobj','staff to switch off in the ',false
5326,'RP','off','off',1,'prt','to switch it in the evening ',false
5327,'IN','in','in',1,'prep','switch it off the evening , ',false
5328,'DT','the','the',1,'det','it off in evening , but ',false
5329,'NN','evening','evening',1,'pobj','off in the , but at ',false
5330,',',',',',',0,'punct','in the evening but at night ',false
5331,'CC','but','but',1,'cc','the evening , at night it ',false
5332,'IN','at','at',1,'prep','evening , but night it started ',false
5333,'NN','night','night',1,'pobj',', but at it started blow ',false
5334,'PRP','it','it',1,'nsubj','but at night started blow cool ',false
5335,'VBD','start','started',1,'conj','at night it blow cool air ',false
5336,'NN','blow','blow',1,'nn','night it started cool air very ',false
5337,'JJ','cool','cool',1,'amod','it started blow air very noisy ',false
5338,'NN','air','air',1,'dobj','started blow cool very noisy . ',false
5339,'RB','very','very',1,'advmod','blow cool air noisy . ',false
5340,'RB','noisy','noisy',1,'advmod','cool air very . ',false
5341,'.','.','.',0,'punct','air very noisy ',false
5342,'PRP','it','It',1,'nsubj','was very cold ',false
5343,'VBD','be','was',1,'cop','It very cold and ',false
5344,'RB','very','very',1,'advmod','It was cold and uncomfortable ',false
5345,'JJ','cold','cold',1,'ROOT','It was very and uncomfortable . ',false
5346,'CC','and','and',1,'cc','was very cold uncomfortable . ',false
5347,'JJ','uncomfortable','uncomfortable',1,'conj','very cold and . ',false
5348,'.','.','.',0,'punct','cold and uncomfortable ',false
6384,'VB','stay','Stay',1,'nsubj','was okay . ',false
6385,'VBD','be','was',1,'cop','Stay okay . ',false
6386,'JJ','okay','okay',1,'ROOT','Stay was . ',false
6387,'.','.','.',0,'punct','Stay was okay ',false
6388,'PRP','i','I',1,'nsubj','will consider staying ',false
6389,'MD','will','will',1,'aux','I consider staying there ',false
6390,'VB','consider','consider',1,'ROOT','I will staying there again ',false
6391,'VBG','stay','staying',1,'xcomp','I will consider there again . ',false
6392,'RB','there','there',1,'advmod','will consider staying again . ',false
6393,'RB','again','again',1,'advmod','consider staying there . ',false
6394,'.','.','.',0,'punct','staying there again ',false
6395,'DT','the','The',1,'det','location was great ',false
6396,'NN','location','location',1,'nsubj','The was great , ',false
6397,'VBD','be','was',1,'cop','The location great , right ',false
6398,'JJ','great','great',1,'ccomp','The location was , right downtown ',false
6399,',',',',',',0,'punct','location was great right downtown Montreal ',false
6400,'JJ','right','right',1,'amod','was great , downtown Montreal . ',false
6401,'NN','downtown','downtown',1,'nn','great , right Montreal . ',false
6402,'NNP','montreal','Montreal',1,'ROOT',', right downtown . ',false
6403,'.','.','.',0,'punct','right downtown Montreal ',false
6404,'NNP','view','View',1,'nsubj','was amazing and ',false
6405,'VBD','be','was',1,'cop','View amazing and the ',false
6406,'JJ','amazing','amazing',1,'ROOT','View was and the bed ',false
6407,'CC','and','and',1,'cc','View was amazing the bed was ',false
6408,'DT','the','the',1,'det','was amazing and bed was comfortable ',false
6409,'NN','bed','bed',1,'nsubj','amazing and the was comfortable enough ',false
6410,'VBD','be','was',1,'cop','and the bed comfortable enough . ',false
6411,'JJ','comfortable','comfortable',1,'conj','the bed was enough . ',false
6412,'RB','enough','enough',1,'advmod','bed was comfortable . ',false
6413,'.','.','.',0,'punct','was comfortable enough ',false
6414,'DT','the','The',1,'det','hotel was outdated ',false
6415,'NN','hotel','hotel',1,'nsubj','The was outdated . ',false
6416,'VBD','be','was',1,'cop','The hotel outdated . ',false
6417,'JJ','outdated','outdated',1,'ROOT','The hotel was . ',false
6418,'.','.','.',0,'punct','hotel was outdated ',false
6419,'NNP','carpet','Carpet',1,'nsubj','was pretty old ',false
6420,'VBD','be','was',1,'cop','Carpet pretty old and ',false
6421,'RB','pretty','pretty',1,'advmod','Carpet was old and the ',false
6422,'JJ','old','old',1,'ROOT','Carpet was pretty and the vent ',false
6423,'CC','and','and',1,'cc','was pretty old the vent was ',false
6424,'DT','the','the',1,'det','pretty old and vent was VERY ',false
6425,'NN','vent','vent',1,'nsubj','old and the was VERY dusty ',false
6426,'VBD','be','was',1,'cop','and the vent VERY dusty . ',false
6427,'RB','very','VERY',1,'advmod','the vent was dusty . ',false
6428,'JJ','dusty','dusty',1,'conj','vent was VERY . ',false
6429,'.','.','.',0,'punct','was VERY dusty ',false
6430,'PRP','you','You',1,'nsubj','can actually see ',false
6431,'MD','can','can',1,'aux','You actually see the ',false
6432,'RB','actually','actually',1,'advmod','You can see the caked ',false
6433,'VB','see','see',1,'ROOT','You can actually the caked on ',false
6434,'DT','the','the',1,'det','can actually see caked on dust ',false
6435,'NN','caked','caked',1,'dobj','actually see the on dust . ',false
6436,'IN','on','on',1,'prep','see the caked dust . ',false
6437,'NN','dust','dust',1,'pobj','the caked on . ',false
6438,'.','.','.',0,'punct','caked on dust ',false
6439,'PRP','it','It',1,'nsubj','does need updating ',false
