@relation Hotelpersonal-positive

@attribute id numeric
@attribute pos string
@attribute lemma string
@attribute surfaceform string
@attribute hasUppercase numeric
@attribute dependency string
@attribute neighbortokens string
@attribute aspecttype {true, false}

@data
2637,'PRP','you','you',1,'nsubj','the room if travel with pets ',false
2638,'VBP','travel','travel',1,'advcl','room if you with pets that ',false
2639,'IN','with','with',1,'prep','if you travel pets that we ',false
2640,'NNS','pet','pets',1,'pobj','you travel with that we were ',false
2641,'IN','that','that',1,'complm','travel with pets we were not ',false
2642,'PRP','we','we',1,'nsubjpass','with pets that were not told ',false
2643,'VBD','be','were',1,'auxpass','pets that we not told about ',false
2644,'RB','not','not',1,'neg','that we were told about until ',false
2645,'VBN','tell','told',1,'ccomp','we were not about until after ',false
2646,'IN','about','about',1,'prep','were not told until after check ',false
2647,'IN','until','until',1,'dep','not told about after check - ',false
2648,'IN','after','after',1,'dep','told about until check - in ',false
2649,'NN','check','check',1,'nn','about until after - in . ',false
2650,'HYPH','-','-',0,'amod','until after check in . ',false
2651,'NN','in','in',1,'pobj','after check - . ',false
2652,'.','.','.',0,'punct','check - in ',false
2653,'DT','the','The',1,'det','bar / restaurant ',false
2654,'NN','bar','bar',1,'nsubj','The / restaurant was ',false
2655,'SYM','/','/',0,'dep','The bar restaurant was closed ',false
2656,'NN','restaurant','restaurant',1,'nsubjpass','The bar / was closed when ',false
2657,'VBD','be','was',1,'auxpass','bar / restaurant closed when we ',false
2658,'VBN','close','closed',1,'ROOT','/ restaurant was when we went ',false
2659,'WRB','when','when',1,'advmod','restaurant was closed we went to ',false
2660,'PRP','we','we',1,'nsubj','was closed when went to have ',false
2661,'VBD','go','went',1,'advcl','closed when we to have a ',false
2662,'TO','to','to',1,'aux','when we went have a drink ',false
2663,'VB','have','have',1,'xcomp','we went to a drink one ',false
2664,'DT','a','a',1,'det','went to have drink one evening ',false
2665,'NN','drink','drink',1,'nn','to have a one evening and ',false
2666,'CD','#crd#','one',1,'num','have a drink evening and there ',false
2667,'NN','evening','evening',1,'dobj','a drink one and there are ',false
2668,'CC','and','and',1,'cc','drink one evening there are no ',false
2669,'EX','there','there',1,'expl','one evening and are no posted ',false
2670,'VBP','be','are',1,'conj','evening and there no posted hours ',false
2671,'DT','no','no',1,'det','and there are posted hours of ',false
2672,'VBN','post','posted',1,'amod','there are no hours of operation.u ',false
2673,'NNS','hour','hours',1,'nsubj','are no posted of operation.u ',false
2674,'IN','of','of',1,'prep','no posted hours operation.u ',false
2675,'NN','operation.u','operation.u',1,'pobj','posted hours of ',false
5349,'RB','acceptably','Acceptably',1,'ROOT','. ',false
5350,'.','.','.',0,'punct','Acceptably ',false
5351,'NNP','good','Good',1,'nn','Location , parking ',false
5352,'NNP','location','Location',1,'ROOT','Good , parking , ',false
5353,',',',',',',0,'punct','Good Location parking , grocery ',false
5354,'NN','parking','parking',1,'appos','Good Location , , grocery store ',false
5355,',',',',',',0,'punct','Location , parking grocery store in ',false
5356,'NN','grocery','grocery',1,'nn',', parking , store in the ',false
5357,'NN','store','store',1,'appos','parking , grocery in the building ',false
5358,'IN','in','in',1,'prep',', grocery store the building . ',false
5359,'DT','the','the',1,'det','grocery store in building . ',false
5360,'NN','building','building',1,'pobj','store in the . ',false
5361,'.','.','.',0,'punct','in the building ',false
5362,'JJ','old','Old',1,'amod','hotel and relevant ',false
5363,'NN','hotel','hotel',1,'ROOT','Old and relevant smell ',false
5364,'CC','and','and',1,'cc','Old hotel relevant smell , ',false
5365,'JJ','relevant','relevant',1,'amod','Old hotel and smell , no ',false
5366,'NN','smell','smell',1,'conj','hotel and relevant , no sockets ',false
5367,',',',',',',0,'punct','and relevant smell no sockets in ',false
5368,'DT','no','no',1,'det','relevant smell , sockets in the ',false
5369,'NNS','socket','sockets',1,'appos','smell , no in the room ',false
5370,'IN','in','in',1,'prep',', no sockets the room at ',false
5371,'DT','the','the',1,'det','no sockets in room at all ',false
5372,'NN','room','room',1,'pobj','sockets in the at all . ',false
5373,'RB','at','at',1,'advmod','in the room all . ',false
5374,'RB','all','all',1,'dep','the room at . ',false
5375,'.','.','.',0,'punct','room at all ',false
5376,'VBD','have','Had',1,'ROOT','to charge cellular ',false
5377,'TO','to','to',1,'aux','Had charge cellular in ',false
5378,'VB','charge','charge',1,'xcomp','Had to cellular in bathroom ',false
5379,'JJ','cellular','cellular',1,'dobj','Had to charge in bathroom . ',false
5380,'IN','in','in',1,'prep','to charge cellular bathroom . ',false
5381,'NN','bathroom','bathroom',1,'pobj','charge cellular in . ',false
5382,'.','.','.',0,'punct','cellular in bathroom ',false
5383,'NN','air','Air',1,'nn','condition was terrible ',false
5384,'NN','condition','condition',1,'nsubj','Air was terrible . ',false
5385,'VBD','be','was',1,'cop','Air condition terrible . ',false
5386,'JJ','terrible','terrible',1,'ROOT','Air condition was . ',false
5387,'.','.','.',0,'punct','condition was terrible ',false
5388,'VBD','have','Had',1,'ROOT','to ask staff ',false
5389,'TO','to','to',1,'aux','Had ask staff to ',false
5390,'VB','ask','ask',1,'xcomp','Had to staff to switch ',false
5391,'NN','staff','staff',1,'dobj','Had to ask to switch it ',false
5392,'TO','to','to',1,'aux','to ask staff switch it off ',false
5393,'VB','switch','switch',1,'xcomp','ask staff to it off in ',false
5394,'PRP','it','it',1,'dobj','staff to switch off in the ',false
5395,'RP','off','off',1,'prt','to switch it in the evening ',false
5396,'IN','in','in',1,'prep','switch it off the evening , ',false
5397,'DT','the','the',1,'det','it off in evening , but ',false
5398,'NN','evening','evening',1,'pobj','off in the , but at ',false
5399,',',',',',',0,'punct','in the evening but at night ',false
5400,'CC','but','but',1,'cc','the evening , at night it ',false
5401,'IN','at','at',1,'prep','evening , but night it started ',false
5402,'NN','night','night',1,'pobj',', but at it started blow ',false
5403,'PRP','it','it',1,'nsubj','but at night started blow cool ',false
5404,'VBD','start','started',1,'conj','at night it blow cool air ',false
5405,'NN','blow','blow',1,'nn','night it started cool air very ',false
5406,'JJ','cool','cool',1,'amod','it started blow air very noisy ',false
5407,'NN','air','air',1,'dobj','started blow cool very noisy . ',false
5408,'RB','very','very',1,'advmod','blow cool air noisy . ',false
5409,'RB','noisy','noisy',1,'advmod','cool air very . ',false
5410,'.','.','.',0,'punct','air very noisy ',false
5411,'PRP','it','It',1,'nsubj','was very cold ',false
5412,'VBD','be','was',1,'cop','It very cold and ',false
5413,'RB','very','very',1,'advmod','It was cold and uncomfortable ',false
5414,'JJ','cold','cold',1,'ROOT','It was very and uncomfortable . ',false
5415,'CC','and','and',1,'cc','was very cold uncomfortable . ',false
5416,'JJ','uncomfortable','uncomfortable',1,'conj','very cold and . ',false
5417,'.','.','.',0,'punct','cold and uncomfortable ',false
6445,'VB','stay','Stay',1,'nsubj','was okay . ',false
6446,'VBD','be','was',1,'cop','Stay okay . ',false
6447,'JJ','okay','okay',1,'ROOT','Stay was . ',false
6448,'.','.','.',0,'punct','Stay was okay ',false
6449,'PRP','i','I',1,'nsubj','will consider staying ',false
6450,'MD','will','will',1,'aux','I consider staying there ',false
6451,'VB','consider','consider',1,'ROOT','I will staying there again ',false
6452,'VBG','stay','staying',1,'xcomp','I will consider there again . ',false
6453,'RB','there','there',1,'advmod','will consider staying again . ',false
6454,'RB','again','again',1,'advmod','consider staying there . ',false
6455,'.','.','.',0,'punct','staying there again ',false
6456,'DT','the','The',1,'det','location was great ',false
6457,'NN','location','location',1,'nsubj','The was great , ',false
6458,'VBD','be','was',1,'cop','The location great , right ',false
6459,'JJ','great','great',1,'ccomp','The location was , right downtown ',false
6460,',',',',',',0,'punct','location was great right downtown Montreal ',false
6461,'JJ','right','right',1,'amod','was great , downtown Montreal . ',false
6462,'NN','downtown','downtown',1,'nn','great , right Montreal . ',false
6463,'NNP','montreal','Montreal',1,'ROOT',', right downtown . ',false
6464,'.','.','.',0,'punct','right downtown Montreal ',false
6465,'NNP','view','View',1,'nsubj','was amazing and ',false
6466,'VBD','be','was',1,'cop','View amazing and the ',false
6467,'JJ','amazing','amazing',1,'ROOT','View was and the bed ',false
6468,'CC','and','and',1,'cc','View was amazing the bed was ',false
6469,'DT','the','the',1,'det','was amazing and bed was comfortable ',false
6470,'NN','bed','bed',1,'nsubj','amazing and the was comfortable enough ',false
6471,'VBD','be','was',1,'cop','and the bed comfortable enough . ',false
6472,'JJ','comfortable','comfortable',1,'conj','the bed was enough . ',false
6473,'RB','enough','enough',1,'advmod','bed was comfortable . ',false
6474,'.','.','.',0,'punct','was comfortable enough ',false
6475,'DT','the','The',1,'det','hotel was outdated ',false
6476,'NN','hotel','hotel',1,'nsubj','The was outdated . ',false
6477,'VBD','be','was',1,'cop','The hotel outdated . ',false
6478,'JJ','outdated','outdated',1,'ROOT','The hotel was . ',false
6479,'.','.','.',0,'punct','hotel was outdated ',false
6480,'NNP','carpet','Carpet',1,'nsubj','was pretty old ',false
6481,'VBD','be','was',1,'cop','Carpet pretty old and ',false
6482,'RB','pretty','pretty',1,'advmod','Carpet was old and the ',false
6483,'JJ','old','old',1,'ROOT','Carpet was pretty and the vent ',false
6484,'CC','and','and',1,'cc','was pretty old the vent was ',false
6485,'DT','the','the',1,'det','pretty old and vent was VERY ',false
6486,'NN','vent','vent',1,'nsubj','old and the was VERY dusty ',false
6487,'VBD','be','was',1,'cop','and the vent VERY dusty . ',false
6488,'RB','very','VERY',1,'advmod','the vent was dusty . ',false
6489,'JJ','dusty','dusty',1,'conj','vent was VERY . ',false
6490,'.','.','.',0,'punct','was VERY dusty ',false
6491,'PRP','you','You',1,'nsubj','can actually see ',false
6492,'MD','can','can',1,'aux','You actually see the ',false
6493,'RB','actually','actually',1,'advmod','You can see the caked ',false
6494,'VB','see','see',1,'ROOT','You can actually the caked on ',false
6495,'DT','the','the',1,'det','can actually see caked on dust ',false
6496,'NN','caked','caked',1,'dobj','actually see the on dust . ',false
6497,'IN','on','on',1,'prep','see the caked dust . ',false
6498,'NN','dust','dust',1,'pobj','the caked on . ',false
6499,'.','.','.',0,'punct','caked on dust ',false
6500,'PRP','it','It',1,'nsubj','does need updating ',false
