@relation Preis-Leistungs-Verhltnis-positive

@attribute id numeric
@attribute pos string
@attribute lemma string
@attribute surfaceform string
@attribute hasUppercase numeric
@attribute dependency string
@attribute neighbortokens string
@attribute aspecttype {true, false}

@data
2178,'JJ','foot','Foot',1,'conj','Comfortable and rest . ',false
2179,'NN','rest','rest',1,'ROOT','Comfortable and Foot . ',false
2180,'.','.','.',0,'punct','and Foot rest ',false
2181,'RB','next','Next',1,'dep','to elevators ',false
2182,'IN','to','to',1,'ROOT','Next elevators ',false
2183,'NNS','elevator','elevators',1,'pobj','Next to ',false
3234,'VBD','be','Was',1,'cop','more economical than ',false
3235,'RBR','more','more',1,'advmod','Was economical than other ',false
3236,'JJ','economical','economical',1,'ROOT','Was more than other properties ',false
3237,'IN','than','than',1,'prep','Was more economical other properties I ',false
3238,'JJ','other','other',1,'amod','more economical than properties I searched ',false
3239,'NNS','property','properties',1,'pobj','economical than other I searched in ',false
3240,'PRP','i','I',1,'nsubj','than other properties searched in the ',false
3241,'VBD','search','searched',1,'rcmod','other properties I in the area ',false
3242,'IN','in','in',1,'prep','properties I searched the area but ',false
3243,'DT','the','the',1,'det','I searched in area but there ',false
3244,'NN','area','area',1,'pobj','searched in the but there is ',false
3245,'CC','but','but',1,'cc','in the area there is room ',false
3246,'EX','there','there',1,'expl','the area but is room for ',false
3247,'VBZ','be','is',1,'conj','area but there room for improvement ',false
3248,'NN','room','room',1,'nsubj','but there is for improvement . ',false
3249,'IN','for','for',1,'prep','there is room improvement . ',false
3250,'NN','improvement','improvement',1,'pobj','is room for . ',false
3251,'.','.','.',0,'punct','room for improvement ',false
3252,'NNP','location','Location',1,'nsubj','was close to ',false
3253,'VBD','be','was',1,'cop','Location close to the ',false
3254,'JJ','close','close',1,'ROOT','Location was to the event ',false
3255,'IN','to','to',1,'prep','Location was close the event we ',false
3256,'DT','the','the',1,'det','was close to event we were ',false
3257,'NN','event','event',1,'pobj','close to the we were attending ',false
3258,'PRP','we','we',1,'nsubj','to the event were attending . ',false
3259,'VBD','be','were',1,'aux','the event we attending . ',false
3260,'VBG','attend','attending',1,'rcmod','event we were . ',false
3261,'.','.','.',0,'punct','we were attending ',false
3262,'EX','there','There',1,'expl','is a parking ',false
3263,'VBZ','be','is',1,'ROOT','There a parking structure ',false
3264,'DT','a','a',1,'det','There is parking structure attacked ',false
3265,'NN','parking','parking',1,'nn','There is a structure attacked to ',false
3266,'NN','structure','structure',1,'nsubj','is a parking attacked to the ',false
3267,'VBD','attack','attacked',1,'ccomp','a parking structure to the hotel ',false
3268,'IN','to','to',1,'prep','parking structure attacked the hotel so ',false
3269,'DT','the','the',1,'det','structure attacked to hotel so you ',false
3270,'NN','hotel','hotel',1,'pobj','attacked to the so you did ',false
3271,'IN','so','so',1,'mark','to the hotel you did not ',false
3272,'PRP','you','you',1,'nsubj','the hotel so did not need ',false
3273,'VBD','do','did',1,'aux','hotel so you not need to ',false
3274,'RB','not','not',1,'neg','so you did need to park ',false
3275,'VB','need','need',1,'advcl','you did not to park outside ',false
3276,'TO','to','to',1,'aux','did not need park outside . ',false
3277,'VB','park','park',1,'xcomp','not need to outside . ',false
3278,'RB','outside','outside',1,'advmod','need to park . ',false
3279,'.','.','.',0,'punct','to park outside ',false
3280,'PRP','you','You',1,'nsubj','can travel with ',false
3281,'MD','can','can',1,'aux','You travel with pets ',false
3282,'VB','travel','travel',1,'nsubjpass','You can with pets and ',false
3283,'IN','with','with',1,'prep','You can travel pets and our ',false
3284,'NNS','pet','pets',1,'pobj','can travel with and our request ',false
3285,'CC','and','and',1,'cc','travel with pets our request for ',false
3286,'PRP$','our','our',1,'poss','with pets and request for a ',false
3287,'NN','request','request',1,'conj','pets and our for a mini ',false
3288,'IN','for','for',1,'prep','and our request a mini fridge ',false
3289,'DT','a','a',1,'det','our request for mini fridge in ',false
3290,'JJ','mini','mini',1,'amod','request for a fridge in the ',false
3291,'NN','fridge','fridge',1,'pobj','for a mini in the room ',false
3292,'IN','in','in',1,'prep','a mini fridge the room for ',false
3293,'DT','the','the',1,'det','mini fridge in room for medication ',false
3294,'NN','room','room',1,'pobj','fridge in the for medication storage ',false
3295,'IN','for','for',1,'prep','in the room medication storage was ',false
3296,'NN','medication','medication',1,'nn','the room for storage was honoured ',false
3297,'NN','storage','storage',1,'pobj','room for medication was honoured at ',false
3298,'VBD','be','was',1,'auxpass','for medication storage honoured at no ',false
3299,'VBN','honour','honoured',1,'ROOT','medication storage was at no charge ',false
3300,'IN','at','at',1,'prep','storage was honoured no charge . ',false
3301,'DT','no','no',1,'det','was honoured at charge . ',false
3302,'NN','charge','charge',1,'pobj','honoured at no . ',false
3303,'.','.','.',0,'punct','at no charge ',false
3304,'DT','the','The',1,'det','bathroom was dated ',false
3305,'NN','bathroom','bathroom',1,'nsubjpass','The was dated , ',false
3306,'VBD','be','was',1,'auxpass','The bathroom dated , some ',false
3307,'VBN','date','dated',1,'nsubj','The bathroom was , some tiles ',false
3308,',',',',',',0,'punct','bathroom was dated some tiles were ',false
3309,'DT','some','some',1,'det','was dated , tiles were cracked ',false
3310,'NNS','tile','tiles',1,'nsubjpass','dated , some were cracked in ',false
3311,'VBD','be','were',1,'auxpass',', some tiles cracked in the ',false
3312,'VBN','crack','cracked',1,'parataxis','some tiles were in the shower ',false
3313,'IN','in','in',1,'prep','tiles were cracked the shower and ',false
3314,'DT','the','the',1,'det','were cracked in shower and much ',false
3315,'NN','shower','shower',1,'pobj','cracked in the and much of ',false
3316,'CC','and','and',1,'cc','in the shower much of the ',false
3317,'JJ','much','much',1,'conj','the shower and of the grout ',false
3318,'IN','of','of',1,'prep','shower and much the grout was ',false
3319,'DT','the','the',1,'det','and much of grout was black ',false
3320,'NN','grout','grout',1,'pobj','much of the was black . ',false
3321,'VBD','be','was',1,'cop','of the grout black . ',false
3322,'JJ','black','black',1,'ROOT','the grout was . ',false
3323,'.','.','.',0,'punct','grout was black ',false
3324,'DT','the','The',1,'det','carpet was stained ',false
3325,'NN','carpet','carpet',1,'nsubjpass','The was stained but ',false
3326,'VBD','be','was',1,'auxpass','The carpet stained but was ',false
3327,'VBN','stain','stained',1,'ROOT','The carpet was but was not ',false
3328,'CC','but','but',1,'cc','carpet was stained was not dirty ',false
3329,'VBD','be','was',1,'cop','was stained but not dirty ( ',false
3330,'RB','not','not',1,'neg','stained but was dirty ( my ',false
3331,'JJ','dirty','dirty',1,'conj','but was not ( my socks ',false
3332,'-LRB-','(','(',0,'punct','was not dirty my socks did ',false
3333,'PRP$','my','my',1,'poss','not dirty ( socks did not ',false
3334,'NNS','sock','socks',1,'nsubj','dirty ( my did not turn ',false
3335,'VBD','do','did',1,'aux','( my socks not turn get ',false
3336,'RB','not','not',1,'neg','my socks did turn get dirty ',false
3337,'VB','turn','turn',1,'parataxis','socks did not get dirty walking ',false
3338,'VB','get','get',1,'xcomp','did not turn dirty walking on ',false
3339,'JJ','dirty','dirty',1,'amod','not turn get walking on carpet ',false
3340,'NN','walking','walking',1,'dobj','turn get dirty on carpet ) ',false
3341,'IN','on','on',1,'prep','get dirty walking carpet ) . ',false
3342,'NN','carpet','carpet',1,'pobj','dirty walking on ) . ',false
3343,'-RRB-',')',')',0,'dep','walking on carpet . ',false
3344,'.','.','.',0,'punct','on carpet ) ',false
3345,'NN','parking','Parking',1,'nn','garage has low ',false
3346,'NN','garage','garage',1,'nsubj','Parking has low ceilings ',false
3347,'VBZ','have','has',1,'ROOT','Parking garage low ceilings ( ',false
3348,'JJ','low','low',1,'amod','Parking garage has ceilings ( 6 ',false
3349,'NNS','ceiling','ceilings',1,'dobj','garage has low ( 6 foot ',false
3350,'-LRB-','(','(',0,'dep','has low ceilings 6 foot max ',false
3351,'CD','0','6',0,'num','low ceilings ( foot max clearance ',false
3352,'NN','foot','foot',1,'nn','ceilings ( 6 max clearance ) ',false
3353,'NN','max','max',1,'nn','( 6 foot clearance ) so ',false
3354,'NN','clearance','clearance',1,'nsubj','6 foot max ) so larger ',false
3355,'-RRB-',')',')',0,'advmod','foot max clearance so larger vehicles ',false
3356,'RB','so','so',1,'advmod','max clearance ) larger vehicles will ',false
3357,'JJR','large','larger',1,'amod','clearance ) so vehicles will not ',false
3358,'NNS','vehicle','vehicles',1,'nsubj',') so larger will not fit ',false
3359,'MD','will','will',1,'aux','so larger vehicles not fit and ',false
3360,'RB','not','not',1,'neg','larger vehicles will fit and cost ',false
3361,'VB','fit','fit',1,'ccomp','vehicles will not and cost is ',false
3362,'CC','and','and',1,'cc','will not fit cost is $ ',false
3363,'VB','cost','cost',1,'conj','not fit and is $ 19 ',false
3364,'VBZ','be','is',1,'cop','fit and cost $ 19 / ',false
3365,'$','$','$',0,'rcmod','and cost is 19 / day ',false
3366,'CD','0','19',0,'number','cost is $ / day . ',false
3367,'CD','/','/',0,'number','is $ 19 day . ',false
3368,'NN','day','day',1,'tmod','$ 19 / . ',false
3369,'.','.','.',0,'punct','19 / day ',false
3370,'EX','there','There',1,'expl','was a $ ',false
3371,'VBD','be','was',1,'ROOT','There a $ 40 ',false
3372,'DT','a','a',1,'det','There was $ 40 charge ',false
3373,'$','$','$',0,'amod','There was a 40 charge for ',false
3374,'CD','0','40',0,'dep','was a $ charge for cleaning ',false
3375,'NN','charge','charge',1,'nsubj','a $ 40 for cleaning the ',false
3376,'IN','for','for',1,'prep','$ 40 charge cleaning the room ',false
3377,'VBG','clean','cleaning',1,'pcomp','40 charge for the room if ',false
3378,'DT','the','the',1,'det','charge for cleaning room if you ',false
3379,'NN','room','room',1,'dobj','for cleaning the if you travel ',false
3380,'IN','if','if',1,'mark','cleaning the room you travel with ',false
3381,'PRP','you','you',1,'nsubj','the room if travel with pets ',false
3382,'VBP','travel','travel',1,'advcl','room if you with pets that ',false
3383,'IN','with','with',1,'prep','if you travel pets that we ',false
3384,'NNS','pet','pets',1,'pobj','you travel with that we were ',false
3385,'IN','that','that',1,'complm','travel with pets we were not ',false
3386,'PRP','we','we',1,'nsubjpass','with pets that were not told ',false
3387,'VBD','be','were',1,'auxpass','pets that we not told about ',false
3388,'RB','not','not',1,'neg','that we were told about until ',false
3389,'VBN','tell','told',1,'ccomp','we were not about until after ',false
3390,'IN','about','about',1,'prep','were not told until after check ',false
3391,'IN','until','until',1,'dep','not told about after check - ',false
3392,'IN','after','after',1,'dep','told about until check - in ',false
3393,'NN','check','check',1,'nn','about until after - in . ',false
3394,'HYPH','-','-',0,'amod','until after check in . ',false
3395,'NN','in','in',1,'pobj','after check - . ',false
3396,'.','.','.',0,'punct','check - in ',false
3397,'DT','the','The',1,'det','bar / restaurant ',false
3398,'NN','bar','bar',1,'nsubj','The / restaurant was ',false
3399,'SYM','/','/',0,'dep','The bar restaurant was closed ',false
3400,'NN','restaurant','restaurant',1,'nsubjpass','The bar / was closed when ',false
3401,'VBD','be','was',1,'auxpass','bar / restaurant closed when we ',false
3402,'VBN','close','closed',1,'ROOT','/ restaurant was when we went ',false
3403,'WRB','when','when',1,'advmod','restaurant was closed we went to ',false
3404,'PRP','we','we',1,'nsubj','was closed when went to have ',false
3405,'VBD','go','went',1,'advcl','closed when we to have a ',false
3406,'TO','to','to',1,'aux','when we went have a drink ',false
3407,'VB','have','have',1,'xcomp','we went to a drink one ',false
3408,'DT','a','a',1,'det','went to have drink one evening ',false
3409,'NN','drink','drink',1,'nn','to have a one evening and ',false
3410,'CD','#crd#','one',1,'num','have a drink evening and there ',false
3411,'NN','evening','evening',1,'dobj','a drink one and there are ',false
3412,'CC','and','and',1,'cc','drink one evening there are no ',false
3413,'EX','there','there',1,'expl','one evening and are no posted ',false
3414,'VBP','be','are',1,'conj','evening and there no posted hours ',false
3415,'DT','no','no',1,'det','and there are posted hours of ',false
3416,'VBN','post','posted',1,'amod','there are no hours of operation.u ',false
3417,'NNS','hour','hours',1,'nsubj','are no posted of operation.u ',false
3418,'IN','of','of',1,'prep','no posted hours operation.u ',false
3419,'NN','operation.u','operation.u',1,'pobj','posted hours of ',false
5625,'RB','acceptably','Acceptably',1,'ROOT','. ',false
5626,'.','.','.',0,'punct','Acceptably ',false
5627,'NNP','good','Good',1,'nn','Location , parking ',false
5628,'NNP','location','Location',1,'ROOT','Good , parking , ',false
5629,',',',',',',0,'punct','Good Location parking , grocery ',false
5630,'NN','parking','parking',1,'appos','Good Location , , grocery store ',false
5631,',',',',',',0,'punct','Location , parking grocery store in ',false
5632,'NN','grocery','grocery',1,'nn',', parking , store in the ',false
5633,'NN','store','store',1,'appos','parking , grocery in the building ',false
5634,'IN','in','in',1,'prep',', grocery store the building . ',false
5635,'DT','the','the',1,'det','grocery store in building . ',false
5636,'NN','building','building',1,'pobj','store in the . ',false
5637,'.','.','.',0,'punct','in the building ',false
5638,'JJ','old','Old',1,'amod','hotel and relevant ',false
5639,'NN','hotel','hotel',1,'ROOT','Old and relevant smell ',false
5640,'CC','and','and',1,'cc','Old hotel relevant smell , ',false
5641,'JJ','relevant','relevant',1,'amod','Old hotel and smell , no ',false
5642,'NN','smell','smell',1,'conj','hotel and relevant , no sockets ',false
5643,',',',',',',0,'punct','and relevant smell no sockets in ',false
5644,'DT','no','no',1,'det','relevant smell , sockets in the ',false
5645,'NNS','socket','sockets',1,'appos','smell , no in the room ',false
5646,'IN','in','in',1,'prep',', no sockets the room at ',false
5647,'DT','the','the',1,'det','no sockets in room at all ',false
5648,'NN','room','room',1,'pobj','sockets in the at all . ',false
5649,'RB','at','at',1,'advmod','in the room all . ',false
5650,'RB','all','all',1,'dep','the room at . ',false
5651,'.','.','.',0,'punct','room at all ',false
5652,'VBD','have','Had',1,'ROOT','to charge cellular ',false
5653,'TO','to','to',1,'aux','Had charge cellular in ',false
5654,'VB','charge','charge',1,'xcomp','Had to cellular in bathroom ',false
5655,'JJ','cellular','cellular',1,'dobj','Had to charge in bathroom . ',false
5656,'IN','in','in',1,'prep','to charge cellular bathroom . ',false
5657,'NN','bathroom','bathroom',1,'pobj','charge cellular in . ',false
5658,'.','.','.',0,'punct','cellular in bathroom ',false
5659,'NN','air','Air',1,'nn','condition was terrible ',false
5660,'NN','condition','condition',1,'nsubj','Air was terrible . ',false
5661,'VBD','be','was',1,'cop','Air condition terrible . ',false
5662,'JJ','terrible','terrible',1,'ROOT','Air condition was . ',false
5663,'.','.','.',0,'punct','condition was terrible ',false
5664,'VBD','have','Had',1,'ROOT','to ask staff ',false
5665,'TO','to','to',1,'aux','Had ask staff to ',false
5666,'VB','ask','ask',1,'xcomp','Had to staff to switch ',false
5667,'NN','staff','staff',1,'dobj','Had to ask to switch it ',false
5668,'TO','to','to',1,'aux','to ask staff switch it off ',false
5669,'VB','switch','switch',1,'xcomp','ask staff to it off in ',false
5670,'PRP','it','it',1,'dobj','staff to switch off in the ',false
5671,'RP','off','off',1,'prt','to switch it in the evening ',false
5672,'IN','in','in',1,'prep','switch it off the evening , ',false
5673,'DT','the','the',1,'det','it off in evening , but ',false
5674,'NN','evening','evening',1,'pobj','off in the , but at ',false
5675,',',',',',',0,'punct','in the evening but at night ',false
5676,'CC','but','but',1,'cc','the evening , at night it ',false
5677,'IN','at','at',1,'prep','evening , but night it started ',false
5678,'NN','night','night',1,'pobj',', but at it started blow ',false
5679,'PRP','it','it',1,'nsubj','but at night started blow cool ',false
5680,'VBD','start','started',1,'conj','at night it blow cool air ',false
5681,'NN','blow','blow',1,'nn','night it started cool air very ',false
5682,'JJ','cool','cool',1,'amod','it started blow air very noisy ',false
5683,'NN','air','air',1,'dobj','started blow cool very noisy . ',false
5684,'RB','very','very',1,'advmod','blow cool air noisy . ',false
5685,'RB','noisy','noisy',1,'advmod','cool air very . ',false
5686,'.','.','.',0,'punct','air very noisy ',false
5687,'PRP','it','It',1,'nsubj','was very cold ',false
5688,'VBD','be','was',1,'cop','It very cold and ',false
5689,'RB','very','very',1,'advmod','It was cold and uncomfortable ',false
5690,'JJ','cold','cold',1,'ROOT','It was very and uncomfortable . ',false
5691,'CC','and','and',1,'cc','was very cold uncomfortable . ',false
5692,'JJ','uncomfortable','uncomfortable',1,'conj','very cold and . ',false
5693,'.','.','.',0,'punct','cold and uncomfortable ',false
6689,'VB','stay','Stay',1,'nsubj','was okay . ',false
6690,'VBD','be','was',1,'cop','Stay okay . ',false
6691,'JJ','okay','okay',1,'ROOT','Stay was . ',false
6692,'.','.','.',0,'punct','Stay was okay ',false
6693,'PRP','i','I',1,'nsubj','will consider staying ',false
6694,'MD','will','will',1,'aux','I consider staying there ',false
6695,'VB','consider','consider',1,'ROOT','I will staying there again ',false
6696,'VBG','stay','staying',1,'xcomp','I will consider there again . ',false
6697,'RB','there','there',1,'advmod','will consider staying again . ',false
6698,'RB','again','again',1,'advmod','consider staying there . ',false
6699,'.','.','.',0,'punct','staying there again ',false
6700,'DT','the','The',1,'det','location was great ',false
6701,'NN','location','location',1,'nsubj','The was great , ',false
6702,'VBD','be','was',1,'cop','The location great , right ',false
6703,'JJ','great','great',1,'ccomp','The location was , right downtown ',false
6704,',',',',',',0,'punct','location was great right downtown Montreal ',false
6705,'JJ','right','right',1,'amod','was great , downtown Montreal . ',false
6706,'NN','downtown','downtown',1,'nn','great , right Montreal . ',false
6707,'NNP','montreal','Montreal',1,'ROOT',', right downtown . ',false
6708,'.','.','.',0,'punct','right downtown Montreal ',false
6709,'NNP','view','View',1,'nsubj','was amazing and ',false
6710,'VBD','be','was',1,'cop','View amazing and the ',false
6711,'JJ','amazing','amazing',1,'ROOT','View was and the bed ',false
6712,'CC','and','and',1,'cc','View was amazing the bed was ',false
6713,'DT','the','the',1,'det','was amazing and bed was comfortable ',false
6714,'NN','bed','bed',1,'nsubj','amazing and the was comfortable enough ',false
6715,'VBD','be','was',1,'cop','and the bed comfortable enough . ',false
6716,'JJ','comfortable','comfortable',1,'conj','the bed was enough . ',false
6717,'RB','enough','enough',1,'advmod','bed was comfortable . ',false
6718,'.','.','.',0,'punct','was comfortable enough ',false
6719,'DT','the','The',1,'det','hotel was outdated ',false
6720,'NN','hotel','hotel',1,'nsubj','The was outdated . ',false
6721,'VBD','be','was',1,'cop','The hotel outdated . ',false
6722,'JJ','outdated','outdated',1,'ROOT','The hotel was . ',false
6723,'.','.','.',0,'punct','hotel was outdated ',false
6724,'NNP','carpet','Carpet',1,'nsubj','was pretty old ',false
6725,'VBD','be','was',1,'cop','Carpet pretty old and ',false
6726,'RB','pretty','pretty',1,'advmod','Carpet was old and the ',false
6727,'JJ','old','old',1,'ROOT','Carpet was pretty and the vent ',false
6728,'CC','and','and',1,'cc','was pretty old the vent was ',false
6729,'DT','the','the',1,'det','pretty old and vent was VERY ',false
6730,'NN','vent','vent',1,'nsubj','old and the was VERY dusty ',false
6731,'VBD','be','was',1,'cop','and the vent VERY dusty . ',false
6732,'RB','very','VERY',1,'advmod','the vent was dusty . ',false
6733,'JJ','dusty','dusty',1,'conj','vent was VERY . ',false
6734,'.','.','.',0,'punct','was VERY dusty ',false
6735,'PRP','you','You',1,'nsubj','can actually see ',false
6736,'MD','can','can',1,'aux','You actually see the ',false
6737,'RB','actually','actually',1,'advmod','You can see the caked ',false
6738,'VB','see','see',1,'ROOT','You can actually the caked on ',false
6739,'DT','the','the',1,'det','can actually see caked on dust ',false
6740,'NN','caked','caked',1,'dobj','actually see the on dust . ',false
6741,'IN','on','on',1,'prep','see the caked dust . ',false
6742,'NN','dust','dust',1,'pobj','the caked on . ',false
6743,'.','.','.',0,'punct','caked on dust ',false
