@relation WLAN-positive

@attribute id numeric
@attribute AFINN numeric
@attribute BingLiu numeric
@attribute EmoLex numeric
@attribute unigrams string
@attribute bigrams string
@attribute negation numeric
@attribute feature__average numeric
@attribute feature__normal numeric
@attribute feature__simple numeric
@attribute feature__okay numeric
@attribute feature__ok numeric
@attribute feature__not_great numeric
@attribute feature__nothing_great numeric
@attribute feature__moderate numeric
@attribute feature__typical numeric
@attribute feature__alright numeric
@attribute feature__fair numeric
@attribute feature__mediocre numeric
@attribute feature__just numeric
@attribute feature__fine numeric
@attribute feature__not_too_good numeric
@attribute feature__good_enough numeric
@attribute punctuation_exclamation numeric
@attribute punctuation_question numeric
@attribute aspecttype {true, false}

@data
1058,0.0,0.0,0.0,'thangs for the service ! ','_thangs_for _for_the _the_service _service_! ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,false
1059,0.0,0.0,0.0,'the moon light !!!! ','_the_moon _moon_light _light_!!!! ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,false
1060,0.0,0.0,0.0,'maybe update a little bit more colors and furniture !!! ','_maybe_update _update_a _a_little _little_bit _bit_more _more_colors _colors_and _and_furniture _furniture_!!! ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,false
1112,0.0,0.0,0.5,'good  ','_good_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1113,0.0,0.0,0.0,'the location  ','_the_location _location_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1114,0.0,0.0,0.0,'bathrooms are showing their age  ','_bathrooms_are _are_showing _showing_their _their_age _age_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1115,0.0,0.0,0.125,'time to renovate ! ','_time_to _to_renovate _renovate_! ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,false
1200,0.05555555555555555,0.0,0.0,'i wish i would have waited for lower rates the site was offering   per night  ','_i_wish _wish_i _i_would _would_have _have_waited _waited_for _for_lower _lower_rates _rates_the _the_site _site_was _was_offering _offering_ __ __per _per_night _night_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1201,0.0,0.0,0.0,'we stayed for two ni  ','_we_stayed _stayed_for _for_two _two_ni _ni_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1202,0.14285714285714285,0.14285714285714285,0.0,'nice big room upgraded on arrival  ','_nice_big _big_room _room_upgraded _upgraded_on _on_arrival _arrival_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1203,0.23529411764705882,-0.11764705882352941,-0.0980392156862745,'the smell in lobby when you first walk in it smells stale like a nursing home  ','_the_smell _smell_in _in_lobby _lobby_when _when_you _you_first _first_walk _walk_in _in_it _it_smells _smells_stale _stale_like _like_a _a_nursing _nursing_home _home_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1204,0.0,-0.25,-0.05555555555555555,'too much antiseptic smell trying to cover up the stale smell  ','_too_much _much_antiseptic _antiseptic_smell _smell_trying _trying_to _to_cover _cover_up _up_the _the_stale _stale_smell _smell_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1205,0.2857142857142857,0.14285714285714285,0.21428571428571427,'beautiful older building i can appreciate  ','_beautiful_older _older_building _building_i _i_can _can_appreciate _appreciate_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1206,0.0,0.0,0.0,'also they had to turn off the water from midnight to  am  ','_also_they _they_had _had_to _to_turn _turn_off _off_the _the_water _water_from _from_midnight _midnight_to _to_ __am _am_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1207,0.42857142857142855,0.14285714285714285,0.14285714285714285,'no big affect as far as comfort ','_no_big _big_affect _affect_as _as_far _far_as _as_comfort ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1298,0.0,0.0,0.5,'good  ','_good_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1299,0.3333333333333333,0.16666666666666666,0.08333333333333333,'location is goodcprice is fair  ','_location_is _is_goodcprice _goodcprice_is _is_fair _fair_ ',0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,false
1300,0.0,-0.07692307692307693,-0.07692307692307693,'its a old hotel  and in my room the curtain fell off ','_its_a _a_old _old_hotel _hotel_ __and _and_in _in_my _my_room _room_the _the_curtain _curtain_fell _fell_off ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1370,0.08695652173913043,0.043478260869565216,0.0,'the stay was ok but its a bit like a bb with an old style hotel ambience without a bar and diner  ','_the_stay _stay_was _was_ok _ok_but _but_its _its_a _a_bit _bit_like _like_a _a_bb _bb_with _with_an _an_old _old_style _style_hotel _hotel_ambience _ambience_without _without_a _a_bar _bar_and _and_diner _diner_ ',0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1371,0.6923076923076923,0.23076923076923078,0.2692307692307692,'breakfast was good  location excellent  view from room was good  ','_breakfast_was _was_good _good_ __location _location_excellent _excellent_ __view _view_from _from_room _room_was _was_good _good_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1372,0.5,0.16666666666666666,0.3333333333333333,'room cleaning service was good  ','_room_cleaning _cleaning_service _service_was _was_good _good_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1373,0.0,0.2,0.25,'safe place and quiet  ','_safe_place _place_and _and_quiet _quiet_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1374,0.05,0.0,0.0,'no usb pports and no power points for electronic devices  most furniture was old and my bed squeaked  ','_no_usb _usb_pports _pports_and _and_no _no_power _power_points _points_for _for_electronic _electronic_devices _devices_ __most _most_furniture _furniture_was _was_old _old_and _and_my _my_bed _bed_squeaked _squeaked_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1375,0.0,0.0,0.0,'the last evening we could not get into our room as we were apparently checked out already  ','_the_last _last_evening _evening_we _we_could _could_not _not_get _get_into _into_our _our_room _room_as _as_we _we_were _were_apparently _apparently_checked _checked_out _out_already _already_ ',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1376,0.06666666666666667,0.0,0.06666666666666667,'no room service  no bar except during lunch time not quite  star standard ','_no_room _room_service _service_ __no _no_bar _bar_except _except_during _during_lunch _lunch_time _time_not _not_quite _quite_ __star _star_standard ',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1470,0.0,0.0,0.5,'excellent customer service  ','_excellent_customer _customer_service _service_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1471,0.25,0.125,0.125,'the staff were very accommodating and helpful  ','_the_staff _staff_were _were_very _very_accommodating _accommodating_and _and_helpful _helpful_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1472,0.0,0.0,0.0,'our bathroom shower had mold on the walls  ','_our_bathroom _bathroom_shower _shower_had _had_mold _mold_on _on_the _the_walls _walls_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1473,0.09090909090909091,0.0,-0.011363636363636364,'we explained this problem to the front desk  and they were very apologetic and moved us to an upgraded room  ','_we_explained _explained_this _this_problem _problem_to _to_the _the_front _front_desk _desk_ __and _and_they _they_were _were_very _very_apologetic _apologetic_and _and_moved _moved_us _us_to _to_an _an_upgraded _upgraded_room _room_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1474,0.0,0.0,0.5,'excellent customer service  ','_excellent_customer _customer_service _service_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1544,0.0,0.0,0.5,'good  ','_good_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1545,0.125,0.08333333333333333,0.11458333333333333,'location is excellent  central  convenient to public transportation  restaurants  metro  and place dupuis food court  various services  ','_location_is _is_excellent _excellent_ __central _central_ __convenient _convenient_to _to_public _public_transportation _transportation_ __restaurants _restaurants_ __metro _metro_ __and _and_place _place_dupuis _dupuis_food _food_court _court_ __various _various_services _services_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1546,0.0,-0.25,0.0,'maintenance is spotty  ','_maintenance_is _is_spotty _spotty_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1547,0.0,-0.043478260869565216,0.0,'bathtub drain clogged  hairdryer didnft work  ice makers on several floors were out of order  furniture in room scuffed  ','_bathtub_drain _drain_clogged _clogged_ __hairdryer _hairdryer_didnft _didnft_work _work_ __ice _ice_makers _makers_on _on_several _several_floors _floors_were _were_out _out_of _of_order _order_ __furniture _furniture_in _in_room _room_scuffed _scuffed_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,false
1602,0.0,0.0,0.5,'good  ','_good_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1603,0.2222222222222222,0.1111111111111111,0.0,'we really liked the location of the hotel  ','_we_really _really_liked _liked_the _the_location _location_of _of_the _the_hotel _hotel_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1604,0.0,-0.16666666666666666,-0.02777777777777778,'the swimming pool was cold  ','_the_swimming _swimming_pool _pool_was _was_cold _cold_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1656,0.0,0.0,0.5,'pleasant  ','_pleasant_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1657,0.0,0.0,0.0,'great location  ','_great_location _location_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1658,0.0,0.0,0.0,'the room have mold  ','_the_room _room_have _have_mold _mold_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
