@relation Sauberkeit-positive

@attribute id numeric
@attribute text string
@attribute aspecttype {true, false}

@data
638,'Otherwise a nice experience . ',false
639,'The housekeeping staff were very friendly and they did a great job ',false
702,'Good . ',false
703,'Beds are not real . ',false
769,'Meh . ',false
770,'It s in a good location and it s clean . ',true
771,'It s very dated . ',false
772,'The TV did nt work . ',false
773,'The staff at reception are nt warm . ',false
774,'I only stay here if I absolutely have to . ',false
775,'We were stranded with the storm so we booked it last minute . ',false
853,'Rude staff . ',false
854,'The staff gave an unpleasant vibe that started right off the bat . ',false
855,'The one female receptionist had an attitude with me because she did nt explain the room deposit correctly to me and when all I did in return was ask her to clarify something s she had already said , it only seemed to upset her more . ',false
915,'Good location , adequate for our stay , Would stay there again if the price was right . ',false
916,'Quiet , comfortable , clean , GREAT LOCATION . ',false
917,'Bar fridge in room was very useful . ',false
918,'Rooms and furniture need updating . ',false
919,'Pool area also needs a makeover . ',false
995,'Good location , adequate for our stay , Would stay there again if the price was right . ',false
996,'Quiet , comfortable , clean , GREAT LOCATION . ',false
997,'Bar fridge in room was very useful . ',false
998,'Rooms and furniture need updating . ',false
999,'Pool area also needs a makeover . ',false
1061,'Thangs for the service ! ',false
1062,'The moon light !!!! ',false
1063,'Maybe update a little bit more coloRs and furniture !!! ',false
1116,'Good . ',false
1117,'The location . ',false
1118,'Bathrooms are showing their age . ',false
1119,'Time to renovate ! ',false
1208,'I wish I would have waited for lower rates the site was offering $ 75 per night . ',false
1209,'We stayed for two ni . ',false
1210,'Nice big room upgraded on arrival . ',false
1211,'The smell in lobby when you first walk in it smells stale like a nursing home . ',false
1212,'Too much antiseptic smell trying to cover up the stale smell . ',false
1213,'Beautiful older building I can appreciate . ',false
1214,'Also they had to turn off the water from midnight to 6 am . ',false
1215,'No big affect as far as comfort ',false
1301,'Good . ',false
1302,'location is good?Cprice is fair . ',false
1303,'its a old hotel , and in my room the curtain fell off ',false
1377,'The stay was OK but its a bit like a B&B with an old style hotel ambience without a bar and diner . ',false
1378,'Breakfast was good , location excellent , view from room was good . ',false
1379,'Room cleaning service was good . ',true
1380,'Safe place and quiet . ',false
1381,'No USB pports and no power points for electronic devices ; most furniture was old and my bed squeaked . ',false
1382,'The last evening we could not get into our room as we were apparently checked out already . ',false
1383,'No room service , no bar except during lunch time Not quite 4 star standard ',false
1475,'Excellent customer service . ',false
1476,'The staff were very accommodating and helpful . ',false
1477,'Our bathroom shower had mold on the walls . ',false
1478,'We explained this problem to the front desk , and they were very apologetic and moved us to an upgraded room . ',false
1479,'Excellent customer service . ',false
1548,'Good . ',false
1549,'Location is excellent , central , convenient to public transportation , restaurants , metro , and Place Dupuis food court , various services . ',false
1550,'Maintenance is spotty . ',false
1551,'Bathtub drain clogged , hairdryer didn?ft work , ice makers on several floors were out of order , furniture in room scuffed . ',false
1605,'Good . ',false
1606,'We really liked the location of the hotel . ',false
1607,'The swimming pool was cold . ',false
1660,'Pleasant . ',false
1661,'Great Location . ',false
1662,'The room have mold . ',false
1663,'They move me to another room becsuse of the noise from the contiguos room . ',false
1717,'Good . ',false
1718,'Close to shopping . ',false
1719,'No heat in bathroom ',false
1758,'Good . ',false
1759,'Service de concierge nest pas sufficient ',false
1811,'Okay . ',false
1812,'Location . ',false
1813,'The room was very tired and overused . ',false
1814,'The room need a facelift . ',false
1815,'The carpet was stained , there was mould in the bathroom . ',false
1877,'Overall nice one . ',false
1878,'Location . ',false
1879,'Facilities ',false
1960,'Good value for money . ',false
1961,'Great location , next to Metro station , big n modern food court , supermarket . ',false
1962,'Walkable to city centre . ',false
1963,'erred an electric teapot to a coffee maker . ',false
1964,'Coffee brewer can be cleaned after each guest . ',false
1965,'. ',false
1966,'sheet is big enough to be tucked under the matress . ',false
1967,'So that it wo nt be rolled up . ',false
2074,'Good cost effectiveness . ',false
2075,'Good location . ',false
2076,'Good location . ',false
2077,'Breakfest could be better . ',false
2078,'There is no room service and the restaurant is closed for dinner , what s is essential . ',false
2079,'Pool is only opened in the evening ! ',false
2156,'Okay . ',false
2157,'Great location . ',false
2158,'I lost some of my things when I left and i contacted them about it but they said they can?ft find it ... ',false
2159,'also , the hot water would only work in the morning ',false
2227,'Good . ',false
2228,'Great buffet . ',false
2229,'Too bad there was no fridge in our room since we booked the smaller room . ',false
2230,'Great location . ',false
2231,'Parking was scary but at least it wasn?ft on the street ',false
2321,'The room served its purpose . ',false
2322,'No more and no less . ',false
2323,'Room 718 - It was a very clean room . ',true
2324,'front staff was friendly . ',false
2325,'front entrance was beautiful . ',false
2326,'ked that there was parking underground with easy access to the hotel . ',false
2327,'Room 718 - The bathroom was in need of major renovation ( I was nt comfortable with the mold on the bath tub walls ) . ',false
2419,'Good . ',false
2420,'The lobby was clean and the room was clean and had a great view of the city . ',true
2421,'The restaurant in the hotel was good . ',false
2422,'The location of the hotel is great for access to St. Catherine s street and getting downtown . ',false
2423,'The bathrooms were outdated , and seemed a little scummy . ',false
2492,'Good value . ',false
2493,'The location was very convenient and the view from our room was outstanding . ',false
2494,'It needs to be updated . ',false
2495,'It took a full five minutes running the shower before the water was really warm . ',false
2542,'Pleasant . ',false
2543,'very old , needs reformation on comon areas . ',false
2574,'Probably would not stay there again . ',false
2575,'There was no working ice machine . ',false
2641,'Would go back and would recommend to friends . ',false
2642,'The rooms were roomy . ',false
2643,'The location was excellent . ',false
2644,'It was clean and The staff were awesome . ',true
2645,'The air ducts need cleaning . ',false
2646,'When they came on I smelled mould . ',false
2647,'The pool hours were limited and odd . ',false
2718,'Good . ',false
2719,'Location ',false
2757,'Very Good . ',false
2758,'Nice in the city . ',false
2759,'Room has no fridge ',false
2819,'Good . ',false
2820,'Good location . ',false
2821,'Lots of elevators that worked rapidly . ',false
2822,'Old building . ',false
2823,'Not a lot of amenities . ',false
2906,'Home away from home . ',false
2907,'Ideal location of hotel at the heart of downtown Montreal . ',false
2908,'Friendly and helpful staff . ',false
2909,'Trustworthy housekeeping . ',false
2910,'Wide selection of places close to the hotel ( metro stations , taxi , shopping malls , restaurants , pharmacies , etc ) . ',false
2911,'Too many homeless people near hotel . ',false
2981,'Pleasant . ',false
2982,'Good location . ',false
2983,'The design is quite old and need change lift to car park ',false
3057,'The hotel was convenient to the airport shuttle and subway . ',false
3058,'The bed was comfy . ',false
3059,'The coffee machine did nt work . ',false
3060,'There was a strange smell in the room . ',false
3061,'The room and hotel was a little tired and tatty . ',false
3062,'One of the staff was friendly . ',false
3063,'The others made no effort to be friendly or helpful . ',false
3141,'Not bad . ',false
3142,'Location , comfort . ',false
3143,'Payment process ',false
3189,'Very nice hotel , would recommend . ',false
3190,'Staff ( Sammy , at checkin ) very helpful in providing a room with a nice view ! ',false
3191,'Very bad signage for directions from parking garage to hotel through food court , ect . ',false
3244,'Good . ',false
3245,'LOCATION IS GREAT . ',false
3246,'OLD HOTEL WITH OLD EQUIPMENTS : OLD BATHROOM , OLD CARPETS .. ',false
3247,'NEEDS URGENT REMODELING ',false
3322,'Breakfast needs improvement . ',false
3323,'Proximity to everything in Montreal . ',false
3324,'Location . ',false
3325,'Breakfast a bit expensive . ',false
3326,'was cold . ',false
3327,'spresso ',false
3425,'Fairly good hotel , nice practical location . ',false
3426,'Good location , check - in / out was fast , I was able to get my room earlier than expected , and in general the stay was pleasant . ',false
3427,'It s also connected to a shopping mall and the metro system , so you do nt have to go outside to get to those . ',false
3428,'It was nt my first stay in this hotel and I m sure it wo nt be my last . ',false
3429,'A big space under the door let the sound and light in , which was mildly annoying while trying to sleep . ',false
3430,'I ve also reduced the score for  Facilities  because the hotel still follows the archaic ( and slightly offensive ) practice of putting a Bible ( or , in this case , New Testament ) in the room . ',false
3431,'As a Non-Christian , this irritates me and I would like it to stop . ',false
3509,'Pleasant . ',false
3510,'It was a nice clean hotel . ',true
3511,'During the night heard the air Circulation almost sounded like a Roller coaster kept waking me up ',false
3585,'Location , location , location . ',false
3586,'The location was absolutely terrific . ',false
3587,'The staff were extremely accommodating , but the hotel is in need of an update . ',false
3588,'Our first room smelled like smoke , and we were immediately moved to another room . ',false
3589,'Where the lock was nt working - it was immediately fixed . ',false
3590,'The staff helped us book our train rides , loaned us a wine opener , and never said  no  to a request . ',false
3591,'The rooms need upgrading . ',false
3697,'Satisfied ! ',false
3698,'Hotel location was great ! ',false
3699,'Easy subway access . ',false
3700,'Close to bars and restaurants , and beds were comfortable . ',false
3701,'Staff is bilingual , and were able to give information for getting around the city . ',false
3702,'Our room was beside the elevators and we could hear them going up and down quite loudly . ',false
3703,'Wasn?ft the best noise to wake up to in the morning . ',false
3788,'Pleasant . ',false
3789,'After we complained for our Roos they gave us better rooms . ',false
3790,'When I complained they sent the maintenance men to my room and check my room to tell me I am wrong and the room is fine . ',false
3791,'I was about leaving then they change my room and had better one . ',false
3852,'Okay . ',false
3853,'indoor access to IGA and Metro is definitely an asset . ',false
3854,'the bathroom fixtures and look are both old and outdated . ',false
3855,'There is not enough electric outlet for personal devices . ',false
3944,'Stay was good , a convenient location , comfortable and spacious room . ',false
3945,'Location to Old Town good . ',false
3946,'Park across the way was pleasant and we enjoyed the music . ',false
3947,'It was convenient having an IGA attached to the hotel . ',false
3948,'Desk Staff and Concierge We felt that these positions were understaffed . ',false
3949,'Had to ask for coffee at the desk twice as none was left the first day and only one the second day . ',false
3950,'Did nt care for the area behind the hotel going away from the park , people seemed disrespectful of public property and the area did not feel particularly safe in the evening . ',false
3951,'It was the weekend of the Marathon and no one at the hotel was able to tell us what to expect the morning of the Marathon which was when we were leaving ',false
4044,'Disgusted on our 1 st night because of defective air con . ',false
4045,'Kudos to daytime receptionists , for transferring us to another room on the 2nd night , we have no air - con on our 1 st night , no available room to transfer as claimed by the not so friendly night staff . ',false
4046,'Not so friendly night receptionist .. ',false
4047,'and give us a room with defective air - con . ',false
4108,'Good location nice look but old from interior it needs renovation . ',false
4109,'Good place in Montreal with nice look to the city . ',false
4110,'everything is old furniture bathroom style of carpet AC windows as if it belongs to 1990 . ',false
4111,'Room design furniture bathroom AC ',false
4186,'I will come again . ',false
4187,'Great Location !!! ',false
4188,'ndly hotel staff . ',false
4189,'A 4 star hotel is expected to have a safe box at the room , all rooms ! ',false
4190,'glasses / cups are single use plastic or paper . ',false
4191,'lectric charging at the room desk . ',false
4261,'Good . ',false
4262,'I was injured , twice , by hidden obstacles protruding from the bed frame . ',false
4263,'Management was not willing to adequately address . ',false
4323,'Okay . ',false
4324,'Location and access to subway was great . ',false
4325,'Bathrooms were in need of immediate upgrade . ',false
4326,'You can smell the mould . ',false
4327,'Rooms good size but some new wallpaper would be great . ',false
4403,'Okay . ',false
4404,'Great location . ',false
4405,'Comfortable bed . ',false
4406,'Outdated . ',false
4407,'Big lines at elevators . ',false
4497,'after our experience at the check in counter it was great !!!! ',false
4498,'bed was very comfortable ... ',false
4499,'and the woman attending to our room was a lovely lady . ',false
4500,'our front desk lady was less then pleasant ... ',false
4501,'she was very abrasive with us when we asked her to explain herself alittle better to us ...... ',false
4502,'it was made very clear to us that she was annoyed with us !!! ',false
4503,'she really did make us feel stupid ',false
4602,'Pleasant . ',false
4603,'The location was excellent . ',false
4604,'room was clean . ',true
4605,'I was surprised that the AC was very noisy . ',false
4606,'ose it and try to open the fresh air , i found spider network outside the window . ',false
4607,'ve all comments to them at check out hoping fixation in next time . ',false
4684,'Okay . ',false
4685,'good location , friendly staff . ',false
4686,'4 star hotel with plastic glasses and paper cups . ',false
4687,'hotel needs a major renovation ( very dated ) ',false
4741,'After reading some negative reviews , I must admit our experience was quite ok . ',false
4742,'Location ; indoor garage ; clean room . ',false
4743,'The pool could be open a bit longer but still , it s nice to have one . ',false
4789,'I got bitten by bed bugs the whole night and now I had to throw away all my clothes . ',false
4790,'Loved the quick service . ',false
4791,'The bed bugs ',false
4858,'Location is key . ',false
4859,'Great location , parking garage and easy walk to a number of restaurants , shops and things to see and do . ',false
4860,'Booked a king room and given room with two queen beds which was right next to incredibly noisy elevators . ',false
4861,'Slept poorly and the queen room was less on Booking.com website so may have overpaid . ',false
4862,'Lacking washcloths and room not cleaned as well 1 st night of stay as it was the 2nd night . ',false
4863,'Parking not validated on check in but this was addressed at check out ',false
4954,'Location is key . ',false
4955,'Great location , parking garage and easy walk to a number of restaurants , shops and things to see and do . ',false
4956,'Booked a king room and given room with two queen beds which was right next to incredibly noisy elevators . ',false
4957,'Slept poorly and the queen room was less on Booking.com website so may have overpaid . ',false
4958,'Lacking washcloths and room not cleaned as well 1 st night of stay as it was the 2nd night . ',false
4959,'Parking not validated on check in but this was addressed at check out ',false
5064,'Blah hotel experience . ',false
5065,'It was ok . ',false
5066,'Room and staff were ok . ',false
5067,'Nothing special . ',false
5068,'Rooms and hotel is dated . ',false
5069,'Air conditioning doesn?ft work in rooms . ',false
5070,'They were very warm . ',false
5071,'Staff is not friendly at all . ',false
5164,'Okay . ',false
5165,'Our room was lovely . ',false
5166,'The neighborhood was a bit sketchy . ',false
5167,'The bathroom was a bit small . ',false
5256,'A perfect location to enjoy Montreal , if you do nt mind a hotel way beyond its remodeling date . ',false
5257,'Location ; Adjacent underground car parking ; Next to the Metro ; . ',false
5258,'The hotel is showing its age . ',false
5259,'Everything needs to be upgraded . ',false
5260,'Difficult for staff to keep clean under the circumstances . ',false
5261,'Bathrooms particularly looking old and seedy - caulking mouldy . ',false
5262,'However , the price is less than half tht of the modern hotels in downtown Montreal , so it is still good value for money . ',false
5263,'Just do nt look too deeply . ',false
5349,'Central Montreal . ',false
5350,'Location . ',false
5351,'No fridge ',false
5418,'Room is very clean , excellent cleaning servicrd . ',true
5419,'Room is very clean . ',true
5420,'Drawer still has Bible inside , I like this tradition hotel . ',false
5421,'When I registered the room , it calculated $ 99 for each day on confirmation . ',false
5422,'However , when I check out , it charged me $ 10 more started at 2nd day . ',false
5423,'Too bad , no freezer and tea bag in the room . ',false
5486,'Good . ',false
5487,'The electrical outlets in the room were very loose and the plug ins for chargers kept falling out . ',false
5539,'Affordable average hotel in central location . ',false
5540,'Liked the central location , the view , the price . ',false
5541,'A lot of homeless people in the area and drug use , the pool only being open 6-10 , rooms could use updating , more plug ins near the bed would be nice , some plug ins didn?ft work . ',false
5542,'Your website also isn?ft updated - our room had a fridge but that wasn?ft expected so it would have been nice to know and the shower was nicer then what the picture showed and that might attract more people . ',false
5543,'The man that ushered people into the elevators when it was busy was extremely rude and pushy ',false
5605,'Well located and comfortable . ',false
5606,'Good beds , great AC and quiet . ',false
5607,'Bathroom could do with some renovation ',false
5653,'Okay . ',false
5654,'Next to Metro Dtation . ',false
5655,'The neighborhood , hotel is very outdated ',false
5708,'Pleasant . ',false
5709,'Comfortable bed and great views over the city . ',false
5710,'Very outdated room with several damages . ',false
5711,'The aircon fan made a high pitch noise all night long ',false
5779,'This was once a fine hotel but there seems to be no refurbishment of aging furniture . ',false
5780,'Front desk staff were friendly and helpful . ',false
5781,'The room was far too hot . ',false
5782,'The furniture was all banged up . ',false
5783,'The wallpaper was peeling in the bathroom . ',false
5838,'Good . ',false
5839,'Location ',false
5870,'Very Good . ',false
5871,'I asked to have things fixed and the order was never done ',false
5937,'Convenient , clean but rooms in need of an upgrade . ',false
5938,'Good linens . ',false
5939,'Walking distance to everything . ',false
5940,'Would return . ',false
5941,'The hotel rooms need some upgrades . ',false
5942,'The fixtures in the bathrooms were old and tarnished and there were cracks in the counter . ',false
5943,'Half the outlets in the room didn?ft work , which made it very difficult to charge our devices . ',false
6014,'Good . ',false
6015,'Bed was comfy , room needed a little maintenance ( leaky sink , power outlet did nt work ) ',false
6088,'The staff was very polite , kind and accommodating . ',false
6089,'I would stay there again but it needs to be clean . ',false
6090,'The hotel overall needs to have the rooms updated and the outsides of the windows cleaned . ',false
6091,'There is no point having a city view if the window is too dirty to see outside . ',false
6092,'Also in the rooms the vents were filled with black dust / dustballs . ',false
6093,'Deep cleaning must be done in the room . ',false
6094,'Also the number of toiletries must reasonably reflect the number of guests in the room . ',false
6095,'Two of us and one set of toiletries . ',false
6181,'Very Good . ',false
6182,'Close to Metro and old city . ',false
6183,'Area was a little dodgy ',false
6243,'Very good time . ',false
6244,'The bed was super comfortable and location can?ft be beat ! ',false
6245,'Leaking shower head , mold on ceiling in shower . ',false
6246,'Asked four times for coffee and ice bucket finally gave up . ',false
6247,'With that being said only because of location I would stay again . ',false
6323,'Very good time . ',false
6324,'The bed was super comfortable and location can?ft be beat ! ',false
6325,'Leaking shower head , mold on ceiling in shower . ',false
6326,'Asked four times for coffee and ice bucket finally gave up . ',false
6327,'With that being said only because of location I would stay again . ',false
6389,'a fairly good hotel , nice location but the room should be more equiped . ',false
6390,'the location . ',false
6391,'no micro-wave ',false
6437,'Pleasant . ',false
6438,'Camera e vista ( business ) . ',false
6439,'Poco centrale ',false
6485,'Good . ',false
6486,'Location . ',false
6487,'Price ',false
6596,'Pleasant experience . ',false
6597,'Older hotel . ',false
6598,'Walking distance to shopping , restaurants . ',false
6599,'Comfy beds , good location , nice basic hotel room . ',false
6600,'One of the better prices for a downtown hotel . ',false
6601,'Older hotel , no info in the rooms for room service , pool hours etc. Had to call front desk . ',false
6602,'Shower curtain a little stinky . ',false
6603,'Water pressure a little low . ',false
6604,'Parking garage has very low ceilings and narrow driving . ',false
6605,'19.50 per night to park . ',false
6606,'Things were good overall . ',false
6607,'No complaints . ',false
6718,'Pleasant . ',false
6719,'Location ',false
6757,'Good . ',false
6758,'Nice beds and very clean rooms . ',true
6759,'Breakfast not included in the fares ',false
6812,'Pleasant . ',false
6813,'The hotel has access to a mall with grocery and food court . ',false
6814,'The hotel is outdated . ',false
6815,'You need to pay for parking ',false
6869,'Good . ',false
6870,'The hotel is older , and has its kinks , but the location is amazing , and my view was incredible . ',false
6871,'I got a room on the 30th floor , and it was completely worth it . ',false
6924,'Good . ',false
6925,'It?fs close to everything . ',false
6926,'The check - in staff could be friendlier . ',false
6927,'The bathroom needs updating - sink / tub broken in places . ',false
6995,'Good . ',false
6996,'The location is excellent , easy to access and parking just below the hotel . ',false
6997,'The beds were clean and comfortable . ',false
6998,'The staff at the front desk were pleasant to deal with . ',false
6999,'The rooms are old and the bathrooms are in need of an upgrade . ',false
7138,'Overall I don?ft mind staying in this location . ',false
7139,'It was clean and neat staff was friendly . ',false
7140,'e to subway . ',false
7141,'in walk straight down the road to old city Montr ? ',false
7142,'al / Norte Dame Basilica / . ',false
7143,'bway stops to underground mall . ',false
7144,'t outside the gay village and promenade . ',false
7145,'ts at the park across the street with a restaurant and Live music ( summertime ) . ',false
7146,'on hop off bus tour stop two blocks away . ',false
7147,'conviently located to Rue Saint Denis which has more restaurants and bars . ',false
7148,'and gym in hotel . ',false
7149,'on the corner for easy access cash . ',false
7150,'The rooms had lovely views of the city but I felt the Rooms themselves are becoming a bit dated , furniture is in ok condition air vents could be cleansed bathrooms updated it?fs like an holiday inn from the 90?fs and all the electrical outlets were loose fitting . ',false
7151,'The restaurants ambience is ok again a bit dated in design and furniture . ',false
7306,'Good . ',false
7307,'The breakfast buffet was expensive for what you got , but they let you take food to your room . ',false
7308,'The hotel room was 78 degrees and the thermostat did not work to change the temperature . ',false
7309,'It was held onto the wall with a piece of tape . ',false
7310,'The location was GREAT for where I needed to be . ',false
7311,'The staff members were nice and friendly . ',false
7437,'Good . ',false
7438,'Staff fast , hotel big . ',false
7439,'Great location . ',false
7440,'Pretty old and used . ',false
7441,'. ',false
7442,'room small - very loud vent . ',false
7443,'. ',false
7444,'et take a too close look . ',false
7445,'. ',false
7446,': meh . ',false
7447,'Windows really dirty ! ',false
7557,'We left a day early because we did nt like what we saw of canada . ',false
7558,'Cleanliness . ',false
7559,'Noisy location next to a park with loud music ',false
7654,'A moderate hotel . ',false
7655,'Bed very comfortable , room clean and quiet . ',true
7656,'Bathroom clean and functional . ',false
7657,'Room large.I would stay here again as it really was just a hotel that had seen its best days but had some character and charm . ',false
7658,'Greatest location . ',false
7659,'The desk staff were lovely . ',false
7660,'The older concierge was rude or hiding . ',false
7661,'The AC was permanently set so not cool enough . ',false
7662,'The bathroom fan was like a motorcycle engine . ',false
7663,'I think that this hotel is just old . ',false
7793,'Well located right on the Berri subway intersection . ',false
7794,'Location was very good . ',false
7795,'The hotel is connected to the subway via walking through a food court just off the lobby . ',false
7796,'There is also a very nice IGA supermarket there for last minute items and snacks . ',false
7797,'The front desk was indeifferent . ',false
7798,'The hallways were dated and worn . ',false
7799,'I had an executive room on the top floor and my room was fine but others in my group complained the rooms were run down . ',false
7891,'Was decent for price . ',false
7892,'Comfy beds . ',false
7893,'Great reception staff . ',false
7894,'Showers small and could use good clean . ',false
7895,'Parking awkward . ',false
7964,'Good . ',false
7965,'Location - very convenient . ',false
7966,'Bed was comfortable and the room had a good view . ',false
7967,'Some of the finishes / fixutres are dated and worn - but still functional . ',false
8028,'Clean room , fantastic views of Downtown , very close to downtown core . ',true
8029,'Clean room , nice view , no noise . ',true
8030,'Lack of ice , only found on 17th floor . ',false
8031,'No Ice bucket provided . ',false
8085,'Excellent location . ',false
8086,'Location . ',false
8087,'Old room , washroom is small ',false
8154,'Alright ... ',false
8155,'except for waking up sweating every morning . ',false
8156,'The ac is almost non existent . ',false
8157,'... ',false
8158,'it was hot in the room ... ',false
8159,'ca nt adjust the thermostat to make it cooler ',false
8250,'Friendly staff . ',false
8251,'Checking staff were very helpful , cheerful , friendly and truly helped us to get a true feel of the city during our short stay . ',false
8252,'?????? ',false
8253,'Cleanliness .... ',false
8254,'rooms needs to be upgraded . ',false
8255,'Washrooms were very small and definitely not upto the expected standard ',false
8360,'Okay . ',false
8361,'It was nice . ',false
8362,'Not the fault of the hotel itself , but the location is right in the bay village . ',false
8363,'There were tons of panhandlers and drug addicts right on the corner . ',false
8364,'I was a little hesitant to take my family out there . ',false
8365,'. ',false
8366,'hotel itself is a bit dated now . ',false
8367,'Time for a makeover . ',false
8481,'Overall our stay was for three nights and we enjoyed visiting Montreal . ',false
8482,'The hotel is central to everything !! ',false
8483,'20 min walk to old town and about 30 min walk to downtown ! ',false
8484,'There was an IGA downstairs with access from the hotel and a food court ! ',false
8485,'Lots of little restaurants around the hotel and entertainment outside at the park infront of the hotel in the evening . ',false
8486,'The hotel is located in the village aka pride village which is not a big deal to us but there were a lot of addicts and bums in the street asking for money non stop ! ',false
8487,'We did not feel threatened but the some of the people that were high on heroine or whatever they took made them loud and it was a little scary walking through them to get somewhere ! ',false
8635,'Needs Renovation . ',false
8636,'It?fs close to downtown and main attractions . ',false
8637,'Also the hotel doors open up to Place Dupris mall . ',false
8638,'The bed was comfortable and chairs clean and comfortable . ',true
8639,'Our second stay here in about 5 years was not as pleasant as the first . ',false
8640,'The AC was too low and could not be adjusted . ',false
8641,'The carpet was old and the staff do their best to clean it . ',false
8642,'The Dresser in the room was old and scratched in many places . ',false
8643,'The toilet did not flush well and the sink did not drain well . ',false
8644,'This hotel needs some fixing up . ',false
8645,'The parking was expensive and low ceiling . ',false
8646,'This hotel was Very expensive considering all the issues . ',false
8647,'We won?ft be staying here a third time unless we know of its renovations . ',false
8780,'Average hotel in a great location . ',false
8781,'Great location . ',false
8782,'The room smelt of damp . ',false
8783,'Small bathroom ',false
8837,'Okay . ',false
8838,'AC did nt work night 1 , on night 2,3 it barely worked and the beds kind of felt a little grimy . ',false
8839,'Unfortunately , I would not stay here again . ',false
8885,'It was average . ',false
8886,'Servise , breakfast and location . ',false
8887,'Front disc not helpful . ',false
8926,'unsatisfied . ',false
8927,'the price is tottaly not worth what we got nearly 600 $ for a basic room outdated decoration it was clean but some applieance were so used and unkept that it looked dirty the only thing worth was the emplacement for that price parking and breakfast were not included ',false
8986,'Great location . ',false
8987,'Not quite sure if it s value for money . ',false
8988,'The location was excellent . ',false
8989,'There is also a supermarket and food court on the ground floor of the hotel . ',false
8990,'The amount reflected on booking.com to be charged for basic room rates were far different when we checked outas the price had increased by at least $ 100.00 . ',false
8991,'This hotel is NOT for people on a budget . ',false
9054,'Great stay had a great time like always . ',false
9055,'The hotel is in a great location I stay there every time I visit Montreal . ',false
9093,'satisfied customer . ',false
9094,'Beds are comfortable . ',false
9095,'The hotel is very old , renovations are needed especially in the washroom . ',false
9211,'Few days in Montreal .. ',false
9212,'The bed was really comfortable . ',false
9213,'The view was great and the room was spacious .. ',false
9214,'the coffee in the room was good ( when the coffee maker actually worked ) . ',false
9215,'to . ',false
9216,'The room was really dated .. ',false
9217,'there were stains all over the bathroom ceiling ( paint job was badly needed ) .. ',false
9218,'the carpet had several stains on it .. ',false
9219,'the lamp was broken on the desk and the electrical outlet for the lamp did nt even have a cover on it ( big safety hazard for some family that has children with them .. ',false
9220,'it s obvious that there was a time that this truly was a Grand hotel .. ',false
9221,'who e Dr owns this place needs to invest some money into the place and make it grand once again .. ',false
9222,'But to end my review.for a few days it was ok.but I would nt cone there for a special occasion ... ',false
9223,'anniversary etc. ',false
9391,'I?fd stay again but I?fm taking the Train & Metro if I return to Montreal . ',false
9392,'Bed was so comfy ! ',false
9393,'Very convenient location to catch the metro . ',false
9394,'Lots of shops nearby to pick up some basics or grab a bite to eat . ',false
9395,'e was a Salsa party at the park across the street which looked like it would have been a great night had the weather cooperated . ',false
9396,'I did not like having to pay for parking each day . ',false
9397,'When I tried to leave I was delayed another 30 minutes due to technical issues with my validated ticket . ',false
9398,'restaurant breakfast seems like a waste . ',false
9399,'Too expensive for a morning buffet . ',false
9500,'Good . ',false
9501,'Good breakfast , comfortable bed , good sized rooms . ',false
9502,'Underground parking stalls are barely high enough to park a standard SUV . ',false
9503,'I was nt able to open the trunk . ',false
9585,'Good . ',false
