@relation Preis-Leistungs-Verhltnis-positive

@attribute id numeric
@attribute text string
@attribute aspecttype {true, false}

@data
3576,'The staff helped us book our train rides , loaned us a wine opener , and never said  no  to a request . ',false
3577,'The rooms need upgrading . ',false
3683,'Satisfied ! ',false
3684,'Hotel location was great ! ',false
3685,'Easy subway access . ',false
3686,'Close to bars and restaurants , and beds were comfortable . ',false
3687,'Staff is bilingual , and were able to give information for getting around the city . ',false
3688,'Our room was beside the elevators and we could hear them going up and down quite loudly . ',false
3689,'Wasn?ft the best noise to wake up to in the morning . ',false
3780,'Pleasant . ',false
3781,'After we complained for our Roos they gave us better rooms . ',false
3782,'When I complained they sent the maintenance men to my room and check my room to tell me I am wrong and the room is fine . ',false
3783,'I was about leaving then they change my room and had better one . ',false
3844,'Okay . ',false
3845,'indoor access to IGA and Metro is definitely an asset . ',false
3846,'the bathroom fixtures and look are both old and outdated . ',false
3847,'There is not enough electric outlet for personal devices . ',false
3928,'Stay was good , a convenient location , comfortable and spacious room . ',false
3929,'Location to Old Town good . ',false
3930,'Park across the way was pleasant and we enjoyed the music . ',false
3931,'It was convenient having an IGA attached to the hotel . ',false
3932,'Desk Staff and Concierge We felt that these positions were understaffed . ',false
3933,'Had to ask for coffee at the desk twice as none was left the first day and only one the second day . ',false
3934,'Did nt care for the area behind the hotel going away from the park , people seemed disrespectful of public property and the area did not feel particularly safe in the evening . ',false
3935,'It was the weekend of the Marathon and no one at the hotel was able to tell us what to expect the morning of the Marathon which was when we were leaving ',false
4036,'Disgusted on our 1 st night because of defective air con . ',false
4037,'Kudos to daytime receptionists , for transferring us to another room on the 2nd night , we have no air - con on our 1 st night , no available room to transfer as claimed by the not so friendly night staff . ',false
4038,'Not so friendly night receptionist .. ',false
4039,'and give us a room with defective air - con . ',false
4100,'Good location nice look but old from interior it needs renovation . ',false
4101,'Good place in Montreal with nice look to the city . ',false
4102,'everything is old furniture bathroom style of carpet AC windows as if it belongs to 1990 . ',false
4103,'Room design furniture bathroom AC ',false
4174,'I will come again . ',false
4175,'Great Location !!! ',false
4176,'ndly hotel staff . ',false
4177,'A 4 star hotel is expected to have a safe box at the room , all rooms ! ',false
4178,'glasses / cups are single use plastic or paper . ',false
4179,'lectric charging at the room desk . ',false
4255,'Good . ',false
4256,'I was injured , twice , by hidden obstacles protruding from the bed frame . ',false
4257,'Management was not willing to adequately address . ',false
4313,'Okay . ',false
4314,'Location and access to subway was great . ',false
4315,'Bathrooms were in need of immediate upgrade . ',false
4316,'You can smell the mould . ',false
4317,'Rooms good size but some new wallpaper would be great . ',false
4393,'Okay . ',false
4394,'Great location . ',false
4395,'Comfortable bed . ',false
4396,'Outdated . ',false
4397,'Big lines at elevators . ',false
4483,'after our experience at the check in counter it was great !!!! ',false
4484,'bed was very comfortable ... ',false
4485,'and the woman attending to our room was a lovely lady . ',false
4486,'our front desk lady was less then pleasant ... ',false
4487,'she was very abrasive with us when we asked her to explain herself alittle better to us ...... ',false
4488,'it was made very clear to us that she was annoyed with us !!! ',false
4489,'she really did make us feel stupid ',false
4590,'Pleasant . ',false
4591,'The location was excellent . ',false
4592,'room was clean . ',false
4593,'I was surprised that the AC was very noisy . ',false
4594,'ose it and try to open the fresh air , i found spider network outside the window . ',false
4595,'ve all comments to them at check out hoping fixation in next time . ',false
4676,'Okay . ',false
4677,'good location , friendly staff . ',false
4678,'4 star hotel with plastic glasses and paper cups . ',false
4679,'hotel needs a major renovation ( very dated ) ',false
4735,'After reading some negative reviews , I must admit our experience was quite ok . ',false
4736,'Location ; indoor garage ; clean room . ',false
4737,'The pool could be open a bit longer but still , it s nice to have one . ',false
4783,'I got bitten by bed bugs the whole night and now I had to throw away all my clothes . ',false
4784,'Loved the quick service . ',false
4785,'The bed bugs ',false
4846,'Location is key . ',false
4847,'Great location , parking garage and easy walk to a number of restaurants , shops and things to see and do . ',false
4848,'Booked a king room and given room with two queen beds which was right next to incredibly noisy elevators . ',false
4849,'Slept poorly and the queen room was less on Booking.com website so may have overpaid . ',false
4850,'Lacking washcloths and room not cleaned as well 1 st night of stay as it was the 2nd night . ',false
4851,'Parking not validated on check in but this was addressed at check out ',false
4942,'Location is key . ',false
4943,'Great location , parking garage and easy walk to a number of restaurants , shops and things to see and do . ',false
4944,'Booked a king room and given room with two queen beds which was right next to incredibly noisy elevators . ',false
4945,'Slept poorly and the queen room was less on Booking.com website so may have overpaid . ',false
4946,'Lacking washcloths and room not cleaned as well 1 st night of stay as it was the 2nd night . ',false
4947,'Parking not validated on check in but this was addressed at check out ',false
5048,'Blah hotel experience . ',false
5049,'It was ok . ',false
5050,'Room and staff were ok . ',false
5051,'Nothing special . ',false
5052,'Rooms and hotel is dated . ',false
5053,'Air conditioning doesn?ft work in rooms . ',false
5054,'They were very warm . ',false
5055,'Staff is not friendly at all . ',false
5156,'Okay . ',false
5157,'Our room was lovely . ',false
5158,'The neighborhood was a bit sketchy . ',false
5159,'The bathroom was a bit small . ',false
5240,'A perfect location to enjoy Montreal , if you do nt mind a hotel way beyond its remodeling date . ',false
5241,'Location ; Adjacent underground car parking ; Next to the Metro ; . ',false
5242,'The hotel is showing its age . ',false
5243,'Everything needs to be upgraded . ',false
5244,'Difficult for staff to keep clean under the circumstances . ',false
5245,'Bathrooms particularly looking old and seedy - caulking mouldy . ',false
5246,'However , the price is less than half tht of the modern hotels in downtown Montreal , so it is still good value for money . ',true
5247,'Just do nt look too deeply . ',false
5343,'Central Montreal . ',false
5344,'Location . ',false
5345,'No fridge ',false
5406,'Room is very clean , excellent cleaning servicrd . ',false
5407,'Room is very clean . ',false
5408,'Drawer still has Bible inside , I like this tradition hotel . ',false
5409,'When I registered the room , it calculated $ 99 for each day on confirmation . ',false
5410,'However , when I check out , it charged me $ 10 more started at 2nd day . ',false
5411,'Too bad , no freezer and tea bag in the room . ',false
5482,'Good . ',false
5483,'The electrical outlets in the room were very loose and the plug ins for chargers kept falling out . ',false
5529,'Affordable average hotel in central location . ',true
5530,'Liked the central location , the view , the price . ',true
5531,'A lot of homeless people in the area and drug use , the pool only being open 6-10 , rooms could use updating , more plug ins near the bed would be nice , some plug ins didn?ft work . ',false
5532,'Your website also isn?ft updated - our room had a fridge but that wasn?ft expected so it would have been nice to know and the shower was nicer then what the picture showed and that might attract more people . ',false
5533,'The man that ushered people into the elevators when it was busy was extremely rude and pushy ',false
5599,'Well located and comfortable . ',false
5600,'Good beds , great AC and quiet . ',false
5601,'Bathroom could do with some renovation ',false
5647,'Okay . ',false
5648,'Next to Metro Dtation . ',false
5649,'The neighborhood , hotel is very outdated ',false
5700,'Pleasant . ',false
5701,'Comfortable bed and great views over the city . ',false
5702,'Very outdated room with several damages . ',false
5703,'The aircon fan made a high pitch noise all night long ',false
5769,'This was once a fine hotel but there seems to be no refurbishment of aging furniture . ',false
5770,'Front desk staff were friendly and helpful . ',false
5771,'The room was far too hot . ',false
5772,'The furniture was all banged up . ',false
5773,'The wallpaper was peeling in the bathroom . ',false
5834,'Good . ',false
5835,'Location ',false
5866,'Very Good . ',false
5867,'I asked to have things fixed and the order was never done ',false
5923,'Convenient , clean but rooms in need of an upgrade . ',false
5924,'Good linens . ',false
5925,'Walking distance to everything . ',false
5926,'Would return . ',false
5927,'The hotel rooms need some upgrades . ',false
5928,'The fixtures in the bathrooms were old and tarnished and there were cracks in the counter . ',false
5929,'Half the outlets in the room didn?ft work , which made it very difficult to charge our devices . ',false
6010,'Good . ',false
6011,'Bed was comfy , room needed a little maintenance ( leaky sink , power outlet did nt work ) ',false
6072,'The staff was very polite , kind and accommodating . ',false
6073,'I would stay there again but it needs to be clean . ',false
6074,'The hotel overall needs to have the rooms updated and the outsides of the windows cleaned . ',false
6075,'There is no point having a city view if the window is too dirty to see outside . ',false
6076,'Also in the rooms the vents were filled with black dust / dustballs . ',false
6077,'Deep cleaning must be done in the room . ',false
6078,'Also the number of toiletries must reasonably reflect the number of guests in the room . ',false
6079,'Two of us and one set of toiletries . ',false
6175,'Very Good . ',false
6176,'Close to Metro and old city . ',false
6177,'Area was a little dodgy ',false
6233,'Very good time . ',false
6234,'The bed was super comfortable and location can?ft be beat ! ',false
6235,'Leaking shower head , mold on ceiling in shower . ',false
6236,'Asked four times for coffee and ice bucket finally gave up . ',false
6237,'With that being said only because of location I would stay again . ',false
6313,'Very good time . ',false
6314,'The bed was super comfortable and location can?ft be beat ! ',false
6315,'Leaking shower head , mold on ceiling in shower . ',false
6316,'Asked four times for coffee and ice bucket finally gave up . ',false
6317,'With that being said only because of location I would stay again . ',false
6383,'a fairly good hotel , nice location but the room should be more equiped . ',false
6384,'the location . ',false
6385,'no micro-wave ',false
6431,'Pleasant . ',false
6432,'Camera e vista ( business ) . ',false
6433,'Poco centrale ',false
6479,'Good . ',false
6480,'Location . ',false
6481,'Price ',false
6572,'Pleasant experience . ',false
6573,'Older hotel . ',false
6574,'Walking distance to shopping , restaurants . ',false
6575,'Comfy beds , good location , nice basic hotel room . ',false
6576,'One of the better prices for a downtown hotel . ',true
6577,'Older hotel , no info in the rooms for room service , pool hours etc. Had to call front desk . ',false
6578,'Shower curtain a little stinky . ',false
6579,'Water pressure a little low . ',false
6580,'Parking garage has very low ceilings and narrow driving . ',false
6581,'19.50 per night to park . ',false
6582,'Things were good overall . ',false
6583,'No complaints . ',false
6714,'Pleasant . ',false
6715,'Location ',false
6751,'Good . ',false
6752,'Nice beds and very clean rooms . ',false
6753,'Breakfast not included in the fares ',false
6804,'Pleasant . ',false
6805,'The hotel has access to a mall with grocery and food court . ',false
6806,'The hotel is outdated . ',false
6807,'You need to pay for parking ',false
6863,'Good . ',false
6864,'The hotel is older , and has its kinks , but the location is amazing , and my view was incredible . ',false
6865,'I got a room on the 30th floor , and it was completely worth it . ',true
6916,'Good . ',false
6917,'It?fs close to everything . ',false
6918,'The check - in staff could be friendlier . ',false
6919,'The bathroom needs updating - sink / tub broken in places . ',false
6985,'Good . ',false
6986,'The location is excellent , easy to access and parking just below the hotel . ',false
6987,'The beds were clean and comfortable . ',false
6988,'The staff at the front desk were pleasant to deal with . ',false
6989,'The rooms are old and the bathrooms are in need of an upgrade . ',false
7110,'Overall I don?ft mind staying in this location . ',false
7111,'It was clean and neat staff was friendly . ',false
7112,'e to subway . ',false
7113,'in walk straight down the road to old city Montr ? ',false
7114,'al / Norte Dame Basilica / . ',false
7115,'bway stops to underground mall . ',false
7116,'t outside the gay village and promenade . ',false
7117,'ts at the park across the street with a restaurant and Live music ( summertime ) . ',false
7118,'on hop off bus tour stop two blocks away . ',false
7119,'conviently located to Rue Saint Denis which has more restaurants and bars . ',false
7120,'and gym in hotel . ',false
7121,'on the corner for easy access cash . ',false
7122,'The rooms had lovely views of the city but I felt the Rooms themselves are becoming a bit dated , furniture is in ok condition air vents could be cleansed bathrooms updated it?fs like an holiday inn from the 90?fs and all the electrical outlets were loose fitting . ',false
7123,'The restaurants ambience is ok again a bit dated in design and furniture . ',false
7294,'Good . ',false
7295,'The breakfast buffet was expensive for what you got , but they let you take food to your room . ',true
7296,'The hotel room was 78 degrees and the thermostat did not work to change the temperature . ',false
7297,'It was held onto the wall with a piece of tape . ',false
7298,'The location was GREAT for where I needed to be . ',false
7299,'The staff members were nice and friendly . ',false
7415,'Good . ',false
7416,'Staff fast , hotel big . ',false
7417,'Great location . ',false
7418,'Pretty old and used . ',false
7419,'. ',false
7420,'room small - very loud vent . ',false
7421,'. ',false
7422,'et take a too close look . ',false
7423,'. ',false
7424,': meh . ',false
7425,'Windows really dirty ! ',false
7551,'We left a day early because we did nt like what we saw of canada . ',false
7552,'Cleanliness . ',false
7553,'Noisy location next to a park with loud music ',false
7634,'A moderate hotel . ',false
7635,'Bed very comfortable , room clean and quiet . ',false
7636,'Bathroom clean and functional . ',false
7637,'Room large.I would stay here again as it really was just a hotel that had seen its best days but had some character and charm . ',false
7638,'Greatest location . ',false
7639,'The desk staff were lovely . ',false
7640,'The older concierge was rude or hiding . ',false
7641,'The AC was permanently set so not cool enough . ',false
7642,'The bathroom fan was like a motorcycle engine . ',false
7643,'I think that this hotel is just old . ',false
7779,'Well located right on the Berri subway intersection . ',false
7780,'Location was very good . ',false
7781,'The hotel is connected to the subway via walking through a food court just off the lobby . ',false
7782,'There is also a very nice IGA supermarket there for last minute items and snacks . ',false
7783,'The front desk was indeifferent . ',false
7784,'The hallways were dated and worn . ',false
7785,'I had an executive room on the top floor and my room was fine but others in my group complained the rooms were run down . ',false
7881,'Was decent for price . ',true
7882,'Comfy beds . ',false
7883,'Great reception staff . ',false
7884,'Showers small and could use good clean . ',false
7885,'Parking awkward . ',false
7956,'Good . ',false
7957,'Location - very convenient . ',false
7958,'Bed was comfortable and the room had a good view . ',false
7959,'Some of the finishes / fixutres are dated and worn - but still functional . ',false
8020,'Clean room , fantastic views of Downtown , very close to downtown core . ',false
8021,'Clean room , nice view , no noise . ',false
8022,'Lack of ice , only found on 17th floor . ',false
8023,'No Ice bucket provided . ',false
8079,'Excellent location . ',false
8080,'Location . ',false
8081,'Old room , washroom is small ',false
8142,'Alright ... ',false
8143,'except for waking up sweating every morning . ',false
8144,'The ac is almost non existent . ',false
8145,'... ',false
8146,'it was hot in the room ... ',false
8147,'ca nt adjust the thermostat to make it cooler ',false
8238,'Friendly staff . ',false
8239,'Checking staff were very helpful , cheerful , friendly and truly helped us to get a true feel of the city during our short stay . ',false
8240,'?????? ',false
8241,'Cleanliness .... ',false
8242,'rooms needs to be upgraded . ',false
8243,'Washrooms were very small and definitely not upto the expected standard ',false
8344,'Okay . ',false
8345,'It was nice . ',false
8346,'Not the fault of the hotel itself , but the location is right in the bay village . ',false
8347,'There were tons of panhandlers and drug addicts right on the corner . ',false
8348,'I was a little hesitant to take my family out there . ',false
8349,'. ',false
8350,'hotel itself is a bit dated now . ',false
8351,'Time for a makeover . ',false
8467,'Overall our stay was for three nights and we enjoyed visiting Montreal . ',false
8468,'The hotel is central to everything !! ',false
8469,'20 min walk to old town and about 30 min walk to downtown ! ',false
8470,'There was an IGA downstairs with access from the hotel and a food court ! ',false
8471,'Lots of little restaurants around the hotel and entertainment outside at the park infront of the hotel in the evening . ',false
8472,'The hotel is located in the village aka pride village which is not a big deal to us but there were a lot of addicts and bums in the street asking for money non stop ! ',false
8473,'We did not feel threatened but the some of the people that were high on heroine or whatever they took made them loud and it was a little scary walking through them to get somewhere ! ',false
8609,'Needs Renovation . ',false
8610,'It?fs close to downtown and main attractions . ',false
8611,'Also the hotel doors open up to Place Dupris mall . ',false
8612,'The bed was comfortable and chairs clean and comfortable . ',false
8613,'Our second stay here in about 5 years was not as pleasant as the first . ',false
8614,'The AC was too low and could not be adjusted . ',false
8615,'The carpet was old and the staff do their best to clean it . ',false
8616,'The Dresser in the room was old and scratched in many places . ',false
8617,'The toilet did not flush well and the sink did not drain well . ',false
8618,'This hotel needs some fixing up . ',false
8619,'The parking was expensive and low ceiling . ',false
8620,'This hotel was Very expensive considering all the issues . ',false
8621,'We won?ft be staying here a third time unless we know of its renovations . ',false
8772,'Average hotel in a great location . ',false
8773,'Great location . ',false
8774,'The room smelt of damp . ',false
8775,'Small bathroom ',false
8831,'Okay . ',false
8832,'AC did nt work night 1 , on night 2,3 it barely worked and the beds kind of felt a little grimy . ',false
8833,'Unfortunately , I would not stay here again . ',false
8879,'It was average . ',false
8880,'Servise , breakfast and location . ',false
8881,'Front disc not helpful . ',false
8922,'unsatisfied . ',false
8923,'the price is tottaly not worth what we got nearly 600 $ for a basic room outdated decoration it was clean but some applieance were so used and unkept that it looked dirty the only thing worth was the emplacement for that price parking and breakfast were not included ',false
8974,'Great location . ',false
8975,'Not quite sure if it s value for money . ',false
8976,'The location was excellent . ',false
8977,'There is also a supermarket and food court on the ground floor of the hotel . ',false
8978,'The amount reflected on booking.com to be charged for basic room rates were far different when we checked outas the price had increased by at least $ 100.00 . ',false
8979,'This hotel is NOT for people on a budget . ',false
9050,'Great stay had a great time like always . ',false
9051,'The hotel is in a great location I stay there every time I visit Montreal . ',false
9087,'satisfied customer . ',false
9088,'Beds are comfortable . ',false
9089,'The hotel is very old , renovations are needed especially in the washroom . ',false
9185,'Few days in Montreal .. ',false
9186,'The bed was really comfortable . ',false
9187,'The view was great and the room was spacious .. ',false
9188,'the coffee in the room was good ( when the coffee maker actually worked ) . ',false
9189,'to . ',false
9190,'The room was really dated .. ',false
9191,'there were stains all over the bathroom ceiling ( paint job was badly needed ) .. ',false
9192,'the carpet had several stains on it .. ',false
9193,'the lamp was broken on the desk and the electrical outlet for the lamp did nt even have a cover on it ( big safety hazard for some family that has children with them .. ',false
9194,'it s obvious that there was a time that this truly was a Grand hotel .. ',false
9195,'who e Dr owns this place needs to invest some money into the place and make it grand once again .. ',false
9196,'But to end my review.for a few days it was ok.but I would nt cone there for a special occasion ... ',false
9197,'anniversary etc. ',false
9373,'I?fd stay again but I?fm taking the Train & Metro if I return to Montreal . ',false
9374,'Bed was so comfy ! ',false
9375,'Very convenient location to catch the metro . ',false
9376,'Lots of shops nearby to pick up some basics or grab a bite to eat . ',false
9377,'e was a Salsa party at the park across the street which looked like it would have been a great night had the weather cooperated . ',false
9378,'I did not like having to pay for parking each day . ',false
9379,'When I tried to leave I was delayed another 30 minutes due to technical issues with my validated ticket . ',false
9380,'restaurant breakfast seems like a waste . ',false
9381,'Too expensive for a morning buffet . ',false
9492,'Good . ',false
9493,'Good breakfast , comfortable bed , good sized rooms . ',false
9494,'Underground parking stalls are barely high enough to park a standard SUV . ',false
9495,'I was nt able to open the trunk . ',false
