@relation review

@attribute id numeric
@attribute title_lemma string
@attribute positive_part_lemma string
@attribute negative_part_lemma string
@attribute aspects_in_positive string
@attribute aspects_in_negative string
@attribute sentiment_avg_in_tit numeric
@attribute sentiment_avg_in_pos numeric
@attribute sentiment_avg_in_neg numeric
@attribute sentiment_max_in_pos numeric
@attribute sentiment_max_in_neg numeric
@attribute sentiment_min_in_pos numeric
@attribute sentiment_min_in_neg numeric
@attribute relation_of_type numeric
@attribute score numeric

@data
61,'read negative review , i must admit experience quite ok . ','location ; indoor garage ; clean room . ','pool could open bit long still , s nice #crd# . ','','',-0.030434782608695653,0,0,0,0,0,0,0.5285714285714286,7.9
62,'i get bite bed bug whole night i throw away clothes ','love quick service ','bed bug ','','',-0.04597701149425287,0,0,0,0,0,0,1.8461538461538463,8.3
63,'location key ','great location , parking garage easy walk number restaurant , shop thing see ','book king room give room #crd# queen bed right next incredibly noisy elevator . slept poorly queen room less #url# website may overpay . lack washcloth room clean well 0 st night stay #ord# night . parking validate check address check ','','',0.0,0,0,0,0,0,0,0.29745042492917845,6.7
64,'location key ','great location , parking garage easy walk number restaurant , shop thing see ','book king room give room #crd# queen bed right next incredibly noisy elevator . slept poorly queen room less #url# website may overpay . lack washcloth room clean well 0 st night stay #ord# night . parking validate check address check ','','',0.0,0,0,0,0,0,0,0.29745042492917845,6.7
65,'blah hotel experience . ','ok . room staff ok . nothing special . ','room hotel date . air conditioning work room . warm . staff friendly . ','','',-0.04615384615384615,0,0,0,0,0,0,0.4406779661016949,6.7
66,'okay ','room lovely ','neighborhood bit sketchy . bathroom bit small . ','','',0.0,0,0,0,0,0,0,0.3181818181818182,5.8
67,'perfect location enjoy montreal , mind hotel way beyond remodeling date . ','location ; adjacent underground car parking ; next metro ; ','hotel show age . everything need upgrade . difficult staff keep clean circumstance . bathroom particularly look old seedy - caulk mouldy . however , price less half tht modern hotel downtown montreal , still good value money . look deeply . ','','',0.08196721311475409,0,0,0,0,0,0,0.1880597014925373,7.5
68,'central montreal ','location ','fridge ','','',0.0,0,0,0,0,0,0,0.9,6.7
69,'room clean , excellent cleaning servicrd ','room clean . drawer still bible inside , i like tradition hotel ','. i register room , calculate $ 0 day confirmation . however , i check , charge $ 0 start #ord# day . bad , freezer tea bag room . ','','',0.24,0,0,0,0,0,0,0.41361256544502617,8.3
70,'good ','electrical outlet room loose plug charger keep fall ','','','',0.65,0,0,0,0,0,0,0.0,7.5
71,'affordable average hotel central location ','like central location , view , price ','. lot homeless people area drug use , pool open 0 , room could use update , plug near bed would nice , plug work . website also update - room fridge expect would nice know shower nice picture show might attract people . man usher people elevator busy extremely rude pushy ','','',0.05263157894736842,0,0,0,0,0,0,0.10020876826722339,7.5
72,'well locate comfortable ','good bed , great ac quiet ','bathroom could renovation ','','',0.1846153846153846,0,0,0,0,0,0,0.7692307692307693,7.9
73,'okay ','next metro dtation ','neighborhood , hotel outdated ','','',0.0,0,0,0,0,0,0,0.5365853658536586,5.8
74,'pleasant ','comfortable bed great view city ','. outdated room several damage . aircon fan make high pitch noise night long ','','',0.65,0,0,0,0,0,0,0.4842105263157895,6.2
75,'fine hotel seem refurbishment age furniture . ','front desk staff friendly helpful ','room far hot . furniture bang . wallpaper peel bathroom . ','','',0.030769230769230767,0,0,0,0,0,0,0.4215686274509804,7.1
76,'good ','location ','','','',0.65,0,0,0,0,0,0,0.0,7.9
77,'good ','i ask thing fix order never ','','','',0.37142857142857144,0,0,0,0,0,0,0.0,8.3
78,'convenient , clean room need upgrade . ','good linen . walk distance everything . would return . ','hotel room need upgrade . fixture bathroom old tarnished crack counter . half outlet room work , make difficult charge device . ','','',0.12941176470588237,0,0,0,0,0,0,0.26576576576576577,8.3
79,'good ','bed comfy , room need little maintenance ( leaky sink , power outlet work ','','','',0.65,0,0,0,0,0,0,0.0,7.5
80,'staff polite , kind accommodating . i would stay need clean ','hotel overall need room update outside window clean . point city view window dirty see outside . also room vent fill black dust / dustballs . deep cleaning must room . also number toiletry must reasonably reflect number guest room . #crd# us #crd# set toiletry ','','','',0.090625,0,0,0,0,0,0,0.0,6.7
81,'good ','close metro old city ','area little dodgy ','','',0.37142857142857144,0,0,0,0,0,0,1.1666666666666667,8.3
82,'good time . ','bed super comfortable location beat ! ','leak shower head , mold ceiling shower . ask #crd# time coffee ice bucket finally give . say location i would stay . ','','',0.2,0,0,0,0,0,0,0.33707865168539325,7.9
83,'good time . ','bed super comfortable location beat ! ','leak shower head , mold ceiling shower . ask #crd# time coffee ice bucket finally give . say location i would stay . ','','',0.2,0,0,0,0,0,0,0.33707865168539325,7.9
84,'fairly good hotel , nice location room equiped ','location ','micro-wave ','','',0.1441860465116279,0,0,0,0,0,0,0.9285714285714286,8.3
85,'pleasant ','camera e vista ( business ','poco centrale ','','',0.65,0,0,0,0,0,0,1.8571428571428572,6.7
86,'good ','location ','price ','','',0.65,0,0,0,0,0,0,1.5,7.9
87,'pleasant experience . old hotel . walk distance shopping , restaurant . ','comfy bed , good location , nice basic hotel room . #crd# good price downtown hotel . ','old hotel , info room room service , pool hour etc. call front desk . shower curtain little stinky . water pressure little low . parking garage low ceiling narrow driving . 0 per night park . thing good overall . complaint . ','','',0.0775,0,0,0,0,0,0,0.35144927536231885,8.3
88,'pleasant ','location ','','','',0.65,0,0,0,0,0,0,0.0,6.7
89,'good ','nice bed clean room ','breakfast include fare ','','',0.65,0,0,0,0,0,0,0.8611111111111112,8.3
90,'pleasant ','hotel access mall grocery food court ','hotel outdated . need pay parking ','','',0.65,0,0,0,0,0,0,1.1764705882352942,6.2
91,'good ','hotel old , kink , location amazing , view incredible . i get room #ord# floor , completely worth ','','','',0.65,0,0,0,0,0,0,0.0,7.9
92,'good ','close everything ','check - staff could friendly . bathroom need update - sink / tub break place . ','','',0.65,0,0,0,0,0,0,0.27835051546391754,7.1
93,'good ','location excellent , easy access park hotel . bed clean comfortable . staff front desk pleasant deal ','room old bathroom need upgrade . ','','',0.65,0,0,0,0,0,0,2.6825396825396823,7.5
94,'overall i mind stay location ','clean neat staff friendly . e subway . walk straight road old city montr ? al / norte dame basilica / . bway stop underground mall . outside gay village promenade . park across street restaurant live music ( summertime ) . hop bus tour stop #crd# block away . conviently locate rue saint denis restaurant bar . gym hotel . corner easy access cash . ','city i feel room become bit dated , furniture ok condition air vent could cleanse bathroom update like holiday inn electrical outlet loose fitting . restaurant ambience ok bit date design furniture . ','','',0.0,0,0,0,0,0,0,1.4437869822485208,7.9
95,'good ','breakfast buffet expensive get , let take food room . hotel room 0 degree thermostat work change temperature . hold onto wall piece tape . location great i need . staff member nice friendly ','','','',0.65,0,0,0,0,0,0,0.0,7.1
96,'good ','staff fast , hotel big . great location ','pretty old used . . room small - loud vent . . et take close look . . : meh . windows really dirty ! ','','',0.65,0,0,0,0,0,0,0.325,7.9
97,'leave day early nt like see canada ','cleanliness ','noisy location next park loud music ','','',0.029347826086956522,0,0,0,0,0,0,0.2608695652173913,8.3
98,'moderate hotel . ','bed comfortable , room clean quiet . bathroom clean functional . room large.i would stay really hotel see good day character charm . great location . ','desk staff lovely . old concierge rude hiding . ac permanently set cool enough . bathroom fan like motorcycle engine . i think hotel old . ','','',0.038461538461538464,0,0,0,0,0,0,1.1055276381909547,7.9
99,'well locate right berri subway intersection . ','location good . hotel connect subway via walk food court lobby . also nice iga supermarket last minute item snack ','front desk indeifferent . hallway date wear . i executive room top floor room fine group complain room run . ','','',0.07142857142857142,0,0,0,0,0,0,1.0372340425531914,6.7
100,'decent price ','comfy bed . great reception staff ','. shower small could use good clean . parking awkward . ','','',0.15384615384615385,0,0,0,0,0,0,0.5964912280701754,6.7
101,'good ','location - convenient . bed comfortable room good view ','finish / fixutres date wear - still functional . ','','',0.65,0,0,0,0,0,0,1.0684931506849316,7.9
102,'clean room , fantastic view downtown , close downtown core . ','clean room , nice view , noise . ','lack ice , find #ord# floor . ice bucket provided . ','','',0.10542635658914729,0,0,0,0,0,0,0.5238095238095238,8.3
103,'excellent location ','location ','old room , washroom small ','','',0.37142857142857144,0,0,0,0,0,0,0.32142857142857145,7.1
104,'alright .. except wake sweat every morning ','ac almost non existent . .. hot room .. adjust thermostat make cool ','','','',0.0,0,0,0,0,0,0,0.0,7.1
105,'friendly staff ','check staff helpful , cheerful , friendly truly help us get true feel city short stay . ?? ','cleanliness .. room need upgrade . washroom small definitely upto expect standard ','','',0.34285714285714286,0,0,0,0,0,0,1.1551724137931034,5.8
106,'okay ','nice ','fault hotel , location right bay village . ton panhandler drug addict right corner . i little hesitant take family . . hotel bit date . time makeover . ','','',0.0,0,0,0,0,0,0,0.04961832061068702,6.7
107,'overall stay #crd# night enjoy visit montreal ','hotel central everything !! 0 min walk old town 0 min walk downtown ! iga downstairs access hotel food court ! lot little restaurant around hotel entertainment outside park infront hotel evening ','hotel locate village aka pride village big deal us lot addict bum street ask money non stop ! feel threaten people high heroine whatever take make loud little scary walk get somewhere ! ','','',0.07837837837837838,0,0,0,0,0,0,0.8275862068965517,6.2
108,'need renovation ','close downtown main attraction . also hotel door open place dupris mall . bed comfortable chair clean comfortable ','#ord# stay 0 year pleasant #ord# . ac low could adjust . carpet old staff good clean . dresser room old scratch many place . toilet flush well sink drain well . hotel need fix . parking expensive low ceiling . hotel expensive consider issue . stay #ord# time unless know renovation . ','','',0.14285714285714285,0,0,0,0,0,0,0.30332681017612523,5.8
109,'average hotel great location ','great location ','. room smelt damp . small bathroom ','','',0.08421052631578947,0,0,0,0,0,0,0.38461538461538464,7.5
110,'okay ','ac nt work night 0 , night 0 barely work bed kind feel little grimy . unfortunately , i would stay ','','','',0.0,0,0,0,0,0,0,0.0,5.8
111,'average . ','servise , breakfast location . ','front disc helpful . ','','',0.0,0,0,0,0,0,0,1.32,6.2
112,'unsatisfied ','price tottaly worth get nearly 0 $ basic room outdated decoration clean applieance used unkept look dirty thing worth emplacement price parking breakfast include ','','','',-0.024999999999999994,0,0,0,0,0,0,0.0,5.8
113,'great location . quite sure s value money . ','location excellent . also supermarket food court ground floor hotel . ','amount reflect #url# charge basic room rate far different check outas price increase least $ 0 . hotel people budget . ','','',0.065,0,0,0,0,0,0,0.5276381909547738,6.2
114,'great stay great time like always ','hotel great location i stay every time i visit montreal ','','','',0.184,0,0,0,0,0,0,0.0,7.5
115,'satisfied customer ','bed comfortable ','hotel old , renovation need especially washroom . ','','',0.4857142857142857,0,0,0,0,0,0,0.2972972972972973,6.7
116,'day montreal .. ','bed really comfortable . view great room spacious .. coffee room good ( coffee maker actually work ) . ','room really date .. stain bathroom ceiling ( paint job badly need ) .. carpet several stain .. lamp break desk electrical outlet lamp even cover ( big safety hazard family child .. s obvious time truly grand hotel .. e dr place need invest money place make grand .. end review.for day ok.but i would cone special occasion .. anniversary etc. ','','',0.0,0,0,0,0,0,0,0.2600671140939597,8.5
117,'stay take train & metro i return montreal . ','bed comfy ! convenient location catch metro . lot shop nearby pick basics grab bite eat . e salsa party park across street look like would great night weather cooperate . ','like pay parking day . i try leave i delay another 0 minute due technical issue validated ticket . restaurant breakfast seem like waste . expensive morning buffet . ','','',0.0,0,0,0,0,0,0,1.109704641350211,8.3
118,'good ','good breakfast , comfortable bed , good sized room ','. underground parking stall barely high enough park standard suv . i nt able open trunk . ','','',0.65,0,0,0,0,0,0,0.4716981132075472,7.5
119,'good ','view property incredible !! fortunate give upgrade top floor suite window look city mount royal . room well appoint clean ','air conditioning either work could keep temp outside , ( room large window face south west ) . contact housekeeping staff front desk see something could unfortunately problem resolve get response hotel staff . find disappointing . ','','',0.65,0,0,0,0,0,0,0.5799457994579946,7.1
120,'pleasant ','llocation ','need renovation property old furniture stuff ','','',0.65,0,0,0,0,0,0,0.16393442622950818,6.7
121,'pleasant ','great location ','date amenity ','','',0.65,0,0,0,0,0,0,0.5555555555555556,6.2
122,'good area try montreal crusine , french . ','location convenient everywhere . diverse restaurant entertainment choice . ','location quite suitable family young child . ','','',0.07647058823529412,0,0,0,0,0,0,1.3174603174603174,7.5
123,'ok ','fitness room towel , cup water sanitary wipe ','','','',0.0,0,0,0,0,0,0,0.0,5.8
124,'ok ','location hotel .. hotel need big upgrade .. everything old ','. update furniture , carpet .. ','','',0.0,0,0,0,0,0,0,2.0555555555555554,6.7
125,'bad .. make sure want pay cash . ','bed comfortable ','year travel , #ord# time i tell i give credit card swipe security pay cash check . ridiculous . 0 room book band play montreal , payment available cash band fee . . ar !! food facility !! strange ','','',0.0,0,0,0,0,0,0,0.06309148264984227,6.2
126,'good ','location view room great ','. staff comfortable english little difficulty communicate staff house keeping regularly . ','','',0.65,0,0,0,0,0,0,0.2846715328467153,7.5
127,'pleasant ','ideal price ','area little rough , expect see soo many homeless ','','',0.65,0,0,0,0,0,0,0.2972972972972973,6.2
128,'good ','area close everything ','breakfast include price suddenly check ','','',0.65,0,0,0,0,0,0,0.44594594594594594,7.1
129,'location perfect ','room facility old ','room fee - match !! ','','',0.26,0,0,0,0,0,0,0.717948717948718,5.8
130,'good , enjoy lot ! ','location . ','little run ','','',0.22727272727272727,0,0,0,0,0,0,0.5263157894736842,7.1
131,'love ','wife i love trip montreal.hotel good . price ok budget ','','','',0.37142857142857144,0,0,0,0,0,0,0.0,7.9
132,'pleasant . ','great location ! location ! location ! ','','','',0.26,0,0,0,0,0,0,5.333333333333333,7.5
133,'ok ','date bathroom bedroom furniture . room #ord# floor could see skyline clearly window filthy . ability boil kettle , coffee machine work tea drinker ','','','',0.0,0,0,0,0,0,0,0.0,6.7
134,'location hotel quite good feel little uneasy neighbourhood . ','area little daunting . ','','','',0.025,0,0,0,0,0,0,0.0,7.9
135,'well - locate somewhat worn outdated furnishing ','like reviewer note , hotel furnishing quite wear . floor seem bad . location make viable option , especially summer various street festival virtually door ','','','',-0.016666666666666666,0,0,0,0,0,0,0.0,6.7
136,'okay ','good location . staff good ','room air condition ','','',0.0,0,0,0,0,0,0,1.631578947368421,5.8
137,'pleasant ','light block curtain room # 0 ','','','',0.65,0,0,0,0,0,0,0.0,6.7
138,'i love stay i wan get room i look forward awesome bathroom ','always want stay much enjoy stay ','bathroom shower drain severely clog hair shower need scrub brush comet awesome ','','',0.06875,0,0,0,0,0,0,0.5333333333333333,7.1
139,'last #crd# day bad hotel ','view room ','. poor customer service , charge account twice service , i ask agent dania rule next day manager take time come talk , #crd# explain change account . end i right . ','','',-0.04516129032258064,0,0,0,0,0,0,0.08560311284046693,5.8
140,'great ','great location ','parking lot big enough ','','',0.4,0,0,0,0,0,0,0.5925925925925926,7.9
141,'good location , shame pool !! ','hotel good location room quite plush . room #ord# floor give us good view city . ','i could believe swimming pool 0 star esablishment open weekday till 0 pm . e nothing i like well holiday go early morning swim disappoint option available . front desk seem slow check visitor hotel ','','',0.05333333333333333,0,0,0,0,0,0,0.4179566563467492,5.8
142,'good ','great location ! room big bed comfortable ','room next lift , therefore quite noisy ','','',0.37142857142857144,0,0,0,0,0,0,0.9682539682539683,8.3
143,'good stay ','great location f great ','ok ','','',0.37142857142857144,0,0,0,0,0,0,1.7222222222222223,8.3
144,'bit outdated good location . ','good location parking underground ( always plus ) . big benefit hotel attach small mall , food court grocery store . s also interior pool life guard seem . ','hotel bit outdated , counter staff friendly , efficient smile . price breakfast high ! ','','',0.11818181818181818,0,0,0,0,0,0,1.6115107913669064,6.2
145,'good ','front desk errantly provided key room thereby cause us awake new guest attempt enter room early morning blow dryer room - call front desk obtain ','','','',0.65,0,0,0,0,0,0,0.0,7.1
146,'generally good ','location ','bed quality ','','',0.2,0,0,0,0,0,0,0.75,7.5
147,'bit overpriced long weekend . ','location good . ','room bit old . move bad order find plug phone . ','','',-0.09090909090909091,0,0,0,0,0,0,0.24675324675324675,7.5
148,'good ','room fair size . husband love pillow ! good location ','pool open say would . staffing issue lifegaurds mean get use pool stay . ','','',0.65,0,0,0,0,0,0,0.5037593984962406,7.9
149,'friend i stay meany time always good experience , ','great location ','. pillow could good clean staff look like check list daily bias , different time . ','','',0.08372093023255814,0,0,0,0,0,0,0.09259259259259259,7.1
150,'pleasant luxurious . ','great location , friendly staff , comfortable bed . ','pool limited hour open 0 pm ! ) late opening . room bit worn -- break vent cover example -- ac hard operate . ','','',0.2875,0,0,0,0,0,0,0.3310810810810811,7.9
151,'okay ','great location lively square ','. hotel day , old , outdated . need renovation . ','','',0.0,0,0,0,0,0,0,0.5573770491803278,5.8
152,'pleasant ','location nice staff ','facility poor carpet dirty ','','',0.65,0,0,0,0,0,0,0.7058823529411765,6.2
