@relation Sauberkeit-negative

@attribute id numeric
@attribute pos string
@attribute lemma string
@attribute surfaceform string
@attribute hasUppercase numeric
@attribute dependency string
@attribute neighbortokens string
@attribute aspecttype {true, false}

@data
1893,'VBZ','be','is',1,'cop','mall , which a huge bonus ',false
1894,'DT','a','a',1,'det',', which is huge bonus , ',false
1895,'JJ','huge','huge',1,'amod','which is a bonus , but ',false
1896,'NN','bonus','bonus',1,'rcmod','is a huge , but - ',false
1897,',',',',',',0,'punct','a huge bonus but - it ',false
1898,'CC','but','but',1,'cc','huge bonus , - it also ',false
1899,',','-','-',0,'punct','bonus , but it also seems ',false
1900,'PRP','it','it',1,'nsubj',', but - also seems to ',false
1901,'RB','also','also',1,'advmod','but - it seems to be ',false
1902,'VBZ','seem','seems',1,'conj','- it also to be a ',false
1903,'TO','to','to',1,'aux','it also seems be a converging ',false
1904,'VB','be','be',1,'cop','also seems to a converging space ',false
1905,'DT','a','a',1,'det','seems to be converging space for ',false
1906,'JJ','converging','converging',1,'amod','to be a space for the ',false
1907,'NN','space','space',1,'xcomp','be a converging for the homeless ',false
1908,'IN','for','for',1,'prep','a converging space the homeless , ',false
1909,'DT','the','the',1,'det','converging space for homeless , who ',false
1910,'JJ','homeless','homeless',1,'pobj','space for the , who have ',false
1911,',',',',',',0,'punct','for the homeless who have mental ',false
1912,'WP','who','who',1,'nsubj','the homeless , have mental health ',false
1913,'VBP','have','have',1,'rcmod','homeless , who mental health issues ',false
1914,'JJ','mental','mental',1,'amod',', who have health issues and ',false
1915,'NN','health','health',1,'nn','who have mental issues and addiction ',false
1916,'NNS','issue','issues',1,'dobj','have mental health and addiction issues ',false
1917,'CC','and','and',1,'cc','mental health issues addiction issues . ',false
1918,'NN','addiction','addiction',1,'nn','health issues and issues . ',false
1919,'NNS','issue','issues',1,'conj','issues and addiction . ',false
1920,'.','.','.',0,'punct','and addiction issues ',false
1921,'VBZ','make','Makes',1,'ROOT','them very in-predictable ',false
1922,'PRP','them','them',1,'nsubj','Makes very in-predictable and ',false
1923,'RB','very','very',1,'advmod','Makes them in-predictable and I ',false
1924,'JJ','in-predictable','in-predictable',1,'xcomp','Makes them very and I would ',false
1925,'CC','and','and',1,'cc','them very in-predictable I would not ',false
1926,'PRP','i','I',1,'nsubjpass','very in-predictable and would not have ',false
1927,'MD','would','would',1,'aux','in-predictable and I not have wanted ',false
1928,'RB','not','not',1,'neg','and I would have wanted to ',false
1929,'VB','have','have',1,'aux','I would not wanted to run ',false
1930,'VBN','want','wanted',1,'conj','would not have to run into ',false
1931,'TO','to','to',1,'aux','not have wanted run into one ',false
1932,'VB','run','run',1,'xcomp','have wanted to into one of ',false
1933,'IN','into','into',1,'prep','wanted to run one of them ',false
1934,'CD','#crd#','one',1,'pobj','to run into of them with ',false
1935,'IN','of','of',1,'prep','run into one them with small ',false
1936,'PRP','them','them',1,'pobj','into one of with small kids ',false
1937,'IN','with','with',1,'prep','one of them small kids in ',false
1938,'JJ','small','small',1,'amod','of them with kids in tow ',false
1939,'NNS','kid','kids',1,'pobj','them with small in tow . ',false
1940,'IN','in','in',1,'prep','with small kids tow . ',false
1941,'NN','tow','tow',1,'pobj','small kids in . ',false
1942,'.','.','.',0,'punct','kids in tow ',false
1943,'VBD','see','Saw',1,'ROOT','a few having ',false
1944,'DT','a','a',1,'det','Saw few having episodes ',false
1945,'JJ','few','few',1,'amod','Saw a having episodes the ',false
1946,'VBG','have','having',1,'amod','Saw a few episodes the next ',false
1947,'NNS','episode','episodes',1,'nsubj','a few having the next morning ',false
1948,'DT','the','the',1,'det','few having episodes next morning . ',false
1949,'JJ','next','next',1,'amod','having episodes the morning . ',false
1950,'NN','morning','morning',1,'ccomp','episodes the next . ',false
1951,'.','.','.',0,'punct','the next morning ',false
2102,'NN','fine','Fine',1,'ROOT','. ',false
2103,'.','.','.',0,'punct','Fine ',false
2104,'NNP','gym','Gym',1,'nsubj','had no equipment ',false
2105,'VBD','have','had',1,'ROOT','Gym no equipment Needs ',false
2106,'DT','no','no',1,'det','Gym had equipment Needs to ',false
2107,'NN','equipment','equipment',1,'nn','Gym had no Needs to be ',false
2108,'NNS','need','Needs',1,'nsubjpass','had no equipment to be upgraded ',false
2109,'TO','to','to',1,'aux','no equipment Needs be upgraded ',false
2110,'VB','be','be',1,'auxpass','equipment Needs to upgraded ',false
2111,'VBN','upgrade','upgraded',1,'ccomp','Needs to be ',false
2292,'VBN','enjoy','Enjoyed',1,'ROOT','our stay . ',false
2293,'PRP$','our','our',1,'poss','Enjoyed stay . ',false
2294,'NN','stay','stay',1,'dobj','Enjoyed our . ',false
2295,'.','.','.',0,'punct','Enjoyed our stay ',false
2296,'JJ','comfortable','Comfortable',1,'amod','and Foot rest ',false
2297,'CC','and','and',1,'cc','Comfortable Foot rest . ',false
2298,'JJ','foot','Foot',1,'conj','Comfortable and rest . ',false
2299,'NN','rest','rest',1,'ROOT','Comfortable and Foot . ',false
2300,'.','.','.',0,'punct','and Foot rest ',false
2301,'RB','next','Next',1,'dep','to elevators ',false
2302,'IN','to','to',1,'ROOT','Next elevators ',false
2303,'NNS','elevator','elevators',1,'pobj','Next to ',false
5094,'VBD','be','Was',1,'cop','more economical than ',false
5095,'RBR','more','more',1,'advmod','Was economical than other ',false
5096,'JJ','economical','economical',1,'ROOT','Was more than other properties ',false
5097,'IN','than','than',1,'prep','Was more economical other properties I ',false
5098,'JJ','other','other',1,'amod','more economical than properties I searched ',false
5099,'NNS','property','properties',1,'pobj','economical than other I searched in ',false
5100,'PRP','i','I',1,'nsubj','than other properties searched in the ',false
5101,'VBD','search','searched',1,'rcmod','other properties I in the area ',false
5102,'IN','in','in',1,'prep','properties I searched the area but ',false
5103,'DT','the','the',1,'det','I searched in area but there ',false
5104,'NN','area','area',1,'pobj','searched in the but there is ',false
5105,'CC','but','but',1,'cc','in the area there is room ',false
5106,'EX','there','there',1,'expl','the area but is room for ',false
5107,'VBZ','be','is',1,'conj','area but there room for improvement ',false
5108,'NN','room','room',1,'nsubj','but there is for improvement . ',false
5109,'IN','for','for',1,'prep','there is room improvement . ',false
5110,'NN','improvement','improvement',1,'pobj','is room for . ',false
5111,'.','.','.',0,'punct','room for improvement ',false
5112,'NNP','location','Location',1,'nsubj','was close to ',false
5113,'VBD','be','was',1,'cop','Location close to the ',false
5114,'JJ','close','close',1,'ROOT','Location was to the event ',false
5115,'IN','to','to',1,'prep','Location was close the event we ',false
5116,'DT','the','the',1,'det','was close to event we were ',false
5117,'NN','event','event',1,'pobj','close to the we were attending ',false
5118,'PRP','we','we',1,'nsubj','to the event were attending . ',false
5119,'VBD','be','were',1,'aux','the event we attending . ',false
5120,'VBG','attend','attending',1,'rcmod','event we were . ',false
5121,'.','.','.',0,'punct','we were attending ',false
5122,'EX','there','There',1,'expl','is a parking ',false
5123,'VBZ','be','is',1,'ROOT','There a parking structure ',false
5124,'DT','a','a',1,'det','There is parking structure attacked ',false
5125,'NN','parking','parking',1,'nn','There is a structure attacked to ',false
5126,'NN','structure','structure',1,'nsubj','is a parking attacked to the ',false
5127,'VBD','attack','attacked',1,'ccomp','a parking structure to the hotel ',false
5128,'IN','to','to',1,'prep','parking structure attacked the hotel so ',false
5129,'DT','the','the',1,'det','structure attacked to hotel so you ',false
5130,'NN','hotel','hotel',1,'pobj','attacked to the so you did ',false
5131,'IN','so','so',1,'mark','to the hotel you did not ',false
5132,'PRP','you','you',1,'nsubj','the hotel so did not need ',false
5133,'VBD','do','did',1,'aux','hotel so you not need to ',false
5134,'RB','not','not',1,'neg','so you did need to park ',false
5135,'VB','need','need',1,'advcl','you did not to park outside ',false
5136,'TO','to','to',1,'aux','did not need park outside . ',false
5137,'VB','park','park',1,'xcomp','not need to outside . ',false
5138,'RB','outside','outside',1,'advmod','need to park . ',false
5139,'.','.','.',0,'punct','to park outside ',false
5140,'PRP','you','You',1,'nsubj','can travel with ',false
5141,'MD','can','can',1,'aux','You travel with pets ',false
5142,'VB','travel','travel',1,'nsubjpass','You can with pets and ',false
5143,'IN','with','with',1,'prep','You can travel pets and our ',false
5144,'NNS','pet','pets',1,'pobj','can travel with and our request ',false
5145,'CC','and','and',1,'cc','travel with pets our request for ',false
5146,'PRP$','our','our',1,'poss','with pets and request for a ',false
5147,'NN','request','request',1,'conj','pets and our for a mini ',false
5148,'IN','for','for',1,'prep','and our request a mini fridge ',false
5149,'DT','a','a',1,'det','our request for mini fridge in ',false
5150,'JJ','mini','mini',1,'amod','request for a fridge in the ',false
5151,'NN','fridge','fridge',1,'pobj','for a mini in the room ',false
5152,'IN','in','in',1,'prep','a mini fridge the room for ',false
5153,'DT','the','the',1,'det','mini fridge in room for medication ',false
5154,'NN','room','room',1,'pobj','fridge in the for medication storage ',false
5155,'IN','for','for',1,'prep','in the room medication storage was ',false
5156,'NN','medication','medication',1,'nn','the room for storage was honoured ',false
5157,'NN','storage','storage',1,'pobj','room for medication was honoured at ',false
5158,'VBD','be','was',1,'auxpass','for medication storage honoured at no ',false
5159,'VBN','honour','honoured',1,'ROOT','medication storage was at no charge ',false
5160,'IN','at','at',1,'prep','storage was honoured no charge . ',false
5161,'DT','no','no',1,'det','was honoured at charge . ',false
5162,'NN','charge','charge',1,'pobj','honoured at no . ',false
5163,'.','.','.',0,'punct','at no charge ',false
5164,'DT','the','The',1,'det','bathroom was dated ',false
5165,'NN','bathroom','bathroom',1,'nsubjpass','The was dated , ',false
5166,'VBD','be','was',1,'auxpass','The bathroom dated , some ',false
5167,'VBN','date','dated',1,'nsubj','The bathroom was , some tiles ',false
5168,',',',',',',0,'punct','bathroom was dated some tiles were ',false
5169,'DT','some','some',1,'det','was dated , tiles were cracked ',false
5170,'NNS','tile','tiles',1,'nsubjpass','dated , some were cracked in ',false
5171,'VBD','be','were',1,'auxpass',', some tiles cracked in the ',false
5172,'VBN','crack','cracked',1,'parataxis','some tiles were in the shower ',false
5173,'IN','in','in',1,'prep','tiles were cracked the shower and ',false
5174,'DT','the','the',1,'det','were cracked in shower and much ',false
5175,'NN','shower','shower',1,'pobj','cracked in the and much of ',false
5176,'CC','and','and',1,'cc','in the shower much of the ',false
5177,'JJ','much','much',1,'conj','the shower and of the grout ',false
5178,'IN','of','of',1,'prep','shower and much the grout was ',false
5179,'DT','the','the',1,'det','and much of grout was black ',false
5180,'NN','grout','grout',1,'pobj','much of the was black . ',false
5181,'VBD','be','was',1,'cop','of the grout black . ',false
5182,'JJ','black','black',1,'ROOT','the grout was . ',false
5183,'.','.','.',0,'punct','grout was black ',false
5184,'DT','the','The',1,'det','carpet was stained ',false
5185,'NN','carpet','carpet',1,'nsubjpass','The was stained but ',false
5186,'VBD','be','was',1,'auxpass','The carpet stained but was ',false
5187,'VBN','stain','stained',1,'ROOT','The carpet was but was not ',false
5188,'CC','but','but',1,'cc','carpet was stained was not dirty ',false
5189,'VBD','be','was',1,'cop','was stained but not dirty ( ',false
5190,'RB','not','not',1,'neg','stained but was dirty ( my ',false
5191,'JJ','dirty','dirty',1,'conj','but was not ( my socks ',false
5192,'-LRB-','(','(',0,'punct','was not dirty my socks did ',false
5193,'PRP$','my','my',1,'poss','not dirty ( socks did not ',false
5194,'NNS','sock','socks',1,'nsubj','dirty ( my did not turn ',false
5195,'VBD','do','did',1,'aux','( my socks not turn get ',false
5196,'RB','not','not',1,'neg','my socks did turn get dirty ',false
5197,'VB','turn','turn',1,'parataxis','socks did not get dirty walking ',false
5198,'VB','get','get',1,'xcomp','did not turn dirty walking on ',false
5199,'JJ','dirty','dirty',1,'amod','not turn get walking on carpet ',false
5200,'NN','walking','walking',1,'dobj','turn get dirty on carpet ) ',false
5201,'IN','on','on',1,'prep','get dirty walking carpet ) . ',false
5202,'NN','carpet','carpet',1,'pobj','dirty walking on ) . ',false
5203,'-RRB-',')',')',0,'dep','walking on carpet . ',false
5204,'.','.','.',0,'punct','on carpet ) ',false
5205,'NN','parking','Parking',1,'nn','garage has low ',false
5206,'NN','garage','garage',1,'nsubj','Parking has low ceilings ',false
5207,'VBZ','have','has',1,'ROOT','Parking garage low ceilings ( ',false
5208,'JJ','low','low',1,'amod','Parking garage has ceilings ( 6 ',false
5209,'NNS','ceiling','ceilings',1,'dobj','garage has low ( 6 foot ',false
5210,'-LRB-','(','(',0,'dep','has low ceilings 6 foot max ',false
5211,'CD','0','6',0,'num','low ceilings ( foot max clearance ',false
5212,'NN','foot','foot',1,'nn','ceilings ( 6 max clearance ) ',false
5213,'NN','max','max',1,'nn','( 6 foot clearance ) so ',false
5214,'NN','clearance','clearance',1,'nsubj','6 foot max ) so larger ',false
5215,'-RRB-',')',')',0,'advmod','foot max clearance so larger vehicles ',false
5216,'RB','so','so',1,'advmod','max clearance ) larger vehicles will ',false
5217,'JJR','large','larger',1,'amod','clearance ) so vehicles will not ',false
5218,'NNS','vehicle','vehicles',1,'nsubj',') so larger will not fit ',false
5219,'MD','will','will',1,'aux','so larger vehicles not fit and ',false
5220,'RB','not','not',1,'neg','larger vehicles will fit and cost ',false
5221,'VB','fit','fit',1,'ccomp','vehicles will not and cost is ',false
5222,'CC','and','and',1,'cc','will not fit cost is $ ',false
5223,'VB','cost','cost',1,'conj','not fit and is $ 19 ',false
5224,'VBZ','be','is',1,'cop','fit and cost $ 19 / ',false
5225,'$','$','$',0,'rcmod','and cost is 19 / day ',false
5226,'CD','0','19',0,'number','cost is $ / day . ',false
5227,'CD','/','/',0,'number','is $ 19 day . ',false
5228,'NN','day','day',1,'tmod','$ 19 / . ',false
5229,'.','.','.',0,'punct','19 / day ',false
5230,'EX','there','There',1,'expl','was a $ ',false
5231,'VBD','be','was',1,'ROOT','There a $ 40 ',false
5232,'DT','a','a',1,'det','There was $ 40 charge ',false
5233,'$','$','$',0,'amod','There was a 40 charge for ',false
5234,'CD','0','40',0,'dep','was a $ charge for cleaning ',false
5235,'NN','charge','charge',1,'nsubj','a $ 40 for cleaning the ',false
5236,'IN','for','for',1,'prep','$ 40 charge cleaning the room ',false
5237,'VBG','clean','cleaning',1,'pcomp','40 charge for the room if ',false
5238,'DT','the','the',1,'det','charge for cleaning room if you ',false
5239,'NN','room','room',1,'dobj','for cleaning the if you travel ',false
5240,'IN','if','if',1,'mark','cleaning the room you travel with ',false
5241,'PRP','you','you',1,'nsubj','the room if travel with pets ',false
5242,'VBP','travel','travel',1,'advcl','room if you with pets that ',false
5243,'IN','with','with',1,'prep','if you travel pets that we ',false
5244,'NNS','pet','pets',1,'pobj','you travel with that we were ',false
5245,'IN','that','that',1,'complm','travel with pets we were not ',false
5246,'PRP','we','we',1,'nsubjpass','with pets that were not told ',false
5247,'VBD','be','were',1,'auxpass','pets that we not told about ',false
5248,'RB','not','not',1,'neg','that we were told about until ',false
5249,'VBN','tell','told',1,'ccomp','we were not about until after ',false
5250,'IN','about','about',1,'prep','were not told until after check ',false
5251,'IN','until','until',1,'dep','not told about after check - ',false
5252,'IN','after','after',1,'dep','told about until check - in ',false
5253,'NN','check','check',1,'nn','about until after - in . ',false
5254,'HYPH','-','-',0,'amod','until after check in . ',false
5255,'NN','in','in',1,'pobj','after check - . ',false
5256,'.','.','.',0,'punct','check - in ',false
5257,'DT','the','The',1,'det','bar / restaurant ',false
5258,'NN','bar','bar',1,'nsubj','The / restaurant was ',false
5259,'SYM','/','/',0,'dep','The bar restaurant was closed ',false
5260,'NN','restaurant','restaurant',1,'nsubjpass','The bar / was closed when ',false
5261,'VBD','be','was',1,'auxpass','bar / restaurant closed when we ',false
5262,'VBN','close','closed',1,'ROOT','/ restaurant was when we went ',false
5263,'WRB','when','when',1,'advmod','restaurant was closed we went to ',false
5264,'PRP','we','we',1,'nsubj','was closed when went to have ',false
5265,'VBD','go','went',1,'advcl','closed when we to have a ',false
5266,'TO','to','to',1,'aux','when we went have a drink ',false
5267,'VB','have','have',1,'xcomp','we went to a drink one ',false
5268,'DT','a','a',1,'det','went to have drink one evening ',false
5269,'NN','drink','drink',1,'nn','to have a one evening and ',false
5270,'CD','#crd#','one',1,'num','have a drink evening and there ',false
5271,'NN','evening','evening',1,'dobj','a drink one and there are ',false
5272,'CC','and','and',1,'cc','drink one evening there are no ',false
5273,'EX','there','there',1,'expl','one evening and are no posted ',false
5274,'VBP','be','are',1,'conj','evening and there no posted hours ',false
5275,'DT','no','no',1,'det','and there are posted hours of ',false
5276,'VBN','post','posted',1,'amod','there are no hours of operation.u ',false
5277,'NNS','hour','hours',1,'nsubj','are no posted of operation.u ',false
5278,'IN','of','of',1,'prep','no posted hours operation.u ',false
5279,'NN','operation.u','operation.u',1,'pobj','posted hours of ',false
6315,'RB','acceptably','Acceptably',1,'ROOT','. ',false
6316,'.','.','.',0,'punct','Acceptably ',false
6317,'NNP','good','Good',1,'nn','Location , parking ',false
6318,'NNP','location','Location',1,'ROOT','Good , parking , ',false
6319,',',',',',',0,'punct','Good Location parking , grocery ',false
6320,'NN','parking','parking',1,'appos','Good Location , , grocery store ',false
6321,',',',',',',0,'punct','Location , parking grocery store in ',false
6322,'NN','grocery','grocery',1,'nn',', parking , store in the ',false
6323,'NN','store','store',1,'appos','parking , grocery in the building ',false
6324,'IN','in','in',1,'prep',', grocery store the building . ',false
6325,'DT','the','the',1,'det','grocery store in building . ',false
6326,'NN','building','building',1,'pobj','store in the . ',false
6327,'.','.','.',0,'punct','in the building ',false
6328,'JJ','old','Old',1,'amod','hotel and relevant ',false
6329,'NN','hotel','hotel',1,'ROOT','Old and relevant smell ',false
6330,'CC','and','and',1,'cc','Old hotel relevant smell , ',false
6331,'JJ','relevant','relevant',1,'amod','Old hotel and smell , no ',false
6332,'NN','smell','smell',1,'conj','hotel and relevant , no sockets ',false
6333,',',',',',',0,'punct','and relevant smell no sockets in ',false
6334,'DT','no','no',1,'det','relevant smell , sockets in the ',false
6335,'NNS','socket','sockets',1,'appos','smell , no in the room ',false
6336,'IN','in','in',1,'prep',', no sockets the room at ',false
6337,'DT','the','the',1,'det','no sockets in room at all ',false
6338,'NN','room','room',1,'pobj','sockets in the at all . ',false
6339,'RB','at','at',1,'advmod','in the room all . ',false
6340,'RB','all','all',1,'dep','the room at . ',false
6341,'.','.','.',0,'punct','room at all ',false
6342,'VBD','have','Had',1,'ROOT','to charge cellular ',false
6343,'TO','to','to',1,'aux','Had charge cellular in ',false
6344,'VB','charge','charge',1,'xcomp','Had to cellular in bathroom ',false
6345,'JJ','cellular','cellular',1,'dobj','Had to charge in bathroom . ',false
6346,'IN','in','in',1,'prep','to charge cellular bathroom . ',false
6347,'NN','bathroom','bathroom',1,'pobj','charge cellular in . ',false
6348,'.','.','.',0,'punct','cellular in bathroom ',false
6349,'NN','air','Air',1,'nn','condition was terrible ',false
6350,'NN','condition','condition',1,'nsubj','Air was terrible . ',false
6351,'VBD','be','was',1,'cop','Air condition terrible . ',false
6352,'JJ','terrible','terrible',1,'ROOT','Air condition was . ',false
6353,'.','.','.',0,'punct','condition was terrible ',false
6354,'VBD','have','Had',1,'ROOT','to ask staff ',false
6355,'TO','to','to',1,'aux','Had ask staff to ',false
6356,'VB','ask','ask',1,'xcomp','Had to staff to switch ',false
6357,'NN','staff','staff',1,'dobj','Had to ask to switch it ',false
6358,'TO','to','to',1,'aux','to ask staff switch it off ',false
6359,'VB','switch','switch',1,'xcomp','ask staff to it off in ',false
6360,'PRP','it','it',1,'dobj','staff to switch off in the ',false
6361,'RP','off','off',1,'prt','to switch it in the evening ',false
6362,'IN','in','in',1,'prep','switch it off the evening , ',false
6363,'DT','the','the',1,'det','it off in evening , but ',false
6364,'NN','evening','evening',1,'pobj','off in the , but at ',false
6365,',',',',',',0,'punct','in the evening but at night ',false
6366,'CC','but','but',1,'cc','the evening , at night it ',false
6367,'IN','at','at',1,'prep','evening , but night it started ',false
6368,'NN','night','night',1,'pobj',', but at it started blow ',false
6369,'PRP','it','it',1,'nsubj','but at night started blow cool ',false
6370,'VBD','start','started',1,'conj','at night it blow cool air ',false
6371,'NN','blow','blow',1,'nn','night it started cool air very ',false
6372,'JJ','cool','cool',1,'amod','it started blow air very noisy ',false
6373,'NN','air','air',1,'dobj','started blow cool very noisy . ',false
6374,'RB','very','very',1,'advmod','blow cool air noisy . ',false
6375,'RB','noisy','noisy',1,'advmod','cool air very . ',false
6376,'.','.','.',0,'punct','air very noisy ',false
6377,'PRP','it','It',1,'nsubj','was very cold ',false
6378,'VBD','be','was',1,'cop','It very cold and ',false
6379,'RB','very','very',1,'advmod','It was cold and uncomfortable ',false
6380,'JJ','cold','cold',1,'ROOT','It was very and uncomfortable . ',false
6381,'CC','and','and',1,'cc','was very cold uncomfortable . ',false
6382,'JJ','uncomfortable','uncomfortable',1,'conj','very cold and . ',false
6383,'.','.','.',0,'punct','cold and uncomfortable ',false
7299,'VB','stay','Stay',1,'nsubj','was okay . ',false
7300,'VBD','be','was',1,'cop','Stay okay . ',false
7301,'JJ','okay','okay',1,'ROOT','Stay was . ',false
7302,'.','.','.',0,'punct','Stay was okay ',false
7303,'PRP','i','I',1,'nsubj','will consider staying ',false
7304,'MD','will','will',1,'aux','I consider staying there ',false
7305,'VB','consider','consider',1,'ROOT','I will staying there again ',false
7306,'VBG','stay','staying',1,'xcomp','I will consider there again . ',false
7307,'RB','there','there',1,'advmod','will consider staying again . ',false
7308,'RB','again','again',1,'advmod','consider staying there . ',false
7309,'.','.','.',0,'punct','staying there again ',false
7310,'DT','the','The',1,'det','location was great ',false
7311,'NN','location','location',1,'nsubj','The was great , ',false
7312,'VBD','be','was',1,'cop','The location great , right ',false
7313,'JJ','great','great',1,'ccomp','The location was , right downtown ',false
7314,',',',',',',0,'punct','location was great right downtown Montreal ',false
7315,'JJ','right','right',1,'amod','was great , downtown Montreal . ',false
7316,'NN','downtown','downtown',1,'nn','great , right Montreal . ',false
7317,'NNP','montreal','Montreal',1,'ROOT',', right downtown . ',false
7318,'.','.','.',0,'punct','right downtown Montreal ',false
7319,'NNP','view','View',1,'nsubj','was amazing and ',false
7320,'VBD','be','was',1,'cop','View amazing and the ',false
7321,'JJ','amazing','amazing',1,'ROOT','View was and the bed ',false
7322,'CC','and','and',1,'cc','View was amazing the bed was ',false
7323,'DT','the','the',1,'det','was amazing and bed was comfortable ',false
7324,'NN','bed','bed',1,'nsubj','amazing and the was comfortable enough ',false
7325,'VBD','be','was',1,'cop','and the bed comfortable enough . ',false
7326,'JJ','comfortable','comfortable',1,'conj','the bed was enough . ',false
7327,'RB','enough','enough',1,'advmod','bed was comfortable . ',false
7328,'.','.','.',0,'punct','was comfortable enough ',false
7329,'DT','the','The',1,'det','hotel was outdated ',false
7330,'NN','hotel','hotel',1,'nsubj','The was outdated . ',false
7331,'VBD','be','was',1,'cop','The hotel outdated . ',false
7332,'JJ','outdated','outdated',1,'ROOT','The hotel was . ',false
7333,'.','.','.',0,'punct','hotel was outdated ',false
7334,'NNP','carpet','Carpet',1,'nsubj','was pretty old ',false
7335,'VBD','be','was',1,'cop','Carpet pretty old and ',false
7336,'RB','pretty','pretty',1,'advmod','Carpet was old and the ',false
7337,'JJ','old','old',1,'ROOT','Carpet was pretty and the vent ',false
7338,'CC','and','and',1,'cc','was pretty old the vent was ',false
7339,'DT','the','the',1,'det','pretty old and vent was VERY ',false
7340,'NN','vent','vent',1,'nsubj','old and the was VERY dusty ',false
7341,'VBD','be','was',1,'cop','and the vent VERY dusty . ',false
7342,'RB','very','VERY',1,'advmod','the vent was dusty . ',false
7343,'JJ','dusty','dusty',1,'conj','vent was VERY . ',false
7344,'.','.','.',0,'punct','was VERY dusty ',false
7345,'PRP','you','You',1,'nsubj','can actually see ',false
7346,'MD','can','can',1,'aux','You actually see the ',false
7347,'RB','actually','actually',1,'advmod','You can see the caked ',false
7348,'VB','see','see',1,'ROOT','You can actually the caked on ',false
7349,'DT','the','the',1,'det','can actually see caked on dust ',false
