@relation Komfort-positive

@attribute id numeric
@attribute pos string
@attribute lemma string
@attribute surfaceform string
@attribute hasUppercase numeric
@attribute dependency string
@attribute neighbortokens string
@attribute aspecttype {true, false}

@data
520,'NN','bathroom','Bathroom',1,'nn','space is very ',false
521,'NN','space','space',1,'nsubj','Bathroom is very small ',false
522,'VBZ','be','is',1,'cop','Bathroom space very small for ',false
523,'RB','very','very',1,'advmod','Bathroom space is small for potentially ',false
524,'JJ','small','small',1,'ROOT','space is very for potentially 4 ',false
525,'IN','for','for',1,'prep','is very small potentially 4 people ',false
526,'RB','potentially','potentially',1,'quantmod','very small for 4 people . ',false
527,'CD','0','4',0,'num','small for potentially people . ',false
528,'NNS','people','people',1,'pobj','for potentially 4 . ',false
529,'.','.','.',0,'punct','potentially 4 people ',false
530,'NN','security','Security',1,'nsubj','should be a ',false
531,'MD','should','should',1,'aux','Security be a priority ',false
532,'VB','be','be',1,'cop','Security should a priority , ',false
533,'DT','a','a',1,'det','Security should be priority , as ',false
534,'NN','priority','priority',1,'nsubjpass','should be a , as the ',false
535,',',',',',',0,'punct','be a priority as the hotel ',false
536,'IN','as','as',1,'prep','a priority , the hotel below ',false
537,'DT','the','the',1,'det','priority , as hotel below ground ',false
538,'NN','hotel','hotel',1,'pobj',', as the below ground level ',false
539,'IN','below','below',1,'prep','as the hotel ground level is ',false
540,'NN','ground','ground',1,'nn','the hotel below level is connected ',false
541,'NN','level','level',1,'pobj','hotel below ground is connected to ',false
542,'VBZ','be','is',1,'auxpass','below ground level connected to a ',false
543,'VBN','connect','connected',1,'ROOT','ground level is to a small ',false
544,'IN','to','to',1,'prep','level is connected a small inside ',false
545,'DT','a','a',1,'det','is connected to small inside mall ',false
546,'JJ','small','small',1,'amod','connected to a inside mall , ',false
547,'JJ','inside','inside',1,'amod','to a small mall , which ',false
548,'NN','mall','mall',1,'pobj','a small inside , which is ',false
549,',',',',',',0,'punct','small inside mall which is a ',false
550,'WDT','which','which',1,'nsubj','inside mall , is a huge ',false
551,'VBZ','be','is',1,'cop','mall , which a huge bonus ',false
552,'DT','a','a',1,'det',', which is huge bonus , ',false
553,'JJ','huge','huge',1,'amod','which is a bonus , but ',false
554,'NN','bonus','bonus',1,'rcmod','is a huge , but - ',false
555,',',',',',',0,'punct','a huge bonus but - it ',false
556,'CC','but','but',1,'cc','huge bonus , - it also ',false
557,',','-','-',0,'punct','bonus , but it also seems ',false
558,'PRP','it','it',1,'nsubj',', but - also seems to ',false
559,'RB','also','also',1,'advmod','but - it seems to be ',false
560,'VBZ','seem','seems',1,'conj','- it also to be a ',false
561,'TO','to','to',1,'aux','it also seems be a converging ',false
562,'VB','be','be',1,'cop','also seems to a converging space ',false
563,'DT','a','a',1,'det','seems to be converging space for ',false
564,'JJ','converging','converging',1,'amod','to be a space for the ',false
565,'NN','space','space',1,'xcomp','be a converging for the homeless ',false
566,'IN','for','for',1,'prep','a converging space the homeless , ',false
567,'DT','the','the',1,'det','converging space for homeless , who ',false
568,'JJ','homeless','homeless',1,'pobj','space for the , who have ',false
569,',',',',',',0,'punct','for the homeless who have mental ',false
570,'WP','who','who',1,'nsubj','the homeless , have mental health ',false
571,'VBP','have','have',1,'rcmod','homeless , who mental health issues ',false
572,'JJ','mental','mental',1,'amod',', who have health issues and ',false
573,'NN','health','health',1,'nn','who have mental issues and addiction ',false
574,'NNS','issue','issues',1,'dobj','have mental health and addiction issues ',false
575,'CC','and','and',1,'cc','mental health issues addiction issues . ',false
576,'NN','addiction','addiction',1,'nn','health issues and issues . ',false
577,'NNS','issue','issues',1,'conj','issues and addiction . ',false
578,'.','.','.',0,'punct','and addiction issues ',false
579,'VBZ','make','Makes',1,'ROOT','them very in-predictable ',false
580,'PRP','them','them',1,'nsubj','Makes very in-predictable and ',false
581,'RB','very','very',1,'advmod','Makes them in-predictable and I ',false
582,'JJ','in-predictable','in-predictable',1,'xcomp','Makes them very and I would ',false
583,'CC','and','and',1,'cc','them very in-predictable I would not ',false
584,'PRP','i','I',1,'nsubjpass','very in-predictable and would not have ',false
585,'MD','would','would',1,'aux','in-predictable and I not have wanted ',false
586,'RB','not','not',1,'neg','and I would have wanted to ',false
587,'VB','have','have',1,'aux','I would not wanted to run ',false
588,'VBN','want','wanted',1,'conj','would not have to run into ',false
589,'TO','to','to',1,'aux','not have wanted run into one ',false
590,'VB','run','run',1,'xcomp','have wanted to into one of ',false
591,'IN','into','into',1,'prep','wanted to run one of them ',false
592,'CD','#crd#','one',1,'pobj','to run into of them with ',false
593,'IN','of','of',1,'prep','run into one them with small ',false
594,'PRP','them','them',1,'pobj','into one of with small kids ',false
595,'IN','with','with',1,'prep','one of them small kids in ',false
596,'JJ','small','small',1,'amod','of them with kids in tow ',false
597,'NNS','kid','kids',1,'pobj','them with small in tow . ',false
598,'IN','in','in',1,'prep','with small kids tow . ',false
599,'NN','tow','tow',1,'pobj','small kids in . ',false
600,'.','.','.',0,'punct','kids in tow ',false
601,'VBD','see','Saw',1,'ROOT','a few having ',false
602,'DT','a','a',1,'det','Saw few having episodes ',false
603,'JJ','few','few',1,'amod','Saw a having episodes the ',false
604,'VBG','have','having',1,'amod','Saw a few episodes the next ',false
605,'NNS','episode','episodes',1,'nsubj','a few having the next morning ',false
606,'DT','the','the',1,'det','few having episodes next morning . ',false
607,'JJ','next','next',1,'amod','having episodes the morning . ',false
608,'NN','morning','morning',1,'ccomp','episodes the next . ',false
609,'.','.','.',0,'punct','the next morning ',false
1992,'NN','fine','Fine',1,'ROOT','. ',false
1993,'.','.','.',0,'punct','Fine ',false
1994,'NNP','gym','Gym',1,'nsubj','had no equipment ',false
1995,'VBD','have','had',1,'ROOT','Gym no equipment Needs ',false
1996,'DT','no','no',1,'det','Gym had equipment Needs to ',false
1997,'NN','equipment','equipment',1,'nn','Gym had no Needs to be ',false
1998,'NNS','need','Needs',1,'nsubjpass','had no equipment to be upgraded ',false
1999,'TO','to','to',1,'aux','no equipment Needs be upgraded ',false
2000,'VB','be','be',1,'auxpass','equipment Needs to upgraded ',false
2001,'VBN','upgrade','upgraded',1,'ccomp','Needs to be ',false
2160,'VBN','enjoy','Enjoyed',1,'ROOT','our stay . ',false
2161,'PRP$','our','our',1,'poss','Enjoyed stay . ',false
2162,'NN','stay','stay',1,'dobj','Enjoyed our . ',false
2163,'.','.','.',0,'punct','Enjoyed our stay ',false
2164,'JJ','comfortable','Comfortable',1,'amod','and Foot rest ',false
2165,'CC','and','and',1,'cc','Comfortable Foot rest . ',false
2166,'JJ','foot','Foot',1,'conj','Comfortable and rest . ',false
2167,'NN','rest','rest',1,'ROOT','Comfortable and Foot . ',false
2168,'.','.','.',0,'punct','and Foot rest ',false
2169,'RB','next','Next',1,'dep','to elevators ',false
2170,'IN','to','to',1,'ROOT','Next elevators ',false
2171,'NNS','elevator','elevators',1,'pobj','Next to ',false
3048,'VBD','be','Was',1,'cop','more economical than ',false
3049,'RBR','more','more',1,'advmod','Was economical than other ',false
3050,'JJ','economical','economical',1,'ROOT','Was more than other properties ',false
3051,'IN','than','than',1,'prep','Was more economical other properties I ',false
3052,'JJ','other','other',1,'amod','more economical than properties I searched ',false
3053,'NNS','property','properties',1,'pobj','economical than other I searched in ',false
3054,'PRP','i','I',1,'nsubj','than other properties searched in the ',false
3055,'VBD','search','searched',1,'rcmod','other properties I in the area ',false
3056,'IN','in','in',1,'prep','properties I searched the area but ',false
3057,'DT','the','the',1,'det','I searched in area but there ',false
3058,'NN','area','area',1,'pobj','searched in the but there is ',false
3059,'CC','but','but',1,'cc','in the area there is room ',false
3060,'EX','there','there',1,'expl','the area but is room for ',false
3061,'VBZ','be','is',1,'conj','area but there room for improvement ',false
3062,'NN','room','room',1,'nsubj','but there is for improvement . ',false
3063,'IN','for','for',1,'prep','there is room improvement . ',false
3064,'NN','improvement','improvement',1,'pobj','is room for . ',false
3065,'.','.','.',0,'punct','room for improvement ',false
3066,'NNP','location','Location',1,'nsubj','was close to ',false
3067,'VBD','be','was',1,'cop','Location close to the ',false
3068,'JJ','close','close',1,'ROOT','Location was to the event ',false
3069,'IN','to','to',1,'prep','Location was close the event we ',false
3070,'DT','the','the',1,'det','was close to event we were ',false
3071,'NN','event','event',1,'pobj','close to the we were attending ',false
3072,'PRP','we','we',1,'nsubj','to the event were attending . ',false
3073,'VBD','be','were',1,'aux','the event we attending . ',false
3074,'VBG','attend','attending',1,'rcmod','event we were . ',false
3075,'.','.','.',0,'punct','we were attending ',false
3076,'EX','there','There',1,'expl','is a parking ',false
3077,'VBZ','be','is',1,'ROOT','There a parking structure ',false
3078,'DT','a','a',1,'det','There is parking structure attacked ',false
3079,'NN','parking','parking',1,'nn','There is a structure attacked to ',false
3080,'NN','structure','structure',1,'nsubj','is a parking attacked to the ',false
3081,'VBD','attack','attacked',1,'ccomp','a parking structure to the hotel ',false
3082,'IN','to','to',1,'prep','parking structure attacked the hotel so ',false
3083,'DT','the','the',1,'det','structure attacked to hotel so you ',false
3084,'NN','hotel','hotel',1,'pobj','attacked to the so you did ',false
3085,'IN','so','so',1,'mark','to the hotel you did not ',false
3086,'PRP','you','you',1,'nsubj','the hotel so did not need ',false
3087,'VBD','do','did',1,'aux','hotel so you not need to ',false
3088,'RB','not','not',1,'neg','so you did need to park ',false
3089,'VB','need','need',1,'advcl','you did not to park outside ',false
3090,'TO','to','to',1,'aux','did not need park outside . ',false
3091,'VB','park','park',1,'xcomp','not need to outside . ',false
3092,'RB','outside','outside',1,'advmod','need to park . ',false
3093,'.','.','.',0,'punct','to park outside ',false
3094,'PRP','you','You',1,'nsubj','can travel with ',false
3095,'MD','can','can',1,'aux','You travel with pets ',false
3096,'VB','travel','travel',1,'nsubjpass','You can with pets and ',false
3097,'IN','with','with',1,'prep','You can travel pets and our ',false
3098,'NNS','pet','pets',1,'pobj','can travel with and our request ',false
3099,'CC','and','and',1,'cc','travel with pets our request for ',false
3100,'PRP$','our','our',1,'poss','with pets and request for a ',false
3101,'NN','request','request',1,'conj','pets and our for a mini ',false
3102,'IN','for','for',1,'prep','and our request a mini fridge ',false
3103,'DT','a','a',1,'det','our request for mini fridge in ',false
3104,'JJ','mini','mini',1,'amod','request for a fridge in the ',false
3105,'NN','fridge','fridge',1,'pobj','for a mini in the room ',false
3106,'IN','in','in',1,'prep','a mini fridge the room for ',false
3107,'DT','the','the',1,'det','mini fridge in room for medication ',false
3108,'NN','room','room',1,'pobj','fridge in the for medication storage ',false
3109,'IN','for','for',1,'prep','in the room medication storage was ',false
3110,'NN','medication','medication',1,'nn','the room for storage was honoured ',false
3111,'NN','storage','storage',1,'pobj','room for medication was honoured at ',false
3112,'VBD','be','was',1,'auxpass','for medication storage honoured at no ',false
3113,'VBN','honour','honoured',1,'ROOT','medication storage was at no charge ',false
3114,'IN','at','at',1,'prep','storage was honoured no charge . ',false
3115,'DT','no','no',1,'det','was honoured at charge . ',false
3116,'NN','charge','charge',1,'pobj','honoured at no . ',false
3117,'.','.','.',0,'punct','at no charge ',false
3118,'DT','the','The',1,'det','bathroom was dated ',false
3119,'NN','bathroom','bathroom',1,'nsubjpass','The was dated , ',false
3120,'VBD','be','was',1,'auxpass','The bathroom dated , some ',false
3121,'VBN','date','dated',1,'nsubj','The bathroom was , some tiles ',false
3122,',',',',',',0,'punct','bathroom was dated some tiles were ',false
3123,'DT','some','some',1,'det','was dated , tiles were cracked ',false
3124,'NNS','tile','tiles',1,'nsubjpass','dated , some were cracked in ',false
3125,'VBD','be','were',1,'auxpass',', some tiles cracked in the ',false
3126,'VBN','crack','cracked',1,'parataxis','some tiles were in the shower ',false
3127,'IN','in','in',1,'prep','tiles were cracked the shower and ',false
3128,'DT','the','the',1,'det','were cracked in shower and much ',false
3129,'NN','shower','shower',1,'pobj','cracked in the and much of ',false
3130,'CC','and','and',1,'cc','in the shower much of the ',false
3131,'JJ','much','much',1,'conj','the shower and of the grout ',false
3132,'IN','of','of',1,'prep','shower and much the grout was ',false
3133,'DT','the','the',1,'det','and much of grout was black ',false
3134,'NN','grout','grout',1,'pobj','much of the was black . ',false
3135,'VBD','be','was',1,'cop','of the grout black . ',false
3136,'JJ','black','black',1,'ROOT','the grout was . ',false
3137,'.','.','.',0,'punct','grout was black ',false
3138,'DT','the','The',1,'det','carpet was stained ',false
3139,'NN','carpet','carpet',1,'nsubjpass','The was stained but ',false
3140,'VBD','be','was',1,'auxpass','The carpet stained but was ',false
3141,'VBN','stain','stained',1,'ROOT','The carpet was but was not ',false
3142,'CC','but','but',1,'cc','carpet was stained was not dirty ',false
3143,'VBD','be','was',1,'cop','was stained but not dirty ( ',false
3144,'RB','not','not',1,'neg','stained but was dirty ( my ',false
3145,'JJ','dirty','dirty',1,'conj','but was not ( my socks ',false
3146,'-LRB-','(','(',0,'punct','was not dirty my socks did ',false
3147,'PRP$','my','my',1,'poss','not dirty ( socks did not ',false
3148,'NNS','sock','socks',1,'nsubj','dirty ( my did not turn ',false
3149,'VBD','do','did',1,'aux','( my socks not turn get ',false
3150,'RB','not','not',1,'neg','my socks did turn get dirty ',false
3151,'VB','turn','turn',1,'parataxis','socks did not get dirty walking ',false
3152,'VB','get','get',1,'xcomp','did not turn dirty walking on ',false
3153,'JJ','dirty','dirty',1,'amod','not turn get walking on carpet ',false
3154,'NN','walking','walking',1,'dobj','turn get dirty on carpet ) ',false
3155,'IN','on','on',1,'prep','get dirty walking carpet ) . ',false
3156,'NN','carpet','carpet',1,'pobj','dirty walking on ) . ',false
3157,'-RRB-',')',')',0,'dep','walking on carpet . ',false
3158,'.','.','.',0,'punct','on carpet ) ',false
3159,'NN','parking','Parking',1,'nn','garage has low ',false
3160,'NN','garage','garage',1,'nsubj','Parking has low ceilings ',false
3161,'VBZ','have','has',1,'ROOT','Parking garage low ceilings ( ',false
3162,'JJ','low','low',1,'amod','Parking garage has ceilings ( 6 ',false
3163,'NNS','ceiling','ceilings',1,'dobj','garage has low ( 6 foot ',false
3164,'-LRB-','(','(',0,'dep','has low ceilings 6 foot max ',false
3165,'CD','0','6',0,'num','low ceilings ( foot max clearance ',false
3166,'NN','foot','foot',1,'nn','ceilings ( 6 max clearance ) ',false
3167,'NN','max','max',1,'nn','( 6 foot clearance ) so ',false
3168,'NN','clearance','clearance',1,'nsubj','6 foot max ) so larger ',false
3169,'-RRB-',')',')',0,'advmod','foot max clearance so larger vehicles ',false
3170,'RB','so','so',1,'advmod','max clearance ) larger vehicles will ',false
3171,'JJR','large','larger',1,'amod','clearance ) so vehicles will not ',false
3172,'NNS','vehicle','vehicles',1,'nsubj',') so larger will not fit ',false
3173,'MD','will','will',1,'aux','so larger vehicles not fit and ',false
3174,'RB','not','not',1,'neg','larger vehicles will fit and cost ',false
3175,'VB','fit','fit',1,'ccomp','vehicles will not and cost is ',false
3176,'CC','and','and',1,'cc','will not fit cost is $ ',false
3177,'VB','cost','cost',1,'conj','not fit and is $ 19 ',false
3178,'VBZ','be','is',1,'cop','fit and cost $ 19 / ',false
3179,'$','$','$',0,'rcmod','and cost is 19 / day ',false
3180,'CD','0','19',0,'number','cost is $ / day . ',false
3181,'CD','/','/',0,'number','is $ 19 day . ',false
3182,'NN','day','day',1,'tmod','$ 19 / . ',false
3183,'.','.','.',0,'punct','19 / day ',false
3184,'EX','there','There',1,'expl','was a $ ',false
3185,'VBD','be','was',1,'ROOT','There a $ 40 ',false
3186,'DT','a','a',1,'det','There was $ 40 charge ',false
3187,'$','$','$',0,'amod','There was a 40 charge for ',false
3188,'CD','0','40',0,'dep','was a $ charge for cleaning ',false
3189,'NN','charge','charge',1,'nsubj','a $ 40 for cleaning the ',false
3190,'IN','for','for',1,'prep','$ 40 charge cleaning the room ',false
3191,'VBG','clean','cleaning',1,'pcomp','40 charge for the room if ',false
3192,'DT','the','the',1,'det','charge for cleaning room if you ',false
3193,'NN','room','room',1,'dobj','for cleaning the if you travel ',false
3194,'IN','if','if',1,'mark','cleaning the room you travel with ',false
3195,'PRP','you','you',1,'nsubj','the room if travel with pets ',false
3196,'VBP','travel','travel',1,'advcl','room if you with pets that ',false
3197,'IN','with','with',1,'prep','if you travel pets that we ',false
3198,'NNS','pet','pets',1,'pobj','you travel with that we were ',false
3199,'IN','that','that',1,'complm','travel with pets we were not ',false
3200,'PRP','we','we',1,'nsubjpass','with pets that were not told ',false
3201,'VBD','be','were',1,'auxpass','pets that we not told about ',false
3202,'RB','not','not',1,'neg','that we were told about until ',false
3203,'VBN','tell','told',1,'ccomp','we were not about until after ',false
3204,'IN','about','about',1,'prep','were not told until after check ',false
3205,'IN','until','until',1,'dep','not told about after check - ',false
3206,'IN','after','after',1,'dep','told about until check - in ',false
3207,'NN','check','check',1,'nn','about until after - in . ',false
3208,'HYPH','-','-',0,'amod','until after check in . ',false
3209,'NN','in','in',1,'pobj','after check - . ',false
3210,'.','.','.',0,'punct','check - in ',false
3211,'DT','the','The',1,'det','bar / restaurant ',false
3212,'NN','bar','bar',1,'nsubj','The / restaurant was ',false
3213,'SYM','/','/',0,'dep','The bar restaurant was closed ',false
3214,'NN','restaurant','restaurant',1,'nsubjpass','The bar / was closed when ',false
3215,'VBD','be','was',1,'auxpass','bar / restaurant closed when we ',false
3216,'VBN','close','closed',1,'ROOT','/ restaurant was when we went ',false
3217,'WRB','when','when',1,'advmod','restaurant was closed we went to ',false
3218,'PRP','we','we',1,'nsubj','was closed when went to have ',false
3219,'VBD','go','went',1,'advcl','closed when we to have a ',false
3220,'TO','to','to',1,'aux','when we went have a drink ',false
3221,'VB','have','have',1,'xcomp','we went to a drink one ',false
3222,'DT','a','a',1,'det','went to have drink one evening ',false
3223,'NN','drink','drink',1,'nn','to have a one evening and ',false
3224,'CD','#crd#','one',1,'num','have a drink evening and there ',false
3225,'NN','evening','evening',1,'dobj','a drink one and there are ',false
3226,'CC','and','and',1,'cc','drink one evening there are no ',false
3227,'EX','there','there',1,'expl','one evening and are no posted ',false
3228,'VBP','be','are',1,'conj','evening and there no posted hours ',false
3229,'DT','no','no',1,'det','and there are posted hours of ',false
3230,'VBN','post','posted',1,'amod','there are no hours of operation.u ',false
3231,'NNS','hour','hours',1,'nsubj','are no posted of operation.u ',false
3232,'IN','of','of',1,'prep','no posted hours operation.u ',false
3233,'NN','operation.u','operation.u',1,'pobj','posted hours of ',false
5556,'RB','acceptably','Acceptably',1,'ROOT','. ',false
5557,'.','.','.',0,'punct','Acceptably ',false
5558,'NNP','good','Good',1,'nn','Location , parking ',false
5559,'NNP','location','Location',1,'ROOT','Good , parking , ',false
5560,',',',',',',0,'punct','Good Location parking , grocery ',false
5561,'NN','parking','parking',1,'appos','Good Location , , grocery store ',false
5562,',',',',',',0,'punct','Location , parking grocery store in ',false
5563,'NN','grocery','grocery',1,'nn',', parking , store in the ',false
5564,'NN','store','store',1,'appos','parking , grocery in the building ',false
5565,'IN','in','in',1,'prep',', grocery store the building . ',false
5566,'DT','the','the',1,'det','grocery store in building . ',false
5567,'NN','building','building',1,'pobj','store in the . ',false
5568,'.','.','.',0,'punct','in the building ',false
5569,'JJ','old','Old',1,'amod','hotel and relevant ',false
5570,'NN','hotel','hotel',1,'ROOT','Old and relevant smell ',false
5571,'CC','and','and',1,'cc','Old hotel relevant smell , ',false
5572,'JJ','relevant','relevant',1,'amod','Old hotel and smell , no ',false
5573,'NN','smell','smell',1,'conj','hotel and relevant , no sockets ',false
5574,',',',',',',0,'punct','and relevant smell no sockets in ',false
5575,'DT','no','no',1,'det','relevant smell , sockets in the ',false
5576,'NNS','socket','sockets',1,'appos','smell , no in the room ',false
5577,'IN','in','in',1,'prep',', no sockets the room at ',false
5578,'DT','the','the',1,'det','no sockets in room at all ',false
5579,'NN','room','room',1,'pobj','sockets in the at all . ',false
5580,'RB','at','at',1,'advmod','in the room all . ',false
5581,'RB','all','all',1,'dep','the room at . ',false
5582,'.','.','.',0,'punct','room at all ',false
5583,'VBD','have','Had',1,'ROOT','to charge cellular ',false
5584,'TO','to','to',1,'aux','Had charge cellular in ',false
5585,'VB','charge','charge',1,'xcomp','Had to cellular in bathroom ',false
5586,'JJ','cellular','cellular',1,'dobj','Had to charge in bathroom . ',false
5587,'IN','in','in',1,'prep','to charge cellular bathroom . ',false
5588,'NN','bathroom','bathroom',1,'pobj','charge cellular in . ',false
5589,'.','.','.',0,'punct','cellular in bathroom ',false
5590,'NN','air','Air',1,'nn','condition was terrible ',false
5591,'NN','condition','condition',1,'nsubj','Air was terrible . ',false
5592,'VBD','be','was',1,'cop','Air condition terrible . ',false
5593,'JJ','terrible','terrible',1,'ROOT','Air condition was . ',false
5594,'.','.','.',0,'punct','condition was terrible ',false
5595,'VBD','have','Had',1,'ROOT','to ask staff ',false
5596,'TO','to','to',1,'aux','Had ask staff to ',false
5597,'VB','ask','ask',1,'xcomp','Had to staff to switch ',false
5598,'NN','staff','staff',1,'dobj','Had to ask to switch it ',false
5599,'TO','to','to',1,'aux','to ask staff switch it off ',false
5600,'VB','switch','switch',1,'xcomp','ask staff to it off in ',false
5601,'PRP','it','it',1,'dobj','staff to switch off in the ',false
5602,'RP','off','off',1,'prt','to switch it in the evening ',false
5603,'IN','in','in',1,'prep','switch it off the evening , ',false
5604,'DT','the','the',1,'det','it off in evening , but ',false
5605,'NN','evening','evening',1,'pobj','off in the , but at ',false
5606,',',',',',',0,'punct','in the evening but at night ',false
5607,'CC','but','but',1,'cc','the evening , at night it ',false
5608,'IN','at','at',1,'prep','evening , but night it started ',false
5609,'NN','night','night',1,'pobj',', but at it started blow ',false
5610,'PRP','it','it',1,'nsubj','but at night started blow cool ',false
5611,'VBD','start','started',1,'conj','at night it blow cool air ',false
5612,'NN','blow','blow',1,'nn','night it started cool air very ',false
5613,'JJ','cool','cool',1,'amod','it started blow air very noisy ',false
5614,'NN','air','air',1,'dobj','started blow cool very noisy . ',false
5615,'RB','very','very',1,'advmod','blow cool air noisy . ',false
5616,'RB','noisy','noisy',1,'advmod','cool air very . ',false
5617,'.','.','.',0,'punct','air very noisy ',false
5618,'PRP','it','It',1,'nsubj','was very cold ',false
5619,'VBD','be','was',1,'cop','It very cold and ',false
5620,'RB','very','very',1,'advmod','It was cold and uncomfortable ',false
5621,'JJ','cold','cold',1,'ROOT','It was very and uncomfortable . ',false
5622,'CC','and','and',1,'cc','was very cold uncomfortable . ',false
5623,'JJ','uncomfortable','uncomfortable',1,'conj','very cold and . ',false
5624,'.','.','.',0,'punct','cold and uncomfortable ',false
6628,'VB','stay','Stay',1,'nsubj','was okay . ',false
6629,'VBD','be','was',1,'cop','Stay okay . ',false
6630,'JJ','okay','okay',1,'ROOT','Stay was . ',false
6631,'.','.','.',0,'punct','Stay was okay ',false
6632,'PRP','i','I',1,'nsubj','will consider staying ',false
6633,'MD','will','will',1,'aux','I consider staying there ',false
6634,'VB','consider','consider',1,'ROOT','I will staying there again ',false
6635,'VBG','stay','staying',1,'xcomp','I will consider there again . ',false
6636,'RB','there','there',1,'advmod','will consider staying again . ',false
6637,'RB','again','again',1,'advmod','consider staying there . ',false
6638,'.','.','.',0,'punct','staying there again ',false
6639,'DT','the','The',1,'det','location was great ',false
6640,'NN','location','location',1,'nsubj','The was great , ',false
6641,'VBD','be','was',1,'cop','The location great , right ',false
6642,'JJ','great','great',1,'ccomp','The location was , right downtown ',false
6643,',',',',',',0,'punct','location was great right downtown Montreal ',false
6644,'JJ','right','right',1,'amod','was great , downtown Montreal . ',false
6645,'NN','downtown','downtown',1,'nn','great , right Montreal . ',false
6646,'NNP','montreal','Montreal',1,'ROOT',', right downtown . ',false
6647,'.','.','.',0,'punct','right downtown Montreal ',false
6648,'NNP','view','View',1,'nsubj','was amazing and ',false
6649,'VBD','be','was',1,'cop','View amazing and the ',false
6650,'JJ','amazing','amazing',1,'ROOT','View was and the bed ',false
6651,'CC','and','and',1,'cc','View was amazing the bed was ',false
6652,'DT','the','the',1,'det','was amazing and bed was comfortable ',false
6653,'NN','bed','bed',1,'nsubj','amazing and the was comfortable enough ',false
6654,'VBD','be','was',1,'cop','and the bed comfortable enough . ',false
6655,'JJ','comfortable','comfortable',1,'conj','the bed was enough . ',false
6656,'RB','enough','enough',1,'advmod','bed was comfortable . ',false
6657,'.','.','.',0,'punct','was comfortable enough ',false
6658,'DT','the','The',1,'det','hotel was outdated ',false
6659,'NN','hotel','hotel',1,'nsubj','The was outdated . ',false
6660,'VBD','be','was',1,'cop','The hotel outdated . ',false
6661,'JJ','outdated','outdated',1,'ROOT','The hotel was . ',false
6662,'.','.','.',0,'punct','hotel was outdated ',false
6663,'NNP','carpet','Carpet',1,'nsubj','was pretty old ',false
6664,'VBD','be','was',1,'cop','Carpet pretty old and ',false
6665,'RB','pretty','pretty',1,'advmod','Carpet was old and the ',false
6666,'JJ','old','old',1,'ROOT','Carpet was pretty and the vent ',false
6667,'CC','and','and',1,'cc','was pretty old the vent was ',false
6668,'DT','the','the',1,'det','pretty old and vent was VERY ',false
6669,'NN','vent','vent',1,'nsubj','old and the was VERY dusty ',false
6670,'VBD','be','was',1,'cop','and the vent VERY dusty . ',false
6671,'RB','very','VERY',1,'advmod','the vent was dusty . ',false
6672,'JJ','dusty','dusty',1,'conj','vent was VERY . ',false
6673,'.','.','.',0,'punct','was VERY dusty ',false
6674,'PRP','you','You',1,'nsubj','can actually see ',false
6675,'MD','can','can',1,'aux','You actually see the ',false
6676,'RB','actually','actually',1,'advmod','You can see the caked ',false
6677,'VB','see','see',1,'ROOT','You can actually the caked on ',false
6678,'DT','the','the',1,'det','can actually see caked on dust ',false
6679,'NN','caked','caked',1,'dobj','actually see the on dust . ',false
6680,'IN','on','on',1,'prep','see the caked dust . ',false
6681,'NN','dust','dust',1,'pobj','the caked on . ',false
6682,'.','.','.',0,'punct','caked on dust ',false
6683,'PRP','it','It',1,'nsubj','does need updating ',false
