@relation WLAN-negative

@attribute id numeric
@attribute pos string
@attribute lemma string
@attribute surfaceform string
@attribute hasUppercase numeric
@attribute dependency string
@attribute neighbortokens string
@attribute aspecttype {true, false}

@data
1752,'VB','be','be',1,'cop','Security should a priority , ',false
1753,'DT','a','a',1,'det','Security should be priority , as ',false
1754,'NN','priority','priority',1,'nsubjpass','should be a , as the ',false
1755,',',',',',',0,'punct','be a priority as the hotel ',false
1756,'IN','as','as',1,'prep','a priority , the hotel below ',false
1757,'DT','the','the',1,'det','priority , as hotel below ground ',false
1758,'NN','hotel','hotel',1,'pobj',', as the below ground level ',false
1759,'IN','below','below',1,'prep','as the hotel ground level is ',false
1760,'NN','ground','ground',1,'nn','the hotel below level is connected ',false
1761,'NN','level','level',1,'pobj','hotel below ground is connected to ',false
1762,'VBZ','be','is',1,'auxpass','below ground level connected to a ',false
1763,'VBN','connect','connected',1,'ROOT','ground level is to a small ',false
1764,'IN','to','to',1,'prep','level is connected a small inside ',false
1765,'DT','a','a',1,'det','is connected to small inside mall ',false
1766,'JJ','small','small',1,'amod','connected to a inside mall , ',false
1767,'JJ','inside','inside',1,'amod','to a small mall , which ',false
1768,'NN','mall','mall',1,'pobj','a small inside , which is ',false
1769,',',',',',',0,'punct','small inside mall which is a ',false
1770,'WDT','which','which',1,'nsubj','inside mall , is a huge ',false
1771,'VBZ','be','is',1,'cop','mall , which a huge bonus ',false
1772,'DT','a','a',1,'det',', which is huge bonus , ',false
1773,'JJ','huge','huge',1,'amod','which is a bonus , but ',false
1774,'NN','bonus','bonus',1,'rcmod','is a huge , but - ',false
1775,',',',',',',0,'punct','a huge bonus but - it ',false
1776,'CC','but','but',1,'cc','huge bonus , - it also ',false
1777,',','-','-',0,'punct','bonus , but it also seems ',false
1778,'PRP','it','it',1,'nsubj',', but - also seems to ',false
1779,'RB','also','also',1,'advmod','but - it seems to be ',false
1780,'VBZ','seem','seems',1,'conj','- it also to be a ',false
1781,'TO','to','to',1,'aux','it also seems be a converging ',false
1782,'VB','be','be',1,'cop','also seems to a converging space ',false
1783,'DT','a','a',1,'det','seems to be converging space for ',false
1784,'JJ','converging','converging',1,'amod','to be a space for the ',false
1785,'NN','space','space',1,'xcomp','be a converging for the homeless ',false
1786,'IN','for','for',1,'prep','a converging space the homeless , ',false
1787,'DT','the','the',1,'det','converging space for homeless , who ',false
1788,'JJ','homeless','homeless',1,'pobj','space for the , who have ',false
1789,',',',',',',0,'punct','for the homeless who have mental ',false
1790,'WP','who','who',1,'nsubj','the homeless , have mental health ',false
1791,'VBP','have','have',1,'rcmod','homeless , who mental health issues ',false
1792,'JJ','mental','mental',1,'amod',', who have health issues and ',false
1793,'NN','health','health',1,'nn','who have mental issues and addiction ',false
1794,'NNS','issue','issues',1,'dobj','have mental health and addiction issues ',false
1795,'CC','and','and',1,'cc','mental health issues addiction issues . ',false
1796,'NN','addiction','addiction',1,'nn','health issues and issues . ',false
1797,'NNS','issue','issues',1,'conj','issues and addiction . ',false
1798,'.','.','.',0,'punct','and addiction issues ',false
1799,'VBZ','make','Makes',1,'ROOT','them very in-predictable ',false
1800,'PRP','them','them',1,'nsubj','Makes very in-predictable and ',false
1801,'RB','very','very',1,'advmod','Makes them in-predictable and I ',false
1802,'JJ','in-predictable','in-predictable',1,'xcomp','Makes them very and I would ',false
1803,'CC','and','and',1,'cc','them very in-predictable I would not ',false
1804,'PRP','i','I',1,'nsubjpass','very in-predictable and would not have ',false
1805,'MD','would','would',1,'aux','in-predictable and I not have wanted ',false
1806,'RB','not','not',1,'neg','and I would have wanted to ',false
1807,'VB','have','have',1,'aux','I would not wanted to run ',false
1808,'VBN','want','wanted',1,'conj','would not have to run into ',false
1809,'TO','to','to',1,'aux','not have wanted run into one ',false
1810,'VB','run','run',1,'xcomp','have wanted to into one of ',false
1811,'IN','into','into',1,'prep','wanted to run one of them ',false
1812,'CD','#crd#','one',1,'pobj','to run into of them with ',false
1813,'IN','of','of',1,'prep','run into one them with small ',false
1814,'PRP','them','them',1,'pobj','into one of with small kids ',false
1815,'IN','with','with',1,'prep','one of them small kids in ',false
1816,'JJ','small','small',1,'amod','of them with kids in tow ',false
1817,'NNS','kid','kids',1,'pobj','them with small in tow . ',false
1818,'IN','in','in',1,'prep','with small kids tow . ',false
1819,'NN','tow','tow',1,'pobj','small kids in . ',false
1820,'.','.','.',0,'punct','kids in tow ',false
1821,'VBD','see','Saw',1,'ROOT','a few having ',false
1822,'DT','a','a',1,'det','Saw few having episodes ',false
1823,'JJ','few','few',1,'amod','Saw a having episodes the ',false
1824,'VBG','have','having',1,'amod','Saw a few episodes the next ',false
1825,'NNS','episode','episodes',1,'nsubj','a few having the next morning ',false
1826,'DT','the','the',1,'det','few having episodes next morning . ',false
1827,'JJ','next','next',1,'amod','having episodes the morning . ',false
1828,'NN','morning','morning',1,'ccomp','episodes the next . ',false
1829,'.','.','.',0,'punct','the next morning ',false
2092,'NN','fine','Fine',1,'ROOT','. ',false
2093,'.','.','.',0,'punct','Fine ',false
2094,'NNP','gym','Gym',1,'nsubj','had no equipment ',false
2095,'VBD','have','had',1,'ROOT','Gym no equipment Needs ',false
2096,'DT','no','no',1,'det','Gym had equipment Needs to ',false
2097,'NN','equipment','equipment',1,'nn','Gym had no Needs to be ',false
2098,'NNS','need','Needs',1,'nsubjpass','had no equipment to be upgraded ',false
2099,'TO','to','to',1,'aux','no equipment Needs be upgraded ',false
2100,'VB','be','be',1,'auxpass','equipment Needs to upgraded ',false
2101,'VBN','upgrade','upgraded',1,'ccomp','Needs to be ',false
2280,'VBN','enjoy','Enjoyed',1,'ROOT','our stay . ',false
2281,'PRP$','our','our',1,'poss','Enjoyed stay . ',false
2282,'NN','stay','stay',1,'dobj','Enjoyed our . ',false
2283,'.','.','.',0,'punct','Enjoyed our stay ',false
2284,'JJ','comfortable','Comfortable',1,'amod','and Foot rest ',false
2285,'CC','and','and',1,'cc','Comfortable Foot rest . ',false
2286,'JJ','foot','Foot',1,'conj','Comfortable and rest . ',false
2287,'NN','rest','rest',1,'ROOT','Comfortable and Foot . ',false
2288,'.','.','.',0,'punct','and Foot rest ',false
2289,'RB','next','Next',1,'dep','to elevators ',false
2290,'IN','to','to',1,'ROOT','Next elevators ',false
2291,'NNS','elevator','elevators',1,'pobj','Next to ',false
4908,'VBD','be','Was',1,'cop','more economical than ',false
4909,'RBR','more','more',1,'advmod','Was economical than other ',false
4910,'JJ','economical','economical',1,'ROOT','Was more than other properties ',false
4911,'IN','than','than',1,'prep','Was more economical other properties I ',false
4912,'JJ','other','other',1,'amod','more economical than properties I searched ',false
4913,'NNS','property','properties',1,'pobj','economical than other I searched in ',false
4914,'PRP','i','I',1,'nsubj','than other properties searched in the ',false
4915,'VBD','search','searched',1,'rcmod','other properties I in the area ',false
4916,'IN','in','in',1,'prep','properties I searched the area but ',false
4917,'DT','the','the',1,'det','I searched in area but there ',false
4918,'NN','area','area',1,'pobj','searched in the but there is ',false
4919,'CC','but','but',1,'cc','in the area there is room ',false
4920,'EX','there','there',1,'expl','the area but is room for ',false
4921,'VBZ','be','is',1,'conj','area but there room for improvement ',false
4922,'NN','room','room',1,'nsubj','but there is for improvement . ',false
4923,'IN','for','for',1,'prep','there is room improvement . ',false
4924,'NN','improvement','improvement',1,'pobj','is room for . ',false
4925,'.','.','.',0,'punct','room for improvement ',false
4926,'NNP','location','Location',1,'nsubj','was close to ',false
4927,'VBD','be','was',1,'cop','Location close to the ',false
4928,'JJ','close','close',1,'ROOT','Location was to the event ',false
4929,'IN','to','to',1,'prep','Location was close the event we ',false
4930,'DT','the','the',1,'det','was close to event we were ',false
4931,'NN','event','event',1,'pobj','close to the we were attending ',false
4932,'PRP','we','we',1,'nsubj','to the event were attending . ',false
4933,'VBD','be','were',1,'aux','the event we attending . ',false
4934,'VBG','attend','attending',1,'rcmod','event we were . ',false
4935,'.','.','.',0,'punct','we were attending ',false
4936,'EX','there','There',1,'expl','is a parking ',false
4937,'VBZ','be','is',1,'ROOT','There a parking structure ',false
4938,'DT','a','a',1,'det','There is parking structure attacked ',false
4939,'NN','parking','parking',1,'nn','There is a structure attacked to ',false
4940,'NN','structure','structure',1,'nsubj','is a parking attacked to the ',false
4941,'VBD','attack','attacked',1,'ccomp','a parking structure to the hotel ',false
4942,'IN','to','to',1,'prep','parking structure attacked the hotel so ',false
4943,'DT','the','the',1,'det','structure attacked to hotel so you ',false
4944,'NN','hotel','hotel',1,'pobj','attacked to the so you did ',false
4945,'IN','so','so',1,'mark','to the hotel you did not ',false
4946,'PRP','you','you',1,'nsubj','the hotel so did not need ',false
4947,'VBD','do','did',1,'aux','hotel so you not need to ',false
4948,'RB','not','not',1,'neg','so you did need to park ',false
4949,'VB','need','need',1,'advcl','you did not to park outside ',false
4950,'TO','to','to',1,'aux','did not need park outside . ',false
4951,'VB','park','park',1,'xcomp','not need to outside . ',false
4952,'RB','outside','outside',1,'advmod','need to park . ',false
4953,'.','.','.',0,'punct','to park outside ',false
4954,'PRP','you','You',1,'nsubj','can travel with ',false
4955,'MD','can','can',1,'aux','You travel with pets ',false
4956,'VB','travel','travel',1,'nsubjpass','You can with pets and ',false
4957,'IN','with','with',1,'prep','You can travel pets and our ',false
4958,'NNS','pet','pets',1,'pobj','can travel with and our request ',false
4959,'CC','and','and',1,'cc','travel with pets our request for ',false
4960,'PRP$','our','our',1,'poss','with pets and request for a ',false
4961,'NN','request','request',1,'conj','pets and our for a mini ',false
4962,'IN','for','for',1,'prep','and our request a mini fridge ',false
4963,'DT','a','a',1,'det','our request for mini fridge in ',false
4964,'JJ','mini','mini',1,'amod','request for a fridge in the ',false
4965,'NN','fridge','fridge',1,'pobj','for a mini in the room ',false
4966,'IN','in','in',1,'prep','a mini fridge the room for ',false
4967,'DT','the','the',1,'det','mini fridge in room for medication ',false
4968,'NN','room','room',1,'pobj','fridge in the for medication storage ',false
4969,'IN','for','for',1,'prep','in the room medication storage was ',false
4970,'NN','medication','medication',1,'nn','the room for storage was honoured ',false
4971,'NN','storage','storage',1,'pobj','room for medication was honoured at ',false
4972,'VBD','be','was',1,'auxpass','for medication storage honoured at no ',false
4973,'VBN','honour','honoured',1,'ROOT','medication storage was at no charge ',false
4974,'IN','at','at',1,'prep','storage was honoured no charge . ',false
4975,'DT','no','no',1,'det','was honoured at charge . ',false
4976,'NN','charge','charge',1,'pobj','honoured at no . ',false
4977,'.','.','.',0,'punct','at no charge ',false
4978,'DT','the','The',1,'det','bathroom was dated ',false
4979,'NN','bathroom','bathroom',1,'nsubjpass','The was dated , ',false
4980,'VBD','be','was',1,'auxpass','The bathroom dated , some ',false
4981,'VBN','date','dated',1,'nsubj','The bathroom was , some tiles ',false
4982,',',',',',',0,'punct','bathroom was dated some tiles were ',false
4983,'DT','some','some',1,'det','was dated , tiles were cracked ',false
4984,'NNS','tile','tiles',1,'nsubjpass','dated , some were cracked in ',false
4985,'VBD','be','were',1,'auxpass',', some tiles cracked in the ',false
4986,'VBN','crack','cracked',1,'parataxis','some tiles were in the shower ',false
4987,'IN','in','in',1,'prep','tiles were cracked the shower and ',false
4988,'DT','the','the',1,'det','were cracked in shower and much ',false
4989,'NN','shower','shower',1,'pobj','cracked in the and much of ',false
4990,'CC','and','and',1,'cc','in the shower much of the ',false
4991,'JJ','much','much',1,'conj','the shower and of the grout ',false
4992,'IN','of','of',1,'prep','shower and much the grout was ',false
4993,'DT','the','the',1,'det','and much of grout was black ',false
4994,'NN','grout','grout',1,'pobj','much of the was black . ',false
4995,'VBD','be','was',1,'cop','of the grout black . ',false
4996,'JJ','black','black',1,'ROOT','the grout was . ',false
4997,'.','.','.',0,'punct','grout was black ',false
4998,'DT','the','The',1,'det','carpet was stained ',false
4999,'NN','carpet','carpet',1,'nsubjpass','The was stained but ',false
5000,'VBD','be','was',1,'auxpass','The carpet stained but was ',false
5001,'VBN','stain','stained',1,'ROOT','The carpet was but was not ',false
5002,'CC','but','but',1,'cc','carpet was stained was not dirty ',false
5003,'VBD','be','was',1,'cop','was stained but not dirty ( ',false
5004,'RB','not','not',1,'neg','stained but was dirty ( my ',false
5005,'JJ','dirty','dirty',1,'conj','but was not ( my socks ',false
5006,'-LRB-','(','(',0,'punct','was not dirty my socks did ',false
5007,'PRP$','my','my',1,'poss','not dirty ( socks did not ',false
5008,'NNS','sock','socks',1,'nsubj','dirty ( my did not turn ',false
5009,'VBD','do','did',1,'aux','( my socks not turn get ',false
5010,'RB','not','not',1,'neg','my socks did turn get dirty ',false
5011,'VB','turn','turn',1,'parataxis','socks did not get dirty walking ',false
5012,'VB','get','get',1,'xcomp','did not turn dirty walking on ',false
5013,'JJ','dirty','dirty',1,'amod','not turn get walking on carpet ',false
5014,'NN','walking','walking',1,'dobj','turn get dirty on carpet ) ',false
5015,'IN','on','on',1,'prep','get dirty walking carpet ) . ',false
5016,'NN','carpet','carpet',1,'pobj','dirty walking on ) . ',false
5017,'-RRB-',')',')',0,'dep','walking on carpet . ',false
5018,'.','.','.',0,'punct','on carpet ) ',false
5019,'NN','parking','Parking',1,'nn','garage has low ',false
5020,'NN','garage','garage',1,'nsubj','Parking has low ceilings ',false
5021,'VBZ','have','has',1,'ROOT','Parking garage low ceilings ( ',false
5022,'JJ','low','low',1,'amod','Parking garage has ceilings ( 6 ',false
5023,'NNS','ceiling','ceilings',1,'dobj','garage has low ( 6 foot ',false
5024,'-LRB-','(','(',0,'dep','has low ceilings 6 foot max ',false
5025,'CD','0','6',0,'num','low ceilings ( foot max clearance ',false
5026,'NN','foot','foot',1,'nn','ceilings ( 6 max clearance ) ',false
5027,'NN','max','max',1,'nn','( 6 foot clearance ) so ',false
5028,'NN','clearance','clearance',1,'nsubj','6 foot max ) so larger ',false
5029,'-RRB-',')',')',0,'advmod','foot max clearance so larger vehicles ',false
5030,'RB','so','so',1,'advmod','max clearance ) larger vehicles will ',false
5031,'JJR','large','larger',1,'amod','clearance ) so vehicles will not ',false
5032,'NNS','vehicle','vehicles',1,'nsubj',') so larger will not fit ',false
5033,'MD','will','will',1,'aux','so larger vehicles not fit and ',false
5034,'RB','not','not',1,'neg','larger vehicles will fit and cost ',false
5035,'VB','fit','fit',1,'ccomp','vehicles will not and cost is ',false
5036,'CC','and','and',1,'cc','will not fit cost is $ ',false
5037,'VB','cost','cost',1,'conj','not fit and is $ 19 ',false
5038,'VBZ','be','is',1,'cop','fit and cost $ 19 / ',false
5039,'$','$','$',0,'rcmod','and cost is 19 / day ',false
5040,'CD','0','19',0,'number','cost is $ / day . ',false
5041,'CD','/','/',0,'number','is $ 19 day . ',false
5042,'NN','day','day',1,'tmod','$ 19 / . ',false
5043,'.','.','.',0,'punct','19 / day ',false
5044,'EX','there','There',1,'expl','was a $ ',false
5045,'VBD','be','was',1,'ROOT','There a $ 40 ',false
5046,'DT','a','a',1,'det','There was $ 40 charge ',false
5047,'$','$','$',0,'amod','There was a 40 charge for ',false
5048,'CD','0','40',0,'dep','was a $ charge for cleaning ',false
5049,'NN','charge','charge',1,'nsubj','a $ 40 for cleaning the ',false
5050,'IN','for','for',1,'prep','$ 40 charge cleaning the room ',false
5051,'VBG','clean','cleaning',1,'pcomp','40 charge for the room if ',false
5052,'DT','the','the',1,'det','charge for cleaning room if you ',false
5053,'NN','room','room',1,'dobj','for cleaning the if you travel ',false
5054,'IN','if','if',1,'mark','cleaning the room you travel with ',false
5055,'PRP','you','you',1,'nsubj','the room if travel with pets ',false
5056,'VBP','travel','travel',1,'advcl','room if you with pets that ',false
5057,'IN','with','with',1,'prep','if you travel pets that we ',false
5058,'NNS','pet','pets',1,'pobj','you travel with that we were ',false
5059,'IN','that','that',1,'complm','travel with pets we were not ',false
5060,'PRP','we','we',1,'nsubjpass','with pets that were not told ',false
5061,'VBD','be','were',1,'auxpass','pets that we not told about ',false
5062,'RB','not','not',1,'neg','that we were told about until ',false
5063,'VBN','tell','told',1,'ccomp','we were not about until after ',false
5064,'IN','about','about',1,'prep','were not told until after check ',false
5065,'IN','until','until',1,'dep','not told about after check - ',false
5066,'IN','after','after',1,'dep','told about until check - in ',false
5067,'NN','check','check',1,'nn','about until after - in . ',false
5068,'HYPH','-','-',0,'amod','until after check in . ',false
5069,'NN','in','in',1,'pobj','after check - . ',false
5070,'.','.','.',0,'punct','check - in ',false
5071,'DT','the','The',1,'det','bar / restaurant ',false
5072,'NN','bar','bar',1,'nsubj','The / restaurant was ',false
5073,'SYM','/','/',0,'dep','The bar restaurant was closed ',false
5074,'NN','restaurant','restaurant',1,'nsubjpass','The bar / was closed when ',false
5075,'VBD','be','was',1,'auxpass','bar / restaurant closed when we ',false
5076,'VBN','close','closed',1,'ROOT','/ restaurant was when we went ',false
5077,'WRB','when','when',1,'advmod','restaurant was closed we went to ',false
5078,'PRP','we','we',1,'nsubj','was closed when went to have ',false
5079,'VBD','go','went',1,'advcl','closed when we to have a ',false
5080,'TO','to','to',1,'aux','when we went have a drink ',false
5081,'VB','have','have',1,'xcomp','we went to a drink one ',false
5082,'DT','a','a',1,'det','went to have drink one evening ',false
5083,'NN','drink','drink',1,'nn','to have a one evening and ',false
5084,'CD','#crd#','one',1,'num','have a drink evening and there ',false
5085,'NN','evening','evening',1,'dobj','a drink one and there are ',false
5086,'CC','and','and',1,'cc','drink one evening there are no ',false
5087,'EX','there','there',1,'expl','one evening and are no posted ',false
5088,'VBP','be','are',1,'conj','evening and there no posted hours ',false
5089,'DT','no','no',1,'det','and there are posted hours of ',false
5090,'VBN','post','posted',1,'amod','there are no hours of operation.u ',false
5091,'NNS','hour','hours',1,'nsubj','are no posted of operation.u ',false
5092,'IN','of','of',1,'prep','no posted hours operation.u ',false
5093,'NN','operation.u','operation.u',1,'pobj','posted hours of ',false
6246,'RB','acceptably','Acceptably',1,'ROOT','. ',false
6247,'.','.','.',0,'punct','Acceptably ',false
6248,'NNP','good','Good',1,'nn','Location , parking ',false
6249,'NNP','location','Location',1,'ROOT','Good , parking , ',false
6250,',',',',',',0,'punct','Good Location parking , grocery ',false
6251,'NN','parking','parking',1,'appos','Good Location , , grocery store ',false
6252,',',',',',',0,'punct','Location , parking grocery store in ',false
6253,'NN','grocery','grocery',1,'nn',', parking , store in the ',false
6254,'NN','store','store',1,'appos','parking , grocery in the building ',false
6255,'IN','in','in',1,'prep',', grocery store the building . ',false
6256,'DT','the','the',1,'det','grocery store in building . ',false
6257,'NN','building','building',1,'pobj','store in the . ',false
6258,'.','.','.',0,'punct','in the building ',false
6259,'JJ','old','Old',1,'amod','hotel and relevant ',false
6260,'NN','hotel','hotel',1,'ROOT','Old and relevant smell ',false
6261,'CC','and','and',1,'cc','Old hotel relevant smell , ',false
6262,'JJ','relevant','relevant',1,'amod','Old hotel and smell , no ',false
6263,'NN','smell','smell',1,'conj','hotel and relevant , no sockets ',false
6264,',',',',',',0,'punct','and relevant smell no sockets in ',false
6265,'DT','no','no',1,'det','relevant smell , sockets in the ',false
6266,'NNS','socket','sockets',1,'appos','smell , no in the room ',false
6267,'IN','in','in',1,'prep',', no sockets the room at ',false
6268,'DT','the','the',1,'det','no sockets in room at all ',false
6269,'NN','room','room',1,'pobj','sockets in the at all . ',false
6270,'RB','at','at',1,'advmod','in the room all . ',false
6271,'RB','all','all',1,'dep','the room at . ',false
6272,'.','.','.',0,'punct','room at all ',false
6273,'VBD','have','Had',1,'ROOT','to charge cellular ',false
6274,'TO','to','to',1,'aux','Had charge cellular in ',false
6275,'VB','charge','charge',1,'xcomp','Had to cellular in bathroom ',false
6276,'JJ','cellular','cellular',1,'dobj','Had to charge in bathroom . ',false
6277,'IN','in','in',1,'prep','to charge cellular bathroom . ',false
6278,'NN','bathroom','bathroom',1,'pobj','charge cellular in . ',false
6279,'.','.','.',0,'punct','cellular in bathroom ',false
6280,'NN','air','Air',1,'nn','condition was terrible ',false
6281,'NN','condition','condition',1,'nsubj','Air was terrible . ',false
6282,'VBD','be','was',1,'cop','Air condition terrible . ',false
6283,'JJ','terrible','terrible',1,'ROOT','Air condition was . ',false
6284,'.','.','.',0,'punct','condition was terrible ',false
6285,'VBD','have','Had',1,'ROOT','to ask staff ',false
6286,'TO','to','to',1,'aux','Had ask staff to ',false
6287,'VB','ask','ask',1,'xcomp','Had to staff to switch ',false
6288,'NN','staff','staff',1,'dobj','Had to ask to switch it ',false
6289,'TO','to','to',1,'aux','to ask staff switch it off ',false
6290,'VB','switch','switch',1,'xcomp','ask staff to it off in ',false
6291,'PRP','it','it',1,'dobj','staff to switch off in the ',false
6292,'RP','off','off',1,'prt','to switch it in the evening ',false
6293,'IN','in','in',1,'prep','switch it off the evening , ',false
6294,'DT','the','the',1,'det','it off in evening , but ',false
6295,'NN','evening','evening',1,'pobj','off in the , but at ',false
6296,',',',',',',0,'punct','in the evening but at night ',false
6297,'CC','but','but',1,'cc','the evening , at night it ',false
6298,'IN','at','at',1,'prep','evening , but night it started ',false
6299,'NN','night','night',1,'pobj',', but at it started blow ',false
6300,'PRP','it','it',1,'nsubj','but at night started blow cool ',false
6301,'VBD','start','started',1,'conj','at night it blow cool air ',false
6302,'NN','blow','blow',1,'nn','night it started cool air very ',false
6303,'JJ','cool','cool',1,'amod','it started blow air very noisy ',false
6304,'NN','air','air',1,'dobj','started blow cool very noisy . ',false
6305,'RB','very','very',1,'advmod','blow cool air noisy . ',false
6306,'RB','noisy','noisy',1,'advmod','cool air very . ',false
6307,'.','.','.',0,'punct','air very noisy ',false
6308,'PRP','it','It',1,'nsubj','was very cold ',false
6309,'VBD','be','was',1,'cop','It very cold and ',false
6310,'RB','very','very',1,'advmod','It was cold and uncomfortable ',false
6311,'JJ','cold','cold',1,'ROOT','It was very and uncomfortable . ',false
6312,'CC','and','and',1,'cc','was very cold uncomfortable . ',false
6313,'JJ','uncomfortable','uncomfortable',1,'conj','very cold and . ',false
6314,'.','.','.',0,'punct','cold and uncomfortable ',false
7238,'VB','stay','Stay',1,'nsubj','was okay . ',false
7239,'VBD','be','was',1,'cop','Stay okay . ',false
7240,'JJ','okay','okay',1,'ROOT','Stay was . ',false
7241,'.','.','.',0,'punct','Stay was okay ',false
7242,'PRP','i','I',1,'nsubj','will consider staying ',false
7243,'MD','will','will',1,'aux','I consider staying there ',false
7244,'VB','consider','consider',1,'ROOT','I will staying there again ',false
7245,'VBG','stay','staying',1,'xcomp','I will consider there again . ',false
7246,'RB','there','there',1,'advmod','will consider staying again . ',false
7247,'RB','again','again',1,'advmod','consider staying there . ',false
7248,'.','.','.',0,'punct','staying there again ',false
7249,'DT','the','The',1,'det','location was great ',false
7250,'NN','location','location',1,'nsubj','The was great , ',false
7251,'VBD','be','was',1,'cop','The location great , right ',false
7252,'JJ','great','great',1,'ccomp','The location was , right downtown ',false
7253,',',',',',',0,'punct','location was great right downtown Montreal ',false
7254,'JJ','right','right',1,'amod','was great , downtown Montreal . ',false
7255,'NN','downtown','downtown',1,'nn','great , right Montreal . ',false
7256,'NNP','montreal','Montreal',1,'ROOT',', right downtown . ',false
7257,'.','.','.',0,'punct','right downtown Montreal ',false
7258,'NNP','view','View',1,'nsubj','was amazing and ',false
7259,'VBD','be','was',1,'cop','View amazing and the ',false
7260,'JJ','amazing','amazing',1,'ROOT','View was and the bed ',false
7261,'CC','and','and',1,'cc','View was amazing the bed was ',false
7262,'DT','the','the',1,'det','was amazing and bed was comfortable ',false
7263,'NN','bed','bed',1,'nsubj','amazing and the was comfortable enough ',false
7264,'VBD','be','was',1,'cop','and the bed comfortable enough . ',false
7265,'JJ','comfortable','comfortable',1,'conj','the bed was enough . ',false
7266,'RB','enough','enough',1,'advmod','bed was comfortable . ',false
7267,'.','.','.',0,'punct','was comfortable enough ',false
7268,'DT','the','The',1,'det','hotel was outdated ',false
7269,'NN','hotel','hotel',1,'nsubj','The was outdated . ',false
7270,'VBD','be','was',1,'cop','The hotel outdated . ',false
7271,'JJ','outdated','outdated',1,'ROOT','The hotel was . ',false
7272,'.','.','.',0,'punct','hotel was outdated ',false
7273,'NNP','carpet','Carpet',1,'nsubj','was pretty old ',false
7274,'VBD','be','was',1,'cop','Carpet pretty old and ',false
7275,'RB','pretty','pretty',1,'advmod','Carpet was old and the ',false
7276,'JJ','old','old',1,'ROOT','Carpet was pretty and the vent ',false
7277,'CC','and','and',1,'cc','was pretty old the vent was ',false
7278,'DT','the','the',1,'det','pretty old and vent was VERY ',false
7279,'NN','vent','vent',1,'nsubj','old and the was VERY dusty ',false
7280,'VBD','be','was',1,'cop','and the vent VERY dusty . ',false
7281,'RB','very','VERY',1,'advmod','the vent was dusty . ',false
7282,'JJ','dusty','dusty',1,'conj','vent was VERY . ',false
7283,'.','.','.',0,'punct','was VERY dusty ',false
7284,'PRP','you','You',1,'nsubj','can actually see ',false
7285,'MD','can','can',1,'aux','You actually see the ',false
7286,'RB','actually','actually',1,'advmod','You can see the caked ',false
7287,'VB','see','see',1,'ROOT','You can actually the caked on ',false
7288,'DT','the','the',1,'det','can actually see caked on dust ',false
