@relation WLAN-positive

@attribute id numeric
@attribute pos string
@attribute lemma string
@attribute surfaceform string
@attribute hasUppercase numeric
@attribute dependency string
@attribute neighbortokens string
@attribute aspecttype {true, false}

@data
787,'VBN','connect','connected',1,'ROOT','ground level is to a small ',false
788,'IN','to','to',1,'prep','level is connected a small inside ',false
789,'DT','a','a',1,'det','is connected to small inside mall ',false
790,'JJ','small','small',1,'amod','connected to a inside mall , ',false
791,'JJ','inside','inside',1,'amod','to a small mall , which ',false
792,'NN','mall','mall',1,'pobj','a small inside , which is ',false
793,',',',',',',0,'punct','small inside mall which is a ',false
794,'WDT','which','which',1,'nsubj','inside mall , is a huge ',false
795,'VBZ','be','is',1,'cop','mall , which a huge bonus ',false
796,'DT','a','a',1,'det',', which is huge bonus , ',false
797,'JJ','huge','huge',1,'amod','which is a bonus , but ',false
798,'NN','bonus','bonus',1,'rcmod','is a huge , but - ',false
799,',',',',',',0,'punct','a huge bonus but - it ',false
800,'CC','but','but',1,'cc','huge bonus , - it also ',false
801,',','-','-',0,'punct','bonus , but it also seems ',false
802,'PRP','it','it',1,'nsubj',', but - also seems to ',false
803,'RB','also','also',1,'advmod','but - it seems to be ',false
804,'VBZ','seem','seems',1,'conj','- it also to be a ',false
805,'TO','to','to',1,'aux','it also seems be a converging ',false
806,'VB','be','be',1,'cop','also seems to a converging space ',false
807,'DT','a','a',1,'det','seems to be converging space for ',false
808,'JJ','converging','converging',1,'amod','to be a space for the ',false
809,'NN','space','space',1,'xcomp','be a converging for the homeless ',false
810,'IN','for','for',1,'prep','a converging space the homeless , ',false
811,'DT','the','the',1,'det','converging space for homeless , who ',false
812,'JJ','homeless','homeless',1,'pobj','space for the , who have ',false
813,',',',',',',0,'punct','for the homeless who have mental ',false
814,'WP','who','who',1,'nsubj','the homeless , have mental health ',false
815,'VBP','have','have',1,'rcmod','homeless , who mental health issues ',false
816,'JJ','mental','mental',1,'amod',', who have health issues and ',false
817,'NN','health','health',1,'nn','who have mental issues and addiction ',false
818,'NNS','issue','issues',1,'dobj','have mental health and addiction issues ',false
819,'CC','and','and',1,'cc','mental health issues addiction issues . ',false
820,'NN','addiction','addiction',1,'nn','health issues and issues . ',false
821,'NNS','issue','issues',1,'conj','issues and addiction . ',false
822,'.','.','.',0,'punct','and addiction issues ',false
823,'VBZ','make','Makes',1,'ROOT','them very in-predictable ',false
824,'PRP','them','them',1,'nsubj','Makes very in-predictable and ',false
825,'RB','very','very',1,'advmod','Makes them in-predictable and I ',false
826,'JJ','in-predictable','in-predictable',1,'xcomp','Makes them very and I would ',false
827,'CC','and','and',1,'cc','them very in-predictable I would not ',false
828,'PRP','i','I',1,'nsubjpass','very in-predictable and would not have ',false
829,'MD','would','would',1,'aux','in-predictable and I not have wanted ',false
830,'RB','not','not',1,'neg','and I would have wanted to ',false
831,'VB','have','have',1,'aux','I would not wanted to run ',false
832,'VBN','want','wanted',1,'conj','would not have to run into ',false
833,'TO','to','to',1,'aux','not have wanted run into one ',false
834,'VB','run','run',1,'xcomp','have wanted to into one of ',false
835,'IN','into','into',1,'prep','wanted to run one of them ',false
836,'CD','#crd#','one',1,'pobj','to run into of them with ',false
837,'IN','of','of',1,'prep','run into one them with small ',false
838,'PRP','them','them',1,'pobj','into one of with small kids ',false
839,'IN','with','with',1,'prep','one of them small kids in ',false
840,'JJ','small','small',1,'amod','of them with kids in tow ',false
841,'NNS','kid','kids',1,'pobj','them with small in tow . ',false
842,'IN','in','in',1,'prep','with small kids tow . ',false
843,'NN','tow','tow',1,'pobj','small kids in . ',false
844,'.','.','.',0,'punct','kids in tow ',false
845,'VBD','see','Saw',1,'ROOT','a few having ',false
846,'DT','a','a',1,'det','Saw few having episodes ',false
847,'JJ','few','few',1,'amod','Saw a having episodes the ',false
848,'VBG','have','having',1,'amod','Saw a few episodes the next ',false
849,'NNS','episode','episodes',1,'nsubj','a few having the next morning ',false
850,'DT','the','the',1,'det','few having episodes next morning . ',false
851,'JJ','next','next',1,'amod','having episodes the morning . ',false
852,'NN','morning','morning',1,'ccomp','episodes the next . ',false
853,'.','.','.',0,'punct','the next morning ',false
2012,'NN','fine','Fine',1,'ROOT','. ',false
2013,'.','.','.',0,'punct','Fine ',false
2014,'NNP','gym','Gym',1,'nsubj','had no equipment ',false
2015,'VBD','have','had',1,'ROOT','Gym no equipment Needs ',false
2016,'DT','no','no',1,'det','Gym had equipment Needs to ',false
2017,'NN','equipment','equipment',1,'nn','Gym had no Needs to be ',false
2018,'NNS','need','Needs',1,'nsubjpass','had no equipment to be upgraded ',false
2019,'TO','to','to',1,'aux','no equipment Needs be upgraded ',false
2020,'VB','be','be',1,'auxpass','equipment Needs to upgraded ',false
2021,'VBN','upgrade','upgraded',1,'ccomp','Needs to be ',false
2184,'VBN','enjoy','Enjoyed',1,'ROOT','our stay . ',false
2185,'PRP$','our','our',1,'poss','Enjoyed stay . ',false
2186,'NN','stay','stay',1,'dobj','Enjoyed our . ',false
2187,'.','.','.',0,'punct','Enjoyed our stay ',false
2188,'JJ','comfortable','Comfortable',1,'amod','and Foot rest ',false
2189,'CC','and','and',1,'cc','Comfortable Foot rest . ',false
2190,'JJ','foot','Foot',1,'conj','Comfortable and rest . ',false
2191,'NN','rest','rest',1,'ROOT','Comfortable and Foot . ',false
2192,'.','.','.',0,'punct','and Foot rest ',false
2193,'RB','next','Next',1,'dep','to elevators ',false
2194,'IN','to','to',1,'ROOT','Next elevators ',false
2195,'NNS','elevator','elevators',1,'pobj','Next to ',false
3420,'VBD','be','Was',1,'cop','more economical than ',false
3421,'RBR','more','more',1,'advmod','Was economical than other ',false
3422,'JJ','economical','economical',1,'ROOT','Was more than other properties ',false
3423,'IN','than','than',1,'prep','Was more economical other properties I ',false
3424,'JJ','other','other',1,'amod','more economical than properties I searched ',false
3425,'NNS','property','properties',1,'pobj','economical than other I searched in ',false
3426,'PRP','i','I',1,'nsubj','than other properties searched in the ',false
3427,'VBD','search','searched',1,'rcmod','other properties I in the area ',false
3428,'IN','in','in',1,'prep','properties I searched the area but ',false
3429,'DT','the','the',1,'det','I searched in area but there ',false
3430,'NN','area','area',1,'pobj','searched in the but there is ',false
3431,'CC','but','but',1,'cc','in the area there is room ',false
3432,'EX','there','there',1,'expl','the area but is room for ',false
3433,'VBZ','be','is',1,'conj','area but there room for improvement ',false
3434,'NN','room','room',1,'nsubj','but there is for improvement . ',false
3435,'IN','for','for',1,'prep','there is room improvement . ',false
3436,'NN','improvement','improvement',1,'pobj','is room for . ',false
3437,'.','.','.',0,'punct','room for improvement ',false
3438,'NNP','location','Location',1,'nsubj','was close to ',false
3439,'VBD','be','was',1,'cop','Location close to the ',false
3440,'JJ','close','close',1,'ROOT','Location was to the event ',false
3441,'IN','to','to',1,'prep','Location was close the event we ',false
3442,'DT','the','the',1,'det','was close to event we were ',false
3443,'NN','event','event',1,'pobj','close to the we were attending ',false
3444,'PRP','we','we',1,'nsubj','to the event were attending . ',false
3445,'VBD','be','were',1,'aux','the event we attending . ',false
3446,'VBG','attend','attending',1,'rcmod','event we were . ',false
3447,'.','.','.',0,'punct','we were attending ',false
3448,'EX','there','There',1,'expl','is a parking ',false
3449,'VBZ','be','is',1,'ROOT','There a parking structure ',false
3450,'DT','a','a',1,'det','There is parking structure attacked ',false
3451,'NN','parking','parking',1,'nn','There is a structure attacked to ',false
3452,'NN','structure','structure',1,'nsubj','is a parking attacked to the ',false
3453,'VBD','attack','attacked',1,'ccomp','a parking structure to the hotel ',false
3454,'IN','to','to',1,'prep','parking structure attacked the hotel so ',false
3455,'DT','the','the',1,'det','structure attacked to hotel so you ',false
3456,'NN','hotel','hotel',1,'pobj','attacked to the so you did ',false
3457,'IN','so','so',1,'mark','to the hotel you did not ',false
3458,'PRP','you','you',1,'nsubj','the hotel so did not need ',false
3459,'VBD','do','did',1,'aux','hotel so you not need to ',false
3460,'RB','not','not',1,'neg','so you did need to park ',false
3461,'VB','need','need',1,'advcl','you did not to park outside ',false
3462,'TO','to','to',1,'aux','did not need park outside . ',false
3463,'VB','park','park',1,'xcomp','not need to outside . ',false
3464,'RB','outside','outside',1,'advmod','need to park . ',false
3465,'.','.','.',0,'punct','to park outside ',false
3466,'PRP','you','You',1,'nsubj','can travel with ',false
3467,'MD','can','can',1,'aux','You travel with pets ',false
3468,'VB','travel','travel',1,'nsubjpass','You can with pets and ',false
3469,'IN','with','with',1,'prep','You can travel pets and our ',false
3470,'NNS','pet','pets',1,'pobj','can travel with and our request ',false
3471,'CC','and','and',1,'cc','travel with pets our request for ',false
3472,'PRP$','our','our',1,'poss','with pets and request for a ',false
3473,'NN','request','request',1,'conj','pets and our for a mini ',false
3474,'IN','for','for',1,'prep','and our request a mini fridge ',false
3475,'DT','a','a',1,'det','our request for mini fridge in ',false
3476,'JJ','mini','mini',1,'amod','request for a fridge in the ',false
3477,'NN','fridge','fridge',1,'pobj','for a mini in the room ',false
3478,'IN','in','in',1,'prep','a mini fridge the room for ',false
3479,'DT','the','the',1,'det','mini fridge in room for medication ',false
3480,'NN','room','room',1,'pobj','fridge in the for medication storage ',false
3481,'IN','for','for',1,'prep','in the room medication storage was ',false
3482,'NN','medication','medication',1,'nn','the room for storage was honoured ',false
3483,'NN','storage','storage',1,'pobj','room for medication was honoured at ',false
3484,'VBD','be','was',1,'auxpass','for medication storage honoured at no ',false
3485,'VBN','honour','honoured',1,'ROOT','medication storage was at no charge ',false
3486,'IN','at','at',1,'prep','storage was honoured no charge . ',false
3487,'DT','no','no',1,'det','was honoured at charge . ',false
3488,'NN','charge','charge',1,'pobj','honoured at no . ',false
3489,'.','.','.',0,'punct','at no charge ',false
3490,'DT','the','The',1,'det','bathroom was dated ',false
3491,'NN','bathroom','bathroom',1,'nsubjpass','The was dated , ',false
3492,'VBD','be','was',1,'auxpass','The bathroom dated , some ',false
3493,'VBN','date','dated',1,'nsubj','The bathroom was , some tiles ',false
3494,',',',',',',0,'punct','bathroom was dated some tiles were ',false
3495,'DT','some','some',1,'det','was dated , tiles were cracked ',false
3496,'NNS','tile','tiles',1,'nsubjpass','dated , some were cracked in ',false
3497,'VBD','be','were',1,'auxpass',', some tiles cracked in the ',false
3498,'VBN','crack','cracked',1,'parataxis','some tiles were in the shower ',false
3499,'IN','in','in',1,'prep','tiles were cracked the shower and ',false
3500,'DT','the','the',1,'det','were cracked in shower and much ',false
3501,'NN','shower','shower',1,'pobj','cracked in the and much of ',false
3502,'CC','and','and',1,'cc','in the shower much of the ',false
3503,'JJ','much','much',1,'conj','the shower and of the grout ',false
3504,'IN','of','of',1,'prep','shower and much the grout was ',false
3505,'DT','the','the',1,'det','and much of grout was black ',false
3506,'NN','grout','grout',1,'pobj','much of the was black . ',false
3507,'VBD','be','was',1,'cop','of the grout black . ',false
3508,'JJ','black','black',1,'ROOT','the grout was . ',false
3509,'.','.','.',0,'punct','grout was black ',false
3510,'DT','the','The',1,'det','carpet was stained ',false
3511,'NN','carpet','carpet',1,'nsubjpass','The was stained but ',false
3512,'VBD','be','was',1,'auxpass','The carpet stained but was ',false
3513,'VBN','stain','stained',1,'ROOT','The carpet was but was not ',false
3514,'CC','but','but',1,'cc','carpet was stained was not dirty ',false
3515,'VBD','be','was',1,'cop','was stained but not dirty ( ',false
3516,'RB','not','not',1,'neg','stained but was dirty ( my ',false
3517,'JJ','dirty','dirty',1,'conj','but was not ( my socks ',false
3518,'-LRB-','(','(',0,'punct','was not dirty my socks did ',false
3519,'PRP$','my','my',1,'poss','not dirty ( socks did not ',false
3520,'NNS','sock','socks',1,'nsubj','dirty ( my did not turn ',false
3521,'VBD','do','did',1,'aux','( my socks not turn get ',false
3522,'RB','not','not',1,'neg','my socks did turn get dirty ',false
3523,'VB','turn','turn',1,'parataxis','socks did not get dirty walking ',false
3524,'VB','get','get',1,'xcomp','did not turn dirty walking on ',false
3525,'JJ','dirty','dirty',1,'amod','not turn get walking on carpet ',false
3526,'NN','walking','walking',1,'dobj','turn get dirty on carpet ) ',false
3527,'IN','on','on',1,'prep','get dirty walking carpet ) . ',false
3528,'NN','carpet','carpet',1,'pobj','dirty walking on ) . ',false
3529,'-RRB-',')',')',0,'dep','walking on carpet . ',false
3530,'.','.','.',0,'punct','on carpet ) ',false
3531,'NN','parking','Parking',1,'nn','garage has low ',false
3532,'NN','garage','garage',1,'nsubj','Parking has low ceilings ',false
3533,'VBZ','have','has',1,'ROOT','Parking garage low ceilings ( ',false
3534,'JJ','low','low',1,'amod','Parking garage has ceilings ( 6 ',false
3535,'NNS','ceiling','ceilings',1,'dobj','garage has low ( 6 foot ',false
3536,'-LRB-','(','(',0,'dep','has low ceilings 6 foot max ',false
3537,'CD','0','6',0,'num','low ceilings ( foot max clearance ',false
3538,'NN','foot','foot',1,'nn','ceilings ( 6 max clearance ) ',false
3539,'NN','max','max',1,'nn','( 6 foot clearance ) so ',false
3540,'NN','clearance','clearance',1,'nsubj','6 foot max ) so larger ',false
3541,'-RRB-',')',')',0,'advmod','foot max clearance so larger vehicles ',false
3542,'RB','so','so',1,'advmod','max clearance ) larger vehicles will ',false
3543,'JJR','large','larger',1,'amod','clearance ) so vehicles will not ',false
3544,'NNS','vehicle','vehicles',1,'nsubj',') so larger will not fit ',false
3545,'MD','will','will',1,'aux','so larger vehicles not fit and ',false
3546,'RB','not','not',1,'neg','larger vehicles will fit and cost ',false
3547,'VB','fit','fit',1,'ccomp','vehicles will not and cost is ',false
3548,'CC','and','and',1,'cc','will not fit cost is $ ',false
3549,'VB','cost','cost',1,'conj','not fit and is $ 19 ',false
3550,'VBZ','be','is',1,'cop','fit and cost $ 19 / ',false
3551,'$','$','$',0,'rcmod','and cost is 19 / day ',false
3552,'CD','0','19',0,'number','cost is $ / day . ',false
3553,'CD','/','/',0,'number','is $ 19 day . ',false
3554,'NN','day','day',1,'tmod','$ 19 / . ',false
3555,'.','.','.',0,'punct','19 / day ',false
3556,'EX','there','There',1,'expl','was a $ ',false
3557,'VBD','be','was',1,'ROOT','There a $ 40 ',false
3558,'DT','a','a',1,'det','There was $ 40 charge ',false
3559,'$','$','$',0,'amod','There was a 40 charge for ',false
3560,'CD','0','40',0,'dep','was a $ charge for cleaning ',false
3561,'NN','charge','charge',1,'nsubj','a $ 40 for cleaning the ',false
3562,'IN','for','for',1,'prep','$ 40 charge cleaning the room ',false
3563,'VBG','clean','cleaning',1,'pcomp','40 charge for the room if ',false
3564,'DT','the','the',1,'det','charge for cleaning room if you ',false
3565,'NN','room','room',1,'dobj','for cleaning the if you travel ',false
3566,'IN','if','if',1,'mark','cleaning the room you travel with ',false
3567,'PRP','you','you',1,'nsubj','the room if travel with pets ',false
3568,'VBP','travel','travel',1,'advcl','room if you with pets that ',false
3569,'IN','with','with',1,'prep','if you travel pets that we ',false
3570,'NNS','pet','pets',1,'pobj','you travel with that we were ',false
3571,'IN','that','that',1,'complm','travel with pets we were not ',false
3572,'PRP','we','we',1,'nsubjpass','with pets that were not told ',false
3573,'VBD','be','were',1,'auxpass','pets that we not told about ',false
3574,'RB','not','not',1,'neg','that we were told about until ',false
3575,'VBN','tell','told',1,'ccomp','we were not about until after ',false
3576,'IN','about','about',1,'prep','were not told until after check ',false
3577,'IN','until','until',1,'dep','not told about after check - ',false
3578,'IN','after','after',1,'dep','told about until check - in ',false
3579,'NN','check','check',1,'nn','about until after - in . ',false
3580,'HYPH','-','-',0,'amod','until after check in . ',false
3581,'NN','in','in',1,'pobj','after check - . ',false
3582,'.','.','.',0,'punct','check - in ',false
3583,'DT','the','The',1,'det','bar / restaurant ',false
3584,'NN','bar','bar',1,'nsubj','The / restaurant was ',false
3585,'SYM','/','/',0,'dep','The bar restaurant was closed ',false
3586,'NN','restaurant','restaurant',1,'nsubjpass','The bar / was closed when ',false
3587,'VBD','be','was',1,'auxpass','bar / restaurant closed when we ',false
3588,'VBN','close','closed',1,'ROOT','/ restaurant was when we went ',false
3589,'WRB','when','when',1,'advmod','restaurant was closed we went to ',false
3590,'PRP','we','we',1,'nsubj','was closed when went to have ',false
3591,'VBD','go','went',1,'advcl','closed when we to have a ',false
3592,'TO','to','to',1,'aux','when we went have a drink ',false
3593,'VB','have','have',1,'xcomp','we went to a drink one ',false
3594,'DT','a','a',1,'det','went to have drink one evening ',false
3595,'NN','drink','drink',1,'nn','to have a one evening and ',false
3596,'CD','#crd#','one',1,'num','have a drink evening and there ',false
3597,'NN','evening','evening',1,'dobj','a drink one and there are ',false
3598,'CC','and','and',1,'cc','drink one evening there are no ',false
3599,'EX','there','there',1,'expl','one evening and are no posted ',false
3600,'VBP','be','are',1,'conj','evening and there no posted hours ',false
3601,'DT','no','no',1,'det','and there are posted hours of ',false
3602,'VBN','post','posted',1,'amod','there are no hours of operation.u ',false
3603,'NNS','hour','hours',1,'nsubj','are no posted of operation.u ',false
3604,'IN','of','of',1,'prep','no posted hours operation.u ',false
3605,'NN','operation.u','operation.u',1,'pobj','posted hours of ',false
5694,'RB','acceptably','Acceptably',1,'ROOT','. ',false
5695,'.','.','.',0,'punct','Acceptably ',false
5696,'NNP','good','Good',1,'nn','Location , parking ',false
5697,'NNP','location','Location',1,'ROOT','Good , parking , ',false
5698,',',',',',',0,'punct','Good Location parking , grocery ',false
5699,'NN','parking','parking',1,'appos','Good Location , , grocery store ',false
5700,',',',',',',0,'punct','Location , parking grocery store in ',false
5701,'NN','grocery','grocery',1,'nn',', parking , store in the ',false
5702,'NN','store','store',1,'appos','parking , grocery in the building ',false
5703,'IN','in','in',1,'prep',', grocery store the building . ',false
5704,'DT','the','the',1,'det','grocery store in building . ',false
5705,'NN','building','building',1,'pobj','store in the . ',false
5706,'.','.','.',0,'punct','in the building ',false
5707,'JJ','old','Old',1,'amod','hotel and relevant ',false
5708,'NN','hotel','hotel',1,'ROOT','Old and relevant smell ',false
5709,'CC','and','and',1,'cc','Old hotel relevant smell , ',false
5710,'JJ','relevant','relevant',1,'amod','Old hotel and smell , no ',false
5711,'NN','smell','smell',1,'conj','hotel and relevant , no sockets ',false
5712,',',',',',',0,'punct','and relevant smell no sockets in ',false
5713,'DT','no','no',1,'det','relevant smell , sockets in the ',false
5714,'NNS','socket','sockets',1,'appos','smell , no in the room ',false
5715,'IN','in','in',1,'prep',', no sockets the room at ',false
5716,'DT','the','the',1,'det','no sockets in room at all ',false
5717,'NN','room','room',1,'pobj','sockets in the at all . ',false
5718,'RB','at','at',1,'advmod','in the room all . ',false
5719,'RB','all','all',1,'dep','the room at . ',false
5720,'.','.','.',0,'punct','room at all ',false
5721,'VBD','have','Had',1,'ROOT','to charge cellular ',false
5722,'TO','to','to',1,'aux','Had charge cellular in ',false
5723,'VB','charge','charge',1,'xcomp','Had to cellular in bathroom ',false
5724,'JJ','cellular','cellular',1,'dobj','Had to charge in bathroom . ',false
5725,'IN','in','in',1,'prep','to charge cellular bathroom . ',false
5726,'NN','bathroom','bathroom',1,'pobj','charge cellular in . ',false
5727,'.','.','.',0,'punct','cellular in bathroom ',false
5728,'NN','air','Air',1,'nn','condition was terrible ',false
5729,'NN','condition','condition',1,'nsubj','Air was terrible . ',false
5730,'VBD','be','was',1,'cop','Air condition terrible . ',false
5731,'JJ','terrible','terrible',1,'ROOT','Air condition was . ',false
5732,'.','.','.',0,'punct','condition was terrible ',false
5733,'VBD','have','Had',1,'ROOT','to ask staff ',false
5734,'TO','to','to',1,'aux','Had ask staff to ',false
5735,'VB','ask','ask',1,'xcomp','Had to staff to switch ',false
5736,'NN','staff','staff',1,'dobj','Had to ask to switch it ',false
5737,'TO','to','to',1,'aux','to ask staff switch it off ',false
5738,'VB','switch','switch',1,'xcomp','ask staff to it off in ',false
5739,'PRP','it','it',1,'dobj','staff to switch off in the ',false
5740,'RP','off','off',1,'prt','to switch it in the evening ',false
5741,'IN','in','in',1,'prep','switch it off the evening , ',false
5742,'DT','the','the',1,'det','it off in evening , but ',false
5743,'NN','evening','evening',1,'pobj','off in the , but at ',false
5744,',',',',',',0,'punct','in the evening but at night ',false
5745,'CC','but','but',1,'cc','the evening , at night it ',false
5746,'IN','at','at',1,'prep','evening , but night it started ',false
5747,'NN','night','night',1,'pobj',', but at it started blow ',false
5748,'PRP','it','it',1,'nsubj','but at night started blow cool ',false
5749,'VBD','start','started',1,'conj','at night it blow cool air ',false
5750,'NN','blow','blow',1,'nn','night it started cool air very ',false
5751,'JJ','cool','cool',1,'amod','it started blow air very noisy ',false
5752,'NN','air','air',1,'dobj','started blow cool very noisy . ',false
5753,'RB','very','very',1,'advmod','blow cool air noisy . ',false
5754,'RB','noisy','noisy',1,'advmod','cool air very . ',false
5755,'.','.','.',0,'punct','air very noisy ',false
5756,'PRP','it','It',1,'nsubj','was very cold ',false
5757,'VBD','be','was',1,'cop','It very cold and ',false
5758,'RB','very','very',1,'advmod','It was cold and uncomfortable ',false
5759,'JJ','cold','cold',1,'ROOT','It was very and uncomfortable . ',false
5760,'CC','and','and',1,'cc','was very cold uncomfortable . ',false
5761,'JJ','uncomfortable','uncomfortable',1,'conj','very cold and . ',false
5762,'.','.','.',0,'punct','cold and uncomfortable ',false
6750,'VB','stay','Stay',1,'nsubj','was okay . ',false
6751,'VBD','be','was',1,'cop','Stay okay . ',false
6752,'JJ','okay','okay',1,'ROOT','Stay was . ',false
6753,'.','.','.',0,'punct','Stay was okay ',false
6754,'PRP','i','I',1,'nsubj','will consider staying ',false
6755,'MD','will','will',1,'aux','I consider staying there ',false
6756,'VB','consider','consider',1,'ROOT','I will staying there again ',false
6757,'VBG','stay','staying',1,'xcomp','I will consider there again . ',false
6758,'RB','there','there',1,'advmod','will consider staying again . ',false
6759,'RB','again','again',1,'advmod','consider staying there . ',false
6760,'.','.','.',0,'punct','staying there again ',false
6761,'DT','the','The',1,'det','location was great ',false
6762,'NN','location','location',1,'nsubj','The was great , ',false
6763,'VBD','be','was',1,'cop','The location great , right ',false
6764,'JJ','great','great',1,'ccomp','The location was , right downtown ',false
6765,',',',',',',0,'punct','location was great right downtown Montreal ',false
6766,'JJ','right','right',1,'amod','was great , downtown Montreal . ',false
6767,'NN','downtown','downtown',1,'nn','great , right Montreal . ',false
6768,'NNP','montreal','Montreal',1,'ROOT',', right downtown . ',false
6769,'.','.','.',0,'punct','right downtown Montreal ',false
6770,'NNP','view','View',1,'nsubj','was amazing and ',false
6771,'VBD','be','was',1,'cop','View amazing and the ',false
6772,'JJ','amazing','amazing',1,'ROOT','View was and the bed ',false
6773,'CC','and','and',1,'cc','View was amazing the bed was ',false
6774,'DT','the','the',1,'det','was amazing and bed was comfortable ',false
6775,'NN','bed','bed',1,'nsubj','amazing and the was comfortable enough ',false
6776,'VBD','be','was',1,'cop','and the bed comfortable enough . ',false
6777,'JJ','comfortable','comfortable',1,'conj','the bed was enough . ',false
6778,'RB','enough','enough',1,'advmod','bed was comfortable . ',false
6779,'.','.','.',0,'punct','was comfortable enough ',false
6780,'DT','the','The',1,'det','hotel was outdated ',false
6781,'NN','hotel','hotel',1,'nsubj','The was outdated . ',false
6782,'VBD','be','was',1,'cop','The hotel outdated . ',false
6783,'JJ','outdated','outdated',1,'ROOT','The hotel was . ',false
6784,'.','.','.',0,'punct','hotel was outdated ',false
6785,'NNP','carpet','Carpet',1,'nsubj','was pretty old ',false
6786,'VBD','be','was',1,'cop','Carpet pretty old and ',false
6787,'RB','pretty','pretty',1,'advmod','Carpet was old and the ',false
6788,'JJ','old','old',1,'ROOT','Carpet was pretty and the vent ',false
6789,'CC','and','and',1,'cc','was pretty old the vent was ',false
6790,'DT','the','the',1,'det','pretty old and vent was VERY ',false
6791,'NN','vent','vent',1,'nsubj','old and the was VERY dusty ',false
6792,'VBD','be','was',1,'cop','and the vent VERY dusty . ',false
6793,'RB','very','VERY',1,'advmod','the vent was dusty . ',false
6794,'JJ','dusty','dusty',1,'conj','vent was VERY . ',false
6795,'.','.','.',0,'punct','was VERY dusty ',false
6796,'PRP','you','You',1,'nsubj','can actually see ',false
6797,'MD','can','can',1,'aux','You actually see the ',false
6798,'RB','actually','actually',1,'advmod','You can see the caked ',false
6799,'VB','see','see',1,'ROOT','You can actually the caked on ',false
6800,'DT','the','the',1,'det','can actually see caked on dust ',false
6801,'NN','caked','caked',1,'dobj','actually see the on dust . ',false
6802,'IN','on','on',1,'prep','see the caked dust . ',false
6803,'NN','dust','dust',1,'pobj','the caked on . ',false
6804,'.','.','.',0,'punct','caked on dust ',false
6805,'PRP','it','It',1,'nsubj','does need updating ',false
