@relation Hotelpersonal-negative

@attribute id numeric
@attribute pos string
@attribute lemma string
@attribute surfaceform string
@attribute hasUppercase numeric
@attribute dependency string
@attribute neighbortokens string
@attribute aspecttype {true, false}

@data
1180,'WP','who','who',1,'nsubj','the homeless , have mental health ',false
1181,'VBP','have','have',1,'rcmod','homeless , who mental health issues ',false
1182,'JJ','mental','mental',1,'amod',', who have health issues and ',false
1183,'NN','health','health',1,'nn','who have mental issues and addiction ',false
1184,'NNS','issue','issues',1,'dobj','have mental health and addiction issues ',false
1185,'CC','and','and',1,'cc','mental health issues addiction issues . ',false
1186,'NN','addiction','addiction',1,'nn','health issues and issues . ',false
1187,'NNS','issue','issues',1,'conj','issues and addiction . ',false
1188,'.','.','.',0,'punct','and addiction issues ',false
1189,'VBZ','make','Makes',1,'ROOT','them very in-predictable ',false
1190,'PRP','them','them',1,'nsubj','Makes very in-predictable and ',false
1191,'RB','very','very',1,'advmod','Makes them in-predictable and I ',false
1192,'JJ','in-predictable','in-predictable',1,'xcomp','Makes them very and I would ',false
1193,'CC','and','and',1,'cc','them very in-predictable I would not ',false
1194,'PRP','i','I',1,'nsubjpass','very in-predictable and would not have ',false
1195,'MD','would','would',1,'aux','in-predictable and I not have wanted ',false
1196,'RB','not','not',1,'neg','and I would have wanted to ',false
1197,'VB','have','have',1,'aux','I would not wanted to run ',false
1198,'VBN','want','wanted',1,'conj','would not have to run into ',false
1199,'TO','to','to',1,'aux','not have wanted run into one ',false
1200,'VB','run','run',1,'xcomp','have wanted to into one of ',false
1201,'IN','into','into',1,'prep','wanted to run one of them ',false
1202,'CD','#crd#','one',1,'pobj','to run into of them with ',false
1203,'IN','of','of',1,'prep','run into one them with small ',false
1204,'PRP','them','them',1,'pobj','into one of with small kids ',false
1205,'IN','with','with',1,'prep','one of them small kids in ',false
1206,'JJ','small','small',1,'amod','of them with kids in tow ',false
1207,'NNS','kid','kids',1,'pobj','them with small in tow . ',false
1208,'IN','in','in',1,'prep','with small kids tow . ',false
1209,'NN','tow','tow',1,'pobj','small kids in . ',false
1210,'.','.','.',0,'punct','kids in tow ',false
1211,'VBD','see','Saw',1,'ROOT','a few having ',false
1212,'DT','a','a',1,'det','Saw few having episodes ',false
1213,'JJ','few','few',1,'amod','Saw a having episodes the ',false
1214,'VBG','have','having',1,'amod','Saw a few episodes the next ',false
1215,'NNS','episode','episodes',1,'nsubj','a few having the next morning ',false
1216,'DT','the','the',1,'det','few having episodes next morning . ',false
1217,'JJ','next','next',1,'amod','having episodes the morning . ',false
1218,'NN','morning','morning',1,'ccomp','episodes the next . ',false
1219,'.','.','.',0,'punct','the next morning ',false
2042,'NN','fine','Fine',1,'ROOT','. ',false
2043,'.','.','.',0,'punct','Fine ',false
2044,'NNP','gym','Gym',1,'nsubj','had no equipment ',false
2045,'VBD','have','had',1,'ROOT','Gym no equipment Needs ',false
2046,'DT','no','no',1,'det','Gym had equipment Needs to ',false
2047,'NN','equipment','equipment',1,'nn','Gym had no Needs to be ',false
2048,'NNS','need','Needs',1,'nsubjpass','had no equipment to be upgraded ',false
2049,'TO','to','to',1,'aux','no equipment Needs be upgraded ',false
2050,'VB','be','be',1,'auxpass','equipment Needs to upgraded ',false
2051,'VBN','upgrade','upgraded',1,'ccomp','Needs to be ',false
2220,'VBN','enjoy','Enjoyed',1,'ROOT','our stay . ',false
2221,'PRP$','our','our',1,'poss','Enjoyed stay . ',false
2222,'NN','stay','stay',1,'dobj','Enjoyed our . ',false
2223,'.','.','.',0,'punct','Enjoyed our stay ',false
2224,'JJ','comfortable','Comfortable',1,'amod','and Foot rest ',false
2225,'CC','and','and',1,'cc','Comfortable Foot rest . ',false
2226,'JJ','foot','Foot',1,'conj','Comfortable and rest . ',false
2227,'NN','rest','rest',1,'ROOT','Comfortable and Foot . ',false
2228,'.','.','.',0,'punct','and Foot rest ',false
2229,'RB','next','Next',1,'dep','to elevators ',false
2230,'IN','to','to',1,'ROOT','Next elevators ',false
2231,'NNS','elevator','elevators',1,'pobj','Next to ',false
3978,'VBD','be','Was',1,'cop','more economical than ',false
3979,'RBR','more','more',1,'advmod','Was economical than other ',false
3980,'JJ','economical','economical',1,'ROOT','Was more than other properties ',false
3981,'IN','than','than',1,'prep','Was more economical other properties I ',false
3982,'JJ','other','other',1,'amod','more economical than properties I searched ',false
3983,'NNS','property','properties',1,'pobj','economical than other I searched in ',false
3984,'PRP','i','I',1,'nsubj','than other properties searched in the ',false
3985,'VBD','search','searched',1,'rcmod','other properties I in the area ',false
3986,'IN','in','in',1,'prep','properties I searched the area but ',false
3987,'DT','the','the',1,'det','I searched in area but there ',false
3988,'NN','area','area',1,'pobj','searched in the but there is ',false
3989,'CC','but','but',1,'cc','in the area there is room ',false
3990,'EX','there','there',1,'expl','the area but is room for ',false
3991,'VBZ','be','is',1,'conj','area but there room for improvement ',false
3992,'NN','room','room',1,'nsubj','but there is for improvement . ',false
3993,'IN','for','for',1,'prep','there is room improvement . ',false
3994,'NN','improvement','improvement',1,'pobj','is room for . ',false
3995,'.','.','.',0,'punct','room for improvement ',false
3996,'NNP','location','Location',1,'nsubj','was close to ',false
3997,'VBD','be','was',1,'cop','Location close to the ',false
3998,'JJ','close','close',1,'ROOT','Location was to the event ',false
3999,'IN','to','to',1,'prep','Location was close the event we ',false
4000,'DT','the','the',1,'det','was close to event we were ',false
4001,'NN','event','event',1,'pobj','close to the we were attending ',false
4002,'PRP','we','we',1,'nsubj','to the event were attending . ',false
4003,'VBD','be','were',1,'aux','the event we attending . ',false
4004,'VBG','attend','attending',1,'rcmod','event we were . ',false
4005,'.','.','.',0,'punct','we were attending ',false
4006,'EX','there','There',1,'expl','is a parking ',false
4007,'VBZ','be','is',1,'ROOT','There a parking structure ',false
4008,'DT','a','a',1,'det','There is parking structure attacked ',false
4009,'NN','parking','parking',1,'nn','There is a structure attacked to ',false
4010,'NN','structure','structure',1,'nsubj','is a parking attacked to the ',false
4011,'VBD','attack','attacked',1,'ccomp','a parking structure to the hotel ',false
4012,'IN','to','to',1,'prep','parking structure attacked the hotel so ',false
4013,'DT','the','the',1,'det','structure attacked to hotel so you ',false
4014,'NN','hotel','hotel',1,'pobj','attacked to the so you did ',false
4015,'IN','so','so',1,'mark','to the hotel you did not ',false
4016,'PRP','you','you',1,'nsubj','the hotel so did not need ',false
4017,'VBD','do','did',1,'aux','hotel so you not need to ',false
4018,'RB','not','not',1,'neg','so you did need to park ',false
4019,'VB','need','need',1,'advcl','you did not to park outside ',false
4020,'TO','to','to',1,'aux','did not need park outside . ',false
4021,'VB','park','park',1,'xcomp','not need to outside . ',false
4022,'RB','outside','outside',1,'advmod','need to park . ',false
4023,'.','.','.',0,'punct','to park outside ',false
4024,'PRP','you','You',1,'nsubj','can travel with ',false
4025,'MD','can','can',1,'aux','You travel with pets ',false
4026,'VB','travel','travel',1,'nsubjpass','You can with pets and ',false
4027,'IN','with','with',1,'prep','You can travel pets and our ',false
4028,'NNS','pet','pets',1,'pobj','can travel with and our request ',false
4029,'CC','and','and',1,'cc','travel with pets our request for ',false
4030,'PRP$','our','our',1,'poss','with pets and request for a ',false
4031,'NN','request','request',1,'conj','pets and our for a mini ',false
4032,'IN','for','for',1,'prep','and our request a mini fridge ',false
4033,'DT','a','a',1,'det','our request for mini fridge in ',false
4034,'JJ','mini','mini',1,'amod','request for a fridge in the ',false
4035,'NN','fridge','fridge',1,'pobj','for a mini in the room ',false
4036,'IN','in','in',1,'prep','a mini fridge the room for ',false
4037,'DT','the','the',1,'det','mini fridge in room for medication ',false
4038,'NN','room','room',1,'pobj','fridge in the for medication storage ',false
4039,'IN','for','for',1,'prep','in the room medication storage was ',false
4040,'NN','medication','medication',1,'nn','the room for storage was honoured ',false
4041,'NN','storage','storage',1,'pobj','room for medication was honoured at ',false
4042,'VBD','be','was',1,'auxpass','for medication storage honoured at no ',false
4043,'VBN','honour','honoured',1,'ROOT','medication storage was at no charge ',false
4044,'IN','at','at',1,'prep','storage was honoured no charge . ',false
4045,'DT','no','no',1,'det','was honoured at charge . ',false
4046,'NN','charge','charge',1,'pobj','honoured at no . ',false
4047,'.','.','.',0,'punct','at no charge ',false
4048,'DT','the','The',1,'det','bathroom was dated ',false
4049,'NN','bathroom','bathroom',1,'nsubjpass','The was dated , ',false
4050,'VBD','be','was',1,'auxpass','The bathroom dated , some ',false
4051,'VBN','date','dated',1,'nsubj','The bathroom was , some tiles ',false
4052,',',',',',',0,'punct','bathroom was dated some tiles were ',false
4053,'DT','some','some',1,'det','was dated , tiles were cracked ',false
4054,'NNS','tile','tiles',1,'nsubjpass','dated , some were cracked in ',false
4055,'VBD','be','were',1,'auxpass',', some tiles cracked in the ',false
4056,'VBN','crack','cracked',1,'parataxis','some tiles were in the shower ',false
4057,'IN','in','in',1,'prep','tiles were cracked the shower and ',false
4058,'DT','the','the',1,'det','were cracked in shower and much ',false
4059,'NN','shower','shower',1,'pobj','cracked in the and much of ',false
4060,'CC','and','and',1,'cc','in the shower much of the ',false
4061,'JJ','much','much',1,'conj','the shower and of the grout ',false
4062,'IN','of','of',1,'prep','shower and much the grout was ',false
4063,'DT','the','the',1,'det','and much of grout was black ',false
4064,'NN','grout','grout',1,'pobj','much of the was black . ',false
4065,'VBD','be','was',1,'cop','of the grout black . ',false
4066,'JJ','black','black',1,'ROOT','the grout was . ',false
4067,'.','.','.',0,'punct','grout was black ',false
4068,'DT','the','The',1,'det','carpet was stained ',false
4069,'NN','carpet','carpet',1,'nsubjpass','The was stained but ',false
4070,'VBD','be','was',1,'auxpass','The carpet stained but was ',false
4071,'VBN','stain','stained',1,'ROOT','The carpet was but was not ',false
4072,'CC','but','but',1,'cc','carpet was stained was not dirty ',false
4073,'VBD','be','was',1,'cop','was stained but not dirty ( ',false
4074,'RB','not','not',1,'neg','stained but was dirty ( my ',false
4075,'JJ','dirty','dirty',1,'conj','but was not ( my socks ',false
4076,'-LRB-','(','(',0,'punct','was not dirty my socks did ',false
4077,'PRP$','my','my',1,'poss','not dirty ( socks did not ',false
4078,'NNS','sock','socks',1,'nsubj','dirty ( my did not turn ',false
4079,'VBD','do','did',1,'aux','( my socks not turn get ',false
4080,'RB','not','not',1,'neg','my socks did turn get dirty ',false
4081,'VB','turn','turn',1,'parataxis','socks did not get dirty walking ',false
4082,'VB','get','get',1,'xcomp','did not turn dirty walking on ',false
4083,'JJ','dirty','dirty',1,'amod','not turn get walking on carpet ',false
4084,'NN','walking','walking',1,'dobj','turn get dirty on carpet ) ',false
4085,'IN','on','on',1,'prep','get dirty walking carpet ) . ',false
4086,'NN','carpet','carpet',1,'pobj','dirty walking on ) . ',false
4087,'-RRB-',')',')',0,'dep','walking on carpet . ',false
4088,'.','.','.',0,'punct','on carpet ) ',false
4089,'NN','parking','Parking',1,'nn','garage has low ',false
4090,'NN','garage','garage',1,'nsubj','Parking has low ceilings ',false
4091,'VBZ','have','has',1,'ROOT','Parking garage low ceilings ( ',false
4092,'JJ','low','low',1,'amod','Parking garage has ceilings ( 6 ',false
4093,'NNS','ceiling','ceilings',1,'dobj','garage has low ( 6 foot ',false
4094,'-LRB-','(','(',0,'dep','has low ceilings 6 foot max ',false
4095,'CD','0','6',0,'num','low ceilings ( foot max clearance ',false
4096,'NN','foot','foot',1,'nn','ceilings ( 6 max clearance ) ',false
4097,'NN','max','max',1,'nn','( 6 foot clearance ) so ',false
4098,'NN','clearance','clearance',1,'nsubj','6 foot max ) so larger ',false
4099,'-RRB-',')',')',0,'advmod','foot max clearance so larger vehicles ',false
4100,'RB','so','so',1,'advmod','max clearance ) larger vehicles will ',false
4101,'JJR','large','larger',1,'amod','clearance ) so vehicles will not ',false
4102,'NNS','vehicle','vehicles',1,'nsubj',') so larger will not fit ',false
4103,'MD','will','will',1,'aux','so larger vehicles not fit and ',false
4104,'RB','not','not',1,'neg','larger vehicles will fit and cost ',false
4105,'VB','fit','fit',1,'ccomp','vehicles will not and cost is ',false
4106,'CC','and','and',1,'cc','will not fit cost is $ ',false
4107,'VB','cost','cost',1,'conj','not fit and is $ 19 ',false
4108,'VBZ','be','is',1,'cop','fit and cost $ 19 / ',false
4109,'$','$','$',0,'rcmod','and cost is 19 / day ',false
4110,'CD','0','19',0,'number','cost is $ / day . ',false
4111,'CD','/','/',0,'number','is $ 19 day . ',false
4112,'NN','day','day',1,'tmod','$ 19 / . ',false
4113,'.','.','.',0,'punct','19 / day ',false
4114,'EX','there','There',1,'expl','was a $ ',false
4115,'VBD','be','was',1,'ROOT','There a $ 40 ',false
4116,'DT','a','a',1,'det','There was $ 40 charge ',false
4117,'$','$','$',0,'amod','There was a 40 charge for ',false
4118,'CD','0','40',0,'dep','was a $ charge for cleaning ',false
4119,'NN','charge','charge',1,'nsubj','a $ 40 for cleaning the ',false
4120,'IN','for','for',1,'prep','$ 40 charge cleaning the room ',false
4121,'VBG','clean','cleaning',1,'pcomp','40 charge for the room if ',false
4122,'DT','the','the',1,'det','charge for cleaning room if you ',false
4123,'NN','room','room',1,'dobj','for cleaning the if you travel ',false
4124,'IN','if','if',1,'mark','cleaning the room you travel with ',false
4125,'PRP','you','you',1,'nsubj','the room if travel with pets ',false
4126,'VBP','travel','travel',1,'advcl','room if you with pets that ',false
4127,'IN','with','with',1,'prep','if you travel pets that we ',false
4128,'NNS','pet','pets',1,'pobj','you travel with that we were ',false
4129,'IN','that','that',1,'complm','travel with pets we were not ',false
4130,'PRP','we','we',1,'nsubjpass','with pets that were not told ',false
4131,'VBD','be','were',1,'auxpass','pets that we not told about ',false
4132,'RB','not','not',1,'neg','that we were told about until ',false
4133,'VBN','tell','told',1,'ccomp','we were not about until after ',false
4134,'IN','about','about',1,'prep','were not told until after check ',false
4135,'IN','until','until',1,'dep','not told about after check - ',false
4136,'IN','after','after',1,'dep','told about until check - in ',false
4137,'NN','check','check',1,'nn','about until after - in . ',false
4138,'HYPH','-','-',0,'amod','until after check in . ',false
4139,'NN','in','in',1,'pobj','after check - . ',false
4140,'.','.','.',0,'punct','check - in ',false
4141,'DT','the','The',1,'det','bar / restaurant ',false
4142,'NN','bar','bar',1,'nsubj','The / restaurant was ',false
4143,'SYM','/','/',0,'dep','The bar restaurant was closed ',false
4144,'NN','restaurant','restaurant',1,'nsubjpass','The bar / was closed when ',false
4145,'VBD','be','was',1,'auxpass','bar / restaurant closed when we ',false
4146,'VBN','close','closed',1,'ROOT','/ restaurant was when we went ',false
4147,'WRB','when','when',1,'advmod','restaurant was closed we went to ',false
4148,'PRP','we','we',1,'nsubj','was closed when went to have ',false
4149,'VBD','go','went',1,'advcl','closed when we to have a ',false
4150,'TO','to','to',1,'aux','when we went have a drink ',false
4151,'VB','have','have',1,'xcomp','we went to a drink one ',false
4152,'DT','a','a',1,'det','went to have drink one evening ',false
4153,'NN','drink','drink',1,'nn','to have a one evening and ',false
4154,'CD','#crd#','one',1,'num','have a drink evening and there ',false
4155,'NN','evening','evening',1,'dobj','a drink one and there are ',false
4156,'CC','and','and',1,'cc','drink one evening there are no ',false
4157,'EX','there','there',1,'expl','one evening and are no posted ',false
4158,'VBP','be','are',1,'conj','evening and there no posted hours ',false
4159,'DT','no','no',1,'det','and there are posted hours of ',false
4160,'VBN','post','posted',1,'amod','there are no hours of operation.u ',false
4161,'NNS','hour','hours',1,'nsubj','are no posted of operation.u ',false
4162,'IN','of','of',1,'prep','no posted hours operation.u ',false
4163,'NN','operation.u','operation.u',1,'pobj','posted hours of ',false
5901,'RB','acceptably','Acceptably',1,'ROOT','. ',false
5902,'.','.','.',0,'punct','Acceptably ',false
5903,'NNP','good','Good',1,'nn','Location , parking ',false
5904,'NNP','location','Location',1,'ROOT','Good , parking , ',false
5905,',',',',',',0,'punct','Good Location parking , grocery ',false
5906,'NN','parking','parking',1,'appos','Good Location , , grocery store ',false
5907,',',',',',',0,'punct','Location , parking grocery store in ',false
5908,'NN','grocery','grocery',1,'nn',', parking , store in the ',false
5909,'NN','store','store',1,'appos','parking , grocery in the building ',false
5910,'IN','in','in',1,'prep',', grocery store the building . ',false
5911,'DT','the','the',1,'det','grocery store in building . ',false
5912,'NN','building','building',1,'pobj','store in the . ',false
5913,'.','.','.',0,'punct','in the building ',false
5914,'JJ','old','Old',1,'amod','hotel and relevant ',false
5915,'NN','hotel','hotel',1,'ROOT','Old and relevant smell ',false
5916,'CC','and','and',1,'cc','Old hotel relevant smell , ',false
5917,'JJ','relevant','relevant',1,'amod','Old hotel and smell , no ',false
5918,'NN','smell','smell',1,'conj','hotel and relevant , no sockets ',false
5919,',',',',',',0,'punct','and relevant smell no sockets in ',false
5920,'DT','no','no',1,'det','relevant smell , sockets in the ',false
5921,'NNS','socket','sockets',1,'appos','smell , no in the room ',false
5922,'IN','in','in',1,'prep',', no sockets the room at ',false
5923,'DT','the','the',1,'det','no sockets in room at all ',false
5924,'NN','room','room',1,'pobj','sockets in the at all . ',false
5925,'RB','at','at',1,'advmod','in the room all . ',false
5926,'RB','all','all',1,'dep','the room at . ',false
5927,'.','.','.',0,'punct','room at all ',false
5928,'VBD','have','Had',1,'ROOT','to charge cellular ',false
5929,'TO','to','to',1,'aux','Had charge cellular in ',false
5930,'VB','charge','charge',1,'xcomp','Had to cellular in bathroom ',false
5931,'JJ','cellular','cellular',1,'dobj','Had to charge in bathroom . ',false
5932,'IN','in','in',1,'prep','to charge cellular bathroom . ',false
5933,'NN','bathroom','bathroom',1,'pobj','charge cellular in . ',false
5934,'.','.','.',0,'punct','cellular in bathroom ',false
5935,'NN','air','Air',1,'nn','condition was terrible ',false
5936,'NN','condition','condition',1,'nsubj','Air was terrible . ',false
5937,'VBD','be','was',1,'cop','Air condition terrible . ',false
5938,'JJ','terrible','terrible',1,'ROOT','Air condition was . ',false
5939,'.','.','.',0,'punct','condition was terrible ',false
5940,'VBD','have','Had',1,'ROOT','to ask staff ',false
5941,'TO','to','to',1,'aux','Had ask staff to ',false
5942,'VB','ask','ask',1,'xcomp','Had to staff to switch ',false
5943,'NN','staff','staff',1,'dobj','Had to ask to switch it ',false
5944,'TO','to','to',1,'aux','to ask staff switch it off ',false
5945,'VB','switch','switch',1,'xcomp','ask staff to it off in ',false
5946,'PRP','it','it',1,'dobj','staff to switch off in the ',false
5947,'RP','off','off',1,'prt','to switch it in the evening ',false
5948,'IN','in','in',1,'prep','switch it off the evening , ',false
5949,'DT','the','the',1,'det','it off in evening , but ',false
5950,'NN','evening','evening',1,'pobj','off in the , but at ',false
5951,',',',',',',0,'punct','in the evening but at night ',false
5952,'CC','but','but',1,'cc','the evening , at night it ',false
5953,'IN','at','at',1,'prep','evening , but night it started ',false
5954,'NN','night','night',1,'pobj',', but at it started blow ',false
5955,'PRP','it','it',1,'nsubj','but at night started blow cool ',false
5956,'VBD','start','started',1,'conj','at night it blow cool air ',false
5957,'NN','blow','blow',1,'nn','night it started cool air very ',false
5958,'JJ','cool','cool',1,'amod','it started blow air very noisy ',false
5959,'NN','air','air',1,'dobj','started blow cool very noisy . ',false
5960,'RB','very','very',1,'advmod','blow cool air noisy . ',false
5961,'RB','noisy','noisy',1,'advmod','cool air very . ',false
5962,'.','.','.',0,'punct','air very noisy ',false
5963,'PRP','it','It',1,'nsubj','was very cold ',false
5964,'VBD','be','was',1,'cop','It very cold and ',false
5965,'RB','very','very',1,'advmod','It was cold and uncomfortable ',false
5966,'JJ','cold','cold',1,'ROOT','It was very and uncomfortable . ',false
5967,'CC','and','and',1,'cc','was very cold uncomfortable . ',false
5968,'JJ','uncomfortable','uncomfortable',1,'conj','very cold and . ',false
5969,'.','.','.',0,'punct','cold and uncomfortable ',false
6933,'VB','stay','Stay',1,'nsubj','was okay . ',false
6934,'VBD','be','was',1,'cop','Stay okay . ',false
6935,'JJ','okay','okay',1,'ROOT','Stay was . ',false
6936,'.','.','.',0,'punct','Stay was okay ',false
6937,'PRP','i','I',1,'nsubj','will consider staying ',false
6938,'MD','will','will',1,'aux','I consider staying there ',false
6939,'VB','consider','consider',1,'ROOT','I will staying there again ',false
6940,'VBG','stay','staying',1,'xcomp','I will consider there again . ',false
6941,'RB','there','there',1,'advmod','will consider staying again . ',false
6942,'RB','again','again',1,'advmod','consider staying there . ',false
6943,'.','.','.',0,'punct','staying there again ',false
6944,'DT','the','The',1,'det','location was great ',false
6945,'NN','location','location',1,'nsubj','The was great , ',false
6946,'VBD','be','was',1,'cop','The location great , right ',false
6947,'JJ','great','great',1,'ccomp','The location was , right downtown ',false
6948,',',',',',',0,'punct','location was great right downtown Montreal ',false
6949,'JJ','right','right',1,'amod','was great , downtown Montreal . ',false
6950,'NN','downtown','downtown',1,'nn','great , right Montreal . ',false
6951,'NNP','montreal','Montreal',1,'ROOT',', right downtown . ',false
6952,'.','.','.',0,'punct','right downtown Montreal ',false
6953,'NNP','view','View',1,'nsubj','was amazing and ',false
6954,'VBD','be','was',1,'cop','View amazing and the ',false
6955,'JJ','amazing','amazing',1,'ROOT','View was and the bed ',false
6956,'CC','and','and',1,'cc','View was amazing the bed was ',false
6957,'DT','the','the',1,'det','was amazing and bed was comfortable ',false
6958,'NN','bed','bed',1,'nsubj','amazing and the was comfortable enough ',false
6959,'VBD','be','was',1,'cop','and the bed comfortable enough . ',false
6960,'JJ','comfortable','comfortable',1,'conj','the bed was enough . ',false
6961,'RB','enough','enough',1,'advmod','bed was comfortable . ',false
6962,'.','.','.',0,'punct','was comfortable enough ',false
6963,'DT','the','The',1,'det','hotel was outdated ',false
6964,'NN','hotel','hotel',1,'nsubj','The was outdated . ',false
6965,'VBD','be','was',1,'cop','The hotel outdated . ',false
6966,'JJ','outdated','outdated',1,'ROOT','The hotel was . ',false
6967,'.','.','.',0,'punct','hotel was outdated ',false
6968,'NNP','carpet','Carpet',1,'nsubj','was pretty old ',false
6969,'VBD','be','was',1,'cop','Carpet pretty old and ',false
6970,'RB','pretty','pretty',1,'advmod','Carpet was old and the ',false
6971,'JJ','old','old',1,'ROOT','Carpet was pretty and the vent ',false
6972,'CC','and','and',1,'cc','was pretty old the vent was ',false
6973,'DT','the','the',1,'det','pretty old and vent was VERY ',false
6974,'NN','vent','vent',1,'nsubj','old and the was VERY dusty ',false
6975,'VBD','be','was',1,'cop','and the vent VERY dusty . ',false
6976,'RB','very','VERY',1,'advmod','the vent was dusty . ',false
6977,'JJ','dusty','dusty',1,'conj','vent was VERY . ',false
6978,'.','.','.',0,'punct','was VERY dusty ',false
6979,'PRP','you','You',1,'nsubj','can actually see ',false
6980,'MD','can','can',1,'aux','You actually see the ',false
6981,'RB','actually','actually',1,'advmod','You can see the caked ',false
6982,'VB','see','see',1,'ROOT','You can actually the caked on ',false
6983,'DT','the','the',1,'det','can actually see caked on dust ',false
