@relation Komfort

@attribute id numeric
@attribute words string
@attribute aspecttype {true, false}

@data
1598,'very bad signage for directions from parking garage to hotel through food court , ect . ',false
1624,'good . ',false
1625,'location is great . ',false
1626,'old hotel with old equipments : old bathroom , old carpets .. ',true
1627,'needs urgent remodeling ',false
1664,'breakfast needs improvement . ',false
1665,'proximity to everything in montreal . ',false
1666,'location . ',false
1667,'breakfast a bit expensive . ',false
1668,'was cold . ',false
1669,'spresso ',false
1716,'fairly good hotel , nice practical location . ',false
1717,'good location , check - in / out was fast , i was able to get my room earlier than expected , and in general the stay was pleasant . ',false
1718,'it s also connected to a shopping mall and the metro system , so you do nt have to go outside to get to those . ',false
1719,'it was nt my first stay in this hotel and i m sure it wo nt be my last . ',false
1720,'a big space under the door let the sound and light in , which was mildly annoying while trying to sleep . ',false
1721,'i ve also reduced the score for  facilities  because the hotel still follows the archaic ( and slightly offensive ) practice of putting a bible ( or , in this case , new testament ) in the room . ',false
1722,'as a non-christian , this irritates me and i would like it to stop . ',false
1756,'pleasant . ',false
1757,'it was a nice clean hotel . ',false
1758,'during the night heard the air circulation almost sounded like a roller coaster kept waking me up ',true
1796,'location , location , location . ',false
1797,'the location was absolutely terrific . ',false
1798,'the staff were extremely accommodating , but the hotel is in need of an update . ',false
1799,'our first room smelled like smoke , and we were immediately moved to another room . ',false
1800,'where the lock was nt working - it was immediately fixed . ',true
1801,'the staff helped us book our train rides , loaned us a wine opener , and never said  no  to a request . ',false
1802,'the rooms need upgrading . ',true
1852,'satisfied ! ',false
1853,'hotel location was great ! ',false
1854,'easy subway access . ',false
1855,'close to bars and restaurants , and beds were comfortable . ',true
1856,'staff is bilingual , and were able to give information for getting around the city . ',false
1857,'our room was beside the elevators and we could hear them going up and down quite loudly . ',true
1858,'wasn?ft the best noise to wake up to in the morning . ',true
1896,'pleasant . ',false
1897,'after we complained for our roos they gave us better rooms . ',false
1898,'when i complained they sent the maintenance men to my room and check my room to tell me i am wrong and the room is fine . ',false
1899,'i was about leaving then they change my room and had better one . ',false
1928,'okay . ',false
1929,'indoor access to iga and metro is definitely an asset . ',false
1930,'the bathroom fixtures and look are both old and outdated . ',true
1931,'there is not enough electric outlet for personal devices . ',true
1976,'stay was good , a convenient location , comfortable and spacious room . ',true
1977,'location to old town good . ',false
1978,'park across the way was pleasant and we enjoyed the music . ',true
1979,'it was convenient having an iga attached to the hotel . ',false
1980,'desk staff and concierge we felt that these positions were understaffed . ',false
1981,'had to ask for coffee at the desk twice as none was left the first day and only one the second day . ',false
1982,'did nt care for the area behind the hotel going away from the park , people seemed disrespectful of public property and the area did not feel particularly safe in the evening . ',false
1983,'it was the weekend of the marathon and no one at the hotel was able to tell us what to expect the morning of the marathon which was when we were leaving ',false
2024,'disgusted on our 1 st night because of defective air con . ',true
2025,'kudos to daytime receptionists , for transferring us to another room on the 2nd night , we have no air - con on our 1 st night , no available room to transfer as claimed by the not so friendly night staff . ',true
2026,'not so friendly night receptionist .. ',false
2027,'and give us a room with defective air - con . ',true
2056,'good location nice look but old from interior it needs renovation . ',false
2057,'good place in montreal with nice look to the city . ',false
2058,'everything is old furniture bathroom style of carpet ac windows as if it belongs to 1990 . ',true
2059,'room design furniture bathroom ac ',false
2096,'i will come again . ',false
2097,'great location !!! ',false
2098,'ndly hotel staff . ',false
2099,'a 4 star hotel is expected to have a safe box at the room , all rooms ! ',false
2100,'glasses / cups are single use plastic or paper . ',false
2101,'lectric charging at the room desk . ',false
2132,'good . ',false
2133,'i was injured , twice , by hidden obstacles protruding from the bed frame . ',true
2134,'management was not willing to adequately address . ',false
2164,'okay . ',false
2165,'location and access to subway was great . ',false
2166,'bathrooms were in need of immediate upgrade . ',true
2167,'you can smell the mould . ',false
2168,'rooms good size but some new wallpaper would be great . ',true
2204,'okay . ',false
2205,'great location . ',false
2206,'comfortable bed . ',true
2207,'outdated . ',false
2208,'big lines at elevators . ',false
2252,'after our experience at the check in counter it was great !!!! ',false
2253,'bed was very comfortable ... ',true
2254,'and the woman attending to our room was a lovely lady . ',false
2255,'our front desk lady was less then pleasant ... ',false
2256,'she was very abrasive with us when we asked her to explain herself alittle better to us ...... ',false
2257,'it was made very clear to us that she was annoyed with us !!! ',false
2258,'she really did make us feel stupid ',false
2304,'pleasant . ',false
2305,'the location was excellent . ',false
2306,'room was clean . ',false
2307,'i was surprised that the ac was very noisy . ',true
2308,'ose it and try to open the fresh air , i found spider network outside the window . ',false
2309,'ve all comments to them at check out hoping fixation in next time . ',false
2344,'okay . ',false
2345,'good location , friendly staff . ',false
2346,'4 star hotel with plastic glasses and paper cups . ',false
2347,'hotel needs a major renovation ( very dated ) ',false
2372,'after reading some negative reviews , i must admit our experience was quite ok . ',false
2373,'location ; indoor garage ; clean room . ',false
2374,'the pool could be open a bit longer but still , it s nice to have one . ',false
2396,'i got bitten by bed bugs the whole night and now i had to throw away all my clothes . ',false
2397,'loved the quick service . ',false
2398,'the bed bugs ',false
2432,'location is key . ',false
2433,'great location , parking garage and easy walk to a number of restaurants , shops and things to see and do . ',false
2434,'booked a king room and given room with two queen beds which was right next to incredibly noisy elevators . ',true
2435,'slept poorly and the queen room was less on booking.com website so may have overpaid . ',true
2436,'lacking washcloths and room not cleaned as well 1 st night of stay as it was the 2nd night . ',true
2437,'parking not validated on check in but this was addressed at check out ',false
2480,'location is key . ',false
2481,'great location , parking garage and easy walk to a number of restaurants , shops and things to see and do . ',false
2482,'booked a king room and given room with two queen beds which was right next to incredibly noisy elevators . ',true
2483,'slept poorly and the queen room was less on booking.com website so may have overpaid . ',true
2484,'lacking washcloths and room not cleaned as well 1 st night of stay as it was the 2nd night . ',true
2485,'parking not validated on check in but this was addressed at check out ',false
2536,'blah hotel experience . ',false
2537,'it was ok . ',false
2538,'room and staff were ok . ',false
2539,'nothing special . ',false
2540,'rooms and hotel is dated . ',true
2541,'air conditioning doesn?ft work in rooms . ',true
2542,'they were very warm . ',false
2543,'staff is not friendly at all . ',false
2584,'okay . ',false
2585,'our room was lovely . ',true
2586,'the neighborhood was a bit sketchy . ',false
2587,'the bathroom was a bit small . ',true
2632,'a perfect location to enjoy montreal , if you do nt mind a hotel way beyond its remodeling date . ',false
2633,'location ; adjacent underground car parking ; next to the metro ; . ',false
2634,'the hotel is showing its age . ',false
2635,'everything needs to be upgraded . ',false
2636,'difficult for staff to keep clean under the circumstances . ',false
2637,'bathrooms particularly looking old and seedy - caulking mouldy . ',true
2638,'however , the price is less than half tht of the modern hotels in downtown montreal , so it is still good value for money . ',false
2639,'just do nt look too deeply . ',false
2676,'central montreal . ',false
2677,'location . ',false
2678,'no fridge ',true
2712,'room is very clean , excellent cleaning servicrd . ',false
2713,'room is very clean . ',false
2714,'drawer still has bible inside , i like this tradition hotel . ',false
2715,'when i registered the room , it calculated $ 99 for each day on confirmation . ',false
2716,'however , when i check out , it charged me $ 10 more started at 2nd day . ',false
2717,'too bad , no freezer and tea bag in the room . ',true
2744,'good . ',false
2745,'the electrical outlets in the room were very loose and the plug ins for chargers kept falling out . ',true
2772,'affordable average hotel in central location . ',false
2773,'liked the central location , the view , the price . ',false
2774,'a lot of homeless people in the area and drug use , the pool only being open 6-10 , rooms could use updating , more plug ins near the bed would be nice , some plug ins didn?ft work . ',true
2775,'your website also isn?ft updated - our room had a fridge but that wasn?ft expected so it would have been nice to know and the shower was nicer then what the picture showed and that might attract more people . ',true
2776,'the man that ushered people into the elevators when it was busy was extremely rude and pushy ',false
2804,'well located and comfortable . ',false
2805,'good beds , great ac and quiet . ',true
2806,'bathroom could do with some renovation ',true
2828,'okay . ',false
2829,'next to metro dtation . ',false
2830,'the neighborhood , hotel is very outdated ',false
2856,'pleasant . ',false
2857,'comfortable bed and great views over the city . ',true
2858,'very outdated room with several damages . ',true
2859,'the aircon fan made a high pitch noise all night long ',true
2892,'this was once a fine hotel but there seems to be no refurbishment of aging furniture . ',false
2893,'front desk staff were friendly and helpful . ',false
2894,'the room was far too hot . ',true
2895,'the furniture was all banged up . ',true
2896,'the wallpaper was peeling in the bathroom . ',true
2920,'good . ',false
2921,'location ',false
2936,'very good . ',false
2937,'i asked to have things fixed and the order was never done ',false
2972,'convenient , clean but rooms in need of an upgrade . ',true
2973,'good linens . ',true
2974,'walking distance to everything . ',false
2975,'would return . ',false
2976,'the hotel rooms need some upgrades . ',true
2977,'the fixtures in the bathrooms were old and tarnished and there were cracks in the counter . ',true
2978,'half the outlets in the room didn?ft work , which made it very difficult to charge our devices . ',true
3008,'good . ',false
3009,'bed was comfy , room needed a little maintenance ( leaky sink , power outlet did nt work ) ',true
3048,'the staff was very polite , kind and accommodating . ',false
3049,'i would stay there again but it needs to be clean . ',false
3050,'the hotel overall needs to have the rooms updated and the outsides of the windows cleaned . ',true
3051,'there is no point having a city view if the window is too dirty to see outside . ',false
3052,'also in the rooms the vents were filled with black dust / dustballs . ',false
3053,'deep cleaning must be done in the room . ',false
3054,'also the number of toiletries must reasonably reflect the number of guests in the room . ',false
3055,'two of us and one set of toiletries . ',false
3092,'very good . ',false
3093,'close to metro and old city . ',false
3094,'area was a little dodgy ',false
3124,'very good time . ',false
3125,'the bed was super comfortable and location can?ft be beat ! ',true
3126,'leaking shower head , mold on ceiling in shower . ',false
3127,'asked four times for coffee and ice bucket finally gave up . ',false
3128,'with that being said only because of location i would stay again . ',false
3164,'very good time . ',false
3165,'the bed was super comfortable and location can?ft be beat ! ',true
3166,'leaking shower head , mold on ceiling in shower . ',false
3167,'asked four times for coffee and ice bucket finally gave up . ',false
3168,'with that being said only because of location i would stay again . ',false
3196,'a fairly good hotel , nice location but the room should be more equiped . ',true
3197,'the location . ',false
3198,'no micro-wave ',true
3220,'pleasant . ',false
3221,'camera e vista ( business ) . ',false
3222,'poco centrale ',false
3244,'good . ',false
3245,'location . ',false
3246,'price ',false
3304,'pleasant experience . ',false
3305,'older hotel . ',false
3306,'walking distance to shopping , restaurants . ',false
3307,'comfy beds , good location , nice basic hotel room . ',true
3308,'one of the better prices for a downtown hotel . ',false
3309,'older hotel , no info in the rooms for room service , pool hours etc. had to call front desk . ',false
3310,'shower curtain a little stinky . ',false
3311,'water pressure a little low . ',true
3312,'parking garage has very low ceilings and narrow driving . ',false
3313,'19.50 per night to park . ',false
3314,'things were good overall . ',false
3315,'no complaints . ',false
3360,'pleasant . ',false
3361,'location ',false
3380,'good . ',false
3381,'nice beds and very clean rooms . ',true
3382,'breakfast not included in the fares ',false
3408,'pleasant . ',false
3409,'the hotel has access to a mall with grocery and food court . ',false
3410,'the hotel is outdated . ',false
3411,'you need to pay for parking ',false
3436,'good . ',false
3437,'the hotel is older , and has its kinks , but the location is amazing , and my view was incredible . ',false
3438,'i got a room on the 30th floor , and it was completely worth it . ',false
3464,'good . ',false
3465,'it?fs close to everything . ',false
3466,'the check - in staff could be friendlier . ',false
3467,'the bathroom needs updating - sink / tub broken in places . ',true
3500,'good . ',false
3501,'the location is excellent , easy to access and parking just below the hotel . ',false
3502,'the beds were clean and comfortable . ',true
3503,'the staff at the front desk were pleasant to deal with . ',false
3504,'the rooms are old and the bathrooms are in need of an upgrade . ',true
3576,'overall i don?ft mind staying in this location . ',false
3577,'it was clean and neat staff was friendly . ',false
3578,'e to subway . ',false
3579,'in walk straight down the road to old city montr ? ',false
3580,'al / norte dame basilica / . ',false
3581,'bway stops to underground mall . ',false
3582,'t outside the gay village and promenade . ',false
3583,'ts at the park across the street with a restaurant and live music ( summertime ) . ',false
3584,'on hop off bus tour stop two blocks away . ',false
3585,'conviently located to rue saint denis which has more restaurants and bars . ',false
3586,'and gym in hotel . ',false
3587,'on the corner for easy access cash . ',false
3588,'the rooms had lovely views of the city but i felt the rooms themselves are becoming a bit dated , furniture is in ok condition air vents could be cleansed bathrooms updated it?fs like an holiday inn from the 90?fs and all the electrical outlets were loose fitting . ',true
3589,'the restaurants ambience is ok again a bit dated in design and furniture . ',false
3656,'good . ',false
3657,'the breakfast buffet was expensive for what you got , but they let you take food to your room . ',false
3658,'the hotel room was 78 degrees and the thermostat did not work to change the temperature . ',true
3659,'it was held onto the wall with a piece of tape . ',false
3660,'the location was great for where i needed to be . ',false
3661,'the staff members were nice and friendly . ',false
3724,'good . ',false
3725,'staff fast , hotel big . ',false
3726,'great location . ',false
3727,'pretty old and used . ',false
3728,'. ',false
3729,'room small - very loud vent . ',true
3730,'. ',false
3731,'et take a too close look . ',false
3732,'. ',false
3733,': meh . ',false
3734,'windows really dirty ! ',false
3780,'we left a day early because we did nt like what we saw of canada . ',false
3781,'cleanliness . ',false
3782,'noisy location next to a park with loud music ',true
3832,'a moderate hotel . ',false
3833,'bed very comfortable , room clean and quiet . ',true
3834,'bathroom clean and functional . ',true
3835,'room large.i would stay here again as it really was just a hotel that had seen its best days but had some character and charm . ',false
3836,'greatest location . ',false
3837,'the desk staff were lovely . ',false
3838,'the older concierge was rude or hiding . ',false
3839,'the ac was permanently set so not cool enough . ',true
3840,'the bathroom fan was like a motorcycle engine . ',true
3841,'i think that this hotel is just old . ',false
3900,'well located right on the berri subway intersection . ',false
3901,'location was very good . ',false
3902,'the hotel is connected to the subway via walking through a food court just off the lobby . ',false
3903,'there is also a very nice iga supermarket there for last minute items and snacks . ',false
3904,'the front desk was indeifferent . ',false
3905,'the hallways were dated and worn . ',false
3906,'i had an executive room on the top floor and my room was fine but others in my group complained the rooms were run down . ',true
3948,'was decent for price . ',false
3949,'comfy beds . ',true
3950,'great reception staff . ',false
3951,'showers small and could use good clean . ',true
3952,'parking awkward . ',false
3984,'good . ',false
3985,'location - very convenient . ',false
3986,'bed was comfortable and the room had a good view . ',true
3987,'some of the finishes / fixutres are dated and worn - but still functional . ',false
4016,'clean room , fantastic views of downtown , very close to downtown core . ',false
4017,'clean room , nice view , no noise . ',true
4018,'lack of ice , only found on 17th floor . ',false
4019,'no ice bucket provided . ',false
4044,'excellent location . ',false
4045,'location . ',false
4046,'old room , washroom is small ',true
4080,'alright ... ',false
4081,'except for waking up sweating every morning . ',false
4082,'the ac is almost non existent . ',true
4083,'... ',false
4084,'it was hot in the room ... ',true
4085,'ca nt adjust the thermostat to make it cooler ',true
4128,'friendly staff . ',false
4129,'checking staff were very helpful , cheerful , friendly and truly helped us to get a true feel of the city during our short stay . ',false
4130,'?????? ',false
4131,'cleanliness .... ',false
4132,'rooms needs to be upgraded . ',true
4133,'washrooms were very small and definitely not upto the expected standard ',true
4184,'okay . ',false
4185,'it was nice . ',false
4186,'not the fault of the hotel itself , but the location is right in the bay village . ',false
4187,'there were tons of panhandlers and drug addicts right on the corner . ',false
4188,'i was a little hesitant to take my family out there . ',false
4189,'. ',false
4190,'hotel itself is a bit dated now . ',false
4191,'time for a makeover . ',false
4244,'overall our stay was for three nights and we enjoyed visiting montreal . ',false
4245,'the hotel is central to everything !! ',false
4246,'20 min walk to old town and about 30 min walk to downtown ! ',false
4247,'there was an iga downstairs with access from the hotel and a food court ! ',false
4248,'lots of little restaurants around the hotel and entertainment outside at the park infront of the hotel in the evening . ',false
4249,'the hotel is located in the village aka pride village which is not a big deal to us but there were a lot of addicts and bums in the street asking for money non stop ! ',false
4250,'we did not feel threatened but the some of the people that were high on heroine or whatever they took made them loud and it was a little scary walking through them to get somewhere ! ',false
4324,'needs renovation . ',false
4325,'it?fs close to downtown and main attractions . ',false
4326,'also the hotel doors open up to place dupris mall . ',false
4327,'the bed was comfortable and chairs clean and comfortable . ',true
4328,'our second stay here in about 5 years was not as pleasant as the first . ',false
4329,'the ac was too low and could not be adjusted . ',true
4330,'the carpet was old and the staff do their best to clean it . ',false
4331,'the dresser in the room was old and scratched in many places . ',true
4332,'the toilet did not flush well and the sink did not drain well . ',true
4333,'this hotel needs some fixing up . ',false
4334,'the parking was expensive and low ceiling . ',false
4335,'this hotel was very expensive considering all the issues . ',false
4336,'we won?ft be staying here a third time unless we know of its renovations . ',false
4392,'average hotel in a great location . ',false
4393,'great location . ',false
4394,'the room smelt of damp . ',false
4395,'small bathroom ',true
4420,'okay . ',false
4421,'ac did nt work night 1 , on night 2,3 it barely worked and the beds kind of felt a little grimy . ',true
4422,'unfortunately , i would not stay here again . ',false
4444,'it was average . ',false
4445,'servise , breakfast and location . ',false
4446,'front disc not helpful . ',false
4464,'unsatisfied . ',false
4465,'the price is tottaly not worth what we got nearly 600 $ for a basic room outdated decoration it was clean but some applieance were so used and unkept that it looked dirty the only thing worth was the emplacement for that price parking and breakfast were not included ',true
4496,'great location . ',false
4497,'not quite sure if it s value for money . ',false
4498,'the location was excellent . ',false
4499,'there is also a supermarket and food court on the ground floor of the hotel . ',false
4500,'the amount reflected on booking.com to be charged for basic room rates were far different when we checked outas the price had increased by at least $ 100.00 . ',false
4501,'this hotel is not for people on a budget . ',false
4528,'great stay had a great time like always . ',false
4529,'the hotel is in a great location i stay there every time i visit montreal . ',false
4548,'satisfied customer . ',false
4549,'beds are comfortable . ',true
4550,'the hotel is very old , renovations are needed especially in the washroom . ',true
4612,'few days in montreal .. ',false
4613,'the bed was really comfortable . ',true
4614,'the view was great and the room was spacious .. ',true
4615,'the coffee in the room was good ( when the coffee maker actually worked ) . ',false
4616,'to . ',false
4617,'the room was really dated .. ',true
4618,'there were stains all over the bathroom ceiling ( paint job was badly needed ) .. ',false
4619,'the carpet had several stains on it .. ',false
4620,'the lamp was broken on the desk and the electrical outlet for the lamp did nt even have a cover on it ( big safety hazard for some family that has children with them .. ',true
4621,'it s obvious that there was a time that this truly was a grand hotel .. ',false
4622,'who e dr owns this place needs to invest some money into the place and make it grand once again .. ',false
4623,'but to end my review.for a few days it was ok.but i would nt cone there for a special occasion ... ',false
4624,'anniversary etc. ',false
4700,'i?fd stay again but i?fm taking the train & metro if i return to montreal . ',false
4701,'bed was so comfy ! ',true
4702,'very convenient location to catch the metro . ',false
4703,'lots of shops nearby to pick up some basics or grab a bite to eat . ',false
4704,'e was a salsa party at the park across the street which looked like it would have been a great night had the weather cooperated . ',false
4705,'i did not like having to pay for parking each day . ',false
4706,'when i tried to leave i was delayed another 30 minutes due to technical issues with my validated ticket . ',false
4707,'restaurant breakfast seems like a waste . ',false
4708,'too expensive for a morning buffet . ',false
4752,'good . ',false
4753,'good breakfast , comfortable bed , good sized rooms . ',true
4754,'underground parking stalls are barely high enough to park a standard suv . ',false
4755,'i was nt able to open the trunk . ',false
4796,'good . ',false
4797,'the views from this property are incredible !!! ',false
4798,'we were fortunate to have been given an upgrade to a top floor suite which had windows looking out at the city and mount royal . ',false
4799,'the room was well appointed and clean . ',true
4800,'the air conditioning was either not working or could not keep up with the temps outside , ( the room had large windows that faced south and west ) . ',true
4801,'we contacted the housekeeping staff and the front desk to see if something could be done and unfortunately the problem was not resolved and we did not get any response from the hotel staff . ',false
4802,'we found this very disappointing . ',false
4836,'pleasant . ',false
4837,'llocation . ',false
4838,'need renovation of the property very old furniture and stuff ',true
4860,'pleasant . ',false
4861,'great location . ',false
4862,'very out of date amenities ',true
4888,'good area to try montreal crusine , not just french . ',false
4889,'location is convenient to everywhere . ',false
4890,'diverse restaurant and entertainment choice . ',false
4891,'location is not quite suitable for family with young children . ',false
4912,'ok . ',false
4913,'the fitness room didn?ft have towels , cups for water and no sanitary wipes ',true
4940,'ok . ',false
4941,'only location of hotel ... ',false
4942,'hotel needs big upgrade ... ',false
4943,'everything is very old . ',false
4944,'to update all furniture , carpets .... ',false
5000,'not bad .... ',false
