@relation Preis-Leistungs-Verhltnis

@attribute id numeric
@attribute unigram string
@attribute unigram_lemma string
@attribute bigram string
@attribute bigram_lemma string
@attribute pos_bigrams string
@attribute aspecttype {true, false}

@data
151,'there is a parking structure attacked to the hotel so you did not need to park outside . ','there be a parking structure attack to the hotel so you do not need to park outside . ','_there_is _is_a _a_parking _parking_structure _structure_attacked _attacked_to _to_the _the_hotel _hotel_so _so_you _you_did _did_not _not_need _need_to _to_park _park_outside _outside_. ','_there_be _be_a _a_parking _parking_structure _structure_attack _attack_to _to_the _the_hotel _hotel_so _so_you _you_do _do_not _not_need _need_to _to_park _park_outside _outside_. ','_EX_VBZ _VBZ_DT _DT_NN _NN_NN _NN_VBD _VBD_IN _IN_DT _DT_NN _NN_IN _IN_PRP _PRP_VBD _VBD_RB _RB_VB _VB_TO _TO_VB _VB_RB _RB_. ',false
152,'you can travel with pets and our request for a mini fridge in the room for medication storage was honoured at no charge . ','you can travel with pet and our request for a mini fridge in the room for medication storage be honour at no charge . ','_you_can _can_travel _travel_with _with_pets _pets_and _and_our _our_request _request_for _for_a _a_mini _mini_fridge _fridge_in _in_the _the_room _room_for _for_medication _medication_storage _storage_was _was_honoured _honoured_at _at_no _no_charge _charge_. ','_you_can _can_travel _travel_with _with_pet _pet_and _and_our _our_request _request_for _for_a _a_mini _mini_fridge _fridge_in _in_the _the_room _room_for _for_medication _medication_storage _storage_be _be_honour _honour_at _at_no _no_charge _charge_. ','_PRP_MD _MD_VB _VB_IN _IN_NNS _NNS_CC _CC_PRP$ _PRP$_NN _NN_IN _IN_DT _DT_JJ _JJ_NN _NN_IN _IN_DT _DT_NN _NN_IN _IN_NN _NN_NN _NN_VBD _VBD_VBN _VBN_IN _IN_DT _DT_NN _NN_. ',false
153,'the bathroom was dated , some tiles were cracked in the shower and much of the grout was black . ','the bathroom be date , some tile be crack in the shower and much of the grout be black . ','_the_bathroom _bathroom_was _was_dated _dated_, _,_some _some_tiles _tiles_were _were_cracked _cracked_in _in_the _the_shower _shower_and _and_much _much_of _of_the _the_grout _grout_was _was_black _black_. ','_the_bathroom _bathroom_be _be_date _date_, _,_some _some_tile _tile_be _be_crack _crack_in _in_the _the_shower _shower_and _and_much _much_of _of_the _the_grout _grout_be _be_black _black_. ','_DT_NN _NN_VBD _VBD_VBN _VBN_, _,_DT _DT_NNS _NNS_VBD _VBD_VBN _VBN_IN _IN_DT _DT_NN _NN_CC _CC_JJ _JJ_IN _IN_DT _DT_NN _NN_VBD _VBD_JJ _JJ_. ',false
154,'the carpet was stained but was not dirty ( my socks did not turn get dirty walking on carpet ) . ','the carpet be stain but be not dirty ( my sock do not turn get dirty walking on carpet ) . ','_the_carpet _carpet_was _was_stained _stained_but _but_was _was_not _not_dirty _dirty_( _(_my _my_socks _socks_did _did_not _not_turn _turn_get _get_dirty _dirty_walking _walking_on _on_carpet _carpet_) _)_. ','_the_carpet _carpet_be _be_stain _stain_but _but_be _be_not _not_dirty _dirty_( _(_my _my_sock _sock_do _do_not _not_turn _turn_get _get_dirty _dirty_walking _walking_on _on_carpet _carpet_) _)_. ','_DT_NN _NN_VBD _VBD_VBN _VBN_CC _CC_VBD _VBD_RB _RB_JJ _JJ_-LRB- _-LRB-_PRP$ _PRP$_NNS _NNS_VBD _VBD_RB _RB_VB _VB_VB _VB_JJ _JJ_NN _NN_IN _IN_NN _NN_-RRB- _-RRB-_. ',false
155,'parking garage has low ceilings ( 6 foot max clearance ) so larger vehicles will not fit and cost is $ 19 / day . ','parking garage have low ceiling ( 0 foot max clearance ) so large vehicle will not fit and cost be $ 0 / day . ','_parking_garage _garage_has _has_low _low_ceilings _ceilings_( _(_6 _6_foot _foot_max _max_clearance _clearance_) _)_so _so_larger _larger_vehicles _vehicles_will _will_not _not_fit _fit_and _and_cost _cost_is _is_$ _$_19 _19_/ _/_day _day_. ','_parking_garage _garage_have _have_low _low_ceiling _ceiling_( _(_0 _0_foot _foot_max _max_clearance _clearance_) _)_so _so_large _large_vehicle _vehicle_will _will_not _not_fit _fit_and _and_cost _cost_be _be_$ _$_0 _0_/ _/_day _day_. ','_NN_NN _NN_VBZ _VBZ_JJ _JJ_NNS _NNS_-LRB- _-LRB-_CD _CD_NN _NN_NN _NN_NN _NN_-RRB- _-RRB-_RB _RB_JJR _JJR_NNS _NNS_MD _MD_RB _RB_VB _VB_CC _CC_VB _VB_VBZ _VBZ_$ _$_CD _CD_CD _CD_NN _NN_. ',false
156,'there was a $ 40 charge for cleaning the room if you travel with pets that we were not told about until after check - in . ','there be a $ 0 charge for clean the room if you travel with pet that we be not tell about until after check - in . ','_there_was _was_a _a_$ _$_40 _40_charge _charge_for _for_cleaning _cleaning_the _the_room _room_if _if_you _you_travel _travel_with _with_pets _pets_that _that_we _we_were _were_not _not_told _told_about _about_until _until_after _after_check _check_- _-_in _in_. ','_there_be _be_a _a_$ _$_0 _0_charge _charge_for _for_clean _clean_the _the_room _room_if _if_you _you_travel _travel_with _with_pet _pet_that _that_we _we_be _be_not _not_tell _tell_about _about_until _until_after _after_check _check_- _-_in _in_. ','_EX_VBD _VBD_DT _DT_$ _$_CD _CD_NN _NN_IN _IN_VBG _VBG_DT _DT_NN _NN_IN _IN_PRP _PRP_VBP _VBP_IN _IN_NNS _NNS_IN _IN_PRP _PRP_VBD _VBD_RB _RB_VBN _VBN_IN _IN_IN _IN_IN _IN_NN _NN_HYPH _HYPH_NN _NN_. ',false
157,'the bar / restaurant was closed when we went to have a drink one evening and there are no posted hours of operation.u ','the bar / restaurant be close when we go to have a drink #crd# evening and there be no post hour of operation.u ','_the_bar _bar_/ _/_restaurant _restaurant_was _was_closed _closed_when _when_we _we_went _went_to _to_have _have_a _a_drink _drink_one _one_evening _evening_and _and_there _there_are _are_no _no_posted _posted_hours _hours_of _of_operation.u ','_the_bar _bar_/ _/_restaurant _restaurant_be _be_close _close_when _when_we _we_go _go_to _to_have _have_a _a_drink _drink_#crd# _#crd#_evening _evening_and _and_there _there_be _be_no _no_post _post_hour _hour_of _of_operation.u ','_DT_NN _NN_SYM _SYM_NN _NN_VBD _VBD_VBN _VBN_WRB _WRB_PRP _PRP_VBD _VBD_TO _TO_VB _VB_DT _DT_NN _NN_CD _CD_NN _NN_CC _CC_EX _EX_VBP _VBP_DT _DT_VBN _VBN_NNS _NNS_IN _IN_NN ',false
211,'acceptably . ','acceptably . ','_acceptably_. ','_acceptably_. ','_RB_. ',false
212,'good location , parking , grocery store in the building . ','good location , parking , grocery store in the building . ','_good_location _location_, _,_parking _parking_, _,_grocery _grocery_store _store_in _in_the _the_building _building_. ','_good_location _location_, _,_parking _parking_, _,_grocery _grocery_store _store_in _in_the _the_building _building_. ','_NNP_NNP _NNP_, _,_NN _NN_, _,_NN _NN_NN _NN_IN _IN_DT _DT_NN _NN_. ',false
213,'old hotel and relevant smell , no sockets in the room at all . ','old hotel and relevant smell , no socket in the room at all . ','_old_hotel _hotel_and _and_relevant _relevant_smell _smell_, _,_no _no_sockets _sockets_in _in_the _the_room _room_at _at_all _all_. ','_old_hotel _hotel_and _and_relevant _relevant_smell _smell_, _,_no _no_socket _socket_in _in_the _the_room _room_at _at_all _all_. ','_JJ_NN _NN_CC _CC_JJ _JJ_NN _NN_, _,_DT _DT_NNS _NNS_IN _IN_DT _DT_NN _NN_RB _RB_RB _RB_. ',false
214,'had to charge cellular in bathroom . ','have to charge cellular in bathroom . ','_had_to _to_charge _charge_cellular _cellular_in _in_bathroom _bathroom_. ','_have_to _to_charge _charge_cellular _cellular_in _in_bathroom _bathroom_. ','_VBD_TO _TO_VB _VB_JJ _JJ_IN _IN_NN _NN_. ',false
215,'air condition was terrible . ','air condition be terrible . ','_air_condition _condition_was _was_terrible _terrible_. ','_air_condition _condition_be _be_terrible _terrible_. ','_NN_NN _NN_VBD _VBD_JJ _JJ_. ',false
216,'had to ask staff to switch it off in the evening , but at night it started blow cool air very noisy . ','have to ask staff to switch it off in the evening , but at night it start blow cool air very noisy . ','_had_to _to_ask _ask_staff _staff_to _to_switch _switch_it _it_off _off_in _in_the _the_evening _evening_, _,_but _but_at _at_night _night_it _it_started _started_blow _blow_cool _cool_air _air_very _very_noisy _noisy_. ','_have_to _to_ask _ask_staff _staff_to _to_switch _switch_it _it_off _off_in _in_the _the_evening _evening_, _,_but _but_at _at_night _night_it _it_start _start_blow _blow_cool _cool_air _air_very _very_noisy _noisy_. ','_VBD_TO _TO_VB _VB_NN _NN_TO _TO_VB _VB_PRP _PRP_RP _RP_IN _IN_DT _DT_NN _NN_, _,_CC _CC_IN _IN_NN _NN_PRP _PRP_VBD _VBD_NN _NN_JJ _JJ_NN _NN_RB _RB_RB _RB_. ',false
217,'it was very cold and uncomfortable . ','it be very cold and uncomfortable . ','_it_was _was_very _very_cold _cold_and _and_uncomfortable _uncomfortable_. ','_it_be _be_very _very_cold _cold_and _and_uncomfortable _uncomfortable_. ','_PRP_VBD _VBD_RB _RB_JJ _JJ_CC _CC_JJ _JJ_. ',false
272,'stay was okay . ','stay be okay . ','_stay_was _was_okay _okay_. ','_stay_be _be_okay _okay_. ','_VB_VBD _VBD_JJ _JJ_. ',false
273,'i will consider staying there again . ','i will consider stay there again . ','_i_will _will_consider _consider_staying _staying_there _there_again _again_. ','_i_will _will_consider _consider_stay _stay_there _there_again _again_. ','_PRP_MD _MD_VB _VB_VBG _VBG_RB _RB_RB _RB_. ',false
274,'the location was great , right downtown montreal . ','the location be great , right downtown montreal . ','_the_location _location_was _was_great _great_, _,_right _right_downtown _downtown_montreal _montreal_. ','_the_location _location_be _be_great _great_, _,_right _right_downtown _downtown_montreal _montreal_. ','_DT_NN _NN_VBD _VBD_JJ _JJ_, _,_JJ _JJ_NN _NN_NNP _NNP_. ',false
275,'view was amazing and the bed was comfortable enough . ','view be amazing and the bed be comfortable enough . ','_view_was _was_amazing _amazing_and _and_the _the_bed _bed_was _was_comfortable _comfortable_enough _enough_. ','_view_be _be_amazing _amazing_and _and_the _the_bed _bed_be _be_comfortable _comfortable_enough _enough_. ','_NNP_VBD _VBD_JJ _JJ_CC _CC_DT _DT_NN _NN_VBD _VBD_JJ _JJ_RB _RB_. ',false
276,'the hotel was outdated . ','the hotel be outdated . ','_the_hotel _hotel_was _was_outdated _outdated_. ','_the_hotel _hotel_be _be_outdated _outdated_. ','_DT_NN _NN_VBD _VBD_JJ _JJ_. ',false
277,'carpet was pretty old and the vent was very dusty . ','carpet be pretty old and the vent be very dusty . ','_carpet_was _was_pretty _pretty_old _old_and _and_the _the_vent _vent_was _was_very _very_dusty _dusty_. ','_carpet_be _be_pretty _pretty_old _old_and _and_the _the_vent _vent_be _be_very _very_dusty _dusty_. ','_NNP_VBD _VBD_RB _RB_JJ _JJ_CC _CC_DT _DT_NN _NN_VBD _VBD_RB _RB_JJ _JJ_. ',false
278,'you can actually see the caked on dust . ','you can actually see the caked on dust . ','_you_can _can_actually _actually_see _see_the _the_caked _caked_on _on_dust _dust_. ','_you_can _can_actually _actually_see _see_the _the_caked _caked_on _on_dust _dust_. ','_PRP_MD _MD_RB _RB_VB _VB_DT _DT_NN _NN_IN _IN_NN _NN_. ',false
279,'it does need updating aesthetically . ','it do need update aesthetically . ','_it_does _does_need _need_updating _updating_aesthetically _aesthetically_. ','_it_do _do_need _need_update _update_aesthetically _aesthetically_. ','_PRP_VBZ _VBZ_VB _VB_VBG _VBG_RB _RB_. ',false
326,'good . ','good . ','_good_. ','_good_. ','_JJ_. ',false
327,'the housekeeper was very sweet and she did a great job . ','the housekeeper be very sweet and she do a great job . ','_the_housekeeper _housekeeper_was _was_very _very_sweet _sweet_and _and_she _she_did _did_a _a_great _great_job _job_. ','_the_housekeeper _housekeeper_be _be_very _very_sweet _sweet_and _and_she _she_do _do_a _a_great _great_job _job_. ','_DT_NN _NN_VBD _VBD_RB _RB_JJ _JJ_CC _CC_PRP _PRP_VBD _VBD_DT _DT_JJ _JJ_NN _NN_. ',false
328,'there were some little things like broken lights , mildew and drippy faucet . ','there be some little thing like break light , mildew and drippy faucet . ','_there_were _were_some _some_little _little_things _things_like _like_broken _broken_lights _lights_, _,_mildew _mildew_and _and_drippy _drippy_faucet _faucet_. ','_there_be _be_some _some_little _little_thing _thing_like _like_break _break_light _light_, _,_mildew _mildew_and _and_drippy _drippy_faucet _faucet_. ','_EX_VBD _VBD_DT _DT_JJ _JJ_NNS _NNS_IN _IN_VBN _VBN_NNS _NNS_, _,_JJ _JJ_CC _CC_JJ _JJ_NN _NN_. ',false
329,'the hotel needs a bit of tlc . ','the hotel need a bit of tlc . ','_the_hotel _hotel_needs _needs_a _a_bit _bit_of _of_tlc _tlc_. ','_the_hotel _hotel_need _need_a _a_bit _bit_of _of_tlc _tlc_. ','_DT_NN _NN_VBZ _VBZ_DT _DT_NN _NN_IN _IN_NNP _NNP_. ',false
330,'otherwise a nice experience . ','otherwise a nice experience . ','_otherwise_a _a_nice _nice_experience _experience_. ','_otherwise_a _a_nice _nice_experience _experience_. ','_RB_DT _DT_JJ _JJ_NN _NN_. ',false
331,'the housekeeping staff were very friendly and they did a great job ','the housekeeping staff be very friendly and they do a great job ','_the_housekeeping _housekeeping_staff _staff_were _were_very _very_friendly _friendly_and _and_they _they_did _did_a _a_great _great_job ','_the_housekeeping _housekeeping_staff _staff_be _be_very _very_friendly _friendly_and _and_they _they_do _do_a _a_great _great_job ','_DT_NN _NN_NN _NN_VBD _VBD_RB _RB_JJ _JJ_CC _CC_PRP _PRP_VBD _VBD_DT _DT_JJ _JJ_NN ',false
354,'good . ','good . ','_good_. ','_good_. ','_JJ_. ',false
355,'beds are not real . ','bed be not real . ','_beds_are _are_not _not_real _real_. ','_bed_be _be_not _not_real _real_. ','_NNS_VBP _VBP_RB _RB_JJ _JJ_. ',false
395,'meh . ','meh . ','_meh_. ','_meh_. ','_NNP_. ',false
396,'it s in a good location and it s clean . ','it s in a good location and it s clean . ','_it_s _s_in _in_a _a_good _good_location _location_and _and_it _it_s _s_clean _clean_. ','_it_s _s_in _in_a _a_good _good_location _location_and _and_it _it_s _s_clean _clean_. ','_PRP_VBZ _VBZ_IN _IN_DT _DT_JJ _JJ_NN _NN_CC _CC_PRP _PRP_VBZ _VBZ_JJ _JJ_. ',false
397,'it s very dated . ','it s very date . ','_it_s _s_very _very_dated _dated_. ','_it_s _s_very _very_date _date_. ','_PRP_VBZ _VBZ_RB _RB_VBN _VBN_. ',false
398,'the tv did nt work . ','the tv do not work . ','_the_tv _tv_did _did_nt _nt_work _work_. ','_the_tv _tv_do _do_not _not_work _work_. ','_DT_NN _NN_VBD _VBD_RB _RB_VB _VB_. ',false
399,'the staff at reception are nt warm . ','the staff at reception be not warm . ','_the_staff _staff_at _at_reception _reception_are _are_nt _nt_warm _warm_. ','_the_staff _staff_at _at_reception _reception_be _be_not _not_warm _warm_. ','_DT_NN _NN_IN _IN_NN _NN_VBP _VBP_RB _RB_JJ _JJ_. ',false
400,'i only stay here if i absolutely have to . ','i only stay here if i absolutely have to . ','_i_only _only_stay _stay_here _here_if _if_i _i_absolutely _absolutely_have _have_to _to_. ','_i_only _only_stay _stay_here _here_if _if_i _i_absolutely _absolutely_have _have_to _to_. ','_PRP_RB _RB_VBP _VBP_RB _RB_IN _IN_PRP _PRP_RB _RB_VBP _VBP_TO _TO_. ',false
401,'we were stranded with the storm so we booked it last minute . ','we be strand with the storm so we book it last minute . ','_we_were _were_stranded _stranded_with _with_the _the_storm _storm_so _so_we _we_booked _booked_it _it_last _last_minute _minute_. ','_we_be _be_strand _strand_with _with_the _the_storm _storm_so _so_we _we_book _book_it _it_last _last_minute _minute_. ','_PRP_VBD _VBD_VBN _VBN_IN _IN_DT _DT_NN _NN_RB _RB_PRP _PRP_VBD _VBD_PRP _PRP_JJ _JJ_NN _NN_. ',false
431,'rude staff . ','rude staff . ','_rude_staff _staff_. ','_rude_staff _staff_. ','_NNP_NN _NN_. ',false
432,'the staff gave an unpleasant vibe that started right off the bat . ','the staff give an unpleasant vibe that start right off the bat . ','_the_staff _staff_gave _gave_an _an_unpleasant _unpleasant_vibe _vibe_that _that_started _started_right _right_off _off_the _the_bat _bat_. ','_the_staff _staff_give _give_an _an_unpleasant _unpleasant_vibe _vibe_that _that_start _start_right _right_off _off_the _the_bat _bat_. ','_DT_NN _NN_VBD _VBD_DT _DT_JJ _JJ_NN _NN_WDT _WDT_VBD _VBD_RB _RB_IN _IN_DT _DT_NN _NN_. ',false
433,'the one female receptionist had an attitude with me because she did nt explain the room deposit correctly to me and when all i did in return was ask her to clarify something s she had already said , it only seemed to upset her more . ','the #crd# female receptionist have an attitude with me because she do not explain the room deposit correctly to me and when all i do in return be ask her to clarify something s she have already say , it only seem to upset her more . ','_the_one _one_female _female_receptionist _receptionist_had _had_an _an_attitude _attitude_with _with_me _me_because _because_she _she_did _did_nt _nt_explain _explain_the _the_room _room_deposit _deposit_correctly _correctly_to _to_me _me_and _and_when _when_all _all_i _i_did _did_in _in_return _return_was _was_ask _ask_her _her_to _to_clarify _clarify_something _something_s _s_she _she_had _had_already _already_said _said_, _,_it _it_only _only_seemed _seemed_to _to_upset _upset_her _her_more _more_. ','_the_#crd# _#crd#_female _female_receptionist _receptionist_have _have_an _an_attitude _attitude_with _with_me _me_because _because_she _she_do _do_not _not_explain _explain_the _the_room _room_deposit _deposit_correctly _correctly_to _to_me _me_and _and_when _when_all _all_i _i_do _do_in _in_return _return_be _be_ask _ask_her _her_to _to_clarify _clarify_something _something_s _s_she _she_have _have_already _already_say _say_, _,_it _it_only _only_seem _seem_to _to_upset _upset_her _her_more _more_. ','_DT_CD _CD_JJ _JJ_NN _NN_VBD _VBD_DT _DT_NN _NN_IN _IN_PRP _PRP_IN _IN_PRP _PRP_VBD _VBD_RB _RB_VB _VB_DT _DT_NN _NN_NN _NN_RB _RB_IN _IN_PRP _PRP_CC _CC_WRB _WRB_DT _DT_PRP _PRP_VBD _VBD_IN _IN_NN _NN_VBD _VBD_VB _VB_PRP _PRP_TO _TO_VB _VB_NN _NN_POS _POS_PRP _PRP_VBD _VBD_RB _RB_VBN _VBN_, _,_PRP _PRP_RB _RB_VBD _VBD_TO _TO_VB _VB_PRP _PRP_RBR _RBR_. ',false
465,'good location , adequate for our stay , would stay there again if the price was right . ','good location , adequate for our stay , would stay there again if the price be right . ','_good_location _location_, _,_adequate _adequate_for _for_our _our_stay _stay_, _,_would _would_stay _stay_there _there_again _again_if _if_the _the_price _price_was _was_right _right_. ','_good_location _location_, _,_adequate _adequate_for _for_our _our_stay _stay_, _,_would _would_stay _stay_there _there_again _again_if _if_the _the_price _price_be _be_right _right_. ','_JJ_NN _NN_, _,_JJ _JJ_IN _IN_PRP$ _PRP$_NN _NN_, _,_MD _MD_VB _VB_RB _RB_RB _RB_IN _IN_DT _DT_NN _NN_VBD _VBD_JJ _JJ_. ',false
466,'quiet , comfortable , clean , great location . ','quiet , comfortable , clean , great location . ','_quiet_, _,_comfortable _comfortable_, _,_clean _clean_, _,_great _great_location _location_. ','_quiet_, _,_comfortable _comfortable_, _,_clean _clean_, _,_great _great_location _location_. ','_JJ_, _,_JJ _JJ_, _,_JJ _JJ_, _,_NNP _NNP_NNP _NNP_. ',false
467,'bar fridge in room was very useful . ','bar fridge in room be very useful . ','_bar_fridge _fridge_in _in_room _room_was _was_very _very_useful _useful_. ','_bar_fridge _fridge_in _in_room _room_be _be_very _very_useful _useful_. ','_NNP_NN _NN_IN _IN_NN _NN_VBD _VBD_RB _RB_JJ _JJ_. ',false
468,'rooms and furniture need updating . ','room and furniture need update . ','_rooms_and _and_furniture _furniture_need _need_updating _updating_. ','_room_and _and_furniture _furniture_need _need_update _update_. ','_NNS_CC _CC_NN _NN_VBP _VBP_VBG _VBG_. ',false
469,'pool area also needs a makeover . ','pool area also need a makeover . ','_pool_area _area_also _also_needs _needs_a _a_makeover _makeover_. ','_pool_area _area_also _also_need _need_a _a_makeover _makeover_. ','_JJ_NN _NN_RB _RB_VBZ _VBZ_DT _DT_NN _NN_. ',false
505,'good location , adequate for our stay , would stay there again if the price was right . ','good location , adequate for our stay , would stay there again if the price be right . ','_good_location _location_, _,_adequate _adequate_for _for_our _our_stay _stay_, _,_would _would_stay _stay_there _there_again _again_if _if_the _the_price _price_was _was_right _right_. ','_good_location _location_, _,_adequate _adequate_for _for_our _our_stay _stay_, _,_would _would_stay _stay_there _there_again _again_if _if_the _the_price _price_be _be_right _right_. ','_JJ_NN _NN_, _,_JJ _JJ_IN _IN_PRP$ _PRP$_NN _NN_, _,_MD _MD_VB _VB_RB _RB_RB _RB_IN _IN_DT _DT_NN _NN_VBD _VBD_JJ _JJ_. ',false
506,'quiet , comfortable , clean , great location . ','quiet , comfortable , clean , great location . ','_quiet_, _,_comfortable _comfortable_, _,_clean _clean_, _,_great _great_location _location_. ','_quiet_, _,_comfortable _comfortable_, _,_clean _clean_, _,_great _great_location _location_. ','_JJ_, _,_JJ _JJ_, _,_JJ _JJ_, _,_NNP _NNP_NNP _NNP_. ',false
