@relation Ausstattung

@attribute id numeric
@attribute lemma string
@attribute dependencies string
@attribute lexicons_min numeric
@attribute lexicons_max numeric
@attribute lexicons_extremes_difference numeric
@attribute contains_negation numeric
@attribute sentence_length numeric
@attribute aspecttype {true, false}

@data
110,'parking garage has low ceilings ( 6 foot max clearance ) so larger vehicles will not fit and cost is $ 19 / day . ','nn nsubj root amod dobj dep num nn nn nsubj advmod advmod amod nsubj aux neg ccomp cc conj cop rcmod number number tmod punct ',0.0,0.3333333333333333,0.3333333333333333,1,114,true
111,'there was a $ 40 charge for cleaning the room if you travel with pets that we were not told about until after check - in . ','expl root det amod dep nsubj prep pcomp det dobj mark nsubj advcl prep pobj complm nsubjpass auxpass neg ccomp prep dep dep nn amod pobj punct ',0.0,1.0,1.0,1,123,false
112,'the bar / restaurant was closed when we went to have a drink one evening and there are no posted hours of operation.u ','det nsubj dep nsubjpass auxpass root advmod nsubj advcl aux xcomp det nn num dobj cc expl conj det amod nsubj prep pobj ',0.0,0.0,0.0,1,118,true
176,'acceptably . ','root punct ',0.0,0.0,0.0,0,13,false
177,'good location , parking , grocery store in the building . ','nn root punct appos punct nn appos prep det pobj punct ',0.0,1.0,1.0,0,58,true
178,'old hotel and relevant smell , no sockets in the room at all . ','amod root cc amod conj punct det appos prep det pobj advmod dep punct ',0.0,0.6666666666666666,0.6666666666666666,1,63,true
179,'had to charge cellular in bathroom . ','root aux xcomp dobj prep pobj punct ',0.0,0.0,0.0,0,37,false
180,'air condition was terrible . ','nn nsubj cop root punct ',-0.6,0.0,0.6,0,29,false
181,'had to ask staff to switch it off in the evening , but at night it started blow cool air very noisy . ','root aux xcomp dobj aux xcomp dobj prt prep det pobj punct cc prep pobj nsubj conj nn amod dobj advmod advmod punct ',-0.2,0.5,0.7,1,102,false
182,'it was very cold and uncomfortable . ','nsubj cop advmod root cc conj punct ',-0.4,0.0,0.4,0,37,false
232,'stay was okay . ','nsubj cop root punct ',0.0,0.0,0.0,0,16,false
233,'i will consider staying there again . ','nsubj aux root xcomp advmod advmod punct ',0.0,0.0,0.0,0,38,false
234,'the location was great , right downtown montreal . ','det nsubj cop ccomp punct amod nn root punct ',0.0,0.6,0.6,1,51,false
235,'view was amazing and the bed was comfortable enough . ','nsubj cop root cc det nsubj cop conj advmod punct ',0.0,0.8,0.8,1,54,false
236,'the hotel was outdated . ','det nsubj cop root punct ',0.0,0.0,0.0,0,25,true
237,'carpet was pretty old and the vent was very dusty . ','nsubj cop advmod root cc det nsubj cop advmod conj punct ',0.0,0.5,0.5,1,52,true
238,'you can actually see the caked on dust . ','nsubj aux advmod root det dobj prep pobj punct ',0.0,0.0,0.0,0,41,false
239,'it does need updating aesthetically . ','nsubj aux root xcomp advmod punct ',0.0,0.0,0.0,1,38,true
296,'good . ','root punct ',0.0,1.0,1.0,0,7,false
297,'the housekeeper was very sweet and she did a great job . ','det nsubj cop advmod root cc nsubj conj det amod dobj punct ',0.0,1.0,1.0,0,57,false
298,'there were some little things like broken lights , mildew and drippy faucet . ','expl root det amod nsubj prep amod pobj punct amod cc conj nsubj punct ',0.0,0.0,0.0,0,78,false
299,'the hotel needs a bit of tlc . ','det nsubj root det dobj prep pobj punct ',0.0,0.0,0.0,1,31,false
300,'otherwise a nice experience . ','advmod det amod root punct ',0.0,0.6,0.6,0,30,false
301,'the housekeeping staff were very friendly and they did a great job ','det nn nsubj cop advmod root cc nsubj conj det amod dobj ',0.0,1.0,1.0,0,67,false
344,'good . ','root punct ',0.0,1.0,1.0,0,7,false
345,'beds are not real . ','nsubj cop neg root punct ',0.0,0.5,0.5,1,20,false
360,'meh . ','root punct ',0.0,0.0,0.0,0,6,false
361,'it s in a good location and it s clean . ','nsubj root prep det amod pobj cc nsubj cop conj punct ',0.0,1.0,1.0,0,43,false
362,'it s very dated . ','nsubjpass auxpass advmod root punct ',0.0,0.0,0.0,0,19,false
363,'the tv did nt work . ','det nsubj aux neg root punct ',0.0,0.0,0.0,1,22,false
364,'the staff at reception are nt warm . ','det nsubj prep pobj cop neg root punct ',0.0,0.2,0.2,1,38,false
365,'i only stay here if i absolutely have to . ','nsubj advmod root advmod mark nsubj advmod advcl dep punct ',0.0,0.0,0.0,0,43,false
366,'we were stranded with the storm so we booked it last minute . ','nsubjpass auxpass root prep det pobj advmod nsubj ccomp dobj amod tmod punct ',0.0,0.0,0.0,0,62,false
416,'rude staff . ','nn root punct ',0.0,0.0,0.0,0,13,false
417,'the staff gave an unpleasant vibe that started right off the bat . ','det nsubj root det amod dobj nsubj rcmod dep prep det pobj punct ',0.0,0.0,0.0,1,67,false
418,'the one female receptionist had an attitude with me because she did nt explain the room deposit correctly to me and when all i did in return was ask her to clarify something s she had already said , it only seemed to upset her more . ','det num amod nsubj root det dobj prep pobj mark nsubj aux neg advcl det nn dobj advmod dep pobj cc advmod dep nsubj conj prep pobj auxpass xcomp dobj aux xcomp dobj possessive nsubj aux advmod rcmod punct nsubj advmod ccomp aux xcomp dobj advmod punct ',-0.4,0.5,0.9,1,236,false
440,'good location , adequate for our stay , would stay there again if the price was right . ','amod nsubj punct amod prep poss pobj punct aux root advmod advmod mark det nsubj cop advcl punct ',0.0,1.0,1.0,0,88,false
441,'quiet , comfortable , clean , great location . ','amod punct amod punct amod punct nn root punct ',0.0,1.0,1.0,0,47,false
442,'bar fridge in room was very useful . ','nn nsubj prep pobj cop advmod root punct ',0.0,0.4,0.4,0,37,false
443,'rooms and furniture need updating . ','nsubj cc conj root xcomp punct ',0.0,0.0,0.0,1,36,false
444,'pool area also needs a makeover . ','amod nsubj advmod root det dobj punct ',0.0,0.3333333333333333,0.3333333333333333,1,34,true
480,'good location , adequate for our stay , would stay there again if the price was right . ','amod nsubj punct amod prep poss pobj punct aux root advmod advmod mark det nsubj cop advcl punct ',0.0,1.0,1.0,0,88,false
481,'quiet , comfortable , clean , great location . ','amod punct amod punct amod punct nn root punct ',0.0,1.0,1.0,0,47,false
482,'bar fridge in room was very useful . ','nn nsubj prep pobj cop advmod root punct ',0.0,0.4,0.4,0,37,false
483,'rooms and furniture need updating . ','nsubj cc conj root xcomp punct ',0.0,0.0,0.0,1,36,false
484,'pool area also needs a makeover . ','amod nsubj advmod root det dobj punct ',0.0,0.3333333333333333,0.3333333333333333,1,34,true
520,'thangs for the service ! ','root prep det pobj punct ',0.0,0.0,0.0,0,25,false
521,'the moon light !!!! ','det nn root punct ',0.0,0.0,0.0,0,20,false
522,'maybe update a little bit more colors and furniture !!! ','advmod root det amod dep advmod dobj cc conj punct ',0.0,0.0,0.0,0,56,false
544,'good . ','root punct ',0.0,1.0,1.0,0,7,false
545,'the location . ','det root punct ',0.0,0.0,0.0,0,15,false
546,'bathrooms are showing their age . ','nsubj aux root poss dobj punct ',0.0,0.0,0.0,0,34,false
547,'time to renovate ! ','root aux infmod punct ',0.0,0.5,0.5,1,19,true
576,'i wish i would have waited for lower rates the site was offering $ 75 per night . ','nsubj root nsubj aux aux ccomp prep amod pobj det nsubj aux rcmod dobj num prep pobj punct ',0.0,0.5,0.5,0,82,false
577,'we stayed for two ni . ','nsubj root prep num pobj punct ',0.0,0.0,0.0,0,23,false
578,'nice big room upgraded on arrival . ','nn amod root partmod prep pobj punct ',0.0,0.6,0.6,0,36,false
579,'the smell in lobby when you first walk in it smells stale like a nursing home . ','det root prep pobj advmod nsubj advmod dep mark nsubj advcl dobj prep det nn pobj punct ',-0.4,0.0,0.4,0,80,false
580,'too much antiseptic smell trying to cover up the stale smell . ','advmod amod amod root partmod aux xcomp prt det amod dobj punct ',0.0,1.0,1.0,1,63,false
581,'beautiful older building i can appreciate . ','amod amod dobj nsubj aux root punct ',0.0,1.0,1.0,0,44,true
582,'also they had to turn off the water from midnight to 6 am . ','advmod nsubj root aux xcomp prt det dobj prep pobj prep num pobj punct ',0.0,0.0,0.0,0,60,false
583,'no big affect as far as comfort ','det amod root advmod dep dep pobj ',0.0,1.0,1.0,1,32,false
640,'good . ','root punct ',0.0,1.0,1.0,0,7,false
641,'location is good?cprice is fair . ','nsubj cop nsubj cop root punct ',0.0,0.5,0.5,0,34,false
642,'its a old hotel , and in my room the curtain fell off ','poss det amod root punct cc nsubj poss advmod det nsubj conj prt ',0.0,0.0,0.0,0,54,true
664,'the stay was ok but its a bit like a b&b with an old style hotel ambience without a bar and diner . ','det nsubj cop root cc poss det conj prep det pobj prep det amod nn nn pobj prep det pobj cc conj punct ',0.0,0.0,0.0,0,100,true
665,'breakfast was good , location excellent , view from room was good . ','nsubj cop root punct conj amod punct nsubj prep pobj cop ccomp punct ',0.0,1.0,1.0,1,68,false
666,'room cleaning service was good . ','nn amod nsubj cop root punct ',0.0,1.0,1.0,0,33,false
667,'safe place and quiet . ','amod root cc conj punct ',0.0,0.75,0.75,0,23,false
668,'no usb pports and no power points for electronic devices ; most furniture was old and my bed squeaked . ','det nn root cc det nn conj prep amod pobj punct amod nsubj cop parataxis cc poss nsubj conj punct ',0.0,0.0,0.0,1,104,false
669,'the last evening we could not get into our room as we were apparently checked out already . ','det amod root nsubj aux neg rcmod prep poss pobj mark nsubjpass auxpass advmod advcl prt advmod punct ',0.0,0.0,0.0,1,92,false
670,'no room service , no bar except during lunch time not quite 4 star standard ','det nn root punct det appos prep dep nn pobj neg advmod num nn dep ',0.0,1.0,1.0,1,76,true
720,'excellent customer service . ','amod nn root punct ',0.0,1.0,1.0,1,29,false
721,'the staff were very accommodating and helpful . ','det nsubj cop advmod root cc conj punct ',0.0,1.0,1.0,0,48,false
722,'our bathroom shower had mold on the walls . ','poss nn nsubj root dobj prep det pobj punct ',0.0,0.0,0.0,0,44,false
723,'we explained this problem to the front desk , and they were very apologetic and moved us to an upgraded room . ','nsubj root det dobj prep det amod pobj punct cc nsubj cop advmod conj cc conj dobj prep det amod pobj punct ',-0.4,0.5,0.9,1,111,false
724,'excellent customer service . ','amod nn root punct ',0.0,1.0,1.0,1,29,false
760,'good . ','root punct ',0.0,1.0,1.0,0,7,false
761,'location is excellent , central , convenient to public transportation , restaurants , metro , and place dupuis food court , various services . ','nsubj cop root punct amod punct conj prep amod pobj punct conj punct conj punct cc nn nn nn conj punct amod dobj punct ',0.0,1.0,1.0,1,143,false
762,'maintenance is spotty . ','nsubj cop root punct ',0.0,0.0,0.0,1,24,false
763,'bathtub drain clogged , hairdryer didn?ft work , ice makers on several floors were out of order , furniture in room scuffed . ','nn nsubjpass partmod punct nn nn conj punct nn conj prep amod pobj auxpass prep dep pobj punct nsubj prep pobj root punct ',0.0,0.0,0.0,0,126,true
792,'good . ','root punct ',0.0,1.0,1.0,0,7,false
793,'we really liked the location of the hotel . ','nsubj advmod root det dobj prep det pobj punct ',0.0,0.4,0.4,0,44,false
794,'the swimming pool was cold . ','det nn nsubj cop root punct ',0.0,0.3333333333333333,0.3333333333333333,0,29,true
816,'pleasant . ','root punct ',0.0,1.0,1.0,1,11,false
817,'great location . ','nn root punct ',0.0,0.6,0.6,0,17,false
818,'the room have mold . ','det nsubj aux root punct ',0.0,0.0,0.0,0,21,false
819,'they move me to another room becsuse of the noise from the contiguos room . ','nsubj root dobj prep det nn pobj prep det pobj prep det nn pobj punct ',0.0,0.0,0.0,1,76,false
848,'good . ','root punct ',0.0,1.0,1.0,0,7,false
849,'close to shopping . ','root dep pobj punct ',0.0,0.5,0.5,0,20,false
850,'no heat in bathroom ','det root prep pobj ',0.0,0.0,0.0,1,20,false
872,'good . ','root punct ',0.0,1.0,1.0,0,7,false
873,'service de concierge nest pas sufficient ','nn nn nn nsubj root acomp ',0.0,0.0,0.0,1,41,false
888,'okay . ','root punct ',0.0,0.0,0.0,0,7,false
889,'location . ','root punct ',0.0,0.0,0.0,0,11,false
890,'the room was very tired and overused . ','det nsubj cop advmod root cc conj punct ',-0.4,0.0,0.4,0,39,false
891,'the room need a facelift . ','det nsubj root det dobj punct ',0.0,0.0,0.0,1,27,false
892,'the carpet was stained , there was mould in the bathroom . ','det nsubjpass auxpass root punct expl parataxis nsubj prep det pobj punct ',0.0,0.0,0.0,0,59,false
928,'overall nice one . ','advmod amod root punct ',0.0,0.6,0.6,0,19,false
929,'location . ','root punct ',0.0,0.0,0.0,0,11,false
930,'facilities ','root ',0.0,0.0,0.0,0,11,false
952,'good value for money . ','amod root prep pobj punct ',0.0,1.0,1.0,0,23,false
953,'great location , next to metro station , big n modern food court , supermarket . ','amod root punct advmod dep nn pobj punct amod advmod amod nn appos punct appos punct ',0.0,0.6,0.6,0,81,false
954,'walkable to city centre . ','root prep nn pobj punct ',0.0,0.0,0.0,1,26,false
955,'erred an electric teapot to a coffee maker . ','root det amod dobj prep det nn pobj punct ',0.0,0.5,0.5,0,45,false
956,'coffee brewer can be cleaned after each guest . ','nn nsubjpass aux auxpass root prep det pobj punct ',0.0,1.0,1.0,0,48,false
957,'. ','root ',0.0,0.0,0.0,0,2,false
958,'sheet is big enough to be tucked under the matress . ','nsubj cop root advmod aux auxpass xcomp prep det pobj punct ',0.0,0.2,0.2,1,53,false
959,'so that it wo nt be rolled up . ','root complm nsubjpass aux neg auxpass pcomp prt punct ',0.0,0.0,0.0,1,33,false
1016,'good cost effectiveness . ','amod nn root punct ',0.0,1.0,1.0,0,26,false
1017,'good location . ','amod root punct ',0.0,1.0,1.0,0,16,false
1018,'good location . ','amod root punct ',0.0,1.0,1.0,0,16,false
1019,'breakfest could be better . ','nsubj aux cop root punct ',0.0,1.0,1.0,0,28,false
1020,'there is no room service and the restaurant is closed for dinner , what s is essential . ','expl root det nn nsubj cc det nsubjpass auxpass conj prep pobj punct dobj nsubj cop rcmod punct ',0.0,1.0,1.0,1,90,true
1021,'pool is only opened in the evening ! ','nsubjpass auxpass advmod root prep det pobj punct ',0.0,0.3333333333333333,0.3333333333333333,0,37,true
1064,'okay . ','root punct ',0.0,0.0,0.0,0,7,false
1065,'great location . ','amod root punct ',0.0,0.6,0.6,0,17,false
1066,'i lost some of my things when i left and i contacted them about it but they said they can?ft find it ... ','nsubj root dobj prep poss pobj advmod nsubj dep cc nsubj conj dobj prep pobj cc nsubj conj nsubj aux ccomp dobj punct ',-0.2,0.5,0.7,1,105,false
1067,'also , the hot water would only work in the morning ','advmod punct det amod nsubj aux advmod root prep det pobj ',0.0,0.0,0.0,0,52,false
1096,'good . ','root punct ',0.0,1.0,1.0,0,7,false
1097,'great buffet . ','amod root punct ',0.0,0.6,0.6,0,15,false
1098,'too bad there was no fridge in our room since we booked the smaller room . ','advmod root expl ccomp det nsubj prep poss pobj mark nsubj advcl det amod dobj punct ',-0.6,0.0,0.6,1,75,false
1099,'great location . ','amod root punct ',0.0,0.6,0.6,0,17,false
1100,'parking was scary but at least it wasn?ft on the street ','nsubj cop root cc advmod dep nsubj conj prep det pobj ',-0.4,0.0,0.4,0,56,false
1136,'the room served its purpose . ','det nsubj root poss dobj punct ',0.0,0.0,0.0,0,30,false
1137,'no more and no less . ','dep root cc det conj punct ',0.0,0.0,0.0,1,22,false
1138,'room 718 - it was a very clean room . ','nsubj num punct dep cop det advmod amod root punct ',0.0,1.0,1.0,0,38,false
1139,'front staff was friendly . ','amod nsubj cop root punct ',0.0,1.0,1.0,1,27,false
1140,'front entrance was beautiful . ','amod nsubj cop root punct ',0.0,1.0,1.0,1,31,true
1141,'ked that there was parking underground with easy access to the hotel . ','root complm expl ccomp dep advmod prep amod pobj prep det pobj punct ',0.0,0.2,0.2,0,71,false
1142,'room 718 - the bathroom was in need of major renovation ( i was nt comfortable with the mold on the bath tub walls ) . ','root num punct det nsubj dep prep pobj prep amod pobj advmod nsubj cop neg dep mark det nsubj prep det nn nn pobj advcl punct ',0.0,1.0,1.0,1,120,false
1192,'good . ','root punct ',0.0,1.0,1.0,0,7,false
1193,'the lobby was clean and the room was clean and had a great view of the city . ','det nsubj cop root cc det nsubj cop conj cc conj det amod dobj prep det pobj punct ',-0.4,1.0,1.4,0,78,false
1194,'the restaurant in the hotel was good . ','det nsubj prep det pobj cop root punct ',0.0,1.0,1.0,1,39,true
1195,'the location of the hotel is great for access to st. catherine s street and getting downtown . ','det nsubj prep det pobj cop root prep pobj prep nn poss possessive pobj cc conj dobj punct ',0.0,0.6,0.6,1,96,false
1196,'the bathrooms were outdated , and seemed a little scummy . ','det nsubj cop root punct cc cop det amod conj punct ',0.0,0.0,0.0,0,59,false
1232,'good value . ','amod root punct ',0.0,1.0,1.0,0,13,false
1233,'the location was very convenient and the view from our room was outstanding . ','det nsubj cop advmod root cc det nsubj prep poss pobj cop conj punct ',0.0,1.0,1.0,1,78,false
1234,'it needs to be updated . ','nsubj root aux auxpass xcomp punct ',0.0,0.0,0.0,1,25,true
1235,'it took a full five minutes running the shower before the water was really warm . ','nsubj csubj det amod num dobj partmod det dobj prep det pobj cop advmod root punct ',0.0,0.5,0.5,0,82,false
1264,'pleasant . ','root punct ',0.0,1.0,1.0,1,11,false
1265,'very old , needs reformation on comon areas . ','advmod dep punct root dobj prep amod pobj punct ',0.0,1.0,1.0,1,46,true
1280,'probably would not stay there again . ','advmod aux neg root advmod advmod punct ',0.0,0.0,0.0,1,38,false
1281,'there was no working ice machine . ','expl root det amod nn nsubj punct ',0.0,0.0,0.0,1,35,true
1296,'would go back and would recommend to friends . ','aux root advmod cc aux conj prep pobj punct ',0.0,1.0,1.0,0,47,false
1297,'the rooms were roomy . ','det nsubj cop root punct ',0.0,0.0,0.0,0,23,false
1298,'the location was excellent . ','det nsubj cop root punct ',0.0,1.0,1.0,1,29,false
1299,'it was clean and the staff were awesome . ','nsubj cop nsubj cc det conj cop root punct ',0.0,1.0,1.0,0,42,false
1300,'the air ducts need cleaning . ','det nn nsubj root xcomp punct ',0.0,1.0,1.0,1,30,false
1301,'when they came on i smelled mould . ','advmod nsubj root mark nsubj advcl dobj punct ',0.0,0.0,0.0,0,36,false
1302,'the pool hours were limited and odd . ','det nn nsubj cop root cc conj punct ',-0.4,0.3333333333333333,0.7333333333333334,0,38,true
1352,'good . ','root punct ',0.0,1.0,1.0,0,7,false
1353,'location ','root ',0.0,0.0,0.0,0,9,false
1368,'very good . ','advmod root punct ',0.0,1.0,1.0,0,12,false
1369,'nice in the city . ','root prep det pobj punct ',0.0,0.6,0.6,0,19,false
1370,'room has no fridge ','nsubj root det dobj ',0.0,0.0,0.0,1,19,false
1392,'good . ','root punct ',0.0,1.0,1.0,0,7,false
1393,'good location . ','amod root punct ',0.0,1.0,1.0,0,16,false
1394,'lots of elevators that worked rapidly . ','root prep pobj nsubj rcmod advmod punct ',0.0,0.0,0.0,0,40,true
1395,'old building . ','amod root punct ',0.0,0.5,0.5,0,15,true
1396,'not a lot of amenities . ','neg det root prep pobj punct ',0.0,1.0,1.0,1,25,false
1432,'home away from home . ','advmod root dep pobj punct ',0.0,0.0,0.0,0,22,false
1433,'ideal location of hotel at the heart of downtown montreal . ','amod root prep pobj prep det pobj prep nn pobj punct ',0.0,0.0,0.0,1,60,false
1434,'friendly and helpful staff . ','amod cc conj root punct ',0.0,1.0,1.0,0,29,false
1435,'trustworthy housekeeping . ','amod root punct ',0.0,1.0,1.0,0,27,false
1436,'wide selection of places close to the hotel ( metro stations , taxi , shopping malls , restaurants , pharmacies , etc ) . ','amod root prep pobj amod prep det pobj prep nn dep punct conj punct nn conj punct conj punct appos punct dep conj punct ',0.0,0.5,0.5,1,122,false
1437,'too many homeless people near hotel . ','advmod amod amod root prep pobj punct ',0.0,0.0,0.0,0,38,false
1480,'pleasant . ','root punct ',0.0,1.0,1.0,1,11,false
1481,'good location . ','amod root punct ',0.0,1.0,1.0,0,16,false
1482,'the design is quite old and need change lift to car park ','det nsubj cop advmod root cc conj nn dobj aux xcomp dobj ',0.0,0.0,0.0,1,57,true
1504,'the hotel was convenient to the airport shuttle and subway . ','det nsubj cop root prep det nn pobj cc conj punct ',0.0,1.0,1.0,1,61,false
1505,'the bed was comfy . ','det nsubj cop root punct ',0.0,0.0,0.0,0,20,false
1506,'the coffee machine did nt work . ','det nn nsubj aux neg root punct ',0.0,0.0,0.0,1,34,false
1507,'there was a strange smell in the room . ','expl root det amod nsubj prep det pobj punct ',-0.2,0.0,0.2,0,40,false
1508,'the room and hotel was a little tired and tatty . ','det nsubj cc conj cop det dep root cc conj punct ',-0.4,0.0,0.4,0,50,true
1509,'one of the staff was friendly . ','nsubj prep det pobj cop root punct ',0.0,1.0,1.0,0,32,false
1510,'the others made no effort to be friendly or helpful . ','det nsubj root det dobj aux cop infmod cc conj punct ',0.0,1.0,1.0,1,54,false
1560,'not bad . ','neg root punct ',-0.6,0.0,0.6,1,10,false
1561,'location , comfort . ','root punct appos punct ',0.0,1.0,1.0,0,21,false
1562,'payment process ','nn root ',0.0,0.0,0.0,1,16,false
1584,'very nice hotel , would recommend . ','advmod amod nsubj punct aux root punct ',0.0,0.6,0.6,0,36,true
1585,'staff ( sammy , at checkin ) very helpful in providing a room with a nice view ! ','root punct dep punct prep pobj dep advmod amod prep pcomp det dobj prep det amod pobj punct ',0.0,1.0,1.0,0,81,false
1586,'very bad signage for directions from parking garage to hotel through food court , ect . ','advmod amod root prep pobj prep nn pobj prep pobj prep nn pobj punct appos punct ',-0.6,0.5,1.1,0,88,true
1608,'good . ','root punct ',0.0,1.0,1.0,0,7,false
1609,'location is great . ','nsubj cop root punct ',0.0,0.6,0.6,0,20,false
1610,'old hotel with old equipments : old bathroom , old carpets .. ','nn root prep nn pobj punct nn dep punct nn appos punct ',0.0,0.0,0.0,1,62,true
1611,'needs urgent remodeling ','nn nn root ',-0.2,0.0,0.2,1,24,true
1640,'breakfast needs improvement . ','nsubj root dobj punct ',0.0,1.0,1.0,1,30,false
1641,'proximity to everything in montreal . ','root prep pobj prep pobj punct ',0.0,0.0,0.0,1,38,false
1642,'location . ','root punct ',0.0,0.0,0.0,0,11,false
1643,'breakfast a bit expensive . ','root det nsubj xcomp punct ',0.0,0.5,0.5,0,28,false
1644,'was cold . ','cop root punct ',0.0,0.0,0.0,0,11,false
1645,'spresso ','root ',0.0,0.0,0.0,0,8,false
1688,'fairly good hotel , nice practical location . ','advmod amod root punct amod amod appos punct ',0.0,1.0,1.0,0,46,true
1689,'good location , check - in / out was fast , i was able to get my room earlier than expected , and in general the stay was pleasant . ','amod tmod punct dep advcl prep pobj prt ccomp advmod punct nsubj cop root aux xcomp poss dep advmod mark dep punct cc prep pobj det nsubj cop conj punct ',0.0,1.0,1.0,1,133,false
1690,'it s also connected to a shopping mall and the metro system , so you do nt have to go outside to get to those . ','nsubjpass auxpass advmod root prep det nn pobj cc det nn conj punct cc nsubj aux neg conj aux xcomp advmod aux xcomp prep pobj punct ',0.0,0.5,0.5,1,114,false
1691,'it was nt my first stay in this hotel and i m sure it wo nt be my last . ','nsubj cop neg poss amod root prep det pobj cc nsubj cop conj nsubj aux neg cop poss ccomp punct ',0.0,0.0,0.0,1,76,false
1692,'a big space under the door let the sound and light in , which was mildly annoying while trying to sleep . ','det amod nsubj prep det pobj root det dobj cc conj rel punct pobj cop advmod rcmod mark advcl aux xcomp punct ',-0.4,0.2,0.6000000000000001,1,106,false
1693,'i ve also reduced the score for  facilities  because the hotel still follows the archaic ( and slightly offensive ) practice of putting a bible ( or , in this case , new testament ) in the room . ','nsubj aux advmod root det dobj prep punct pobj punct mark det nsubj advmod advcl det dobj dep cc advmod amod nn conj prep pcomp det dobj dep cc punct prep det pobj punct nn nsubj conj prep det pobj punct ',0.0,1.0,1.0,1,199,false
1694,'as a non-christian , this irritates me and i would like it to stop . ','root det pobj punct nsubj conj dobj cc nsubj aux conj nsubj aux xcomp punct ',-0.6,0.4,1.0,1,69,false
1744,'pleasant . ','root punct ',0.0,1.0,1.0,1,11,false
1745,'it was a nice clean hotel . ','nsubj cop det amod amod root punct ',0.0,1.0,1.0,0,28,true
1746,'during the night heard the air circulation almost sounded like a roller coaster kept waking me up ','prep det pobj advcl det nn nsubj advmod ccomp prep det nn pobj aux root dobj prt ',0.0,0.0,0.0,0,98,false
1768,'location , location , location . ','root punct appos punct appos punct ',0.0,0.0,0.0,0,33,false
1769,'the location was absolutely terrific . ','det nsubj cop advmod root punct ',0.0,0.8,0.8,0,39,false
1770,'the staff were extremely accommodating , but the hotel is in need of an update . ','det nsubj aux advmod root punct cc det nsubj conj prep pobj prep det pobj punct ',0.0,0.0,0.0,1,81,true
1771,'our first room smelled like smoke , and we were immediately moved to another room . ','poss amod nsubj root prep pobj punct cc nsubjpass auxpass advmod conj prep det pobj punct ',0.0,0.3333333333333333,0.3333333333333333,1,84,false
