@relation positive

@attribute id numeric
@attribute AFINN numeric
@attribute BingLiu numeric
@attribute EmoLex numeric
@attribute currentcategory {Ausstattung, Hotelpersonal, Lage, OTHER, Komfort, Preis-Leistungs-Verhltnis, WLAN, Sauberkeit}
@attribute currentsentence string
@attribute negation_type_1 numeric
@attribute negation_type_2 numeric
@attribute negation_type_3 numeric
@attribute negation_type_4 numeric
@attribute negation_type_5 numeric
@attribute negation_type_6 numeric
@attribute aspecttype {true, false}

@data
0,0,0,0,Komfort,'room nice big upgraded on arrival . ',0,0,0,0,0,0,true
0,0,0,0,Sauberkeit,'smell the in lobby walk when you first smells in it stale like home a nursing . ',0,0,0,0,0,0,false
0,0,0,0,Ausstattung,'appreciate building beautiful older i can . ',0,0,0,0,0,0,true
0,0,0,0,Ausstattung,'appreciate building beautiful older i can . ',0,0,0,0,0,0,false
0,0,0,0,Ausstattung,'hotel its a old , ',0,0,0,0,0,0,false
0,0,0,0,Komfort,'and fell in room my curtain the off ',0,0,0,0,0,0,false
0,0,0,0,Komfort,'ok stay the was but bit its a like b&b a with ambience an old style hotel without bar a and diner . ',0,0,0,0,0,1,false
0,0,0,0,Ausstattung,'ok stay the was but bit its a like b&b a with ambience an old style hotel without bar a and diner . ',0,0,0,0,0,1,false
0,0,0,0,Ausstattung,'ok stay the was but bit its a like b&b a with ambience an old style hotel without bar a and diner . ',0,0,0,0,0,1,false
0,0,0,0,OTHER,'good breakfast was , ',0,0,0,0,0,0,true
0,0,0,0,Lage,'location excellent , ',0,0,0,0,0,0,true
0,0,0,0,Lage,'good view from room was . ',0,0,0,0,0,0,true
0,0,0,0,Hotelpersonal,'good service room cleaning was . ',0,0,0,0,0,0,true
0,0,0,0,Lage,'place safe and quiet . ',0,0,0,0,0,0,true
0,0,0,0,Komfort,'pports no usb and points no power for devices electronic ; ',0,0,0,0,0,0,false
0,0,0,0,Komfort,'pports no usb and points no power for devices electronic ; ',0,0,0,0,0,0,false
0,0,0,0,Komfort,'old furniture most was and squeaked bed my . ',0,0,0,0,0,0,false
0,0,0,0,Hotelpersonal,'service no room , ',0,0,0,0,0,0,false
0,0,0,0,Ausstattung,'bar no except during time lunch standard not quite 4 star ',1,0,0,0,0,0,false
0,0,0,0,Hotelpersonal,'service excellent customer . ',0,0,0,0,0,0,true
0,0,0,0,Hotelpersonal,'accommodating staff the were very and helpful . ',0,0,0,0,0,0,true
0,0,0,0,Hotelpersonal,'accommodating staff the were very and helpful . ',0,0,0,0,0,0,true
0,0,0,0,Hotelpersonal,'service excellent customer . ',0,0,0,0,0,0,true
0,0,0,0,Lage,'excellent location is , ',0,0,0,0,0,0,true
0,0,0,0,Hotelpersonal,'spotty maintenance is . ',0,0,0,0,0,0,false
0,0,0,0,Sauberkeit,'scuffed drain bathtub clogged , ',0,0,0,0,0,0,false
0,0,0,0,Komfort,'work hairdryer didn?ft , ',0,0,0,0,0,0,false
0,0,0,0,Ausstattung,'makers ice on floors several were out of order , ',0,0,0,0,0,0,false
0,0,0,0,Lage,'liked we really location the of hotel the . ',0,0,0,0,0,0,true
0,0,0,0,Ausstattung,'cold pool the swimming was . ',0,0,0,0,0,0,false
0,0,0,0,Lage,'location great . ',0,0,0,0,0,0,true
0,0,0,0,Lage,'close to shopping . ',0,0,0,0,0,0,true
0,0,0,0,Komfort,'heat no in bathroom ',0,0,0,0,0,0,false
0,0,0,0,Komfort,'tired room the was very and overused . ',0,0,0,0,0,0,false
0,0,0,0,Komfort,'tired room the was very and overused . ',0,0,0,0,0,0,false
0,0,0,0,Komfort,'need room the facelift a . ',0,0,0,0,0,0,false
0,0,0,0,Sauberkeit,'stained carpet the was was , ',0,0,0,0,0,0,false
0,0,0,0,Preis-Leistungs-Verhltnis,'value good for money . ',0,0,0,0,0,0,true
0,0,0,0,Lage,'location great , ',0,0,0,0,0,0,true
0,0,0,0,Lage,'next to station metro , ',0,0,0,0,0,0,true
0,0,0,0,Lage,'walkable to centre city . ',0,0,0,0,0,0,true
0,0,0,0,Komfort,'big sheet is enough tucked to be under matress the . ',0,0,0,0,0,0,true
0,0,0,0,Preis-Leistungs-Verhltnis,'effectiveness good cost . ',0,0,0,0,0,0,true
0,0,0,0,Lage,'location good . ',0,0,0,0,0,0,true
0,0,0,0,Lage,'location good . ',0,0,0,0,0,0,true
0,0,0,0,Hotelpersonal,'is there service no room and closed restaurant the is for dinner , ',0,0,0,0,0,0,false
0,0,0,0,Ausstattung,'is there service no room and closed restaurant the is for dinner , ',0,0,0,0,0,0,false
0,0,0,0,Ausstattung,'opened pool is only in evening the ! ',0,0,0,0,0,0,false
0,0,0,0,Lage,'location great . ',0,0,0,0,0,0,true
0,0,0,0,OTHER,'buffet great . ',0,0,0,0,0,0,true
0,0,0,0,Komfort,'bad too was there fridge no in room our booked since we room the smaller . ',0,0,0,0,0,0,false
0,0,0,0,Lage,'location great . ',0,0,0,0,0,0,true
0,0,0,0,Hotelpersonal,'friendly staff front was . ',0,0,0,0,0,0,true
0,0,0,0,Ausstattung,'beautiful entrance front was . ',0,0,0,0,0,0,true
0,0,0,0,Lage,'ked was that there underground parking with access easy to hotel the . ',0,0,0,0,0,0,true
0,0,0,0,Komfort,'was bathroom the in need of renovation major comfortable ( i was nt ) with mold the on walls the bath tub . ',0,0,0,0,0,0,false
0,0,0,0,Sauberkeit,'clean lobby the was and clean room the was and had view a great of city the . ',0,0,0,0,0,0,true
0,0,0,0,Sauberkeit,'clean lobby the was and clean room the was and had view a great of city the . ',0,0,0,0,0,0,true
0,0,0,0,Lage,'clean lobby the was and clean room the was and had view a great of city the . ',0,0,0,0,0,0,true
0,0,0,0,Ausstattung,'good restaurant the in hotel the was . ',0,0,0,0,0,0,true
0,0,0,0,Lage,'great location the of hotel the is for access to street catherine st. s and getting downtown . ',0,0,0,0,0,0,true
0,0,0,0,Komfort,'outdated bathrooms the were , ',0,0,0,0,0,0,false
0,0,0,0,Preis-Leistungs-Verhltnis,'value good . ',0,0,0,0,0,0,true
0,0,0,0,Lage,'convenient location the was very and outstanding view the from room our was . ',0,0,0,0,0,0,true
0,0,0,0,Lage,'convenient location the was very and outstanding view the from room our was . ',0,0,0,0,0,0,true
0,0,0,0,Ausstattung,'needs it updated to be . ',0,0,0,0,0,0,false
0,0,0,0,OTHER,'stay probably would not there again . ',1,0,0,0,0,0,false
0,0,0,0,Ausstattung,'was there machine no working ice . ',0,0,0,0,0,0,false
0,0,0,0,OTHER,'go would back and recommend would to friends . ',0,0,0,0,0,0,true
0,0,0,0,Komfort,'roomy rooms the were . ',0,0,0,0,0,0,true
0,0,0,0,Lage,'excellent location the was . ',0,0,0,0,0,0,true
0,0,0,0,Hotelpersonal,'awesome clean it was and staff the were . ',0,0,0,0,0,0,true
0,0,0,0,Sauberkeit,'need ducts the air cleaning . ',0,0,0,0,0,0,false
0,0,0,0,Ausstattung,'limited hours the pool were and odd . ',0,0,0,0,0,0,false
0,0,0,0,Ausstattung,'limited hours the pool were and odd . ',0,0,0,0,0,0,false
0,0,0,0,Lage,'nice in city the . ',0,0,0,0,0,0,true
0,0,0,0,Komfort,'has room fridge no ',0,0,0,0,0,0,false
0,0,0,0,Lage,'location good . ',0,0,0,0,0,0,true
0,0,0,0,Ausstattung,'lots of elevators worked that rapidly . ',0,0,0,0,0,0,true
0,0,0,0,Ausstattung,'lots of elevators worked that rapidly . ',0,0,0,0,0,0,true
0,0,0,0,Ausstattung,'building old . ',0,0,0,0,0,0,false
0,0,0,0,Komfort,'lot not a of amenities . ',1,0,0,0,0,0,false
0,0,0,0,Lage,'location ideal of hotel at heart the of montreal downtown . ',0,0,0,0,0,0,true
0,0,0,0,Hotelpersonal,'staff friendly and helpful . ',0,0,0,0,0,0,true
0,0,0,0,Hotelpersonal,'staff friendly and helpful . ',0,0,0,0,0,0,true
0,0,0,0,Hotelpersonal,'housekeeping trustworthy . ',0,0,0,0,0,0,true
0,0,0,0,Lage,'selection wide of places close to hotel the ( stations metro , ',0,0,0,0,0,0,true
0,0,0,0,Lage,'location good . ',0,0,0,0,0,0,true
0,0,0,0,OTHER,'old design the is quite and need lift change car to park ',0,0,0,0,0,0,false
0,0,0,0,Ausstattung,'old design the is quite and need lift change car to park ',0,0,0,0,0,0,false
0,0,0,0,Lage,'convenient hotel the was to shuttle the airport and subway . ',0,0,0,0,0,0,true
0,0,0,0,Komfort,'comfy bed the was . ',0,0,0,0,0,0,true
0,0,0,0,Komfort,'work machine the coffee did nt . ',0,0,0,0,0,0,false
0,0,0,0,Sauberkeit,'was there smell a strange in room the . ',0,0,0,0,0,0,false
0,0,0,0,Komfort,'tired room the and hotel was a little and tatty . ',0,0,0,0,0,0,false
0,0,0,0,Komfort,'tired room the and hotel was a little and tatty . ',0,0,0,0,0,0,false
0,0,0,0,Ausstattung,'tired room the and hotel was a little and tatty . ',0,0,0,0,0,0,false
0,0,0,0,Ausstattung,'tired room the and hotel was a little and tatty . ',0,0,0,0,0,0,false
0,0,0,0,Hotelpersonal,'friendly one of staff the was . ',0,0,0,0,0,0,true
0,0,0,0,Hotelpersonal,'made others the effort no friendly to be or helpful . ',0,0,0,0,0,0,false
0,0,0,0,Hotelpersonal,'made others the effort no friendly to be or helpful . ',0,0,0,0,0,0,false
0,0,0,0,Ausstattung,'recommend hotel very nice , ',0,0,0,0,0,0,true
0,0,0,0,Hotelpersonal,'staff helpful ( ) sammy , ',0,0,0,0,0,0,true
0,0,0,0,Lage,'at checkin very in providing room a with view a nice ! ',0,0,0,0,0,0,true
0,0,0,0,Ausstattung,'signage very bad for directions from garage parking to hotel through court food , ',0,0,0,0,0,0,false
0,0,0,0,Lage,'great location is . ',0,0,0,0,0,0,true
0,0,0,0,Ausstattung,'hotel old with equipments old : bathroom old , ',0,0,0,0,0,0,false
0,0,0,0,Ausstattung,'hotel old with equipments old : bathroom old , ',0,0,0,0,0,0,false
0,0,0,0,Komfort,'hotel old with equipments old : bathroom old , ',0,0,0,0,0,0,false
0,0,0,0,Ausstattung,'carpets old .. ',0,0,0,0,0,0,false
0,0,0,0,Ausstattung,'remodeling needs urgent ',0,0,0,0,0,0,false
0,0,0,0,OTHER,'needs breakfast improvement . ',0,0,0,0,0,0,false
0,0,0,0,Lage,'proximity to everything in montreal . ',0,0,0,0,0,0,true
0,0,0,0,Preis-Leistungs-Verhltnis,'breakfast expensive bit a . ',0,0,0,0,0,0,false
0,0,0,0,Ausstattung,'hotel fairly good , ',0,0,0,0,0,0,true
0,0,0,0,Lage,'location nice practical . ',0,0,0,0,0,0,true
0,0,0,0,Lage,'location nice practical . ',0,0,0,0,0,0,true
0,0,0,0,Lage,'location good , ',0,0,0,0,0,0,true
0,0,0,0,OTHER,'check in / out was fast , ',0,0,0,0,0,0,true
0,0,0,0,OTHER,'and pleasant in general stay the was . ',0,0,0,0,0,0,true
0,0,0,0,Lage,'connected it s also to mall a shopping and system the metro , ',0,0,0,0,0,0,true
0,0,0,0,Lage,'connected it s also to mall a shopping and system the metro , ',0,0,0,0,0,0,true
0,0,0,0,OTHER,'reduced i ve also score the for facilities   follows because hotel the still archaic the ( and practice offensive slightly ) of putting bible a ( or ) , ',0,0,0,0,0,0,false
0,0,0,0,OTHER,'reduced i ve also score the for facilities   follows because hotel the still archaic the ( and practice offensive slightly ) of putting bible a ( or ) , ',0,0,0,0,0,0,false
0,0,0,0,Ausstattung,'hotel it was a nice clean . ',0,0,0,0,0,0,true
0,0,0,0,Sauberkeit,'hotel it was a nice clean . ',0,0,0,0,0,0,true
0,0,0,0,Komfort,'waking heard during night the sounded circulation the air almost like coaster a roller kept me up ',0,0,0,0,0,0,false
0,0,0,0,Lage,'terrific location the was absolutely . ',0,0,0,0,0,0,false
0,0,0,0,Hotelpersonal,'accommodating staff the were extremely , ',0,0,0,0,0,0,true
0,0,0,0,Ausstattung,'but is hotel the in need of update an . ',0,0,0,0,0,1,false
0,0,0,0,Sauberkeit,'smelled room our first like smoke , ',0,0,0,0,0,0,false
0,0,0,0,Komfort,'fixed working where lock the was nt - ',0,0,0,0,0,0,true
0,0,0,0,Komfort,'fixed working where lock the was nt - ',0,0,0,0,0,0,false
0,0,0,0,Hotelpersonal,'helped staff the book us rides our train , ',0,0,0,0,0,0,true
0,0,0,0,Komfort,'need rooms the upgrading . ',0,0,0,0,0,0,false
0,0,0,0,Lage,'great location hotel was ! ',0,0,0,0,0,0,true
0,0,0,0,Lage,'access easy subway . ',0,0,0,0,0,0,true
0,0,0,0,Lage,'comfortable beds close to bars and restaurants , ',0,0,0,0,0,0,true
0,0,0,0,Lage,'comfortable beds close to bars and restaurants , ',0,0,0,0,0,0,true
0,0,0,0,Komfort,'comfortable beds close to bars and restaurants , ',0,0,0,0,0,0,true
0,0,0,0,Hotelpersonal,'bilingual staff is , ',0,0,0,0,0,0,true
0,0,0,0,Komfort,'was room our beside elevators the and hear we could going them up and down loudly quite . ',0,0,0,0,0,0,false
0,0,0,0,Komfort,'wasn?ft noise the best wake to up to in morning the . ',0,0,0,0,0,0,false
0,0,0,0,Lage,'asset access indoor to iga and metro is definitely an . ',0,0,0,0,0,0,true
0,0,0,0,Komfort,'old fixtures the bathroom and look are both and outdated . ',0,0,0,0,0,0,false
0,0,0,0,Komfort,'old fixtures the bathroom and look are both and outdated . ',0,0,0,0,0,0,false
0,0,0,0,Komfort,'is there not outlet enough electric for devices personal . ',1,0,0,0,0,0,false
0,0,0,0,OTHER,'good stay was , ',0,0,0,0,0,0,true
0,0,0,0,Lage,'location a convenient , ',0,0,0,0,0,0,true
0,0,0,0,Komfort,'room comfortable and spacious . ',0,0,0,0,0,0,true
0,0,0,0,Komfort,'room comfortable and spacious . ',0,0,0,0,0,0,true
0,0,0,0,Lage,'good location to town old . ',0,0,0,0,0,0,true
0,0,0,0,Lage,'pleasant park across way the was and enjoyed we music the . ',0,0,0,0,0,0,true
0,0,0,0,Komfort,'pleasant park across way the was and enjoyed we music the . ',0,0,0,0,0,0,true
0,0,0,0,Hotelpersonal,'felt staff desk and concierge we understaffed that positions these were . ',0,0,0,0,0,0,false
0,0,0,0,Hotelpersonal,'felt staff desk and concierge we understaffed that positions these were . ',0,0,0,0,0,0,false
0,0,0,0,Lage,'people seemed of property public and feel area the did not safe particularly in evening the . ',1,0,0,0,0,0,false
0,0,0,0,Komfort,'disgusted on night our 1 st of because con defective air . ',0,0,0,0,0,0,false
0,0,0,0,Hotelpersonal,'have kudos to receptionists daytime , ',0,0,0,0,0,0,true
0,0,0,0,Komfort,'we con air no - ',0,0,0,0,0,0,false
0,0,0,0,Komfort,'room no available transfer to claimed as by staff the friendly not so night . ',1,0,0,0,0,0,false
0,0,0,0,Hotelpersonal,'room no available transfer to claimed as by staff the friendly not so night . ',1,0,0,0,0,0,false
0,0,0,0,Hotelpersonal,'receptionist not friendly so night .. ',1,0,0,0,0,0,false
0,0,0,0,Komfort,'give and us room a with air defective con - ',0,0,0,0,0,0,false
0,0,0,0,Lage,'look good location nice but old needs from interior it renovation . ',0,0,0,0,0,1,true
0,0,0,0,Ausstattung,'look good location nice but old needs from interior it renovation . ',0,0,0,0,0,1,true
0,0,0,0,Ausstattung,'look good location nice but old needs from interior it renovation . ',0,0,0,0,0,1,false
0,0,0,0,Ausstattung,'look good location nice but old needs from interior it renovation . ',0,0,0,0,0,1,false
0,0,0,0,Lage,'place good in montreal with look nice to city the . ',0,0,0,0,0,0,true
0,0,0,0,Lage,'place good in montreal with look nice to city the . ',0,0,0,0,0,0,true
0,0,0,0,Ausstattung,'style everything is old furniture bathroom of windows carpet ac as belongs if it to 1990 . ',0,0,0,0,0,0,false
0,0,0,0,Komfort,'style everything is old furniture bathroom of windows carpet ac as belongs if it to 1990 . ',0,0,0,0,0,0,false
0,0,0,0,Komfort,'style everything is old furniture bathroom of windows carpet ac as belongs if it to 1990 . ',0,0,0,0,0,0,false
0,0,0,0,OTHER,'come i will again . ',0,0,0,0,0,0,true
0,0,0,0,Lage,'location great !!! ',0,0,0,0,0,0,true
0,0,0,0,Komfort,'by obstacles hidden protruding from frame the bed . ',0,0,0,0,0,0,false
0,0,0,0,Hotelpersonal,'willing management was not address to adequately . ',1,0,0,0,0,0,false
0,0,0,0,Lage,'great location and access to subway was . ',0,0,0,0,0,0,true
0,0,0,0,Lage,'great location and access to subway was . ',0,0,0,0,0,0,true
0,0,0,0,Komfort,'were bathrooms in need of upgrade immediate . ',0,0,0,0,0,0,false
0,0,0,0,Komfort,'rooms great size good but wallpaper some new would be . ',0,0,0,0,0,1,true
0,0,0,0,Komfort,'rooms great size good but wallpaper some new would be . ',0,0,0,0,0,1,false
0,0,0,0,Lage,'location great . ',0,0,0,0,0,0,true
0,0,0,0,Komfort,'bed comfortable . ',0,0,0,0,0,0,true
0,0,0,0,OTHER,'lines big at elevators . ',0,0,0,0,0,0,false
0,0,0,0,Komfort,'comfortable bed was very ... ',0,0,0,0,0,0,true
0,0,0,0,Hotelpersonal,'lady and woman the attending to room our was a lovely . ',0,0,0,0,0,0,true
0,0,0,0,Hotelpersonal,'lady and woman the attending to room our was a lovely . ',0,0,0,0,0,0,true
0,0,0,0,Hotelpersonal,'pleasant lady our front desk was then less ... ',0,0,0,0,0,0,false
0,0,0,0,OTHER,'make she really did feel us stupid ',0,0,0,0,0,0,false
0,0,0,0,Lage,'excellent location the was . ',0,0,0,0,0,0,true
0,0,0,0,Sauberkeit,'clean room was . ',0,0,0,0,0,0,true
0,0,0,0,Komfort,'surprised i was noisy that ac the was very . ',0,0,0,0,0,0,false
0,0,0,0,Lage,'staff location good , ',0,0,0,0,0,0,true
0,0,0,0,Ausstattung,'needs hotel renovation a major dated ( very ) ',0,0,0,0,0,0,false
0,0,0,0,Sauberkeit,'room clean . ',0,0,0,0,0,0,true
0,0,0,0,Ausstattung,'open pool the could be bit a longer but nice still , ',0,0,0,0,0,1,true
0,0,0,0,Ausstattung,'open pool the could be bit a longer but nice still , ',0,0,0,0,0,1,false
0,0,0,0,Hotelpersonal,'loved service the quick . ',0,0,0,0,0,0,true
0,0,0,0,Hotelpersonal,'loved service the quick . ',0,0,0,0,0,0,true
0,0,0,0,Lage,'key location is . ',0,0,0,0,0,0,true
0,0,0,0,Lage,'location great , ',0,0,0,0,0,0,true
0,0,0,0,Lage,'garage parking and walk easy to number a of restaurants , ',0,0,0,0,0,0,true
0,0,0,0,Komfort,'booked room a king and given room with beds two queen was which next right to elevators noisy incredibly . ',0,0,0,0,0,0,false
0,0,0,0,Komfort,'overpaid slept poorly and less room the queen was on website booking.com so may have . ',0,0,0,0,0,0,false
0,0,0,0,Komfort,'night lacking washcloths and room cleaned not 1 as well st of stay night as it was the 2nd . ',1,0,0,0,0,0,false
0,0,0,0,Sauberkeit,'night lacking washcloths and room cleaned not 1 as well st of stay night as it was the 2nd . ',1,0,0,0,0,0,false
0,0,0,0,OTHER,'validated parking not on check addressed in but this was at check out ',1,0,0,0,0,1,false
0,0,0,0,Lage,'key location is . ',0,0,0,0,0,0,true
0,0,0,0,Lage,'location great , ',0,0,0,0,0,0,true
0,0,0,0,Lage,'garage parking and walk easy to number a of restaurants , ',0,0,0,0,0,0,true
0,0,0,0,Komfort,'booked room a king and given room with beds two queen was which next right to elevators noisy incredibly . ',0,0,0,0,0,0,false
0,0,0,0,Komfort,'overpaid slept poorly and less room the queen was on website booking.com so may have . ',0,0,0,0,0,0,false
0,0,0,0,Komfort,'night lacking washcloths and room cleaned not 1 as well st of stay night as it was the 2nd . ',1,0,0,0,0,0,false
0,0,0,0,Sauberkeit,'night lacking washcloths and room cleaned not 1 as well st of stay night as it was the 2nd . ',1,0,0,0,0,0,false
0,0,0,0,OTHER,'validated parking not on check addressed in but this was at check out ',1,0,0,0,0,1,false
0,0,0,0,OTHER,'experience blah hotel . ',0,0,0,0,0,0,false
0,0,0,0,Komfort,'rooms and dated hotel is . ',0,0,0,0,0,0,false
0,0,0,0,Ausstattung,'rooms and dated hotel is . ',0,0,0,0,0,0,false
0,0,0,0,Komfort,'doesn?ft conditioning air work in rooms . ',0,0,0,0,0,0,false
0,0,0,0,Hotelpersonal,'friendly staff is not at all . ',1,0,0,0,0,0,false
0,0,0,0,Komfort,'lovely room our was . ',0,0,0,0,0,0,true
0,0,0,0,Lage,'sketchy neighborhood the was bit a . ',0,0,0,0,0,0,false
0,0,0,0,Komfort,'small bathroom the was bit a . ',0,0,0,0,0,0,false
0,0,0,0,Ausstattung,'mind if you do nt way a hotel beyond date its remodeling . ',0,0,0,0,0,0,false
0,0,0,0,Lage,'next to metro the ; ',0,0,0,0,0,0,true
0,0,0,0,Ausstattung,'showing hotel the is age its . ',0,0,0,0,0,0,false
0,0,0,0,Ausstattung,'needs everything upgraded to be . ',0,0,0,0,0,0,false
0,0,0,0,Sauberkeit,'difficult for staff keep to clean under circumstances the . ',0,0,0,0,0,0,false
0,0,0,0,Komfort,'bathrooms looking particularly mouldy old and seedy - ',0,0,0,0,0,0,false
0,0,0,0,Komfort,'bathrooms looking particularly mouldy old and seedy - ',0,0,0,0,0,0,false
0,0,0,0,Preis-Leistungs-Verhltnis,'so value it is good still for money . ',0,0,0,0,0,0,true
0,0,0,0,Komfort,'fridge no ',0,0,0,0,0,0,false
0,0,0,0,Sauberkeit,'clean room is very , ',0,0,0,0,0,0,true
0,0,0,0,Sauberkeit,'servicrd excellent cleaning . ',0,0,0,0,0,0,true
0,0,0,0,Sauberkeit,'clean room is very . ',0,0,0,0,0,0,true
0,0,0,0,Komfort,'no and bag tea in room the . ',0,0,0,0,0,0,false
0,0,0,0,Komfort,'loose outlets the electrical in room the were very and kept ins the plug for chargers falling out . ',0,0,0,0,0,0,false
0,0,0,0,Komfort,'loose outlets the electrical in room the were very and kept ins the plug for chargers falling out . ',0,0,0,0,0,0,false
0,0,0,0,Preis-Leistungs-Verhltnis,'hotel affordable average in location central . ',0,0,0,0,0,0,true
0,0,0,0,Lage,'hotel affordable average in location central . ',0,0,0,0,0,0,true
0,0,0,0,Preis-Leistungs-Verhltnis,'price liked location the central , ',0,0,0,0,0,0,true
0,0,0,0,Lage,'price liked location the central , ',0,0,0,0,0,0,true
0,0,0,0,Lage,'price liked location the central , ',0,0,0,0,0,0,true
